;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
rho;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0;340.0
x_G;100.0;71.42857142857143;51.02040816326531;36.44314868804665;26.03082049146189;18.593443208187068;13.281030862990765;9.486450616421974;6.776036154587125;4.84002582470509;3.4571613033607784;2.4694009309719847;1.763857807837132;1.2598984341693802;0.8999274529781288;0.6428053235558063;0.4591466596827188;0.3279618997733706;0.2342584998381219;0.1673274998843728;0.119519642774552;0.0853711734103943;0.060979409578853;0.0435567211277522;0.0311119436626801
