condition;iter;t;dt;mu;density;consistent;mu_diff
1;0;0;0.0001;0.253963;1;1;0
1;100;1.2416e-06;6.4e-09;0.350119;1;1;0
1;200;2.4512e-06;1.28e-08;0.369992;1;1;0
1;300;4.8704e-06;2.56e-08;0.387538;1;1;0
1;400;9.7088e-06;5.12e-08;0.416119;1;1;0
1;500;1.93856e-05;1.024e-07;0.458052;1;1;0
1;600;3.87392e-05;2.048e-07;0.510955;1;1;0
1;700;7.74464e-05;4.096e-07;0.568416;1;1;0
1;800;0.000154861;8.192e-07;0.623282;1;1;0
1;900;0.00030969;1.6384e-06;0.671161;1;1;0
1;1000;0.000619347;3.2768e-06;0.711461;1;1;0
1;1100;0.000710442;6.5536e-07;0.718326;1;1;0
1;1200;0.000834305;1.31072e-06;0.725996;1;1;0
1;1300;0.000862879;1.04858e-07;0.727559;1;1;0
1;1400;0.000882278;2.09715e-07;0.728582;1;1;0
1;1500;0.000921075;4.1943e-07;0.730548;1;1;0
1;1600;0.00099867;8.38861e-07;0.734188;1;1;0
1;1700;0.00115386;1.67772e-06;0.740494;1;1;0
1;1800;0.0012354;6.71089e-07;0.743407;1;1;0
1;1900;0.00135888;1.34218e-06;0.747402;1;1;0
1;2000;0.00144424;5.36871e-07;0.749874;1;1;0
1;2100;0.00153765;1.07374e-06;0.752365;1;1;0
1;2200;0.00172449;2.14748e-06;0.756731;1;1;0
1;2300;0.00184646;8.58993e-07;0.75923;1;1;0
1;2400;0.00199421;1.71799e-06;0.761992;1;1;0
1;2500;0.00205853;1.37439e-07;0.763119;1;1;0
1;2600;0.00208162;2.74878e-07;0.763513;1;1;0
1;2700;0.0021278;5.49756e-07;0.764287;1;1;0
1;2800;0.00222016;1.09951e-06;0.765779;1;1;0
1;2900;0.00240488;2.19902e-06;0.768566;1;1;0
1;3000;0.0025377;8.79609e-07;0.770422;1;1;0
1;3100;0.00268371;1.75922e-06;0.772187;1;1;0
1;3200;0.0027949;7.03687e-07;0.773396;1;1;0
1;3300;0.0029096;1.40737e-06;0.774584;1;1;0
1;3400;0.003139;2.81475e-06;0.776788;1;1;0
1;3500;0.00326228;2.2518e-07;0.777918;1;1;0
1;3600;0.00329831;4.5036e-07;0.778235;1;1;0
1;3700;0.00337037;9.0072e-07;0.778856;1;1;0
1;3800;0.00351449;1.80144e-06;0.780051;1;1;0
1;3900;0.00368959;7.20576e-07;0.781422;1;1;0
1;4000;0.00378903;1.44115e-06;0.782159;1;1;0
1;4100;0.0039879;2.8823e-06;0.783554;1;1;0
1;4200;0.00420927;1.15292e-06;0.785001;1;1;0
1;4300;0.00436722;2.30584e-06;0.785973;1;1;0
