condition;iter;t;dt;mu;density;consistent;mu_diff
20;0;0;0.0001;0.0690829;1;1;0
20;100;2.6496e-06;6.4e-09;0.0981374;1;1;0
20;200;2.976e-06;2.56e-09;0.100434;1;1;0
20;300;3.4496e-06;5.12e-09;0.103494;1;1;0
20;400;3.5369e-06;3.2768e-12;0.104021;1;1;0
20;500;3.53749e-06;6.5536e-12;0.104025;1;1;0
20;600;3.53866e-06;1.31072e-11;0.104032;1;1;0
20;700;3.541e-06;2.62144e-11;0.104046;1;1;0
20;800;3.5457e-06;5.24288e-11;0.104074;1;1;0
20;900;3.55508e-06;1.04858e-10;0.104131;1;1;0
20;1000;3.57385e-06;2.09715e-10;0.104243;1;1;0
20;1100;3.61139e-06;4.1943e-10;0.104466;1;1;0
20;1200;3.68647e-06;8.38861e-10;0.104905;1;1;0
20;1300;3.83662e-06;1.67772e-09;0.105761;1;1;0
20;1400;4.13694e-06;3.35544e-09;0.107375;1;1;0
20;1500;4.73756e-06;6.71089e-09;0.110155;1;1;0
20;1600;5.08787e-06;2.68435e-09;0.111443;1;1;0
20;1700;5.56568e-06;5.36871e-09;0.11273;1;1;0
20;1800;6.52131e-06;1.07374e-08;0.114228;1;1;0
20;1900;7.27723e-06;4.29497e-09;0.115196;1;1;0
20;2000;7.99019e-06;8.58993e-09;0.116082;1;1;0
20;2100;9.41612e-06;1.71799e-08;0.117787;1;1;0
20;2200;1.2268e-05;3.43597e-08;0.120978;1;1;0
20;2300;1.79717e-05;6.87195e-08;0.126788;1;1;0
20;2400;2.93791e-05;1.37439e-07;0.137054;1;1;0
20;2500;5.2194e-05;2.74878e-07;0.153701;1;1;0
20;2600;9.78237e-05;5.49756e-07;0.177316;1;1;0
20;2700;0.000189083;1.09951e-06;0.205969;1;1;0
20;2800;0.000371602;2.19902e-06;0.236072;1;1;0
20;2900;0.00073664;4.39805e-06;0.264402;1;1;0
20;3000;0.00137348;1.75922e-06;0.28795;1;1;0
20;3100;0.00153983;1.40737e-07;0.291773;1;1;0
20;3200;0.00155489;2.81475e-07;0.292095;1;1;0
20;3300;0.00158501;5.6295e-07;0.292723;1;1;0
20;3400;0.00164524;1.1259e-06;0.293938;1;1;0
20;3500;0.00176571;2.2518e-06;0.296218;1;1;0
20;3600;0.00198774;9.0072e-07;0.300001;1;1;0
20;3700;0.00208141;1.80144e-06;0.301464;1;1;0
20;3900;0.00227597;1.44115e-07;0.304291;1;1;0
20;4000;0.00230479;2.8823e-07;0.304688;1;1;0
20;4100;0.00236244;5.76461e-07;0.305465;1;1;0
20;4200;0.00247773;1.15292e-06;0.306958;1;1;0
20;4300;0.00270832;2.30584e-06;0.309669;1;1;0
20;4400;0.00279963;9.22337e-07;0.310636;1;1;0
20;4500;0.00298317;1.84467e-06;0.312472;1;1;0
20;4600;0.00306323;7.3787e-07;0.313237;1;1;0
20;4700;0.00320785;1.47574e-06;0.314569;1;1;0
20;4800;0.00329817;5.90296e-07;0.31537;1;1;0
20;4900;0.00340619;1.18059e-06;0.316299;1;1;0
20;5000;0.00362224;2.36118e-06;0.318069;1;1;0
20;5100;0.00369128;1.88895e-07;0.318613;1;1;0
20;5200;0.00372491;3.77789e-07;0.318874;1;1;0
20;5300;0.00379215;7.55579e-07;0.31939;1;1;0
20;5400;0.00392665;1.51116e-06;0.320397;1;1;0
20;5500;0.00406204;6.04463e-07;0.321378;1;1;0
20;5600;0.00415513;1.20893e-06;0.322035;1;1;0
20;5700;0.00434131;2.41785e-06;0.323308;1;1;0
20;5800;0.00450765;9.67141e-07;0.324404;1;1;0
20;5900;0.00465466;1.93428e-06;0.325341;1;1;0
20;6000;0.00475896;1.54743e-07;0.325989;1;1;0
20;6100;0.00478201;3.09485e-07;0.32613;1;1;0
20;6200;0.00482813;6.1897e-07;0.326411;1;1;0
20;6300;0.00492035;1.23794e-06;0.326963;1;1;0
20;6400;0.00510481;2.47588e-06;0.328006;1;1;0
20;6500;0.00527861;9.90352e-07;0.328876;1;1;0
20;6600;0.00542519;1.9807e-06;0.329581;1;1;0
20;6700;0.00556859;7.92282e-07;0.330248;1;1;0
20;6800;0.00568426;1.58456e-06;0.330771;1;1;0
20;6900;0.00591561;3.16913e-06;0.33178;1;1;0
20;7000;0.00614378;1.26765e-06;0.332732;1;1;0
20;7100;0.00632759;2.5353e-06;0.333468;1;1;0
20;7200;0.00651166;1.01412e-06;0.334183;1;1;0
20;7300;0.00665769;2.02824e-06;0.334734;1;1;0
20;7400;0.00678587;1.62259e-07;0.335207;1;1;0
20;7500;0.00680859;3.24519e-07;0.33529;1;1;0
20;7600;0.00685402;6.49037e-07;0.335455;1;1;0
20;7700;0.00694489;1.29807e-06;0.335781;1;1;0
20;7800;0.00712662;2.59615e-06;0.336421;1;1;0
20;7900;0.00730025;2.07692e-07;0.337017;1;1;0
20;8000;0.0073285;4.15384e-07;0.337113;1;1;0
20;8100;0.00738499;8.30767e-07;0.337304;1;1;0
20;8200;0.00749797;1.66153e-06;0.33768;1;1;0
20;8300;0.00772394;3.32307e-06;0.338417;1;1;0
20;8400;0.00798846;1.32923e-06;0.339255;1;1;0
20;8500;0.00816657;2.65846e-06;0.339803;1;1;0
20;8600;0.00838138;1.06338e-06;0.340441;1;1;0
20;8700;0.00852174;2.12676e-06;0.340841;1;1;0
20;8800;0.00871656;8.50706e-07;0.341377;1;1;0
20;8900;0.00882204;1.70141e-06;0.341659;1;1;0
20;9000;0.00903302;3.40282e-06;0.34221;1;1;0
20;9100;0.00932294;1.36113e-06;0.342936;1;1;0
20;9200;0.00949036;2.72226e-06;0.343341;1;1;0
20;9300;0.009715;2.17781e-07;0.34387;1;1;0
20;9400;0.00974091;4.35561e-07;0.34393;1;1;0
20;9500;0.00979275;8.71123e-07;0.344049;1;1;0
20;9600;0.00989641;1.74225e-06;0.344286;1;1;0
20;9700;0.0101037;3.48449e-06;0.34475;1;1;0
20;9800;0.0104111;1.3938e-06;0.345421;1;1;0
20;9900;0.0105755;2.78759e-06;0.345772;1;1;0
20;10000;0.0108184;2.23007e-07;0.34628;1;1;0
20;10100;0.0108438;4.46015e-07;0.346333;1;1;0
20;10200;0.0108947;8.9203e-07;0.346438;1;1;0
20;10300;0.0109964;1.78406e-06;0.346647;1;1;0
20;10400;0.0111997;3.56812e-06;0.34706;1;1;0
20;10500;0.0115251;1.42725e-06;0.347709;1;1;0
20;10600;0.0116864;2.8545e-06;0.348025;1;1;0
20;10700;0.0119096;5.70899e-07;0.348453;1;1;0
20;10800;0.0119816;1.1418e-06;0.348581;1;1;0
20;10900;0.0120705;9.13439e-08;0.348736;1;1;0
20;11000;0.0120817;1.82688e-07;0.348756;1;1;0
20;11100;0.0121042;3.65375e-07;0.348795;1;1;0
20;11200;0.0121491;7.30751e-07;0.348873;1;1;0
20;11300;0.012239;1.4615e-06;0.349028;1;1;0
20;11400;0.0122559;5.84601e-08;0.349057;1;1;0
20;11500;0.012267;1.1692e-07;0.349076;1;1;0
20;11600;0.0122893;2.3384e-07;0.349114;1;1;0
20;11700;0.0123337;4.67681e-07;0.34919;1;1;0
20;11800;0.0124226;9.35361e-07;0.34934;1;1;0
20;11900;0.0124817;3.74144e-07;0.349439;1;1;0
20;12000;0.0125483;7.48289e-07;0.349551;1;1;0
20;12100;0.0126177;2.99316e-07;0.349666;1;1;0
20;12200;0.0126632;5.98631e-07;0.349741;1;1;0
20;12300;0.0127434;2.39452e-07;0.349873;1;1;0
20;12400;0.0127698;4.78905e-07;0.349916;1;1;0
20;12500;0.0128224;9.5781e-07;0.350002;1;1;0
20;12600;0.0129136;3.83124e-07;0.350149;1;1;0
20;12700;0.012955;7.66248e-07;0.350216;1;1;0
20;12800;0.0130378;1.5325e-06;0.350348;1;1;0
20;12900;0.0130828;3.06499e-07;0.35042;1;1;0
20;13000;0.0131401;6.12998e-07;0.350511;1;1;0
20;13100;0.0131976;2.45199e-07;0.350602;1;1;0
20;13200;0.0132361;4.90399e-07;0.350662;1;1;0
20;13300;0.0133043;1.96159e-07;0.350769;1;1;0
20;13400;0.0133259;3.92319e-07;0.350803;1;1;0
20;13500;0.013369;7.84638e-07;0.35087;1;1;0
20;13600;0.013445;3.13855e-07;0.350987;1;1;0
20;13700;0.0134786;6.2771e-07;0.351039;1;1;0
20;13800;0.0135457;1.25542e-06;0.351142;1;1;0
20;13900;0.0135759;5.02168e-08;0.351189;1;1;0
20;14000;0.0135848;1.00434e-07;0.351202;1;1;0
20;14100;0.0136026;2.00867e-07;0.351229;1;1;0
20;14200;0.0136382;4.01735e-07;0.351283;1;1;0
20;14300;0.0137093;8.03469e-07;0.351391;1;1;0
20;14400;0.0137535;3.21388e-07;0.351458;1;1;0
20;14500;0.0138097;6.42775e-07;0.351543;1;1;0
20;14600;0.0138685;2.5711e-07;0.351631;1;1;0
20;14700;0.0139073;5.1422e-07;0.351689;1;1;0
20;14800;0.0139683;2.05688e-07;0.351779;1;1;0
20;14900;0.0139927;4.11376e-07;0.351816;1;1;0
20;15000;0.0140417;8.22752e-07;0.351888;1;1;0
20;15100;0.014085;1.6455e-07;0.351952;1;1;0
