condition;iter;t;dt;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
20;0;0;0.0001;0.0157968;1.26542e-20;0.186846;1.86056e-14;0.0232456;0.0228104;0.0156708;0.0132916;1.92966e-13;1.68804e-20;0.936735;2.18587e-13;0.226793;3.03707e-10;3.01335e-11;3.99888e-05;0.0251579;4.41122e-13;1.24972e-10;0.513043;2.48957e-10;0.0122011;7.82953e-12;1.13491e-07;0.15967;0.00399511;0.000110251;0.00302983;7.74345e-05;0.0144535;0.105775;0.0295639;0.009469;0.00232035;1.0431e-11;8.41175e-05;0.778315;0.0350093;0.000467196;0.000456057;0.00450103;0.000114795;2.00635e-06;0.00178484;0.00231288;0.000647688;0.00218597;9.21891e-05;1.19165;0.0134883;2.47162;0.00650558;0.00160701;0.000700292;2.92691;0.00440773;0.219121;0.000142697;0.0710473;0.00196582;7.65057e-05;0.000376721;0.00383307;0.00105868;0.00114467;1.2088;0.000203524;0.0138902;0.00372387;0.0132806;6.23518;0.307865;0.302434;0.0151261;0.767538;0.000473613;0.000143748;0.000251401;0.19921;0.170374;3.12673;1.94194e-05;0.000297193;0.00651017;0.018494;5.62041;0.843194;0.339276;0.00849202;0.00319336;0.00325341;0.00844151;4.76619e-05;0.0145785;0.00108082;0.0247443;0.0552884;0.0449834;0.00257245;0.00204641;5.61605;1.945e-05;0.000466852;0.00213652;0.280097;0.0274278;2.2319e-05;0.000479193;0.00040828;0.00430503;1.21085;661.303
20;100;2.6496e-06;6.4e-09;0.0219772;1.79763e-20;0.261009;2.397e-14;0.0324719;0.0318554;0.0218789;0.0185581;2.74527e-13;2.39798e-20;1.33082;3.11696e-13;0.316812;4.31438e-10;4.29146e-11;5.61747e-05;0.0351101;6.33006e-13;1.77535e-10;0.715038;3.5366e-10;0.017039;1.11234e-11;7.74285e-05;0.223454;0.00560492;0.00016586;0.00430579;0.000110002;0.0140891;0.148786;0.0420046;0.0134513;0.00329731;1.48158e-11;0.000119496;1.0847;0.0487192;0.000649514;0.000641164;0.00627543;0.000163078;2.85022e-06;0.00253586;0.00322286;0.000902409;0.00304619;0.000128978;1.69289;0.0187204;3.51159;0.0063719;0.00226373;0.00099459;4.17697;0.00626201;0.305598;0.000199827;0.100939;0.00279264;0.000108702;0.000501231;0.00529705;0.00150449;0.00160341;1.71715;0.000289104;0.01973;0.00529006;0.018865;8.68131;0.437134;0.453107;0.021501;1.09007;0.000672072;0.000204183;0.00035723;0.282937;0.242038;4.30642;2.75869e-05;0.000424726;0.00926837;0.0263295;8.27156;1.19833;0.482269;0.0120667;0.00453771;0.00462302;0.0119945;4.68686e-05;0.02071;0.00153541;0.0351463;0.0785414;0.0638479;0.00361884;0.00285123;7.97798;2.76135e-05;0.0006632;0.00303509;0.380149;0.0389669;2.19618e-05;0.000670368;0.00057999;0.00602252;3.06742;644.512
20;200;2.976e-06;2.56e-09;0.0224533;1.83969e-20;0.26677;2.42667e-14;0.0331886;0.0325576;0.0223606;0.0189668;2.80995e-13;2.4541e-20;1.36197;3.19116e-13;0.323805;4.41535e-10;4.39304e-11;5.74403e-05;0.0358815;6.48502e-13;1.8169e-10;0.730688;3.61937e-10;0.0174146;1.13838e-11;0.000126713;0.228419;0.00573077;0.00017108;0.00440673;0.000112576;0.0140546;0.152153;0.0429883;0.013766;0.00337459;1.51622e-11;0.000122292;1.10842;0.0497797;0.000663583;0.000655635;0.00641289;0.000166895;2.91692e-06;0.00259525;0.00329327;0.000922115;0.00311275;0.00013184;1.73251;0.019123;3.59381;0.00636676;0.00231519;0.00101784;4.27676;0.00640857;0.312304;0.00020427;0.103302;0.00285799;0.000111248;0.000510269;0.00540926;0.00153975;0.00163907;1.75733;0.000295867;0.0201915;0.00541386;0.0193063;8.87055;0.447342;0.467131;0.0220055;1.11555;0.000687724;0.000208958;0.0003656;0.289552;0.247703;4.39653;2.82325e-05;0.000434938;0.00948743;0.0269519;8.50698;1.22643;0.493587;0.0123494;0.00464404;0.00473134;0.0122754;4.67886e-05;0.0211946;0.00157135;0.0359682;0.0803793;0.0653358;0.00370069;0.00291354;8.16467;2.8275e-05;0.00067872;0.00310612;0.387653;0.0398792;2.19189e-05;0.00068524;0.000593562;0.00615612;3.4518;642.924
20;300;3.4496e-06;5.12e-09;0.0230848;1.89575e-20;0.274427;2.46261e-14;0.0341413;0.0334908;0.0230006;0.0195098;2.89618e-13;2.52887e-20;1.40349;3.29021e-13;0.3331;4.54987e-10;4.52855e-11;5.91242e-05;0.0369064;6.69242e-13;1.87226e-10;0.751483;3.72964e-10;0.0179137;1.17308e-11;0.000135144;0.23502;0.00589824;0.000178383;0.00454126;0.000116006;0.0140044;0.156633;0.0442992;0.0141854;0.00347758;1.56239e-11;0.000126019;1.13995;0.0511884;0.000682263;0.000674885;0.00659553;0.000171981;3.0058e-06;0.00267439;0.00338678;0.000948289;0.00320116;0.000135645;1.78531;0.0196572;3.70339;0.00636033;0.00238367;0.00104882;4.41003;0.00660384;0.321216;0.000210176;0.106452;0.00294507;0.00011464;0.000522158;0.0055581;0.00158675;0.00168645;1.81087;0.000304878;0.0208064;0.00557882;0.0198944;9.12191;0.460941;0.486713;0.0226781;1.1495;0.000708571;0.000215321;0.000376754;0.298365;0.255253;4.51601;2.90927e-05;0.000448585;0.00977964;0.027782;8.83162;1.26388;0.508672;0.0127261;0.00478573;0.00487569;0.0126498;4.66677e-05;0.0218404;0.00161924;0.0370633;0.0828284;0.0673174;0.00380958;0.00299632;8.41342;2.91588e-05;0.0006994;0.00320076;0.397576;0.0410949;2.18531e-05;0.000705012;0.000611645;0.00633376;4.15119;640.61
20;400;3.5369e-06;3.2768e-12;0.023195;1.90541e-20;0.275751;2.46832e-14;0.0343059;0.0336521;0.0231112;0.0196036;2.91105e-13;2.54176e-20;1.41064;3.3073e-13;0.334706;4.57306e-10;4.55193e-11;5.9415e-05;0.0370835;6.72829e-13;1.8818e-10;0.755079;3.74864e-10;0.018;1.17906e-11;8.21367e-07;0.236161;0.00592707;0.000179657;0.00456444;0.000116597;0.0139951;0.157406;0.0445251;0.0142577;0.00349533;1.57034e-11;0.000126661;1.1454;0.051432;0.000685493;0.000678208;0.0066271;0.000172857;3.02112e-06;0.00268803;0.00340294;0.000952812;0.00321644;0.000136302;1.79441;0.0197496;3.72227;0.00635903;0.00239548;0.00105416;4.43294;0.00663748;0.322756;0.000211196;0.106994;0.00296008;0.000115224;0.000524233;0.00558386;0.00159486;0.00169462;1.8201;0.000306431;0.0209124;0.00560725;0.0199957;9.16536;0.463284;0.490125;0.022794;1.15535;0.000712162;0.000216418;0.000378676;0.299884;0.256554;4.53671;2.92409e-05;0.000450931;0.00982994;0.0279249;8.88803;1.27033;0.511272;0.0127911;0.00481015;0.00490057;0.0127144;4.66439e-05;0.0219517;0.00162749;0.037252;0.0832504;0.0676588;0.00382837;0.00301063;8.45629;2.93471e-05;0.000702964;0.00321707;0.399302;0.0413044;2.18402e-05;0.000708429;0.000614761;0.00636445;4.3037;640.179
20;500;3.53749e-06;6.5536e-12;0.0231957;1.90547e-20;0.27576;2.46835e-14;0.034307;0.0336531;0.0231119;0.0196043;2.91115e-13;2.54184e-20;1.41069;3.30741e-13;0.334717;4.57321e-10;4.55208e-11;5.94169e-05;0.0370847;6.72853e-13;1.88187e-10;0.755103;3.74877e-10;0.0180006;1.1791e-11;8.22237e-07;0.236168;0.00592726;0.000179666;0.0045646;0.000116601;0.013995;0.157411;0.0445266;0.0142582;0.00349545;1.5704e-11;0.000126665;1.14543;0.0514336;0.000685514;0.00067823;0.00662731;0.000172863;3.02122e-06;0.00268812;0.00340305;0.000952842;0.00321654;0.000136306;1.79447;0.0197502;3.7224;0.00635902;0.00239556;0.00105419;4.43309;0.00663771;0.322766;0.000211202;0.106998;0.00296018;0.000115228;0.000524247;0.00558403;0.00159491;0.00169467;1.82016;0.000306441;0.0209131;0.00560744;0.0199964;9.16565;0.4633;0.490149;0.0227947;1.15539;0.000712186;0.000216425;0.000378689;0.299895;0.256563;4.53685;2.92419e-05;0.000450946;0.00983028;0.0279258;8.88841;1.27037;0.511289;0.0127915;0.00481031;0.00490074;0.0127148;4.66438e-05;0.0219524;0.00162754;0.0372533;0.0832532;0.0676611;0.00382849;0.00301072;8.45657;2.93481e-05;0.000702988;0.00321718;0.399313;0.0413058;2.18401e-05;0.000708451;0.000614782;0.00636466;4.30476;640.176
20;600;3.53866e-06;1.31072e-11;0.0231972;1.9056e-20;0.275777;2.46843e-14;0.0343092;0.0336553;0.0231134;0.0196055;2.91135e-13;2.54202e-20;1.41079;3.30764e-13;0.334738;4.57352e-10;4.55239e-11;5.94208e-05;0.037087;6.72901e-13;1.882e-10;0.75515;3.74902e-10;0.0180017;1.17918e-11;8.23983e-07;0.236184;0.00592765;0.000179684;0.00456491;0.000116609;0.0139949;0.157422;0.0445296;0.0142591;0.00349568;1.5705e-11;0.000126674;1.14551;0.0514369;0.000685557;0.000678274;0.00662773;0.000172875;3.02143e-06;0.0026883;0.00340326;0.000952902;0.00321674;0.000136315;1.79459;0.0197514;3.72265;0.00635901;0.00239572;0.00105427;4.4334;0.00663816;0.322787;0.000211216;0.107005;0.00296038;0.000115236;0.000524274;0.00558437;0.00159502;0.00169478;1.82028;0.000306462;0.0209145;0.00560782;0.0199977;9.16623;0.463331;0.490196;0.0227963;1.15547;0.000712234;0.00021644;0.000378715;0.299915;0.25658;4.53712;2.92439e-05;0.000450978;0.00983095;0.0279277;8.88919;1.27046;0.511324;0.0127924;0.00481064;0.00490107;0.0127157;4.66435e-05;0.0219539;0.00162765;0.0372558;0.0832589;0.0676656;0.00382874;0.00301091;8.45715;2.935e-05;0.000703035;0.00321739;0.399336;0.0413086;2.18399e-05;0.000708497;0.000614823;0.00636506;4.30687;640.17
20;700;3.541e-06;2.62144e-11;0.0232001;1.90586e-20;0.275812;2.46858e-14;0.0343136;0.0336596;0.0231163;0.019608;2.91175e-13;2.54236e-20;1.41098;3.3081e-13;0.334781;4.57414e-10;4.55302e-11;5.94285e-05;0.0370917;6.72997e-13;1.88225e-10;0.755246;3.74953e-10;0.018004;1.17934e-11;8.27495e-07;0.236214;0.00592842;0.000179719;0.00456553;0.000116625;0.0139946;0.157442;0.0445357;0.0142611;0.00349616;1.57071e-11;0.000126691;1.14565;0.0514433;0.000685643;0.000678363;0.00662856;0.000172898;3.02183e-06;0.00268867;0.00340369;0.000953022;0.00321715;0.000136332;1.79484;0.0197539;3.72315;0.00635898;0.00239604;0.00105441;4.43402;0.00663906;0.322828;0.000211243;0.10702;0.00296078;0.000115252;0.000524328;0.00558506;0.00159523;0.001695;1.82053;0.000306504;0.0209173;0.00560858;0.0200004;9.16738;0.463394;0.49029;0.0227994;1.15562;0.00071233;0.000216469;0.000378766;0.299955;0.256615;4.53767;2.92479e-05;0.000451041;0.0098323;0.0279316;8.89074;1.27063;0.511394;0.0127941;0.00481129;0.00490173;0.0127174;4.66428e-05;0.0219569;0.00162787;0.0372609;0.0832702;0.0676748;0.00382925;0.00301129;8.45829;2.9354e-05;0.00070313;0.00321783;0.399381;0.0413142;2.18396e-05;0.000708588;0.000614907;0.00636588;4.31109;640.158
20;800;3.5457e-06;5.24288e-11;0.0232058;1.90637e-20;0.275883;2.46888e-14;0.0343223;0.0336681;0.0231222;0.019613;2.91254e-13;2.54305e-20;1.41136;3.30901e-13;0.334866;4.57538e-10;4.55427e-11;5.9444e-05;0.0371012;6.73189e-13;1.88276e-10;0.755437;3.75055e-10;0.0180086;1.17966e-11;8.34604e-07;0.236275;0.00592996;0.000179789;0.00456677;0.000116656;0.0139941;0.157484;0.0445478;0.0142649;0.00349711;1.57114e-11;0.000126725;1.14594;0.0514563;0.000685814;0.00067854;0.00663024;0.000172945;3.02265e-06;0.0026894;0.00340455;0.000953262;0.00321796;0.000136367;1.79532;0.0197588;3.72416;0.00635892;0.00239667;0.00105469;4.43525;0.00664086;0.32291;0.000211297;0.107049;0.00296159;0.000115283;0.000524436;0.00558642;0.00159567;0.00169544;1.82102;0.000306587;0.020923;0.0056101;0.0200058;9.16969;0.463519;0.490479;0.0228056;1.15594;0.000712522;0.000216528;0.000378869;0.300037;0.256685;4.53876;2.92558e-05;0.000451167;0.009835;0.0279392;8.89383;1.27098;0.511533;0.0127976;0.00481259;0.00490306;0.0127208;4.66416e-05;0.0219628;0.00162831;0.037271;0.0832927;0.067693;0.00383025;0.00301205;8.46058;2.93618e-05;0.000703321;0.0032187;0.399471;0.0413254;2.18389e-05;0.000708769;0.000615073;0.00636751;4.31955;640.135
20;900;3.55508e-06;1.04858e-10;0.0232174;1.9074e-20;0.276023;2.46949e-14;0.0343398;0.0336852;0.023134;0.0196229;2.91413e-13;2.54442e-20;1.41212;3.31084e-13;0.335037;4.57785e-10;4.55676e-11;5.94749e-05;0.0371199;6.73572e-13;1.88378e-10;0.755818;3.75258e-10;0.0180177;1.1803e-11;8.49172e-07;0.236396;0.00593303;0.00017993;0.00456924;0.000116719;0.0139931;0.157566;0.0445719;0.0142726;0.003499;1.57199e-11;0.000126794;1.14652;0.0514821;0.000686156;0.000678893;0.00663359;0.000173039;3.02429e-06;0.00269085;0.00340626;0.000953742;0.00321958;0.000136437;1.79629;0.0197685;3.72618;0.0063588;0.00239792;0.00105526;4.4377;0.00664445;0.323073;0.000211406;0.107107;0.00296319;0.000115345;0.000524651;0.00558914;0.00159653;0.0016963;1.82201;0.000306752;0.0209343;0.00561313;0.0200166;9.17429;0.463769;0.490856;0.022818;1.15656;0.000712906;0.000216645;0.000379074;0.300199;0.256823;4.54094;2.92716e-05;0.000451419;0.00984037;0.0279545;8.90001;1.27167;0.51181;0.0128045;0.0048152;0.00490572;0.0127277;4.66391e-05;0.0219747;0.00162919;0.0372911;0.0833377;0.0677294;0.00383224;0.00301357;8.46516;2.93776e-05;0.000703701;0.00322044;0.399652;0.0413477;2.18375e-05;0.000709132;0.000615406;0.00637077;4.33656;640.088
