condition;iter;t;dt;10fthfglu3;12dgr;13dpg;1ag3p;2dr1p;2dr5p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;acald;accoa;actp;ade;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;dump;e4p;f6p;fa;fdp;fmettrna;fmn;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gtp;gua;h2o;h;lac__L;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r5p;ribflv;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;8700;0.0342225;1.66153e-06;0.0359484;0.160113;0.324558;1.96272;0.620968;0.14622;0.852834;0.705277;0.0772305;0.71214;1.82762;22.3331;16.5099;0.0134617;1.47551;19.6635;0.608054;0.799946;0.135159;1.65287;0.0978221;0.131059;190.409;6.18593;0.0233382;0.00995416;2.07169;0.00361725;1.367;0.0497626;0.970197;0.321572;1.63406;0.90536;0.0622194;1.48099;1.87893;0.0514784;0.676861;1.49564;0.910409;0.925961;0.0531427;2.11769;1.35832;0.017634;1.62343;0.915458;0.0603871;1.04204e-07;0.14524;3.92312;1.45808;0.961253;13.1474;0.64747;0.973426;0.0223648;1.84721;1.14586;1.0774;0.0456663;0.516001;1.50805;0.0651583;0.050787;0.333872;1.3379;2.06927;0.988145;1.31448;1.54894;2.78031;14.7731;1.49734;0.922013;0.530966;0.00300797;0.0035149;1.37961;0.00710793;1.59684;3.18466;0.00388738;2.11695;0.948772;0.170983;2.07146;2.43621;0.112138;1.27624;2.22;0.516655;0.0735833;0.522603;0.107137;0.685903;0.997421;15.2051;0.307783;0.0179545;0.0405158;0.00962617;0.856762;0.141589;1.72466;0.45483;0.134637;58.4176;0.683528;1.96457;33.7168;621.832
1;8800;0.0344036;3.32307e-06;0.0359808;0.160209;0.325108;1.96421;0.621322;0.146307;0.853431;0.705777;0.0773176;0.710951;1.83057;22.3334;16.5076;0.0134618;1.47695;19.664;0.606822;0.799361;0.136086;1.65236;0.0978056;0.131198;190.406;6.18297;0.023355;0.0099621;2.0713;0.00361969;1.36813;0.0497973;0.970225;0.31813;1.63423;0.905065;0.0620923;1.48027;1.87869;0.0514482;0.67541;1.49462;0.91017;0.923109;0.0534833;2.11909;1.35839;0.0176227;1.62352;0.91526;0.0603024;1.04204e-07;0.145234;3.92271;1.45846;0.961867;13.1657;0.646349;0.973426;0.0223567;1.84842;1.14597;1.07508;0.0456887;0.514954;1.50956;0.0651652;0.0508278;0.332937;1.3387;2.07282;0.987686;1.31826;1.54891;2.7816;14.7734;1.49572;0.921481;0.530721;0.00294759;0.0034786;1.38074;0.0071043;1.599;3.18783;0.00388661;2.11761;0.950815;0.167894;2.07329;2.43495;0.112125;1.27743;2.21765;0.514211;0.0735247;0.520951;0.107221;0.684506;0.99743;15.2056;0.307942;0.0179595;0.0405261;0.00962014;0.852135;0.141602;1.72402;0.45512;0.134573;58.4514;0.682706;1.96732;33.7578;621.747
1;8900;0.0347659;6.64614e-06;0.0360454;0.160387;0.326186;1.96719;0.622036;0.146483;0.854624;0.706774;0.077466;0.70858;1.83647;22.3339;16.503;0.0134621;1.47982;19.665;0.604372;0.798191;0.137904;1.65139;0.097774;0.131473;190.4;6.17704;0.023389;0.00997866;2.07049;0.00362493;1.37036;0.0498679;0.970281;0.311286;1.63457;0.904474;0.0618615;1.47882;1.87821;0.0513854;0.672513;1.49261;0.909693;0.917389;0.0541476;2.12189;1.35852;0.0176008;1.62369;0.914866;0.0601444;1.04204e-07;0.145222;3.92179;1.45921;0.96309;13.2021;0.644112;0.973426;0.0223399;1.85082;1.14616;1.07046;0.045732;0.512866;1.51257;0.0651806;0.0509071;0.331106;1.3403;2.0799;0.986764;1.32583;1.54884;2.78408;14.7743;1.49247;0.92041;0.530143;0.0029446;0.00347509;1.38299;0.0070975;1.60332;3.19417;0.00388513;2.11895;0.954854;0.161801;2.07693;2.43241;0.112102;1.27979;2.21305;0.509326;0.0734095;0.51771;0.107389;0.681714;0.997425;15.2065;0.308271;0.0179704;0.0405486;0.00960868;0.842889;0.141634;1.72277;0.455721;0.134447;58.5189;0.681075;1.9728;33.8391;621.576
1;9000;0.0349932;1.32923e-06;0.0360859;0.160491;0.326848;1.96905;0.622488;0.146593;0.855371;0.707398;0.0775606;0.707095;1.84015;22.3343;16.5002;0.0134622;1.48162;19.6656;0.602844;0.797459;0.139019;1.65077;0.0977545;0.131644;190.396;6.17337;0.0234107;0.00998918;2.06995;0.00362824;1.37175;0.0499135;0.970316;0.30702;1.63478;0.9041;0.0617304;1.47792;1.87791;0.0513449;0.670697;1.49135;0.909394;0.913788;0.0545537;2.12364;1.3586;0.0175875;1.6238;0.914619;0.0600519;1.04204e-07;0.145214;3.92116;1.45969;0.963854;13.2247;0.642712;0.973427;0.022329;1.85231;1.14626;1.06756;0.0457591;0.51156;1.51445;0.0651904;0.050955;0.329984;1.3413;2.08433;0.986182;1.33057;1.5488;2.78564;14.7748;1.49042;0.91975;0.529816;0.00294299;0.00347317;1.38439;0.00709342;1.60602;3.19816;0.00388422;2.1198;0.957357;0.158037;2.0792;2.43078;0.112089;1.28127;2.21023;0.506262;0.0733386;0.515718;0.107495;0.679965;0.997424;15.2071;0.308487;0.0179776;0.0405639;0.00960188;0.837093;0.141657;1.722;0.456111;0.134368;58.5612;0.680061;1.97622;33.8898;621.469
1;9100;0.0352338;2.65846e-06;0.0361286;0.160595;0.327534;1.97102;0.622969;0.146711;0.856161;0.708057;0.0776586;0.705526;1.84403;22.3347;16.4971;0.0134624;1.48352;19.6662;0.601235;0.796687;0.140177;1.65016;0.0977334;0.131825;190.392;6.16949;0.023434;0.0100006;2.06936;0.00363187;1.37321;0.0499626;0.970353;0.302526;1.63498;0.903704;0.0616015;1.47697;1.87759;0.0513016;0.668777;1.49004;0.909078;0.909967;0.0549746;2.12549;1.35869;0.0175743;1.62391;0.914359;0.0599587;1.04204e-07;0.145206;3.92043;1.46019;0.96466;13.2484;0.641235;0.973427;0.0223171;1.85389;1.14635;1.06451;0.0457873;0.510183;1.51644;0.0652013;0.0510045;0.328818;1.34236;2.089;0.985566;1.33559;1.54875;2.7873;14.7753;1.48826;0.919109;0.529449;0.00294105;0.00347091;1.38588;0.00708945;1.60887;3.20237;0.00388324;2.12071;0.959978;0.154108;2.08161;2.42904;0.112076;1.28282;2.20731;0.50302;0.0732646;0.513645;0.107606;0.678115;0.99742;15.2077;0.308721;0.0179857;0.0405808;0.00959497;0.830962;0.141682;1.72119;0.456532;0.134286;58.6058;0.678995;1.97982;33.943;621.357
1;9200;0.0355692;1.06338e-06;0.036188;0.160728;0.328476;1.97377;0.623644;0.146874;0.857262;0.708973;0.0777733;0.703343;1.84943;22.3353;16.4929;0.0134627;1.48616;19.6671;0.599005;0.79561;0.141755;1.64923;0.0977062;0.132075;190.387;6.16422;0.0234669;0.0100165;2.06848;0.00363688;1.37522;0.0500319;0.970405;0.296299;1.63526;0.903148;0.061437;1.47564;1.87715;0.0512413;0.666104;1.48822;0.908638;0.904624;0.055548;2.12806;1.3588;0.0175559;1.62406;0.913997;0.0598369;1.04204e-07;0.145194;3.91934;1.46089;0.965777;13.2813;0.639181;0.973427;0.0222999;1.85609;1.14645;1.06025;0.0458259;0.508267;1.5192;0.0652176;0.0510716;0.327227;1.34383;2.09549;0.984701;1.34259;1.5487;2.78959;14.7761;1.48523;0.918155;0.52903;0.0029594;0.0034807;1.38795;0.00708399;1.61284;3.20826;0.00388197;2.12201;0.963581;0.148726;2.08493;2.42657;0.112061;1.28498;2.20331;0.498502;0.0731635;0.510815;0.107762;0.675541;0.997416;15.2085;0.309056;0.0179974;0.0406055;0.00958574;0.822424;0.141722;1.72008;0.457133;0.134172;58.668;0.677521;1.98481;34.0167;621.201
1;9300;0.0357107;2.12676e-06;0.036213;0.16078;0.32886;1.97493;0.62393;0.146943;0.857725;0.709358;0.0778548;0.702424;1.85169;22.3355;16.4911;0.0134628;1.48727;19.6675;0.59807;0.795159;0.142406;1.64893;0.0976926;0.132182;190.384;6.16193;0.0234809;0.0100233;2.06809;0.00363911;1.37607;0.0500622;0.970427;0.293687;1.63538;0.902913;0.0613717;1.47509;1.87697;0.0512157;0.664978;1.48746;0.908453;0.902366;0.055785;2.12915;1.35885;0.0175491;1.62412;0.913845;0.0597872;1.04204e-07;0.145188;3.91885;1.46117;0.966249;13.2951;0.638319;0.973428;0.0222925;1.85701;1.14648;1.05846;0.0458432;0.507463;1.52035;0.0652235;0.051099;0.326569;1.34445;2.09822;0.98434;1.34553;1.54867;2.79059;14.7764;1.48395;0.917866;0.528804;0.00293778;0.00346706;1.38881;0.007082;1.6145;3.21073;0.00388135;2.12256;0.965081;0.146494;2.08634;2.42552;0.112055;1.28588;2.20166;0.496598;0.0731215;0.509643;0.107828;0.674456;0.997415;15.2089;0.309202;0.0180025;0.0406164;0.00958203;0.818828;0.141739;1.71961;0.457388;0.134124;58.6941;0.676905;1.9869;34.0476;621.136
1;9400;0.0359935;4.25353e-06;0.0362628;0.160879;0.329625;1.97724;0.624504;0.147081;0.858651;0.710126;0.077964;0.700589;1.85621;22.3361;16.4876;0.0134631;1.48949;19.6683;0.596208;0.794256;0.143686;1.64822;0.0976685;0.132392;190.379;6.15751;0.0235091;0.010037;2.06729;0.00364347;1.37774;0.0501223;0.97047;0.288488;1.63561;0.90244;0.0612491;1.47398;1.8766;0.0511654;0.662729;1.48595;0.908083;0.897841;0.0562512;2.13131;1.35894;0.0175352;1.62424;0.913542;0.0596925;1.04204e-07;0.145178;3.91782;1.46176;0.967186;13.3224;0.636597;0.973428;0.0222775;1.85885;1.14653;1.05489;0.0458759;0.505858;1.52266;0.0652374;0.051153;0.325275;1.34569;2.10365;0.983611;1.35142;1.54863;2.79254;14.777;1.48139;0.917181;0.528432;0.00293586;0.00346481;1.39054;0.00707799;1.61783;3.2157;0.00388024;2.12368;0.968046;0.142097;2.08914;2.42339;0.112045;1.28768;2.19841;0.492791;0.0730387;0.507337;0.107959;0.67229;0.997411;15.2096;0.309495;0.0180129;0.0406385;0.00957477;0.811642;0.141775;1.71869;0.457908;0.13403;58.7464;0.675681;1.99107;34.109;621.005
1;9500;0.0363738;1.70141e-06;0.0363296;0.161;0.330635;1.98034;0.62528;0.147267;0.859893;0.711156;0.0781065;0.698128;1.86226;22.3369;16.4828;0.0134634;1.49246;19.6693;0.593722;0.793045;0.145355;1.64726;0.0976377;0.132673;190.373;6.1517;0.0235472;0.0100555;2.06613;0.00364932;1.37998;0.0502041;0.970529;0.281549;1.6359;0.9018;0.061098;1.4725;1.8761;0.0510991;0.659709;1.48394;0.907586;0.89174;0.0568631;2.13421;1.35906;0.0175169;1.62441;0.913135;0.0595728;1.04204e-07;0.145164;3.91633;1.46254;0.968439;13.3589;0.634289;0.973428;0.0222565;1.86131;1.14657;1.0501;0.0459196;0.503709;1.52575;0.0652568;0.0512237;0.323579;1.34736;2.11093;0.982625;1.35933;1.54857;2.79517;14.7778;1.47795;0.916259;0.527996;0.00293735;0.00346447;1.39286;0.00707283;1.62229;3.22237;0.00387881;2.1252;0.971954;0.136337;2.09289;2.42046;0.112033;1.29009;2.19416;0.487677;0.07293;0.504313;0.108135;0.669383;0.997407;15.2105;0.309896;0.0180273;0.0406693;0.0095654;0.801995;0.141828;1.71749;0.458618;0.133906;58.8164;0.674051;1.99663;34.1909;620.831
1;9600;0.0365882;3.40282e-06;0.0363672;0.161062;0.33119;1.98209;0.625719;0.147372;0.860592;0.711735;0.0782;0.696743;1.86566;22.3373;16.4801;0.0134636;1.49412;19.6698;0.59233;0.792365;0.14627;1.64677;0.0976193;0.132832;190.369;6.14841;0.0235688;0.010066;2.06544;0.00365272;1.38122;0.0502509;0.970563;0.277662;1.63607;0.901437;0.0610185;1.47167;1.87582;0.0510623;0.658009;1.48282;0.907307;0.888291;0.0572007;2.13584;1.35913;0.0175076;1.6245;0.912907;0.0595082;1.04204e-07;0.145156;3.91543;1.46298;0.969143;13.3792;0.632993;0.973429;0.0222445;1.8627;1.14657;1.04741;0.0459444;0.502502;1.52748;0.0652676;0.0512625;0.322645;1.34829;2.11502;0.982071;1.36378;1.54854;2.79666;14.7783;1.476;0.915812;0.52772;0.00293226;0.00346057;1.39416;0.00707023;1.6248;3.22613;0.00387798;2.12607;0.974115;0.133172;2.095;2.41879;0.112028;1.29143;2.19182;0.484795;0.0728699;0.502647;0.108235;0.667746;0.997404;15.2111;0.310127;0.0180356;0.0406871;0.00956032;0.796564;0.141858;1.71682;0.459022;0.133836;58.8558;0.673141;1.99974;34.2366;620.734
1;9800;0.0371462;1.36113e-06;0.0364645;0.161205;0.332611;1.98663;0.626866;0.147645;0.862409;0.713237;0.0784165;0.693149;1.87445;22.3386;16.4732;0.0134642;1.49845;19.6713;0.588733;0.790599;0.148565;1.64546;0.0975747;0.133242;190.36;6.1401;0.0236254;0.0100935;2.0635;0.00366147;1.38443;0.0503734;0.970649;0.267631;1.63649;0.900483;0.0608291;1.46951;1.8751;0.0509702;0.653592;1.47992;0.906581;0.879284;0.0580575;2.14007;1.3593;0.0174838;1.62473;0.912315;0.0593508;1.04204e-07;0.145136;3.91295;1.46412;0.970965;13.4317;0.629633;0.973429;0.0222122;1.86628;1.14654;1.04041;0.0460083;0.499375;1.53197;0.0652973;0.0513611;0.320286;1.35073;2.12561;0.980621;1.37536;1.54847;2.80054;14.7794;1.47093;0.914628;0.527112;0.0029292;0.00345698;1.39754;0.00706382;1.6313;3.23592;0.00387594;2.12837;0.979587;0.125231;2.10046;2.41435;0.112017;1.29491;2.18593;0.477299;0.0727178;0.49844;0.108493;0.663494;0.997397;15.2124;0.310734;0.0180577;0.0407344;0.00954757;0.782451;0.141942;1.71511;0.460088;0.133659;58.9582;0.6708;2.00779;34.3546;620.482
1;9900;0.0374185;2.72226e-06;0.0365118;0.161266;0.333288;1.98884;0.627427;0.147778;0.863294;0.713966;0.0785211;0.6914;1.87871;22.3393;16.4698;0.0134645;1.50055;19.672;0.586994;0.78974;0.149639;1.64484;0.0975535;0.133441;190.355;6.13613;0.023653;0.010107;2.06247;0.00366576;1.38598;0.0504336;0.970691;0.262784;1.63669;0.900012;0.0607444;1.46846;1.87474;0.050927;0.651442;1.47852;0.906227;0.874876;0.0584646;2.14213;1.35939;0.017473;1.62484;0.912027;0.0592787;1.04204e-07;0.145126;3.91165;1.46468;0.971849;13.4571;0.628;0.973429;0.022196;1.86802;1.14649;1.03701;0.0460393;0.497857;1.53414;0.0653123;0.0514079;0.319173;1.35191;2.13075;0.979912;1.381;1.54843;2.80243;14.78;1.46846;0.914087;0.526831;0.00292779;0.00345532;1.39918;0.00706098;1.63446;3.24069;0.00387497;2.12951;0.98217;0.121527;2.10312;2.41213;0.112013;1.29659;2.18314;0.473644;0.0726457;0.496455;0.108619;0.661424;0.997394;15.2131;0.311034;0.0180687;0.040758;0.00954158;0.775579;0.141984;1.71431;0.460613;0.133574;59.008;0.669673;2.01168;34.4115;620.359
1;10000;0.0377005;1.0889e-06;0.0365606;0.161323;0.333983;1.99112;0.628008;0.147915;0.864209;0.714721;0.078625;0.689592;1.88312;22.34;16.4663;0.0134648;1.50272;19.6728;0.585202;0.788853;0.150719;1.64418;0.0975326;0.133647;190.351;6.13211;0.0236817;0.0101209;2.06134;0.00367014;1.38756;0.0504962;0.970735;0.257795;1.63689;0.89952;0.0606615;1.46738;1.87438;0.0508836;0.649216;1.47709;0.905861;0.870299;0.0588798;2.14426;1.35947;0.0174619;1.62496;0.91173;0.0592071;1.04204e-07;0.145117;3.91025;1.46525;0.97276;13.4831;0.626314;0.97343;0.0221788;1.86981;1.14643;1.0335;0.0460715;0.49629;1.53638;0.0653281;0.0514555;0.318044;1.35314;2.13605;0.979175;1.38683;1.5484;2.8044;14.7806;1.46589;0.913515;0.526585;0.00292724;0.00345432;1.40088;0.0070581;1.63772;3.24564;0.00387402;2.1307;0.984783;0.117815;2.10586;2.4098;0.112011;1.29833;2.18033;0.46986;0.0725725;0.494444;0.10875;0.659282;0.997392;15.2138;0.311347;0.0180801;0.0407826;0.00953549;0.76847;0.14203;1.71348;0.46116;0.133488;59.0595;0.668515;2.01568;34.4701;620.234
1;10100;0.0378736;2.17781e-06;0.0365905;0.161356;0.334401;1.99252;0.628365;0.147999;0.86477;0.715182;0.0786973;0.688484;1.88581;22.3404;16.4641;0.013465;1.50405;19.6732;0.584107;0.788309;0.151365;1.64383;0.097519;0.133773;190.348;6.12962;0.0236993;0.0101295;2.06061;0.00367293;1.38853;0.0505348;0.970762;0.254748;1.63702;0.899216;0.0606125;1.46672;1.87416;0.0508575;0.647851;1.47621;0.905637;0.867484;0.0591312;2.14556;1.35952;0.0174558;1.62503;0.911548;0.0591643;1.04204e-07;0.145112;3.90937;1.4656;0.973318;13.499;0.625282;0.97343;0.0221682;1.87091;1.14638;1.03134;0.0460911;0.495331;1.53775;0.0653379;0.0514845;0.317364;1.35389;2.1393;0.978724;1.39041;1.54838;2.80561;14.7809;1.46431;0.913222;0.526395;0.00292562;0.00345277;1.40191;0.00705658;1.63972;3.24868;0.00387341;2.13144;0.986353;0.115602;2.10755;2.40836;0.112009;1.29938;2.17863;0.467538;0.0725284;0.493232;0.10883;0.657969;0.997388;15.2142;0.311541;0.0180872;0.0407979;0.00953183;0.764111;0.142058;1.71298;0.461496;0.133435;59.0911;0.66781;2.01813;34.5059;620.157
1;10200;0.0382199;4.35561e-06;0.0366502;0.161414;0.335231;1.99532;0.629079;0.148168;0.86589;0.716104;0.0788263;0.686271;1.89118;22.3414;16.4599;0.0134654;1.5067;19.6741;0.581928;0.787224;0.152621;1.64309;0.0974937;0.134025;190.342;6.12477;0.0237345;0.0101467;2.05908;0.00367838;1.39045;0.050612;0.970816;0.248694;1.63727;0.898604;0.0605192;1.4654;1.87371;0.0508069;0.645125;1.47446;0.905189;0.861844;0.0596272;2.14816;1.35962;0.0174436;1.62517;0.911185;0.059082;1.04204e-07;0.145101;3.90754;1.4663;0.97443;13.5306;0.623222;0.97343;0.0221466;1.8731;1.14627;1.02704;0.0461304;0.493419;1.54047;0.065358;0.0515416;0.316032;1.35539;2.14577;0.977819;1.39756;1.54834;2.80803;14.7816;1.46116;0.912601;0.52608;0.00292402;0.003451;1.40398;0.00705355;1.6437;3.25475;0.00387227;2.13293;0.989414;0.111335;2.11091;2.40543;0.112009;1.30149;2.17532;0.462895;0.0724417;0.490858;0.10899;0.655345;0.997384;15.2151;0.311928;0.0181014;0.0408285;0.0095246;0.755403;0.142116;1.712;0.462172;0.133332;59.1541;0.666411;2.02299;34.5769;620.003
1;10300;0.0384995;1.74225e-06;0.0366982;0.161456;0.335894;1.99757;0.629654;0.148304;0.866793;0.716847;0.0789328;0.684488;1.8955;22.3422;16.4564;0.0134657;1.50884;19.6749;0.58018;0.78635;0.153598;1.64249;0.0974742;0.134228;190.337;6.12095;0.0237628;0.0101605;2.05776;0.00368274;1.39199;0.0506746;0.970859;0.243842;1.63747;0.898104;0.0604478;1.46433;1.87335;0.0507676;0.642927;1.47306;0.904827;0.857278;0.0600215;2.15025;1.3597;0.0174339;1.62529;0.910893;0.0590184;1.04204e-07;0.145094;3.90601;1.46686;0.975323;13.5559;0.621564;0.973431;0.0221289;1.87486;1.14616;1.02357;0.0461622;0.49188;1.54266;0.0653744;0.0515869;0.314983;1.3566;2.15097;0.977085;1.40333;1.54831;2.80998;14.7822;1.45861;0.912103;0.525857;0.00292302;0.0034497;1.40564;0.00705121;1.64691;3.25965;0.00387139;2.13414;0.991805;0.10805;2.11361;2.40303;0.112009;1.30318;2.17271;0.459148;0.0723733;0.48899;0.109119;0.65323;0.997381;15.2157;0.312243;0.0181129;0.0408534;0.00951886;0.748382;0.142164;1.71123;0.462718;0.13325;59.2049;0.665292;2.0269;34.6338;619.88
1;10400;0.0387748;3.48449e-06;0.0367454;0.161492;0.336537;1.99979;0.63022;0.148437;0.867681;0.717576;0.0790349;0.682736;1.89973;22.343;16.453;0.013466;1.51093;19.6756;0.578468;0.785491;0.154528;1.64195;0.0974548;0.134428;190.332;6.11721;0.0237907;0.0101742;2.05639;0.0036871;1.39349;0.050736;0.970902;0.2391;1.63767;0.897607;0.0603804;1.46328;1.873;0.05073;0.640765;1.47169;0.904471;0.852774;0.0604042;2.1523;1.35977;0.0174252;1.6254;0.910607;0.0589578;1.04204e-07;0.145087;3.90445;1.46741;0.976199;13.5806;0.619937;0.973431;0.0221112;1.87658;1.14604;1.02017;0.0461932;0.490371;1.5448;0.0653911;0.0516312;0.313975;1.35779;2.15607;0.976365;1.409;1.54828;2.81191;14.7827;1.4561;0.911665;0.525614;0.00292176;0.00344824;1.40727;0.00704919;1.65006;3.26447;0.00387053;2.13535;0.994084;0.104964;2.11628;2.40064;0.11201;1.30484;2.1702;0.45546;0.0723073;0.487193;0.109246;0.65115;0.997377;15.2164;0.312553;0.0181243;0.040878;0.00951329;0.741479;0.142212;1.71048;0.463258;0.13317;59.2548;0.6642;2.03072;34.6894;619.76
1;10500;0.0391344;1.3938e-06;0.0368068;0.161532;0.337369;2.00268;0.630956;0.148611;0.868839;0.718527;0.0791623;0.680452;1.90524;22.3441;16.4486;0.0134665;1.51366;19.6765;0.576245;0.784373;0.155694;1.64122;0.0974313;0.134688;190.326;6.11246;0.023827;0.0101919;2.05449;0.0036927;1.39544;0.0508163;0.970958;0.232956;1.63792;0.89695;0.0602969;1.46192;1.87254;0.0506827;0.637945;1.46991;0.904007;0.846877;0.060897;2.15498;1.35987;0.017414;1.62555;0.910233;0.0588819;1.04204e-07;0.145079;3.90235;1.46813;0.977338;13.6126;0.617818;0.973431;0.0220877;1.87882;1.14587;1.01573;0.0462337;0.488408;1.54758;0.0654133;0.0516882;0.312691;1.35933;2.16272;0.97542;1.4164;1.54825;2.81443;14.7835;1.45281;0.911075;0.52535;0.00292236;0.00344789;1.4094;0.00704661;1.65416;3.27077;0.00386948;2.13693;0.996948;0.101159;2.11974;2.39746;0.112014;1.30698;2.16701;0.450646;0.0722233;0.484906;0.109411;0.648438;0.997373;15.2173;0.312959;0.0181391;0.0409102;0.00950609;0.732477;0.142276;1.70952;0.463964;0.133068;59.3198;0.662789;2.03568;34.7615;619.603
1;10600;0.0393198;2.78759e-06;0.0368383;0.161551;0.337792;2.00417;0.631334;0.1487;0.869435;0.719015;0.0792361;0.679276;1.90807;22.3446;16.4463;0.0134667;1.51506;19.677;0.575106;0.783798;0.156274;1.64088;0.0974189;0.134822;190.323;6.11002;0.0238457;0.0102011;2.05346;0.00369563;1.39643;0.0508578;0.970987;0.229812;1.63806;0.896608;0.0602553;1.46122;1.8723;0.0506591;0.636493;1.469;0.903768;0.843831;0.061148;2.15635;1.35992;0.0174087;1.62562;0.910042;0.0588439;1.04204e-07;0.145075;3.90123;1.4685;0.977923;13.629;0.616729;0.973432;0.0220755;1.87998;1.14576;1.01344;0.0462547;0.487399;1.549;0.0654247;0.0517173;0.312045;1.36013;2.16613;0.974934;1.42021;1.54823;2.81573;14.7838;1.45112;0.910812;0.525195;0.00291972;0.00344584;1.41049;0.00704545;1.65626;3.27402;0.00386893;2.13775;0.998373;0.0993025;2.12153;2.39581;0.112016;1.30808;2.1654;0.448165;0.0721808;0.483753;0.109496;0.647041;0.99737;15.2177;0.313169;0.0181468;0.0409268;0.00950243;0.727842;0.142309;1.70904;0.464327;0.133016;59.3533;0.662067;2.03822;34.7983;619.523
1;10700;0.0396905;5.57519e-06;0.0369012;0.161581;0.338631;2.00714;0.632088;0.148878;0.870625;0.719991;0.0793705;0.676929;1.91371;22.3458;16.4417;0.0134672;1.51786;19.678;0.572839;0.78265;0.157389;1.64024;0.0973957;0.13509;190.316;6.10521;0.023883;0.0102194;2.05128;0.00370137;1.3984;0.0509406;0.971045;0.223575;1.63832;0.895916;0.0601756;1.45983;1.87183;0.0506133;0.633592;1.46719;0.903291;0.837727;0.0616442;2.1591;1.36002;0.0173983;1.62578;0.909659;0.0587706;1.04204e-07;0.145069;3.89895;1.46924;0.979088;13.6616;0.614557;0.973432;0.0220508;1.88227;1.14554;1.00888;0.0462966;0.485389;1.55183;0.0654482;0.0517748;0.310782;1.36172;2.17293;0.97396;1.42782;1.5482;2.81841;14.7845;1.44774;0.910269;0.524854;0.00283639;0.00360792;1.41266;0.00704321;1.66047;3.28051;0.00386791;2.13941;1.00111;0.0958058;2.1251;2.39246;0.112022;1.31027;2.16227;0.443205;0.0720977;0.481502;0.109667;0.644251;0.997383;15.2186;0.313589;0.0181622;0.0409601;0.00949514;0.718586;0.142376;1.70809;0.465055;0.132914;59.4202;0.660638;2.04327;34.8716;619.363
1;10800;0.0398143;1.11504e-06;0.0369222;0.16159;0.33891;2.00813;0.632338;0.148937;0.871022;0.720316;0.0794154;0.676147;1.91559;22.3462;16.4402;0.0134673;1.51879;19.6783;0.572086;0.782267;0.157748;1.63996;0.0973884;0.135179;190.314;6.10371;0.0238953;0.0102254;2.05052;0.00370331;1.39905;0.0509682;0.971064;0.221507;1.63841;0.895683;0.06015;1.45936;1.87167;0.0505984;0.632625;1.46659;0.903132;0.835685;0.0618083;2.16001;1.36005;0.0173949;1.62583;0.909531;0.0587469;1.04204e-07;0.145067;3.89818;1.46948;0.979476;13.6724;0.613833;0.973432;0.0220424;1.88304;1.14546;1.00736;0.0463105;0.48472;1.55277;0.0654561;0.0517939;0.31037;1.36225;2.17519;0.973634;1.43036;1.54819;2.8192;14.7848;1.44661;0.910088;0.524848;0.00291806;0.00344389;1.41339;0.0070425;1.66187;3.28267;0.00386758;2.13997;1.00199;0.0947042;2.12629;2.39133;0.112024;1.311;2.16124;0.44155;0.0720705;0.480766;0.109723;0.643321;0.997363;15.2189;0.313729;0.0181673;0.0409712;0.00949272;0.7155;0.142399;1.70778;0.465298;0.132881;59.4425;0.660164;2.04495;34.8959;619.31
1;10900;0.0400329;2.23007e-06;0.0369591;0.161604;0.339397;2.00987;0.632778;0.149041;0.871722;0.72089;0.0794942;0.674768;1.9189;22.347;16.4376;0.0134676;1.52043;19.6788;0.57076;0.781593;0.158366;1.63958;0.0973753;0.135336;190.31;6.10097;0.0239171;0.0102362;2.04914;0.00370671;1.4002;0.0510169;0.971098;0.217876;1.63856;0.895267;0.0601055;1.45854;1.8714;0.0505727;0.630918;1.46553;0.902851;0.832076;0.0620961;2.16162;1.3601;0.0173892;1.62592;0.909307;0.0587057;1.04204e-07;0.145064;3.89679;1.46991;0.980158;13.6914;0.612558;0.973432;0.0220276;1.88438;1.14532;1.00468;0.0463351;0.483541;1.55443;0.0654703;0.0518274;0.309652;1.36318;2.17918;0.973059;1.43484;1.54817;2.82074;14.7852;1.44461;0.909789;0.524698;0.00291732;0.00344303;1.41466;0.00704135;1.66433;3.2865;0.00386701;2.14095;1.00351;0.0928396;2.12839;2.38932;0.112029;1.31228;2.15946;0.438629;0.0720231;0.479485;0.109823;0.641679;0.99736;15.2194;0.313977;0.0181763;0.0409908;0.00948847;0.710055;0.14244;1.70723;0.465727;0.132822;59.4818;0.659333;2.04791;34.9387;619.216
