condition;iter;t;dt;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
1;0;0;0.0001;2.31596;7.59181e-09;30.9856;0.00818037;0.43179;1.72345;0.97786;0.951621;0.517126;7.59181e-09;453.657;0.201112;36.5747;54.6611;0.303131;0.207436;0.810288;0.0750532;39.951;116.975;219.026;1.72045;8.83738;0.136777;77.7584;3.03191;0.651227;7.0048;1.72771;2840.89;343.524;20.0465;7.14836;0.422002;7.59181e-09;0.0728841;42.1644;48.3611;0.631718;1.4577;1.47789;0.104748;0.0702453;0.39396;0.734473;0.63878;0.732711;4.54557;455.775;1.29042;423.181;38.5754;1.99262;0.938254;2307.87;1.04573;111.555;0.88683;24.0058;1.18108;0.142571;0.215198;0.462355;0.355444;0.413839;1696.16;0.145031;104.72;105.903;105.585;958.71;338.779;1620.73;90.5155;455.843;0.396006;0.159418;0.311996;143.242;19.1536;118.258;0.460012;1.49104;14.1822;17.1508;567.032;86.1039;33.1193;0.909384;0.349237;0.332017;0.896605;51.7131;11.9355;11.8671;11.9793;11.871;11.3379;1.46938;1.44721;211.522;0.0727898;0.647808;0.579413;124.692;38.542;12.9637;225.533;104.204;101.195;2875.02;48.1645
1;100;2.6496e-06;6.4e-09;3.27379;1.07752e-08;43.9777;0.0105318;0.612848;2.44541;1.38712;1.34998;0.735046;1.07752e-08;643.885;0.286521;51.9106;77.5815;0.431319;0.294411;1.14898;0.107603;56.7044;166.023;310.867;2.44113;12.5441;0.195102;110.363;4.30233;0.925754;9.94205;2.45218;4032.11;487.57;28.4525;10.1458;0.59896;1.07752e-08;0.103446;59.8439;68.6389;0.895598;2.06795;2.09651;0.148672;0.0997005;0.559155;1.04133;0.905668;1.03889;6.45068;646.89;1.83046;600.629;54.7462;2.8275;1.33168;3275.61;1.48424;158.331;1.25732;34.072;1.67631;0.202354;0.304726;0.655531;0.504488;0.586372;2407.39;0.205837;148.631;150.31;149.859;1360.71;480.836;2300.34;128.47;646.987;0.562057;0.226259;0.442821;203.307;27.1851;167.845;0.652905;2.11626;20.129;24.3425;804.802;122.209;47.0069;1.2907;0.495676;0.471235;1.27257;73.3845;16.9403;16.8432;17.0024;16.8487;16.0921;2.08443;2.05305;300.218;0.103413;0.919447;0.822373;176.977;54.7035;18.3867;320.103;147.899;143.628;4080.59;68.3478
1;200;3.05792e-06;2.56e-09;3.36694;1.10873e-08;45.2515;0.0106918;0.6306;2.51615;1.4272;1.38899;0.756483;1.10873e-08;662.536;0.294966;53.4141;79.8287;0.443958;0.302938;1.18212;0.110865;58.347;170.832;319.871;2.51174;12.9076;0.200824;113.56;4.42682;0.952764;10.23;2.52321;4148.91;501.692;29.2766;10.4397;0.61631;1.10873e-08;0.106442;61.5772;70.627;0.921404;2.12772;2.15709;0.152978;0.102588;0.575351;1.07134;0.931772;1.06884;6.6374;665.628;1.88333;618.027;56.3319;2.90931;1.37025;3370.49;1.52723;162.917;1.29355;35.0589;1.72487;0.208216;0.313457;0.674423;0.519101;0.60322;2477.12;0.211797;152.937;154.664;154.199;1400.13;494.763;2366.97;132.192;665.727;0.578337;0.232812;0.455648;209.196;27.9725;172.706;0.671817;2.17756;20.7121;25.0476;828.114;125.749;48.3685;1.32809;0.510033;0.484884;1.30943;75.5085;17.4309;17.3311;17.4949;17.3367;16.5583;2.14466;2.11239;308.914;0.106478;0.946079;0.846193;182.103;56.288;18.9176;329.375;152.183;147.788;4198.79;70.3258
1;300;3.51104e-06;5.12e-09;3.461;1.14031e-08;46.5404;0.0108376;0.648562;2.58772;1.46774;1.42845;0.77819;1.14031e-08;681.408;0.303527;54.9356;82.1026;0.456763;0.311566;1.21563;0.114182;60.0092;175.698;328.983;2.58317;13.2755;0.206619;116.794;4.55279;0.980118;10.5214;2.59508;4267.09;515.983;30.1105;10.7371;0.633867;1.14031e-08;0.109474;63.3311;72.6386;0.947502;2.18819;2.21838;0.157336;0.105511;0.59174;1.1017;0.958172;1.09913;6.82633;684.588;1.93682;635.632;57.9367;2.99209;1.40929;3466.5;1.57074;167.558;1.3302;36.0575;1.774;0.214147;0.32228;0.693528;0.533888;0.62025;2547.68;0.217829;157.293;159.069;158.592;1440.01;508.857;2434.4;135.957;684.691;0.59481;0.239442;0.468627;215.155;28.7693;177.626;0.690955;2.23959;21.3021;25.7611;851.703;129.331;49.7463;1.36592;0.524561;0.498695;1.34673;77.6576;17.9275;17.8248;17.9932;17.8306;17.0299;2.20559;2.17241;317.713;0.109591;0.973028;0.870297;187.29;57.8914;19.4547;338.757;156.518;151.997;4318.4;72.3272
1;400;3.78445e-06;2.048e-09;3.51317;1.15786e-08;47.2565;0.0109105;0.658543;2.62747;1.49026;1.45038;0.790259;1.15786e-08;691.894;0.308291;55.7809;83.3661;0.463886;0.31636;1.23425;0.116033;60.9327;178.401;334.045;2.62286;13.4799;0.209843;118.592;4.62277;0.995326;10.6833;2.63501;4332.75;523.923;30.5739;10.9023;0.643622;1.15786e-08;0.111159;64.3056;73.7563;0.961995;2.22177;2.25242;0.159758;0.107134;0.600846;1.11855;0.972833;1.11595;6.93129;695.123;1.96654;645.413;58.8283;3.03807;1.43097;3519.85;1.59491;170.136;1.35055;36.6124;1.8013;0.217442;0.327177;0.704138;0.542103;0.629705;2586.88;0.22118;159.714;161.517;161.032;1462.17;516.687;2471.86;138.049;695.227;0.603963;0.243126;0.475839;218.466;29.212;180.359;0.701588;2.27405;21.6299;26.1575;864.809;131.321;50.5118;1.38694;0.532632;0.506369;1.36745;78.8516;18.2033;18.0991;18.2701;18.105;17.292;2.23943;2.20576;322.602;0.111324;0.988002;0.88369;190.172;58.7822;19.7531;343.97;158.926;154.336;4384.85;73.4391
1;500;4.1449e-06;4.096e-09;3.57653;1.17921e-08;48.1276;0.0109897;0.670683;2.67583;1.51764;1.47704;0.804949;1.17921e-08;704.65;0.314097;56.8091;84.903;0.47256;0.322192;1.25688;0.118294;62.0562;181.69;340.203;2.67113;13.7285;0.213768;120.778;4.70789;1.01384;10.8803;2.68359;4412.62;533.582;31.1375;11.1033;0.655488;1.17921e-08;0.113208;65.491;75.116;0.979615;2.26262;2.29382;0.162703;0.109109;0.611923;1.13905;0.990659;1.1364;7.05897;707.938;2.00267;657.312;59.9131;3.09401;1.45735;3584.74;1.62431;173.272;1.37529;37.2874;1.8345;0.221451;0.333128;0.717037;0.552097;0.641195;2634.57;0.225256;162.658;164.495;164.001;1489.13;526.213;2517.43;140.594;708.044;0.615097;0.247607;0.484611;222.493;29.7506;183.684;0.714522;2.31598;22.0286;26.6397;880.752;133.742;51.443;1.41251;0.542451;0.515704;1.39266;80.304;18.5389;18.4327;18.6069;18.4387;17.6108;2.28059;2.24631;328.55;0.113437;1.00622;0.899981;193.678;59.8659;20.1159;350.311;161.856;157.182;4465.69;74.7916
1;600;4.86579e-06;8.192e-09;3.68186;1.21484e-08;49.5819;0.011084;0.690951;2.75654;1.56334;1.52152;0.829513;1.21484e-08;725.945;0.323827;58.5258;87.4688;0.487079;0.331927;1.29462;0.122107;63.9318;187.181;350.484;2.75169;14.1436;0.220338;124.427;4.84996;1.0448;11.2091;2.76469;4545.97;549.706;32.0785;11.4388;0.675299;1.21484e-08;0.116629;67.47;77.3858;1.009;2.33078;2.36291;0.16762;0.112407;0.630415;1.17322;1.02039;1.17051;7.27208;729.332;2.06296;677.176;61.7242;3.18736;1.50139;3693.07;1.67341;178.508;1.41655;38.4142;1.88994;0.228143;0.343037;0.738543;0.568782;0.660336;2714.19;0.232061;167.574;169.466;168.957;1534.13;542.115;2593.51;144.843;729.441;0.633685;0.255087;0.499256;229.217;30.6496;189.234;0.736116;2.38596;22.6943;27.4448;907.369;137.784;52.9977;1.45519;0.558843;0.531287;1.43474;82.7283;19.0992;18.9898;19.1692;18.996;18.143;2.34927;2.31398;338.478;0.116986;1.03662;0.927179;199.531;61.6751;20.7214;360.897;166.747;161.932;4600.65;77.049
1;700;5.30816e-06;3.2768e-09;3.72861;1.2308e-08;50.2331;0.0110909;0.700027;2.79265;1.58377;1.54142;0.840547;1.2308e-08;735.48;0.328219;59.2944;88.6176;0.493615;0.336286;1.31149;0.123849;64.7716;189.639;355.087;2.78774;14.3295;0.223299;126.062;4.91354;1.05871;11.3563;2.801;4605.68;556.927;32.4999;11.5891;0.684171;1.2308e-08;0.118161;68.3561;78.4021;1.02212;2.36127;2.3938;0.169822;0.113883;0.638695;1.18849;1.03366;1.18575;7.36748;738.911;2.08992;686.07;62.5354;3.22914;1.52111;3741.57;1.69539;180.853;1.43498;38.9188;1.91476;0.23114;0.34745;0.748146;0.576253;0.668869;2749.84;0.235107;169.775;171.692;171.176;1554.28;549.235;2627.57;146.746;739.022;0.642007;0.258436;0.505814;232.228;31.0522;191.72;0.745785;2.4173;22.9924;27.8053;919.288;139.593;53.6938;1.4743;0.566182;0.538264;1.45359;83.8138;19.35;19.2392;19.421;19.2455;18.3812;2.37999;2.34424;342.924;0.11859;1.05024;0.939357;202.152;62.4851;20.9924;365.637;168.937;164.059;4661.08;78.0593
1;800;5.8816e-06;6.5536e-09;3.76741;1.24426e-08;50.7825;0.0110406;0.707684;2.82309;1.60097;1.55817;0.849914;1.24426e-08;743.525;0.331981;59.943;89.587;0.499187;0.339964;1.32567;0.125376;65.4803;191.713;358.972;2.81812;14.4864;0.225822;127.441;4.96715;1.07052;11.4806;2.83165;4656.06;563.019;32.8554;11.7158;0.691657;1.24426e-08;0.119454;69.1037;79.2596;1.03314;2.38695;2.41982;0.17168;0.115129;0.645682;1.20131;1.04482;1.19856;7.44792;746.994;2.11262;693.575;63.2201;3.26436;1.53775;3782.5;1.71394;182.831;1.45046;39.3445;1.9357;0.233668;0.351137;0.756208;0.582556;0.676008;2779.92;0.237677;171.632;173.57;173.049;1571.28;555.244;2656.32;148.351;747.106;0.64903;0.261262;0.511347;234.768;31.3919;193.817;0.753944;2.44375;23.2439;28.1094;929.344;141.12;54.2811;1.49043;0.572374;0.544151;1.46949;84.7296;19.5617;19.4497;19.6334;19.456;18.5823;2.40585;2.36973;346.675;0.119973;1.06173;0.949633;204.363;63.1687;21.221;369.637;170.785;165.854;4712.06;78.911
1;900;7.02848e-06;1.31072e-08;3.81565;1.26141e-08;51.4819;0.0108772;0.717434;2.86177;1.6228;1.57944;0.861939;1.26141e-08;753.77;0.33687;60.7686;90.8213;0.506381;0.344646;1.34362;0.127418;66.3828;194.354;363.917;2.85673;14.6863;0.229081;129.196;5.03532;1.08569;11.6387;2.87066;4720.21;570.776;33.3081;11.8773;0.70119;1.26141e-08;0.1211;70.0556;80.3513;1.04708;2.41955;2.45284;0.174046;0.116715;0.654578;1.21754;1.05893;1.21476;7.55026;757.286;2.14141;703.131;64.0925;3.30915;1.55894;3834.62;1.73756;185.35;1.47005;39.8866;1.96236;0.236887;0.355763;0.766393;0.590582;0.684982;2818.22;0.240947;173.996;175.961;175.433;1592.93;562.894;2692.91;150.395;757.4;0.65797;0.264858;0.518392;238.003;31.8244;196.487;0.764333;2.47741;23.5642;28.4967;942.149;143.065;55.029;1.51096;0.580258;0.551646;1.48973;85.8963;19.8312;19.7177;19.9039;19.7241;18.8383;2.43868;2.40209;351.452;0.121783;1.07636;0.962716;207.178;64.039;21.5127;374.73;173.138;168.141;4776.99;79.994
