condition;10fthfglu3;12dgr;13dpg;1ag3p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;accoa;acdhlpl_PdhC;actp;ade;adn;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;co2;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;e4p;f6p;fa;fdp;fmettrna;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gsn;gtp;gua;h2o;h;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r1p;r5p;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;6.88215e-05;0.000193901;0.000612048;0.00145419;0.00121716;0.000993965;0.000110364;0.000430734;0.00248061;0.0240344;0.0152786;8.80718e-05;0.000290118;0.00153572;0.00063848;0.000198582;3.08335e-05;3.2268e-05;0.00132808;9.448e-05;0.000178025;0.17209;0.00488258;0.000363863;1.81185e-05;0.000859435;5.34132e-05;0.000107628;0.000112294;6.33249e-05;0.000918295;0.000890117;0.000874714;0.000718186;5.23187e-05;0.000815406;0.000727064;5.11796e-05;0.000896772;0.000819093;0.000734431;0.000881665;5.54909e-05;0.00219199;0.00141297;1.56057e-05;0.000852022;0.000753049;5.15584e-05;9.73578e-05;0.00325282;0.000783854;0.000975322;0.0168662;1.06136e-11;1.75117e-05;0.00186323;0.000944089;0.00071004;8.05433e-05;8.67157e-05;0.000170383;0.00010183;7.1912e-05;5.97912e-05;5.49734e-05;0.00237453;0.00183975;0.00202791;0.00148416;0.00109703;0.0145108;0.00136146;0.000769467;0.000472995;7.22057e-07;9.61344e-07;0.000279402;6.39539e-06;0.00130942;0.000245215;3.35548e-06;0.00211816;0.00338602;0.00107314;0.00226388;0.00015172;0.00010312;0.000163729;0.000763986;0.00203063;4.65764e-05;0.000265074;0.000213764;0.000876684;0.000220197;0.000851431;0.000466639;2.01093e-05;4.45933e-05;8.42284e-06;2.96919e-05;0.000190718;0.000125131;0.000515072;8.51559e-05;0.0809093;0.000835734;0.00258374;0.0420072;0.560178
