condition;iter;t;dt;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
20;0;0;0.0001;2.31818;7.59911e-09;31.0154;0.00818824;0.432205;1.72511;0.9788;0.952536;0.517624;7.59911e-09;454.094;0.201306;36.6099;54.7136;0.303423;0.207635;0.811067;0.0751254;39.9895;117.087;219.237;1.7221;8.84588;0.136909;77.8332;3.03482;0.651853;7.01154;1.72937;2843.62;343.854;20.0658;7.15523;0.422408;7.59911e-09;0.0729542;42.2049;48.4076;0.632326;1.4591;1.47931;0.104849;0.0703128;0.394338;0.735179;0.639394;0.733416;4.54994;456.213;1.29166;423.588;38.6125;1.99453;0.939156;2310.09;1.04674;111.662;0.887682;24.0289;1.18221;0.142708;0.215405;0.462799;0.355786;0.414237;1697.79;0.14517;104.821;106.005;105.686;959.632;339.105;1622.29;90.6026;456.281;0.396386;0.159572;0.312296;143.38;19.172;118.372;0.460454;1.49248;14.1958;17.1673;567.578;86.1867;33.1512;0.910259;0.349572;0.332336;0.897467;51.7629;11.947;11.8785;11.9908;11.8824;11.3488;1.4708;1.4486;211.726;0.0728598;0.648431;0.579971;124.812;38.5791;12.9761;225.75;104.304;101.292;2877.79;48.2108
20;100;2.6496e-06;6.4e-09;3.27981;1.07951e-08;44.059;0.0105491;0.61398;2.44993;1.38968;1.35247;0.736406;1.07951e-08;645.075;0.287053;52.0065;77.7248;0.432118;0.294955;1.1511;0.107804;56.8091;166.33;311.441;2.44563;12.5673;0.195466;110.567;4.31027;0.927467;9.96042;2.45671;4039.56;488.47;28.505;10.1645;0.600066;1.07951e-08;0.103637;59.9544;68.7657;0.897251;2.07177;2.10038;0.148947;0.0998847;0.560187;1.04325;0.907339;1.04081;6.46259;648.085;1.83383;601.739;54.8473;2.83272;1.33414;3281.66;1.48698;158.623;1.25964;34.1349;1.67941;0.202728;0.305287;0.65674;0.50542;0.587453;2411.83;0.206217;148.906;150.588;150.135;1363.23;481.724;2304.59;128.708;648.182;0.563095;0.226677;0.44364;203.682;27.2353;168.155;0.654111;2.12017;20.1662;24.3875;806.288;122.435;47.0938;1.29309;0.496592;0.472106;1.27492;73.52;16.9716;16.8743;17.0338;16.8798;16.1219;2.08827;2.05684;300.772;0.103603;0.921145;0.823892;177.304;54.8045;18.4206;320.694;148.172;143.893;4088.13;68.474
20;200;2.976e-06;2.56e-09;3.35522;1.10477e-08;45.0899;0.0106796;0.628348;2.50718;1.42212;1.38404;0.753756;1.10477e-08;660.171;0.293887;53.2235;79.5437;0.442347;0.301856;1.17792;0.110443;58.1387;170.222;318.729;2.50279;12.8615;0.200095;113.154;4.41104;0.949328;10.1935;2.5142;4134.09;499.901;29.1721;10.4024;0.61411;1.10477e-08;0.106062;61.3574;70.3748;0.918139;2.12015;2.14942;0.152432;0.102222;0.573297;1.06755;0.928469;1.06505;6.61373;663.251;1.87664;615.821;56.1308;2.89894;1.36536;3358.46;1.52178;162.335;1.28897;34.9337;1.71871;0.207472;0.312355;0.672032;0.517248;0.601091;2468.27;0.211041;152.391;154.112;153.649;1395.13;492.997;2358.52;131.72;663.351;0.576272;0.231981;0.454021;208.449;27.8726;172.09;0.669419;2.16979;20.6381;24.9582;825.157;125.3;48.1958;1.32335;0.508212;0.483153;1.30475;75.2392;17.3687;17.2692;17.4324;17.2748;16.4991;2.13703;2.10487;307.811;0.106085;0.942701;0.843172;181.453;56.087;18.8504;328.199;151.64;147.26;4183.8;70.0751
20;300;3.4496e-06;5.12e-09;3.45551;1.13843e-08;46.4637;0.0108379;0.647493;2.58346;1.46533;1.42611;0.776889;1.13843e-08;680.285;0.303008;54.845;81.9673;0.455992;0.311053;1.21365;0.113975;59.9102;175.408;328.44;2.57893;13.2536;0.20627;116.602;4.5453;0.978477;10.5041;2.5908;4260.05;515.132;30.0609;10.7194;0.632822;1.13843e-08;0.109294;63.2267;72.5189;0.945957;2.18459;2.21474;0.157077;0.105337;0.590764;1.0999;0.956609;1.09734;6.81509;683.459;1.93365;634.584;57.8411;2.98716;1.40696;3460.79;1.56815;167.281;1.32803;35.9981;1.77108;0.213794;0.321761;0.692397;0.533008;0.619245;2543.48;0.21747;157.034;158.807;158.33;1437.64;508.018;2430.38;135.733;683.562;0.59383;0.239047;0.467855;214.8;28.7219;177.333;0.689816;2.2359;21.2669;25.7186;850.299;129.118;49.6643;1.36367;0.523696;0.497874;1.34451;77.5298;17.8979;17.7954;17.9635;17.8012;17.0018;2.20197;2.16885;317.189;0.109401;0.971424;0.868862;186.982;57.7959;19.4229;338.198;156.26;151.747;4311.28;72.2082
20;400;3.5369e-06;3.2768e-12;3.47294;1.14424e-08;46.7004;0.010863;0.650792;2.5966;1.47277;1.43336;0.780877;1.14424e-08;683.751;0.304582;55.1244;82.3849;0.458345;0.312637;1.2198;0.114586;60.2155;176.302;330.114;2.59205;13.3211;0.207231;117.196;4.56843;0.983503;10.5576;2.604;4281.76;517.757;30.2141;10.774;0.636046;1.14424e-08;0.109851;63.5488;72.8884;0.950748;2.1957;2.22599;0.157877;0.105873;0.593774;1.10547;0.961456;1.1029;6.84979;686.942;1.94347;637.817;58.1359;3.00237;1.41413;3478.42;1.57614;168.134;1.33476;36.1815;1.7801;0.214883;0.32338;0.695905;0.535723;0.622372;2556.44;0.218578;157.834;159.616;159.137;1444.96;510.606;2442.77;136.425;687.045;0.596855;0.240265;0.470239;215.894;28.8682;178.236;0.69333;2.24729;21.3753;25.8496;854.631;129.775;49.9173;1.37062;0.526364;0.50041;1.35136;77.9245;17.9891;17.886;18.0551;17.8919;17.0885;2.21316;2.17987;318.805;0.110071;0.976374;0.873289;187.934;58.0904;19.5215;339.921;157.056;152.52;4333.24;72.5758
20;500;3.53749e-06;6.5536e-12;3.47305;1.14427e-08;46.702;0.0108631;0.650814;2.59669;1.47282;1.4334;0.780904;1.14427e-08;683.774;0.304593;55.1263;82.3877;0.458361;0.312648;1.21984;0.11459;60.2175;176.308;330.125;2.59213;13.3216;0.207238;117.2;4.56858;0.983537;10.558;2.60409;4281.9;517.774;30.2151;10.7743;0.636068;1.14427e-08;0.109854;63.551;72.8908;0.95078;2.19577;2.22607;0.157883;0.105877;0.593794;1.10551;0.961488;1.10293;6.85002;686.965;1.94354;637.839;58.1378;3.00247;1.41418;3478.54;1.57619;168.139;1.3348;36.1827;1.78016;0.21489;0.323391;0.695928;0.535741;0.622392;2556.53;0.218585;157.839;159.622;159.142;1445.01;510.624;2442.85;136.429;687.068;0.596876;0.240273;0.470254;215.902;28.8692;178.242;0.693354;2.24737;21.376;25.8505;854.66;129.78;49.919;1.37066;0.526382;0.500427;1.3514;77.9271;17.9897;17.8867;18.0557;17.8925;17.0891;2.21323;2.17995;318.816;0.110075;0.976407;0.873319;187.941;58.0924;19.5221;339.933;157.061;152.525;4333.39;72.5782
20;600;3.53866e-06;1.31072e-11;3.47329;1.14435e-08;46.7051;0.0108635;0.650858;2.59687;1.47292;1.4335;0.780957;1.14435e-08;683.821;0.304614;55.13;82.3933;0.458392;0.312669;1.21992;0.114599;60.2216;176.32;330.147;2.59231;13.3225;0.207253;117.208;4.56889;0.983604;10.5587;2.60427;4282.19;517.81;30.2171;10.7751;0.636111;1.14435e-08;0.109862;63.5553;72.8958;0.950844;2.19592;2.22622;0.157893;0.105884;0.593835;1.10558;0.961553;1.10301;6.85048;687.012;1.94367;637.882;58.1418;3.00267;1.41427;3478.77;1.5763;168.151;1.33489;36.1852;1.78028;0.214905;0.323413;0.695975;0.535778;0.622434;2556.7;0.2186;157.85;159.633;159.153;1445.11;510.658;2443.02;136.439;687.115;0.596916;0.240289;0.470286;215.916;28.8711;178.254;0.693401;2.24752;21.3775;25.8523;854.718;129.789;49.9224;1.37076;0.526418;0.500461;1.35149;77.9324;17.9909;17.8879;18.0569;17.8937;17.0902;2.21338;2.18009;318.838;0.110082;0.976473;0.873378;187.953;58.0963;19.5235;339.956;157.072;152.536;4333.68;72.5831
20;700;3.541e-06;2.62144e-11;3.47375;1.14451e-08;46.7115;0.0108641;0.650947;2.59722;1.47312;1.4337;0.781064;1.14451e-08;683.913;0.304656;55.1375;82.4045;0.458455;0.312711;1.22009;0.114615;60.2298;176.344;330.192;2.59266;13.3243;0.207281;117.224;4.56951;0.983739;10.5601;2.60462;4282.77;517.88;30.2212;10.7765;0.636197;1.14451e-08;0.109877;63.5639;72.9057;0.950973;2.19622;2.22652;0.157915;0.105899;0.593915;1.10573;0.961683;1.10316;6.85141;687.105;1.94393;637.968;58.1497;3.00308;1.41447;3479.25;1.57651;168.174;1.33507;36.1901;1.78052;0.214934;0.323456;0.696069;0.53585;0.622518;2557.05;0.218629;157.871;159.654;159.175;1445.3;510.727;2443.35;136.457;687.208;0.596997;0.240322;0.47035;215.946;28.8751;178.279;0.693495;2.24782;21.3804;25.8558;854.834;129.806;49.9292;1.37094;0.526489;0.500529;1.35168;77.943;17.9934;17.8903;18.0594;17.8961;17.0925;2.21368;2.18039;318.881;0.110097;0.976605;0.873497;187.979;58.1042;19.5261;340.002;157.093;152.556;4334.27;72.593
20;800;3.5457e-06;5.24288e-11;3.47467;1.14482e-08;46.7241;0.0108654;0.651123;2.59792;1.47352;1.43408;0.781277;1.14482e-08;684.099;0.30474;55.1524;82.4268;0.458581;0.312796;1.22042;0.114648;60.2461;176.392;330.282;2.59336;13.3279;0.207339;117.255;4.57075;0.984007;10.563;2.60533;4283.93;518.02;30.2294;10.7794;0.636369;1.14482e-08;0.109907;63.5811;72.9254;0.951229;2.19681;2.22712;0.157957;0.105927;0.594076;1.10603;0.961942;1.10345;6.85327;687.291;1.94446;638.141;58.1654;3.00389;1.41485;3480.19;1.57694;168.219;1.33543;36.1999;1.781;0.214992;0.323543;0.696256;0.535996;0.622685;2557.74;0.218689;157.914;159.697;159.218;1445.7;510.866;2444.01;136.494;687.394;0.597159;0.240387;0.470477;216.004;28.8829;178.327;0.693683;2.24843;21.3862;25.8628;855.065;129.841;49.9427;1.37131;0.526632;0.500664;1.35204;77.9641;17.9982;17.8951;18.0642;17.901;17.0972;2.21428;2.18098;318.967;0.110127;0.97687;0.873733;188.03;58.1199;19.5314;340.094;157.136;152.598;4335.45;72.6126
20;900;3.55508e-06;1.04858e-10;3.4765;1.14544e-08;46.7494;0.0108681;0.651475;2.59932;1.47432;1.43486;0.781703;1.14544e-08;684.469;0.304908;55.1823;82.4714;0.458832;0.312965;1.22107;0.114713;60.2787;176.487;330.46;2.59476;13.3351;0.207455;117.319;4.57322;0.984544;10.5687;2.60673;4286.25;518.3;30.2458;10.7853;0.636714;1.14544e-08;0.109966;63.6155;72.9648;0.95174;2.198;2.22832;0.158043;0.105985;0.594397;1.10663;0.962459;1.10405;6.85697;687.662;1.94551;638.486;58.1969;3.00551;1.41561;3482.07;1.57779;168.31;1.33615;36.2195;1.78197;0.215108;0.323716;0.696631;0.536285;0.623018;2559.12;0.218807;157.999;159.784;159.304;1446.48;511.142;2445.33;136.568;687.766;0.597482;0.240517;0.470732;216.121;28.8985;178.423;0.694058;2.24965;21.3977;25.8768;855.528;129.912;49.9697;1.37205;0.526916;0.500935;1.35277;78.0062;18.008;17.9048;18.074;17.9107;17.1064;2.21547;2.18215;319.14;0.110187;0.977398;0.874206;188.131;58.1513;19.5419;340.278;157.221;152.68;4337.79;72.6518
