condition;iter;t;dt;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
1;0;0;0.0001;0.030424;1e-10;0.0521904;0.000107753;0.00568758;0.0227014;0.0128804;0.0125348;0.00681163;1e-10;8.4602;0.00264907;0.0456764;0.72;0.00768719;0.00273236;0.0106732;0.000988607;0.692036;0.317928;3.7976;0.0226619;0.0140644;0.00180164;1.08163;0.0398236;0.00857801;0.0922678;0.0227576;36.7621;4.36553;0.0292115;0.0941587;0.00555865;1e-10;0.000960036;0.0372374;1.75537;0.00832105;0.0192009;0.0194669;0.00137975;0.000925277;0.00518927;0.00967453;0.00841406;0.00965134;0.0598747;7.90024;0.0169975;7.26487;0.506505;0.0261684;2.06062;40;0.0137279;2.69105;0.0116814;0.025543;0.0155107;0.00187796;0.00283461;0.00609018;0.00468193;0.00545112;29.3931;0.00191035;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.72041;0.00209987;0.00410963;3.07958;0.0256557;0.169411;1.56957;0.0196401;0.0228198;0.020327;6.44566;3.14301;1.20437;0.0119785;0.00460017;0.00437335;0.0118102;0.68117;0.0196098;0.0187089;0.0201864;0.0187601;0.0207961;0.0193548;0.0190627;3.63153;0.000958794;1.57204;1.57114;2.30487;0.0578255;0.170759;8.01493;3.78473;0.00594323;40;3.48138
1;100;0.00010496;1.6e-07;0.0303094;1e-10;0.0521845;9.85052e-05;0.00568757;0.0226953;0.0128738;0.012529;0.00682088;1e-10;8.4602;0.00265832;0.0456709;0.72;0.00769645;0.0027323;0.010664;0.000997854;0.692046;0.317918;3.79759;0.0226555;0.0140736;0.00181032;1.08162;0.0398156;0.0085906;0.0922678;0.0227576;36.762;4.36552;0.0292115;0.0941587;0.00555868;4.06528e-08;0.000960036;0.0372303;1.75536;0.00831229;0.0191924;0.0194575;0.00137977;0.000925278;0.00518927;0.00966484;0.00840572;0.00964215;0.0598666;7.90024;0.0169883;7.26487;0.506465;0.0261626;2.06062;40;0.0137279;2.69105;0.0116695;0.025543;0.0155107;0.00187796;0.00282847;0.00608417;0.00468193;0.00544254;29.3931;0.00191038;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.72041;0.00209989;0.00410963;3.07958;0.0256557;0.169401;1.56957;0.0196401;0.0228197;0.020327;6.44567;3.14301;1.20437;0.0119785;0.00460015;0.00437333;0.0118101;0.681058;0.0196098;0.0187089;0.0201863;0.0187601;0.0207959;0.0193453;0.0190541;3.63153;0.00095933;1.57204;1.57114;2.30486;0.0578255;0.170647;8.01492;3.78473;0.0059374;40.0001;3.48127
1;200;0.00011264;6.4e-08;0.0303026;1e-10;0.0521842;9.7914e-05;0.00568757;0.0226949;0.0128734;0.0125286;0.00682147;1e-10;8.4602;0.00265891;0.0456706;0.72;0.00769704;0.0027323;0.0106634;0.000998445;0.692046;0.317918;3.79759;0.0226551;0.0140742;0.0018106;1.08162;0.0398151;0.00859141;0.0922678;0.0227576;36.762;4.36552;0.0292115;0.0941587;0.00555869;4.48655e-08;0.000960036;0.0372299;1.75536;0.00831173;0.0191918;0.0194569;0.00137977;0.000925278;0.00518927;0.00966422;0.00840518;0.00964156;0.0598661;7.90024;0.0169877;7.26487;0.506465;0.0261623;2.06062;40;0.0137279;2.69105;0.0116687;0.025543;0.0155107;0.00187796;0.00282807;0.00608378;0.00468193;0.00544198;29.3931;0.00191038;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209989;0.00410963;3.07958;0.0256557;0.169401;1.56957;0.0196401;0.0228197;0.020327;6.44567;3.14301;1.20437;0.0119785;0.00460015;0.00437333;0.0118101;0.681051;0.0196098;0.0187089;0.0201863;0.0187601;0.0207959;0.0193447;0.0190536;3.63153;0.000959621;1.57204;1.57114;2.30486;0.0578255;0.17064;8.01492;3.78473;0.00593709;40.0001;3.48126
1;300;0.00012448;1.28e-07;0.0302922;1e-10;0.0521836;9.70223e-05;0.00568757;0.0226943;0.0128728;0.0125281;0.00682236;1e-10;8.4602;0.0026598;0.04567;0.72;0.00769793;0.00273229;0.0106625;0.000999337;0.692047;0.317917;3.79759;0.0226545;0.0140751;0.00181102;1.08162;0.0398143;0.00859263;0.0922678;0.0227576;36.7619;4.36552;0.0292115;0.0941587;0.00555869;5.16107e-08;0.000960036;0.0372292;1.75536;0.00831088;0.019191;0.019456;0.00137977;0.000925278;0.00518927;0.00966328;0.00840438;0.00964067;0.0598653;7.90024;0.0169868;7.26487;0.506464;0.0261617;2.06062;40;0.0137279;2.69105;0.0116676;0.025543;0.0155107;0.00187796;0.00282748;0.00608319;0.00468193;0.00544114;29.3931;0.00191039;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.0020999;0.00410963;3.07958;0.0256557;0.1694;1.56957;0.0196401;0.0228197;0.020327;6.44567;3.14301;1.20437;0.0119785;0.00460015;0.00437332;0.0118101;0.681041;0.0196098;0.0187089;0.0201863;0.0187601;0.0207959;0.0193438;0.0190527;3.63153;0.000960066;1.57204;1.57114;2.30486;0.0578255;0.17063;8.01492;3.78473;0.00593668;40.0001;3.48125
1;400;0.00014816;2.56e-07;0.0302724;1e-10;0.0521825;9.53092e-05;0.00568757;0.0226932;0.0128715;0.012527;0.00682407;1e-10;8.4602;0.00266151;0.045669;0.72;0.00769965;0.00273228;0.0106608;0.00100105;0.692049;0.317915;3.79759;0.0226534;0.0140768;0.00181183;1.08162;0.0398128;0.00859496;0.0922679;0.0227576;36.7619;4.36552;0.0292115;0.0941587;0.0055587;6.59578e-08;0.000960036;0.0372279;1.75536;0.00830926;0.0191894;0.0194542;0.00137978;0.000925278;0.00518927;0.00966148;0.00840283;0.00963897;0.0598638;7.90024;0.0169851;7.26487;0.506465;0.0261606;2.06062;40;0.0137279;2.69104;0.0116654;0.025543;0.0155107;0.00187796;0.00282633;0.00608206;0.00468193;0.00543951;29.3931;0.0019104;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209991;0.00410963;3.07958;0.0256557;0.169398;1.56957;0.0196401;0.0228197;0.020327;6.44568;3.14301;1.20437;0.0119784;0.00460014;0.00437332;0.0118101;0.681022;0.0196098;0.0187089;0.0201863;0.01876;0.0207958;0.019342;0.0190511;3.63153;0.000960919;1.57204;1.57114;2.30486;0.0578255;0.170611;8.01492;3.78473;0.00593621;40.0002;3.48124
1;500;0.000160602;1.024e-07;0.0302624;1e-10;0.052182;9.44467e-05;0.00568757;0.0226926;0.0128709;0.0125265;0.00682494;1e-10;8.4602;0.00266237;0.0456685;0.72;0.00770051;0.00273228;0.0106599;0.00100191;0.69205;0.317914;3.79758;0.0226528;0.0140777;0.00181223;1.08161;0.0398121;0.00859614;0.0922679;0.0227576;36.7619;4.36552;0.0292115;0.0941587;0.00555871;7.39103e-08;0.000960036;0.0372272;1.75536;0.00830844;0.0191886;0.0194534;0.00137978;0.000925279;0.00518927;0.00966058;0.00840205;0.00963811;0.059863;7.90024;0.0169843;7.26487;0.506466;0.0261601;2.06062;40;0.0137279;2.69104;0.0116643;0.025543;0.0155107;0.00187796;0.00282574;0.00608149;0.00468193;0.00543868;29.3931;0.0019104;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209991;0.00410963;3.07958;0.0256557;0.169397;1.56957;0.0196401;0.0228197;0.0203269;6.44568;3.14301;1.20437;0.0119784;0.00460014;0.00437331;0.0118101;0.681014;0.0196098;0.0187089;0.0201862;0.01876;0.0207958;0.0193412;0.0190503;3.63153;0.000961352;1.57204;1.57114;2.30486;0.0578255;0.170603;8.01492;3.78473;0.00593632;40.0002;3.48123
1;600;0.000179443;2.048e-07;0.0302478;1e-10;0.0521812;9.31907e-05;0.00568757;0.0226918;0.01287;0.0125257;0.00682619;1e-10;8.4602;0.00266363;0.0456678;0.72;0.00770177;0.00273227;0.0106587;0.00100317;0.692051;0.317912;3.79758;0.0226519;0.0140789;0.00181281;1.08161;0.039811;0.00859786;0.0922679;0.0227576;36.7619;4.36552;0.0292115;0.0941587;0.00555872;8.63774e-08;0.000960036;0.0372263;1.75535;0.00830725;0.0191875;0.0194521;0.00137978;0.000925279;0.00518927;0.00965926;0.00840091;0.00963685;0.0598619;7.90024;0.016983;7.26487;0.506468;0.0261593;2.06062;40;0.0137279;2.69104;0.0116626;0.025543;0.0155107;0.00187796;0.0028249;0.00608064;0.00468193;0.00543746;29.3931;0.00191041;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209992;0.00410963;3.07958;0.0256557;0.169395;1.56957;0.0196401;0.0228197;0.0203269;6.44568;3.14301;1.20437;0.0119784;0.00460013;0.00437331;0.0118101;0.681003;0.0196098;0.0187089;0.0201862;0.01876;0.0207957;0.0193399;0.0190492;3.63153;0.000961981;1.57204;1.57114;2.30486;0.0578255;0.170592;8.01492;3.78473;0.00593756;40.0002;3.48122
1;700;0.000217126;4.096e-07;0.0302209;1e-10;0.0521797;9.08587e-05;0.00568757;0.0226902;0.0128683;0.0125242;0.00682852;1e-10;8.46021;0.00266596;0.0456664;0.72;0.0077041;0.00273226;0.0106563;0.0010055;0.692053;0.31791;3.79758;0.0226503;0.0140813;0.00181384;1.08161;0.039809;0.00860104;0.0922679;0.0227576;36.7619;4.36551;0.0292115;0.0941587;0.00555874;1.12097e-07;0.000960036;0.0372245;1.75535;0.00830503;0.0191853;0.0194497;0.00137979;0.00092528;0.00518927;0.0096568;0.0083988;0.00963453;0.0598599;7.90024;0.0169807;7.26487;0.506472;0.0261579;2.06062;40;0.0137279;2.69104;0.0116596;0.025543;0.0155107;0.00187796;0.00282332;0.00607906;0.00468193;0.00543517;29.3931;0.00191042;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209993;0.00410963;3.07958;0.0256557;0.169393;1.56957;0.0196401;0.0228196;0.0203269;6.44568;3.14301;1.20437;0.0119784;0.00460012;0.00437329;0.0118101;0.680996;0.0196098;0.0187089;0.0201862;0.01876;0.0207956;0.0193375;0.019047;3.63153;0.000963209;1.57204;1.57114;2.30485;0.0578255;0.170585;8.01492;3.78473;0.00594631;40.0002;3.48121
1;800;0.000238589;1.6384e-07;0.0302065;1e-10;0.0521789;8.96268e-05;0.00568757;0.0226894;0.0128675;0.0125234;0.00682976;1e-10;8.46021;0.00266719;0.0456656;0.72;0.00770534;0.00273225;0.0106551;0.00100673;0.692055;0.317909;3.79758;0.0226495;0.0140825;0.00181449;1.08161;0.0398079;0.00860273;0.0922679;0.0227576;36.7619;4.36551;0.0292115;0.0941587;0.00555876;1.26978e-07;0.000960036;0.0372236;1.75535;0.00830386;0.0191842;0.0194484;0.0013798;0.00092528;0.00518927;0.00965551;0.00839768;0.0096333;0.0598588;7.90024;0.0169795;7.26487;0.506475;0.0261571;2.06062;40;0.0137279;2.69104;0.011658;0.025543;0.0155107;0.00187796;0.00282248;0.00607821;0.00468193;0.00543394;29.3931;0.00191043;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209994;0.00410963;3.07958;0.0256557;0.169391;1.56957;0.0196401;0.0228196;0.0203269;6.44568;3.14301;1.20437;0.0119784;0.00460011;0.00437328;0.0118101;0.680995;0.0196098;0.018709;0.0201861;0.01876;0.0207956;0.0193362;0.0190458;3.63153;0.000963758;1.57204;1.57114;2.30485;0.0578255;0.170584;8.01491;3.78473;0.00595289;40.0002;3.48121
1;900;0.000268244;3.2768e-07;0.0301879;1e-10;0.0521779;8.80247e-05;0.00568757;0.0226883;0.0128663;0.0125224;0.00683136;1e-10;8.46021;0.0026688;0.0456647;0.72;0.00770694;0.00273224;0.0106535;0.00100833;0.692056;0.317907;3.79758;0.0226484;0.0140841;0.00181524;1.08161;0.0398065;0.00860492;0.0922679;0.0227576;36.7619;4.36551;0.0292115;0.0941587;0.00555877;1.47772e-07;0.000960036;0.0372223;1.75535;0.00830233;0.0191827;0.0194468;0.0013798;0.000925281;0.00518927;0.00965382;0.00839623;0.0096317;0.0598574;7.90024;0.0169779;7.26487;0.506478;0.0261561;2.06062;40;0.0137279;2.69104;0.011656;0.025543;0.0155107;0.00187796;0.00282139;0.0060771;0.00468194;0.00543232;29.3931;0.00191045;1.37938;1.39496;1.39077;16.4578;5.60519;27.4894;2.18472;7.90114;0.720409;0.00209995;0.00410963;3.07958;0.0256557;0.16939;1.56957;0.0196401;0.0228196;0.0203269;6.44569;3.14301;1.20437;0.0119784;0.0046001;0.00437327;0.0118101;0.680994;0.0196098;0.018709;0.0201861;0.01876;0.0207955;0.0193345;0.0190443;3.63153;0.000964557;1.57204;1.57114;2.30485;0.0578255;0.170583;8.01491;3.78473;0.00596217;40.0002;3.48121
