condition;iter;t;dt;10fthfglu3;12dgr;13dpg;1ag3p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;accoa;acdhlpl_PdhC;actp;ade;adn;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;co2;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;e4p;f6p;fa;fdp;fmettrna;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gsn;gtp;gua;h2o;h;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r1p;r5p;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;0;0;0.0001;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.020975;0.0154;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.176523;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.012514;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.0455672;0.000900901;0.000900901;0.000900901;0.634427
1;100;1.2416e-06;6.4e-09;0.00090193;0.000900899;0.000895324;0.000901092;0.00090019;0.000904593;0.000814454;0.000901052;0.000900954;0.020975;0.0153972;0.000900187;0.000902705;0.000901021;0.000900846;0.000896663;0.000900799;0.000898407;0.000618388;0.000896403;0.000895106;0.176522;0.00125848;0.000895391;0.000900899;0.000900901;0.000904854;0.000913526;0.000900781;0.000898144;0.000900134;0.000902441;0.00089532;0.000899903;0.000902477;0.000895334;0.000899886;0.000901278;0.000902267;0.000895315;0.000899916;0.000902556;0.00090133;0.000901418;0.000900931;0.000895542;0.000895324;0.000899897;0.000902444;0.000900586;0.000907825;0.000917884;0.000894447;0.000864945;0.000900895;0.000900833;0.000901376;0.000904382;0.000900932;0.000895192;0.000896188;0.000916037;0.000904608;0.000898441;0.000903746;0.000900797;0.000906956;0.00091331;0.000900904;0.00090087;0.000896562;0.0125141;0.000898511;0.000902085;0.000899798;0.000895496;0.000900754;0.000913652;0.000906051;0.000913524;0.000900874;0.000900851;0.000894294;0.000900879;0.000900921;0.000868196;0.000892268;0.000892943;0.000917243;0.000899824;0.000907273;0.000900054;0.00090045;0.000899592;0.000902376;0.000908647;0.000903189;0.000895417;0.000900828;0.000900903;0.000900778;0.000900926;0.000904708;0.00091341;0.000907683;0.000900322;0.0455664;0.000897395;0.000340723;0.00164378;0.634273
1;200;2.4512e-06;1.28e-08;0.000901234;0.000900941;0.000892338;0.000901359;0.000899376;0.000906406;0.000773011;0.000901126;0.000901025;0.0209749;0.0153957;0.000899947;0.000903618;0.000901187;0.000900774;0.000894502;0.000900657;0.00089734;0.000488813;0.000890258;0.000892034;0.176522;0.00142763;0.000892757;0.000900898;0.0009009;0.000906512;0.000919843;0.000900616;0.000892118;0.000899894;0.000903233;0.000892594;0.000899398;0.000903151;0.000892617;0.000899373;0.000901348;0.000902973;0.000892585;0.000899417;0.000903406;0.000901433;0.000902098;0.000900971;0.000891583;0.0008926;0.000899389;0.0009031;0.00090017;0.000913386;0.000926409;0.000890494;0.000884679;0.000900894;0.000900743;0.000902017;0.000904968;0.000900974;0.000892291;0.000893737;0.000923623;0.000905954;0.000897387;0.000900133;0.00090065;0.000909674;0.000919578;0.000900909;0.000900903;0.000894492;0.0125143;0.000897316;0.000902924;0.000898367;0.000892629;0.000900576;0.000920054;0.000909704;0.00091984;0.000900788;0.00090071;0.000891801;0.000900809;0.000900986;0.000855244;0.000892075;0.00088721;0.000925242;0.000898406;0.000912787;0.000898967;0.000899884;0.000899999;0.000903136;0.000909062;0.000905956;0.000892822;0.000900734;0.000900906;0.000900613;0.00090096;0.000906211;0.000919667;0.000907444;0.00089956;0.0455677;0.000895829;0.000176379;0.00189514;0.634173
1;300;4.8704e-06;2.56e-08;0.000899541;0.000901064;0.000889682;0.000901951;0.000897652;0.000907659;0.000742505;0.000901179;0.00090118;0.0209747;0.0153947;0.000899847;0.000904313;0.000901558;0.000900617;0.000892813;0.000900338;0.000896972;0.00041754;0.000874322;0.00088937;0.176522;0.00153972;0.000891107;0.000900894;0.0009009;0.00090695;0.000924514;0.00090025;0.000876012;0.000899858;0.000903868;0.000890742;0.000899013;0.000903375;0.000890778;0.000898981;0.000901118;0.000903541;0.000890726;0.000899037;0.000904084;0.000901242;0.000903575;0.000901058;0.000884732;0.000890752;0.000899002;0.000903308;0.000899264;0.000922276;0.000932769;0.000885912;0.000932364;0.000900893;0.000900546;0.000903424;0.000902758;0.000901067;0.00089005;0.000891712;0.000929261;0.000905696;0.000897017;0.000884842;0.000900323;0.00091129;0.000924331;0.00090092;0.000901039;0.00089321;0.0125145;0.000896433;0.000903149;0.00089527;0.000889907;0.000900433;0.000924865;0.000915873;0.000924507;0.000900565;0.000900349;0.000891917;0.000900628;0.000901152;0.000852329;0.00090212;0.000877444;0.000930731;0.000895348;0.000923062;0.000896652;0.000898696;0.000901109;0.000903747;0.000909011;0.00090817;0.000891257;0.000900526;0.000900912;0.000900251;0.000901035;0.000906333;0.000924287;0.000898188;0.000897911;0.0455724;0.000894873;0.00018611;0.00204361;0.633993
1;400;9.7088e-06;5.12e-08;0.000896236;0.000901375;0.000887306;0.000903271;0.000894;0.000907959;0.0007292;0.000901196;0.000901529;0.0209744;0.0153942;0.00089959;0.000904671;0.000902383;0.000900261;0.000891834;0.000899633;0.000897933;0.000429142;0.000838664;0.000887152;0.176522;0.00158511;0.000891198;0.000900884;0.000900898;0.000905112;0.000926535;0.000899434;0.000847961;0.000899805;0.00090428;0.000890379;0.000898812;0.00090273;0.000890435;0.000898778;0.000900252;0.000903917;0.000890349;0.00089884;0.000904517;0.000900436;0.000906881;0.000901254;0.000871369;0.000890395;0.000898802;0.000902646;0.000897241;0.000938935;0.00093568;0.000879423;0.00102417;0.000900893;0.000900102;0.000906586;0.000894747;0.000901275;0.00088881;0.00089026;0.000931781;0.000902367;0.000897948;0.000855948;0.000899599;0.000911803;0.000926644;0.000900943;0.000901404;0.000893298;0.0125151;0.000896054;0.000902499;0.000888388;0.000887038;0.00090037;0.000927148;0.000927676;0.00092652;0.000900023;0.000899469;0.00089716;0.000900184;0.000901557;0.000863893;0.000920942;0.000858646;0.000931961;0.000888689;0.000943895;0.000891622;0.000896163;0.000903208;0.000904148;0.000908941;0.00090915;0.000891523;0.000900043;0.000900926;0.000899435;0.000901204;0.000903841;0.000926271;0.000878143;0.000894246;0.045584;0.000894488;0.000212783;0.0022985;0.633669
1;500;1.93856e-05;1.024e-07;0.000890229;0.000902154;0.000882715;0.000906267;0.000886321;0.000907932;0.000712999;0.000901209;0.00090235;0.0209736;0.0153937;0.000899;0.000905191;0.000904255;0.000899419;0.0008903;0.000898055;0.000900526;0.000474049;0.000766292;0.000883036;0.176522;0.00165356;0.000892401;0.00090086;0.000900895;0.000900637;0.000928966;0.00089758;0.000800007;0.000899715;0.000904983;0.00089051;0.00089852;0.000900944;0.000890609;0.000898483;0.000898167;0.000904571;0.000890445;0.000898553;0.000905249;0.000898481;0.000914614;0.000901718;0.00084401;0.000890539;0.000898511;0.000900828;0.000892538;0.000975456;0.000939427;0.000865475;0.0011849;0.000900892;0.000899033;0.000913971;0.00087623;0.000901768;0.000886909;0.00088772;0.000934935;0.000894778;0.000900467;0.00080733;0.000897984;0.00091245;0.000929744;0.000900999;0.000902287;0.000894136;0.0125164;0.000895604;0.000903954;0.000872537;0.000881135;0.000900295;0.000930089;0.000951301;0.000928941;0.000898691;0.000897297;0.000909915;0.000899096;0.000902553;0.000891156;0.000946364;0.000820825;0.000931931;0.000874044;0.00098751;0.000880485;0.000890757;0.000906671;0.000904838;0.000908908;0.000910306;0.000893049;0.000898821;0.000900959;0.0008975;0.000901605;0.000898001;0.000928635;0.000844181;0.0008858;0.0456091;0.000894073;0.000258223;0.00272654;0.633117
1;600;3.87392e-05;2.048e-07;0.000880077;0.000903964;0.000872808;0.000912992;0.000870821;0.000906934;0.000687284;0.000901221;0.00090433;0.0209717;0.0153929;0.000897617;0.000906143;0.000908457;0.000897347;0.000887358;0.000894631;0.000906438;0.000551101;0.000627713;0.000874465;0.176521;0.00179763;0.000896133;0.000900796;0.000900886;0.00089075;0.000932769;0.000893401;0.000722503;0.000899578;0.00090641;0.000891617;0.000897982;0.000896547;0.000891814;0.000897939;0.000893254;0.000905907;0.000891473;0.000898026;0.000906728;0.000893863;0.000933005;0.000902847;0.000789801;0.000891676;0.000897979;0.000896363;0.000881459;0.00105414;0.000945675;0.00083437;0.00143763;0.000900891;0.000896258;0.000931317;0.000836566;0.000902979;0.00088325;0.00088257;0.000940062;0.000878397;0.000906218;0.000732183;0.0008945;0.000913891;0.000935083;0.000901137;0.000904484;0.000896401;0.012519;0.000894918;0.000916595;0.0008363;0.000867706;0.000900179;0.000934814;0.000996342;0.000932758;0.000895541;0.000892042;0.000938588;0.000896519;0.000904911;0.000948082;0.000969874;0.000748202;0.000929644;0.000843164;0.001075;0.000856492;0.000880125;0.000911434;0.000906243;0.000908854;0.000912113;0.000897154;0.000895474;0.000901042;0.000892755;0.000902586;0.000885252;0.0009323;0.000792694;0.000866306;0.0456641;0.000893511;0.000330582;0.00339679;0.632249
1;700;7.74464e-05;4.096e-07;0.000863643;0.000907296;0.0008531;0.000926994;0.000843657;0.000901713;0.000649136;0.000901212;0.000909064;0.020967;0.0153917;0.00089432;0.000907745;0.000917195;0.000892246;0.00088212;0.000887983;0.000917982;0.000674845;0.000385682;0.000857783;0.176521;0.00205967;0.000906596;0.000900611;0.000900865;0.000868898;0.000938136;0.000884631;0.000602498;0.000899384;0.000909037;0.000895697;0.000897065;0.000886349;0.000896106;0.000897018;0.000882204;0.000908378;0.000895374;0.000897132;0.000909436;0.000883459;0.000974664;0.000905528;0.00069009;0.00089582;0.00089708;0.000886023;0.000856327;0.00120606;0.000955273;0.000770578;0.00180112;0.00090089;0.000888361;0.000968979;0.000764474;0.000905945;0.000876513;0.000872824;0.000947658;0.000843088;0.000917457;0.000624228;0.000887983;0.000917129;0.000944004;0.000901473;0.000910018;0.000902128;0.0125244;0.000894042;0.000959827;0.000763115;0.000838313;0.000900013;0.000941642;0.00107425;0.000938402;0.00088909;0.000880077;0.000997989;0.000891234;0.000909759;0.00105877;0.000975697;0.000621437;0.000921337;0.000786486;0.00123258;0.000809166;0.00086328;0.000916519;0.000908843;0.000908772;0.000914666;0.000906706;0.000885754;0.000901246;0.000881124;0.000904992;0.000857422;0.000937394;0.000724421;0.000823775;0.0457853;0.000892925;0.000437329;0.00436929;0.630989
1;800;0.000154861;8.192e-07;0.000837288;0.000910794;0.000821636;0.000952638;0.00081093;0.000881997;0.000590166;0.00090114;0.000919938;0.0209564;0.0153902;0.000886605;0.000910091;0.000933173;0.00088012;0.000873912;0.000868719;0.000933938;0.000846617;9.04745e-05;0.000829013;0.176521;0.00244647;0.00093246;0.000899993;0.000900812;0.000824262;0.000945285;0.000868299;0.000418572;0.000899127;0.000913029;0.000906898;0.000895693;0.000865068;0.000907722;0.000895649;0.000859561;0.000912129;0.0009062;0.000895805;0.000913538;0.000862116;0.00105507;0.000911444;0.000512964;0.000907139;0.000895758;0.000864465;0.000803736;0.00145096;0.000968944;0.000666795;0.00229171;0.000900888;0.000863619;0.0010353;0.000674509;0.000912967;0.00086473;0.0008565;0.000958071;0.0007721;0.000933022;0.000476625;0.000879511;0.000921871;0.000959275;0.00090227;0.00092371;0.00091544;0.0125357;0.000893471;0.00104621;0.000662404;0.000779812;0.00089979;0.000950539;0.00119433;0.000947355;0.000878892;0.000814298;0.00110118;0.000882811;0.000917549;0.00125215;0.000964095;0.000412719;0.000903094;0.000708101;0.00146817;0.000725984;0.000845727;0.000919379;0.00091282;0.000908633;0.000918079;0.000923688;0.00085698;0.000901742;0.000853579;0.000910688;0.00080068;0.000944244;0.000656414;0.000739526;0.046033;0.000892567;0.000584822;0.0056923;0.629272
1;900;0.00030969;1.6384e-06;0.000794005;0.000906907;0.000785705;0.00099289;0.000799436;0.000829621;0.000483703;0.000900919;0.000943512;0.0209334;0.0153883;0.000869478;0.00091276;0.000958195;0.000853137;0.000863417;0.000805242;0.000939238;0.00103885;9.73971e-05;0.000786839;0.176521;0.00287045;0.000985318;0.000895551;0.000900689;0.000743895;0.000955297;0.000841769;0.000143613;0.000898808;0.00091713;0.000933099;0.000894045;0.000824996;0.000934656;0.000894031;0.000817305;0.000915915;0.000931678;0.000894241;0.000917747;0.000822264;0.00116765;0.000923752;0.000176217;0.00093353;0.000894235;0.000823898;0.000701655;0.00177411;0.000987354;0.000578797;0.00292681;0.000900885;0.000791076;0.00111534;0.000644393;0.000928793;0.000843616;0.000833509;0.000971792;0.000622356;0.000938311;0.000285027;0.000887913;0.00092141;0.000987333;0.000904065;0.000955237;0.000944562;0.0125589;0.000903497;0.00114448;0.000626074;0.000673695;0.000899477;0.000961485;0.00134683;0.000964446;0.000871262;0.000482012;0.00124393;0.000874782;0.00092525;0.00155329;0.000953994;0.000156862;0.000875709;0.000653851;0.00173925;0.000587836;0.000842348;0.000914333;0.000916976;0.000908594;0.000922782;0.000946928;0.000779816;0.000902894;0.000791443;0.00092353;0.000674654;0.000962585;0.000639822;0.000586189;0.0464737;0.00089273;0.000779034;0.00740983;0.627035
