condition;iter;t;dt;10fthfglu3;12dgr;13dpg;1ag3p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;accoa;acdhlpl_PdhC;actp;ade;adn;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;co2;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;e4p;f6p;fa;fdp;fmettrna;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gsn;gtp;gua;h2o;h;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r1p;r5p;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;0;0;0.0001;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;23.0725;16.94;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;194.175;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;13.7654;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;0.990991;50.1239;0.990991;0.990991;0.990991;697.869
1;100;1.2416e-06;6.4e-09;0.992123;0.990989;0.984857;0.991202;0.990209;0.995052;0.895899;0.991157;0.991049;23.0725;16.9369;0.990206;0.992976;0.991123;0.990931;0.986329;0.990879;0.988247;0.680227;0.986044;0.984616;194.174;1.38433;0.98493;0.990989;0.990991;0.99534;1.00488;0.99086;0.987959;0.990147;0.992685;0.984852;0.989893;0.992725;0.984867;0.989875;0.991406;0.992494;0.984847;0.989907;0.992811;0.991463;0.991559;0.991024;0.985096;0.984856;0.989886;0.992689;0.990645;0.998608;1.00967;0.983891;0.95144;0.990985;0.990917;0.991514;0.99482;0.991026;0.984711;0.985807;1.00764;0.995069;0.988285;0.99412;0.990876;0.997652;1.00464;0.990995;0.990958;0.986218;13.7655;0.988362;0.992293;0.989777;0.985045;0.990829;1.00502;0.996656;1.00488;0.990961;0.990936;0.983724;0.990967;0.991013;0.955016;0.981495;0.982238;1.00897;0.989806;0.998;0.990059;0.990495;0.989552;0.992614;0.999512;0.993508;0.984958;0.990911;0.990993;0.990856;0.991019;0.995179;1.00475;0.998451;0.990354;50.1231;0.987135;0.374795;1.80815;697.701
1;200;2.4512e-06;1.28e-08;0.991357;0.991036;0.981572;0.991495;0.989313;0.997046;0.850312;0.991239;0.991127;23.0724;16.9353;0.989942;0.993979;0.991306;0.990852;0.983952;0.990722;0.987074;0.537694;0.979284;0.981238;194.174;1.57039;0.982033;0.990987;0.99099;0.997163;1.01183;0.990678;0.98133;0.989883;0.993557;0.981853;0.989338;0.993466;0.981879;0.98931;0.991483;0.99327;0.981844;0.989359;0.993747;0.991576;0.992308;0.991068;0.980741;0.98186;0.989327;0.99341;0.990187;1.00473;1.01905;0.979543;0.973147;0.990983;0.990817;0.992219;0.995464;0.991072;0.98152;0.98311;1.01599;0.996549;0.987126;0.990147;0.990715;1.00064;1.01154;0.991;0.990994;0.983942;13.7657;0.987047;0.993216;0.988204;0.981892;0.990633;1.01206;1.00067;1.01182;0.990867;0.990781;0.980981;0.99089;0.991084;0.940768;0.981283;0.975931;1.01777;0.988246;1.00407;0.988863;0.989872;0.989999;0.99345;0.999968;0.996552;0.982104;0.990807;0.990996;0.990674;0.991057;0.996832;1.01163;0.998189;0.989516;50.1245;0.985411;0.194017;2.08466;697.59
1;300;4.8704e-06;2.56e-08;0.989495;0.99117;0.978651;0.992147;0.987417;0.998425;0.816755;0.991297;0.991298;23.0722;16.9342;0.989832;0.994744;0.991713;0.990678;0.982095;0.990372;0.986669;0.459294;0.961754;0.978307;194.174;1.69369;0.980218;0.990983;0.99099;0.997645;1.01697;0.990275;0.963614;0.989844;0.994255;0.979816;0.988914;0.993713;0.979855;0.98888;0.99123;0.993895;0.979799;0.988941;0.994493;0.991366;0.993933;0.991164;0.973205;0.979827;0.988902;0.993638;0.98919;1.0145;1.02605;0.974504;1.0256;0.990983;0.990601;0.993767;0.993034;0.991173;0.979055;0.980883;1.02219;0.996266;0.986718;0.973326;0.990356;1.00242;1.01676;0.991012;0.991143;0.982531;13.766;0.986076;0.993464;0.984797;0.978897;0.990476;1.01735;1.00746;1.01696;0.990622;0.990383;0.981109;0.99069;0.991267;0.937562;0.992332;0.965188;1.0238;0.984883;1.01537;0.986317;0.988566;0.99122;0.994122;0.999912;0.998987;0.980383;0.990579;0.991003;0.990277;0.991139;0.996966;1.01672;0.988006;0.987702;50.1296;0.98436;0.204721;2.24797;697.392
1;400;9.7088e-06;5.12e-08;0.985859;0.991512;0.976036;0.993599;0.983399;0.998755;0.80212;0.991315;0.991682;23.0718;16.9337;0.989549;0.995138;0.992621;0.990288;0.981018;0.989596;0.987727;0.472056;0.92253;0.975867;194.174;1.74362;0.980318;0.990972;0.990988;0.995623;1.01919;0.989377;0.932757;0.989785;0.994707;0.979417;0.988694;0.993003;0.979478;0.988656;0.990277;0.994309;0.979384;0.988724;0.994969;0.99048;0.997569;0.99138;0.958506;0.979435;0.988682;0.992911;0.986965;1.03283;1.02925;0.967365;1.12659;0.990982;0.990112;0.997245;0.984222;0.991402;0.977691;0.979286;1.02496;0.992604;0.987743;0.941543;0.989559;1.00298;1.01931;0.991038;0.991545;0.982627;13.7666;0.985659;0.992749;0.977227;0.975742;0.990407;1.01986;1.02044;1.01917;0.990025;0.989416;0.986876;0.990203;0.991713;0.950282;1.01304;0.944511;1.02516;0.977558;1.03828;0.980784;0.985779;0.993528;0.994562;0.999835;1.00007;0.980675;0.990048;0.991019;0.989379;0.991325;0.994225;1.0189;0.965958;0.983671;50.1424;0.983937;0.234061;2.52835;697.036
1;500;1.93856e-05;1.024e-07;0.979252;0.992369;0.970986;0.996893;0.974954;0.998726;0.784299;0.99133;0.992585;23.071;16.9331;0.9889;0.99571;0.994681;0.989361;0.979329;0.987861;0.990578;0.521453;0.842922;0.97134;194.174;1.81892;0.981641;0.990946;0.990984;0.990701;1.02186;0.987338;0.880008;0.989687;0.995481;0.979561;0.988372;0.991038;0.979669;0.988331;0.987984;0.995028;0.97949;0.988408;0.995774;0.98833;1.00608;0.99189;0.928411;0.979593;0.988362;0.990911;0.981792;1.073;1.03337;0.952022;1.30339;0.990981;0.988936;1.00537;0.963853;0.991945;0.9756;0.976492;1.02843;0.984255;0.990514;0.888063;0.987782;1.0037;1.02272;0.991099;0.992516;0.98355;13.768;0.985164;0.994349;0.959791;0.969249;0.990325;1.0231;1.04643;1.02183;0.98856;0.987027;1.00091;0.989005;0.992808;0.980271;1.041;0.902908;1.02512;0.961448;1.08626;0.968534;0.979833;0.997338;0.995321;0.999799;1.00134;0.982354;0.988703;0.991055;0.98725;0.991765;0.987801;1.0215;0.928599;0.97438;50.17;0.98348;0.284045;2.9992;696.429
1;600;3.87392e-05;2.048e-07;0.968084;0.994361;0.960089;1.00429;0.957903;0.997627;0.756012;0.991343;0.994763;23.0688;16.9322;0.987378;0.996757;0.999302;0.987082;0.976094;0.984094;0.997082;0.606212;0.690484;0.961911;194.173;1.97739;0.985746;0.990875;0.990975;0.979825;1.02605;0.982742;0.794753;0.989536;0.997051;0.980778;0.98778;0.986201;0.980995;0.987733;0.982579;0.996498;0.98062;0.987829;0.997401;0.98325;1.02631;0.993131;0.868781;0.980844;0.987777;0.985999;0.969605;1.15955;1.04024;0.917807;1.5814;0.99098;0.985884;1.02445;0.920222;0.993277;0.971575;0.970827;1.03407;0.966237;0.99684;0.805402;0.98395;1.00528;1.02859;0.99125;0.994932;0.986041;13.7709;0.984409;1.00825;0.91993;0.954476;0.990196;1.0283;1.09598;1.02603;0.985096;0.981246;1.03245;0.986171;0.995402;1.04289;1.06686;0.823022;1.02261;0.927481;1.1825;0.942142;0.968138;1.00258;0.996868;0.999739;1.00332;0.986869;0.985022;0.991146;0.98203;0.992845;0.973777;1.02553;0.871963;0.952936;50.2305;0.982862;0.36364;3.73647;695.474
1;700;7.74464e-05;4.096e-07;0.950008;0.998025;0.93841;1.01969;0.928022;0.991885;0.71405;0.991333;0.99997;23.0638;16.9309;0.983752;0.99852;1.00892;0.981471;0.970332;0.976781;1.00978;0.74233;0.424251;0.943561;194.173;2.26563;0.997255;0.990672;0.990951;0.955788;1.03195;0.973094;0.662748;0.989322;0.999941;0.985267;0.986771;0.974984;0.985717;0.986719;0.970424;0.999216;0.984911;0.986845;1.00038;0.971805;1.07213;0.996081;0.7591;0.985402;0.986788;0.974625;0.94196;1.32666;1.0508;0.847636;1.98123;0.990979;0.977197;1.06588;0.840921;0.99654;0.964164;0.960106;1.04242;0.927397;1.0092;0.686651;0.976782;1.00884;1.0384;0.99162;1.00102;0.992341;13.7769;0.983446;1.05581;0.839427;0.922145;0.990014;1.03581;1.18167;1.03224;0.977999;0.968085;1.09779;0.980358;1.00074;1.16465;1.07327;0.683581;1.01347;0.865134;1.35584;0.890083;0.949608;1.00817;0.999728;0.999649;1.00613;0.997376;0.974329;0.99137;0.969236;0.995492;0.943165;1.03113;0.796863;0.906152;50.3638;0.982218;0.481062;4.80622;694.088
1;800;0.000154861;8.192e-07;0.921017;1.00187;0.903799;1.0479;0.892023;0.970197;0.649182;0.991254;1.01193;23.0521;16.9293;0.975265;1.0011;1.02649;0.968132;0.961303;0.95559;1.02733;0.931279;0.099522;0.911914;194.173;2.69112;1.02571;0.989993;0.990894;0.906689;1.03981;0.955129;0.460429;0.98904;1.00433;0.997587;0.985262;0.951575;0.998494;0.985213;0.945517;1.00334;0.99682;0.985386;1.00489;0.948328;1.16058;1.00259;0.564261;0.997853;0.985333;0.950912;0.884109;1.59605;1.06584;0.733475;2.52088;0.990977;0.949981;1.13882;0.74196;1.00426;0.951203;0.94215;1.05388;0.84931;1.02632;0.524288;0.967462;1.01406;1.0552;0.992497;1.01608;1.00698;13.7893;0.982818;1.15084;0.728644;0.857793;0.989769;1.04559;1.31376;1.04209;0.966782;0.895727;1.21129;0.971092;1.0093;1.37736;1.06051;0.453991;0.993404;0.778911;1.61499;0.798582;0.9303;1.01132;1.0041;0.999496;1.00989;1.01606;0.942678;0.991916;0.938937;1.00176;0.880748;1.03867;0.722055;0.813478;50.6363;0.981824;0.643304;6.26153;692.199
1;900;0.00030969;1.6384e-06;0.873405;0.997598;0.864275;1.09218;0.87938;0.912583;0.532073;0.991011;1.03786;23.0268;16.9271;0.956425;1.00404;1.05401;0.938451;0.949759;0.885766;1.03316;1.14273;0.107137;0.865523;194.173;3.1575;1.08385;0.985107;0.990758;0.818284;1.05083;0.925946;0.157974;0.988689;1.00884;1.02641;0.983449;0.907495;1.02812;0.983434;0.899035;1.00751;1.02485;0.983665;1.00952;0.904491;1.28441;1.01613;0.193839;1.02688;0.983658;0.906288;0.77182;1.95152;1.08609;0.636677;3.21949;0.990974;0.870184;1.22687;0.708832;1.02167;0.927978;0.91686;1.06897;0.684592;1.03214;0.313529;0.976705;1.01355;1.08607;0.994472;1.05076;1.03902;13.8148;0.993847;1.25893;0.688681;0.741065;0.989425;1.05763;1.48151;1.06089;0.958388;0.530214;1.36832;0.962261;1.01778;1.70862;1.04939;0.172549;0.96328;0.719236;1.91317;0.64662;0.926582;1.00577;1.00867;0.999454;1.01506;1.04162;0.857797;0.993183;0.870587;1.01588;0.74212;1.05884;0.703805;0.644808;51.121;0.982003;0.856937;8.15081;689.739
