condition;iter;t;dt;10fthfglu3;12dgr;13dpg;1ag3p;2dr1p;2dr5p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;acald;accoa;acdhlpl_PdhC;actp;ade;adn;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;co2;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;dudp;dump;duri;dutp;e4p;f6p;fa;fad;fdp;fmettrna;fmn;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gsn;gtp;gua;h2o;h;lac__L;lgltn;lpl_PdhC;methfglu3;mlthfglu3;na1;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r1p;r5p;ribflv;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;7800;0.00731924;5.1923e-08;0.0270432;0.351317;0.274836;1.46047;0.0829221;0.0197268;0.672022;0.556626;0.0311035;0.815567;1.17803;20.6713;16.8035;0.697092;0.928048;1.13861;1.25217;0.6214;0.754499;0.0859281;1.1656;1.13056;0.092834;0.317373;175.103;5.94148;0.831232;0.00958011;0.892445;0.117104;1.00118;0.360776;0.283684;0.889139;1.39788;1.09877;0.873249;0.606315;1.21853;0.681928;0.52821;0.716637;0.774278;0.874788;0.792825;0.93213;1.81559;1.06866;0.0274348;1.1073;0.875027;0.591816;1.22086;1.00226;0.800963;0.504991;0.21949;3.06359;1.19943;8.99218e-08;0.828482;8.75871;1.30552;0.89427;0.376488;1.65752;1.0549;1.12525;0.198677;0.513802;1.14466;0.0658751;0.711726;0.0288265;1.0959;1.13918;1.29056;0.85518;0.92202;1.18545;1.26755;2.07567;1.09813;1.20872;1.10344;0.651993;0.0176632;0.546227;1.12902;0.661324;1.17384;1.63441;0.0035544;1.66942;1.55839;0.593162;1.68195;1.56696;0.138183;1.20748;0.0385323;2.75987;0.764506;0.0782223;0.798693;0.257308;0.796621;0.915108;0.999309;0.643113;0.0417783;0.537338;0.022367;1.08123;0.199539;1.3614;0.680978;0.125476;52.508;0.778207;1.22591;23.1434;703.552
1;7900;0.0073262;1.03846e-07;0.0270469;0.350905;0.274852;1.46092;0.0829083;0.0197248;0.672077;0.556659;0.0310446;0.815498;1.17827;20.6712;16.8034;0.69692;0.928064;1.13862;1.25247;0.62124;0.754412;0.0859799;1.16558;1.13071;0.0928493;0.316956;175.103;5.94224;0.83101;0.00957885;0.892443;0.117084;1.00118;0.360321;0.283631;0.889139;1.39771;1.09913;0.873238;0.605886;1.21882;0.681775;0.527878;0.716503;0.774342;0.874778;0.792725;0.932004;1.81586;1.06881;0.0274358;1.10754;0.875018;0.59153;1.22115;1.00236;0.800873;0.504642;0.219239;3.06434;1.19957;8.99218e-08;0.82859;8.76154;1.30547;0.89427;0.376101;1.65744;1.05515;1.12539;0.198724;0.513563;1.14477;0.0658867;0.711587;0.0288338;1.09561;1.13927;1.29082;0.855149;0.922058;1.18564;1.26691;2.077;1.09822;1.20921;1.10354;0.652052;0.0176682;0.545531;1.12912;0.659932;1.174;1.63467;0.003555;1.66957;1.55877;0.592902;1.68209;1.5674;0.138198;1.20752;0.0385268;2.75971;0.764368;0.0782268;0.798562;0.256705;0.796525;0.914815;0.999624;0.642618;0.0417698;0.535954;0.0223527;1.08133;0.199526;1.36158;0.680893;0.125494;52.5103;0.778134;1.22632;23.1508;703.541
1;8000;0.00734012;2.07692e-07;0.0270543;0.350079;0.274886;1.46183;0.0828817;0.019721;0.672187;0.556726;0.0310683;0.815359;1.17876;20.6711;16.8032;0.696578;0.928095;1.13865;1.25306;0.620921;0.754239;0.0860824;1.16554;1.1311;0.0928799;0.316121;175.103;5.94368;0.830564;0.00957633;0.892439;0.117045;1.00118;0.35941;0.283527;0.889139;1.39736;1.09985;0.873216;0.605027;1.2194;0.681471;0.527213;0.716235;0.774474;0.874758;0.792523;0.931754;1.8164;1.06909;0.0274378;1.10801;0.874999;0.590957;1.22174;1.00257;0.800693;0.503945;0.218738;3.06583;1.19984;8.99218e-08;0.828807;8.76718;1.30537;0.89427;0.375328;1.65728;1.05565;1.12567;0.198814;0.513086;1.14498;0.06591;0.711311;0.0288485;1.09502;1.13944;1.29134;0.855086;0.922133;1.18601;1.26563;2.07966;1.09839;1.21019;1.10374;0.652169;0.0176702;0.544147;1.12932;0.657149;1.17432;1.63519;0.00355618;1.66986;1.55954;0.592383;1.68238;1.56829;0.138228;1.2076;0.0385158;2.75939;0.764091;0.078236;0.798301;0.255499;0.796334;0.914714;0.999638;0.641629;0.0417528;0.533182;0.0223249;1.08153;0.199501;1.36194;0.680722;0.125528;52.515;0.777988;1.22715;23.1656;703.52
1;8100;0.00736795;4.15384e-07;0.027069;0.348428;0.274953;1.46363;0.082832;0.019714;0.672409;0.556863;0.0311018;0.815082;1.17972;20.6708;16.8029;0.695895;0.928158;1.13872;1.25423;0.620287;0.753891;0.0862879;1.16547;1.13187;0.0929412;0.314453;175.102;5.94655;0.829679;0.00957135;0.892429;0.116967;1.00118;0.35759;0.283321;0.889138;1.39666;1.10129;0.873172;0.60331;1.22056;0.680862;0.525883;0.715698;0.774738;0.874719;0.792121;0.931253;1.81747;1.06967;0.0274416;1.10895;0.874963;0.589813;1.22291;1.00298;0.800333;0.502549;0.21774;3.06881;1.20039;8.99218e-08;0.829236;8.77843;1.30516;0.89427;0.373786;1.65698;1.05665;1.12624;0.198994;0.512132;1.14541;0.0659568;0.710758;0.0288776;1.09384;1.13979;1.29237;0.854961;0.922284;1.18676;1.26306;2.08499;1.09873;1.21215;1.10414;0.652404;0.0176739;0.54138;1.12972;0.651583;1.17495;1.63622;0.00355856;1.67046;1.56106;0.591347;1.68295;1.57005;0.138287;1.20775;0.0384939;2.75875;0.763539;0.0782544;0.797781;0.253092;0.795952;0.914534;0.999638;0.63967;0.0417182;0.527623;0.0222712;1.08194;0.199452;1.36266;0.680373;0.125598;52.5245;0.777696;1.22881;23.1952;703.477
1;8200;0.00742361;8.30767e-07;0.0270982;0.345123;0.275089;1.46723;0.0827461;0.0197015;0.672857;0.557141;0.0311486;0.81453;1.18164;20.6701;16.8021;0.694529;0.928284;1.13885;1.25659;0.619029;0.753195;0.0866949;1.16532;1.13338;0.0930634;0.311125;175.101;5.9523;0.827937;0.00956157;0.892411;0.116814;1.00118;0.353955;0.282912;0.889137;1.39524;1.10416;0.873083;0.599877;1.22287;0.679645;0.523224;0.714625;0.775264;0.87464;0.791317;0.930253;1.81958;1.07081;0.0274494;1.11084;0.874889;0.587525;1.22527;1.00379;0.799613;0.499759;0.215765;3.07474;1.20148;8.99218e-08;0.83008;8.80085;1.30475;0.89427;0.370722;1.6564;1.05864;1.12738;0.199354;0.510227;1.14627;0.0660506;0.709654;0.0289358;1.09149;1.14049;1.29444;0.85471;0.922589;1.18825;1.25794;2.09561;1.09942;1.21607;1.10495;0.652878;0.017682;0.535848;1.13051;0.640453;1.17621;1.63828;0.00356333;1.67166;1.56411;0.589276;1.68411;1.57354;0.138407;1.20803;0.0384505;2.75747;0.762436;0.078292;0.796741;0.248298;0.79519;0.914175;0.999638;0.635829;0.0416467;0.516449;0.0221694;1.08275;0.199362;1.36409;0.679653;0.12574;52.5433;0.777112;1.23211;23.254;703.392
1;8300;0.00753493;1.66153e-06;0.0271561;0.338502;0.275375;1.47439;0.082617;0.0196822;0.673767;0.557719;0.0312333;0.813427;1.18546;20.6689;16.8005;0.691803;0.928536;1.1391;1.26128;0.616557;0.751806;0.0874868;1.16503;1.13639;0.0933063;0.304498;175.098;5.96373;0.82457;0.00954274;0.892375;0.116516;1.00118;0.346705;0.282117;0.889135;1.3924;1.1099;0.872904;0.593017;1.2275;0.677214;0.517907;0.712482;0.776313;0.874482;0.789715;0.928255;1.82367;1.07307;0.0274648;1.11462;0.874741;0.582949;1.22997;1.00543;0.798179;0.494181;0.211894;3.0865;1.20366;8.99218e-08;0.831717;8.84533;1.30394;0.89427;0.36467;1.65535;1.06259;1.12969;0.200074;0.506426;1.14799;0.066239;0.70745;0.0290521;1.08684;1.14187;1.29857;0.854207;0.923212;1.19119;1.24771;2.11675;1.1008;1.22391;1.10658;0.65384;0.0176993;0.524791;1.13211;0.618202;1.17874;1.64238;0.00357281;1.67413;1.57021;0.585144;1.68645;1.58039;0.138651;1.20855;0.0383651;2.75492;0.760234;0.0783699;0.794667;0.23879;0.793671;0.913458;0.999638;0.628451;0.0414947;0.493877;0.0219813;1.0844;0.199206;1.36693;0.678136;0.126031;52.581;0.775947;1.23865;23.3706;703.223
1;8400;0.0077516;6.64614e-07;0.0272664;0.325575;0.27597;1.48822;0.0824756;0.0196597;0.67559;0.558923;0.0313908;0.811291;1.19286;20.6666;16.7975;0.686523;0.929029;1.13959;1.27036;0.611909;0.749106;0.0889426;1.16446;1.14216;0.0937723;0.291722;175.094;5.98576;0.818435;0.00950882;0.892303;0.115967;1.00118;0.332674;0.280652;0.889132;1.38678;1.12103;0.872557;0.579694;1.23649;0.672493;0.507573;0.708323;0.778339;0.874173;0.786611;0.924384;1.83122;1.07739;0.0274946;1.12194;0.874453;0.574053;1.2391;1.00859;0.795404;0.483338;0.204684;3.10902;1.20792;8.99218e-08;0.83472;8.93056;1.30234;0.89427;0.353183;1.65367;1.07013;1.13434;0.20147;0.499069;1.15135;0.0666069;0.703173;0.0292778;1.07793;1.14449;1.3066;0.853227;0.924466;1.1968;1.22787;2.1575;1.10351;1.23912;1.10983;0.655758;0.0177345;0.503301;1.13523;0.574945;1.18368;1.65026;0.00359109;1.67917;1.58205;0.577138;1.69108;1.59323;0.139135;1.20939;0.0382043;2.75004;0.755965;0.0785322;0.790635;0.220637;0.790729;0.912062;0.999639;0.615209;0.0411665;0.449117;0.0216566;1.08772;0.198982;1.37235;0.674952;0.12663;52.6544;0.773693;1.25119;23.5939;702.898
1;8500;0.00776635;1.32923e-07;0.0272738;0.324692;0.275874;1.48916;0.0824697;0.0196587;0.675718;0.559104;0.0314014;0.811146;1.19336;20.6664;16.7973;0.686164;0.929063;1.13962;1.27098;0.6116;0.748922;0.0890378;1.16442;1.14255;0.0938037;0.290858;175.093;5.98725;0.818037;0.00950664;0.892298;0.115931;1.00118;0.331723;0.280556;0.889132;1.3864;1.12157;0.872533;0.579049;1.2371;0.672172;0.506869;0.70804;0.778477;0.874152;0.786401;0.92412;1.83171;1.07768;0.0274967;1.12244;0.874434;0.573448;1.23972;1.0088;0.795215;0.4826;0.204209;3.11054;1.2082;8.99218e-08;0.834917;8.9363;1.30223;0.89427;0.352415;1.65358;1.07064;1.13466;0.201566;0.49857;1.15158;0.0666319;0.702882;0.0292925;1.07733;1.14467;1.30715;0.85316;0.924554;1.19718;1.22652;2.16025;1.10369;1.24015;1.11006;0.655891;0.0177369;0.501839;1.13544;0.572001;1.18402;1.65079;0.00359233;1.67953;1.58285;0.576594;1.6914;1.59408;0.139168;1.20944;0.0381936;2.74971;0.755675;0.0785438;0.79036;0.219419;0.790529;0.911967;0.999639;0.614359;0.0411427;0.44603;0.0216363;1.08795;0.198969;1.37272;0.674727;0.126673;52.6594;0.773541;1.25203;23.609;702.876
1;8600;0.0077924;2.65846e-07;0.0272868;0.323135;0.275669;1.49081;0.0824602;0.019657;0.675952;0.559442;0.03142;0.81089;1.19424;20.6661;16.797;0.685531;0.929122;1.13968;1.27207;0.611058;0.748598;0.0892046;1.16435;1.14324;0.093859;0.289335;175.093;5.98987;0.817339;0.00950282;0.892289;0.115868;1.00118;0.330044;0.280388;0.889132;1.38572;1.12245;0.872491;0.577998;1.23818;0.671606;0.505628;0.707541;0.778727;0.874115;0.786029;0.923647;1.83258;1.07819;0.0275002;1.12332;0.874399;0.572379;1.24082;1.00918;0.794883;0.481298;0.203376;3.11321;1.20872;8.99218e-08;0.835261;8.94642;1.30204;0.89427;0.351063;1.65341;1.07153;1.13523;0.201736;0.49769;1.15199;0.0666763;0.702369;0.0293169;1.07627;1.14498;1.30812;0.853042;0.924709;1.19785;1.22414;2.16511;1.10402;1.24197;1.11045;0.656131;0.0177413;0.499259;1.13582;0.566805;1.18462;1.65173;0.0035945;1.68015;1.58427;0.575635;1.69196;1.59558;0.139227;1.20952;0.0381748;2.74913;0.755163;0.0785644;0.789874;0.217276;0.790177;0.911799;0.999639;0.612873;0.0411;0.440567;0.0216009;1.08836;0.198949;1.37336;0.674327;0.126748;52.6682;0.773271;1.25352;23.6354;702.838
1;8700;0.00784451;5.31691e-07;0.0273128;0.320017;0.275304;1.4941;0.0824441;0.0196542;0.676447;0.56007;0.0314543;0.810378;1.196;20.6656;16.7963;0.684267;0.929241;1.13979;1.27424;0.609982;0.74795;0.0895344;1.16421;1.14464;0.0939695;0.286297;175.092;5.99508;0.815966;0.00949537;0.892272;0.115745;1.00117;0.326691;0.280057;0.889131;1.38435;1.1242;0.872407;0.575896;1.24034;0.670473;0.503146;0.706544;0.779248;0.87404;0.785287;0.922675;1.83429;1.07921;0.0275071;1.12508;0.87433;0.570243;1.24301;1.00994;0.794219;0.478694;0.201731;3.11853;1.20974;8.99218e-08;0.835942;8.96658;1.30166;0.89427;0.348374;1.65309;1.07332;1.13638;0.202075;0.495933;1.1528;0.0667654;0.701344;0.0293659;1.07416;1.1456;1.31004;0.852807;0.925022;1.19917;1.21938;2.17479;1.10468;1.24562;1.11123;0.656623;0.0177498;0.494099;1.13657;0.556417;1.18581;1.6536;0.00359885;1.68142;1.58712;0.573718;1.69308;1.59854;0.139345;1.20968;0.0381374;2.74797;0.754139;0.0786063;0.788901;0.213015;0.789473;0.911463;0.999639;0.60996;0.0410129;0.429598;0.0215319;1.08918;0.19891;1.37464;0.673522;0.1269;52.6858;0.772732;1.25648;23.6882;702.761
1;8800;0.00794872;1.06338e-06;0.0273642;0.313777;0.274726;1.50066;0.0824222;0.0196501;0.677502;0.561178;0.0315177;0.809357;1.19952;20.6644;16.7948;0.681744;0.929479;1.14003;1.27857;0.607869;0.746655;0.0901789;1.16392;1.14742;0.0941899;0.280252;175.089;6.00546;0.813304;0.00948113;0.892237;0.115505;1.00117;0.320005;0.279416;0.889131;1.38161;1.1277;0.872239;0.571697;1.24465;0.668209;0.498187;0.70455;0.780364;0.873891;0.783806;0.920642;1.83763;1.08123;0.0275208;1.12859;0.87419;0.565973;1.2474;1.01145;0.792895;0.47349;0.198523;3.1291;1.21178;8.99218e-08;0.837267;9.00661;1.30088;0.89427;0.343061;1.6525;1.07686;1.13871;0.202753;0.492428;1.15444;0.0669445;0.699295;0.0294651;1.06998;1.14682;1.3139;0.852337;0.925657;1.20179;1.20988;2.19403;1.10599;1.2529;1.11279;0.657639;0.0177663;0.483789;1.13808;0.535655;1.18819;1.65732;0.00360755;1.68398;1.59279;0.569892;1.69533;1.60435;0.139582;1.20998;0.0380637;2.74568;0.752096;0.0786924;0.786948;0.204597;0.788069;0.910793;0.999639;0.604357;0.0408313;0.407488;0.0214007;1.09084;0.198846;1.37718;0.671894;0.127212;52.7211;0.771656;1.26236;23.7929;702.608
1;8900;0.00815714;2.12676e-06;0.0274655;0.301284;0.274041;1.51365;0.0824085;0.0196466;0.679699;0.56303;0.0316422;0.807319;1.2065;20.6622;16.792;0.676719;0.929959;1.14049;1.28717;0.603791;0.744068;0.0914119;1.16333;1.15291;0.0946264;0.268298;175.085;6.02606;0.808308;0.00945513;0.892166;0.115055;1.00117;0.306713;0.278205;0.88913;1.37611;1.13467;0.871902;0.563313;1.25326;0.663687;0.488285;0.70057;0.782819;0.873591;0.780856;0.916305;1.844;1.0852;0.0275477;1.13559;0.873911;0.557449;1.25615;1.01446;0.790259;0.4631;0.192443;3.14992;1.21585;8.99218e-08;0.839791;9.08554;1.29933;0.89427;0.332684;1.65153;1.08384;1.14348;0.204097;0.485463;1.15773;0.0673027;0.695205;0.0296668;1.06174;1.14925;1.32161;0.851403;0.926964;1.20694;1.19093;2.23199;1.10864;1.26743;1.11595;0.659719;0.0177999;0.463198;1.14112;0.494194;1.19297;1.66468;0.0036248;1.6893;1.60412;0.562268;1.69981;1.61555;0.140061;1.21048;0.0379199;2.74119;0.748023;0.0788738;0.783008;0.188237;0.785273;0.909453;0.999639;0.593989;0.040435;0.362642;0.0211611;1.09424;0.19876;1.38218;0.668591;0.12786;52.7916;0.769513;1.27396;23.9991;702.307
1;9000;0.00829597;6.80565e-09;0.0275319;0.292965;0.273843;1.5222;0.0824245;0.0196476;0.681152;0.564117;0.0317566;0.805967;1.21112;20.6608;16.79;0.673386;0.930279;1.1408;1.29286;0.601183;0.742349;0.0921965;1.16293;1.15652;0.0949131;0.260445;175.082;6.03965;0.80521;0.0094395;0.892119;0.114774;1.00117;0.297925;0.277448;0.88913;1.37242;1.1393;0.871677;0.557742;1.25898;0.66068;0.481705;0.697923;0.784571;0.87339;0.778886;0.913275;1.84802;1.0878;0.0275655;1.14023;0.873723;0.551785;1.26196;1.01645;0.788513;0.456194;0.188649;3.16356;1.21856;8.99218e-08;0.841387;9.13731;1.2983;0.89427;0.325946;1.65102;1.08842;1.14671;0.204982;0.480861;1.15993;0.0675396;0.692486;0.0298021;1.05635;1.15084;1.32673;0.850786;0.927861;1.2103;1.17834;2.25683;1.11042;1.27707;1.11811;0.661114;0.0178213;0.449511;1.14315;0.46663;1.19615;1.66952;0.00363615;1.69298;1.61165;0.55721;1.70279;1.6227;0.140381;1.21073;0.0378267;2.73827;0.745318;0.0790005;0.780353;0.177745;0.78342;0.908706;0.999455;0.587649;0.0401402;0.332373;0.0210127;1.09655;0.198728;1.38546;0.666376;0.128309;52.8386;0.768092;1.28156;24.1342;702.108
1;9100;0.00829701;1.36113e-08;0.0275324;0.292902;0.273842;1.52226;0.0824248;0.0196476;0.681163;0.564125;0.0317425;0.805957;1.21116;20.6608;16.79;0.673361;0.930282;1.1408;1.2929;0.601164;0.742336;0.0922024;1.16292;1.15654;0.0949153;0.260386;175.082;6.03976;0.805188;0.00943938;0.892119;0.114772;1.00117;0.297859;0.277442;0.88913;1.37239;1.13933;0.871675;0.5577;1.25902;0.660657;0.481655;0.697904;0.784584;0.873388;0.778871;0.913252;1.84805;1.08781;0.0275657;1.14026;0.873722;0.551742;1.26201;1.01647;0.7885;0.456142;0.188621;3.16367;1.21858;8.99218e-08;0.841399;9.1377;1.29829;0.89427;0.325896;1.65101;1.08845;1.14674;0.204989;0.480826;1.15995;0.0675414;0.692466;0.0298032;1.05631;1.15085;1.32677;0.850781;0.927868;1.21032;1.17825;2.25702;1.11043;1.27714;1.11813;0.661125;0.0178223;0.449407;1.14317;0.466424;1.19618;1.66955;0.00363624;1.69301;1.61171;0.557172;1.70281;1.62276;0.140383;1.21074;0.037826;2.73825;0.745298;0.0790015;0.780333;0.177668;0.783406;0.90865;0.999518;0.587603;0.0401379;0.332145;0.0210116;1.09657;0.198727;1.38548;0.666359;0.128312;52.839;0.768081;1.28162;24.1352;702.107
1;9200;0.00829909;2.72226e-08;0.0275334;0.292778;0.27384;1.52239;0.0824253;0.0196477;0.681184;0.564141;0.0317262;0.805936;1.21122;20.6608;16.79;0.673311;0.930287;1.1408;1.29298;0.601125;0.74231;0.0922139;1.16292;1.15658;0.0949196;0.260269;175.082;6.03998;0.805143;0.00943916;0.892118;0.114768;1.00117;0.297728;0.277431;0.88913;1.37234;1.1394;0.871672;0.557617;1.25911;0.660612;0.481557;0.697864;0.78461;0.873385;0.778842;0.913206;1.84811;1.08785;0.0275659;1.14033;0.873719;0.551658;1.26209;1.0165;0.788474;0.456039;0.188566;3.16387;1.21862;8.99218e-08;0.841422;9.13847;1.29827;0.89427;0.325796;1.65101;1.08852;1.14678;0.205003;0.480758;1.15998;0.0675449;0.692425;0.0298052;1.05623;1.15087;1.32685;0.850772;0.927881;1.21037;1.17806;2.25739;1.11046;1.27729;1.11816;0.661146;0.0178236;0.449201;1.1432;0.46601;1.19623;1.66963;0.0036364;1.69306;1.61182;0.557096;1.70285;1.62286;0.140388;1.21074;0.0378246;2.73821;0.745257;0.0790034;0.780293;0.177514;0.783378;0.908574;0.999598;0.587512;0.0401332;0.331689;0.0210094;1.0966;0.198727;1.38553;0.666326;0.128319;52.8397;0.76806;1.28173;24.1372;702.104
1;9300;0.00830325;5.44452e-08;0.0275353;0.292528;0.273837;1.52265;0.0824263;0.0196478;0.681227;0.564172;0.0317215;0.805896;1.21136;20.6607;16.7899;0.673211;0.930296;1.14081;1.29315;0.601049;0.742259;0.0922369;1.1629;1.15668;0.0949281;0.260035;175.082;6.04039;0.805054;0.00943871;0.892117;0.11476;1.00117;0.297465;0.277409;0.88913;1.37223;1.13954;0.871665;0.55745;1.25928;0.660522;0.48136;0.697785;0.784664;0.873379;0.778782;0.913113;1.84823;1.08793;0.0275665;1.14047;0.873714;0.551488;1.26227;1.01655;0.788421;0.455832;0.188456;3.16427;1.2187;8.99218e-08;0.841469;9.14002;1.29824;0.89427;0.325596;1.65099;1.08865;1.14688;0.20503;0.48062;1.16005;0.067552;0.692344;0.0298093;1.05607;1.15092;1.327;0.850754;0.927909;1.21047;1.17768;2.25813;1.11051;1.27758;1.11823;0.661188;0.0178248;0.44879;1.14326;0.465184;1.19632;1.66977;0.00363674;1.69318;1.61204;0.556945;1.70294;1.62307;0.140398;1.21075;0.0378218;2.73812;0.745176;0.0790073;0.780212;0.177205;0.783323;0.908517;0.999637;0.587329;0.0401239;0.330776;0.021005;1.09667;0.198726;1.38563;0.666259;0.128332;52.8411;0.768017;1.28196;24.1412;702.098
1;9400;0.00831158;1.0889e-07;0.0275393;0.292029;0.273831;1.52316;0.0824284;0.019648;0.681313;0.564235;0.0317285;0.805815;1.21164;20.6606;16.7898;0.673012;0.930315;1.14083;1.29349;0.600895;0.742156;0.0922827;1.16288;1.1569;0.0949452;0.259567;175.082;6.0412;0.804874;0.00943782;0.892114;0.114743;1.00117;0.29694;0.277365;0.88913;1.372;1.13982;0.871651;0.557116;1.25962;0.660342;0.480965;0.697626;0.784771;0.873367;0.778663;0.912928;1.84846;1.08808;0.0275675;1.14075;0.873702;0.551148;1.26262;1.01667;0.788317;0.455418;0.188235;3.16509;1.21886;8.99218e-08;0.841563;9.1431;1.29818;0.89427;0.325197;1.65097;1.08893;1.14708;0.205083;0.480345;1.16018;0.0675661;0.692181;0.0298174;1.05575;1.15101;1.32731;0.850717;0.927963;1.21067;1.17693;2.2596;1.11062;1.27815;1.11836;0.661271;0.0178262;0.44797;1.14338;0.463532;1.19651;1.67006;0.00363742;1.6934;1.6125;0.556642;1.70312;1.62349;0.140417;1.21076;0.0378163;2.73795;0.745014;0.0790151;0.780052;0.176588;0.783212;0.908461;0.999639;0.586964;0.0401051;0.32895;0.0209962;1.09681;0.198725;1.38583;0.666126;0.12836;52.8439;0.767932;1.28241;24.1493;702.086
1;9500;0.00832824;2.17781e-07;0.0275472;0.291032;0.273821;1.52417;0.0824328;0.0196484;0.681486;0.56436;0.0317414;0.805653;1.21219;20.6605;16.7896;0.672613;0.930354;1.14087;1.29417;0.60059;0.74195;0.0923741;1.16283;1.15733;0.0949793;0.258633;175.081;6.04283;0.804517;0.00943605;0.892108;0.114711;1.00117;0.295889;0.277278;0.889131;1.37156;1.14037;0.871624;0.556448;1.26031;0.659981;0.480176;0.697309;0.784987;0.873343;0.778423;0.912558;1.84893;1.08839;0.0275697;1.14131;0.87368;0.550469;1.26331;1.01691;0.788108;0.45459;0.187797;3.16671;1.21919;8.99218e-08;0.841749;9.14926;1.29805;0.89427;0.324399;1.65091;1.08947;1.14747;0.205188;0.479795;1.16045;0.0675944;0.691855;0.0298337;1.05511;1.1512;1.32792;0.850643;0.928073;1.21107;1.17542;2.26255;1.11083;1.27931;1.11862;0.661439;0.017829;0.446329;1.14363;0.460227;1.19689;1.67063;0.00363877;1.69385;1.6134;0.556036;1.70348;1.62434;0.140455;1.21079;0.0378053;2.7376;0.74469;0.0790306;0.779731;0.17536;0.78299;0.908353;0.999639;0.586237;0.040067;0.325296;0.0209788;1.09709;0.198722;1.38621;0.66586;0.128414;52.8495;0.767762;1.28332;24.1654;702.063
1;9600;0.00836157;4.35561e-07;0.0275629;0.289037;0.273806;1.52621;0.0824426;0.0196495;0.681829;0.564608;0.0317632;0.805329;1.21329;20.6601;16.7891;0.671815;0.930431;1.14094;1.29553;0.599982;0.741538;0.0925561;1.16273;1.15818;0.0950474;0.256767;175.081;6.04608;0.80381;0.00943257;0.892097;0.114647;1.00117;0.293791;0.277104;0.889131;1.37067;1.14148;0.87157;0.555113;1.26168;0.65926;0.4786;0.696674;0.785421;0.873295;0.777944;0.911814;1.84986;1.08901;0.027574;1.14242;0.873635;0.549112;1.26471;1.01739;0.78769;0.452935;0.18693;3.16995;1.21983;8.99218e-08;0.842119;9.16156;1.2978;0.89427;0.322809;1.65081;1.09056;1.14825;0.205399;0.478698;1.16098;0.0676508;0.691203;0.0298662;1.05383;1.15158;1.32915;0.850495;0.928292;1.21186;1.17241;2.26843;1.11126;1.28162;1.11915;0.661775;0.0178347;0.443048;1.14411;0.45362;1.19766;1.67178;0.00364147;1.69475;1.6152;0.554826;1.70419;1.62601;0.140532;1.21084;0.0377833;2.73692;0.744042;0.0790619;0.779087;0.172919;0.782546;0.908139;0.99964;0.5848;0.0399895;0.317978;0.0209438;1.09765;0.198718;1.38699;0.665328;0.128524;52.8608;0.767422;1.28512;24.1974;702.016
1;9700;0.00842821;8.71123e-07;0.0275942;0.285051;0.273799;1.53026;0.0824653;0.019652;0.68251;0.565096;0.031803;0.804681;1.21549;20.6594;16.7882;0.670222;0.930586;1.14109;1.29824;0.598781;0.740715;0.0929155;1.16252;1.15988;0.095183;0.253055;175.079;6.05256;0.802425;0.00942582;0.892074;0.114521;1.00117;0.289605;0.276763;0.889131;1.3689;1.14369;0.871461;0.552445;1.26442;0.657819;0.475448;0.695406;0.786298;0.873198;0.77698;0.910314;1.8517;1.09022;0.0275825;1.14464;0.873545;0.546399;1.26749;1.01834;0.786855;0.449628;0.185232;3.17639;1.22112;8.99218e-08;0.84285;9.18604;1.2973;0.89427;0.31965;1.65062;1.09272;1.14983;0.20582;0.476508;1.16204;0.0677634;0.689901;0.0299313;1.0513;1.15233;1.3316;0.8502;0.928734;1.21344;1.16639;2.28011;1.11212;1.28623;1.12021;0.662446;0.0178464;0.43649;1.14509;0.440414;1.19919;1.67408;0.00364685;1.69657;1.61881;0.552407;1.70561;1.62931;0.140685;1.21093;0.0377396;2.73555;0.742747;0.0791252;0.777795;0.16811;0.781661;0.907711;0.99964;0.581992;0.0398273;0.303309;0.0208735;1.09878;0.198712;1.38854;0.664263;0.128746;52.8833;0.766743;1.28872;24.2612;701.922
