condition;iter;t;dt;mu;density;consistent;mu_diff
1;0;0;0.0001;0.00161417;1;1;0
1;100;0.00010496;1.6e-07;0.00225471;1;1;0
1;200;0.00011264;6.4e-08;0.0022858;1;1;0
1;300;0.00012448;1.28e-07;0.00233085;1;1;0
1;400;0.00014816;2.56e-07;0.00240931;1;1;0
1;500;0.000160602;1.024e-07;0.00244239;1;1;0
1;600;0.000179443;2.048e-07;0.00247611;1;1;0
1;700;0.000217126;4.096e-07;0.00249425;1;1;0
1;800;0.000238589;1.6384e-07;0.00249956;1;1;0
1;900;0.000268244;3.2768e-07;0.00250645;1;1;0
1;1000;0.000284956;1.31072e-07;0.00251015;1;1;0
1;1100;0.000308549;2.62144e-07;0.00251517;1;1;0
1;1200;0.000355735;5.24288e-07;0.00252458;1;1;0
1;1300;0.000382788;2.09715e-07;0.00252965;1;1;0
1;1400;0.000420327;4.1943e-07;0.00253635;1;1;0
1;1500;0.000495405;8.38861e-07;0.00254871;1;1;0
1;1600;0.000645561;1.67772e-06;0.00257056;1;1;0
1;1700;0.000945874;3.35544e-06;0.00260987;1;1;0
1;1800;0.0015465;6.71089e-06;0.00268518;1;1;0
1;1900;0.00274775;1.34218e-05;0.00282715;1;1;0
1;2000;0.00515024;2.68435e-05;0.00308137;1;1;0
1;2100;0.00659443;1.07374e-05;0.00321802;1;1;0
1;2200;0.00849495;2.14748e-05;0.00338229;1;1;0
1;2300;0.012296;4.29497e-05;0.00366746;1;1;0
1;2400;0.0147957;1.71799e-05;0.0038302;1;1;0
1;2500;0.0177678;3.43597e-05;0.00399279;1;1;0
1;2600;0.023712;6.87195e-05;0.00425572;1;1;0
1;2700;0.0275466;2.74878e-05;0.0044001;1;1;0
1;2800;0.0322745;5.49756e-05;0.00455768;1;1;0
1;2900;0.0417303;0.000109951;0.00482138;1;1;0
1;3000;0.048987;4.39805e-05;0.00498168;1;1;0
1;3100;0.0562438;8.79609e-05;0.00511595;1;1;0
1;3200;0.0638261;3.51844e-05;0.0052344;1;1;0
1;3300;0.0690333;7.03687e-05;0.00530019;1;1;0
1;3400;0.073405;2.2518e-07;0.00535152;1;1;0
1;3500;0.0734363;4.5036e-07;0.00535191;1;1;0
