;rho;x_C;x_PSU;condition;mu;density;consistent;converged;run_time;S_q;PSU_q;Met_q;Ribosome_q;S_v;PSU_v;Met_v;Ribosome_v;S_p;PSU_p;Met_p;Ribosome_p;C_b;e_b;A_b;Protein_b;C_c;e_c;A_c;Protein_c
25;385.67;0.000525;324.8330488675381;26;0.1033575322432862;1.0;1;1;0.019869;0.7833185241336845;0.2313229436071322;0.9728136191172276;0.994675219446058;31.2245642543826;9.220971920920796;38.77819867883057;39.64964359317898;9.256758927940169;256.3301706097126;49.00730532173053;69.02215702437793;0.0050676288399024;1.48582774022e-05;0.0002422934366371;0.994675219446058;1.9544324146851648;0.0057303918457418;0.0934453097078594;383.61639188376125
26;385.67;0.000525;309.3648084452744;27;0.1021586998465386;1.0;1;1;0.018581;0.7833097193161853;0.2313315838486033;0.9728540410949648;0.9947244929575672;30.86204713813864;9.114359325846744;38.33000731947013;39.191693188637245;9.149318569582851;260.65443606914323;48.44236002632926;65.3892805338896;0.0050264864402133;1.44837324315e-05;0.000234536869788;0.9947244929575672;1.938565025397066;0.0055859410868633;0.0904538345711482;383.6353951989449
27;385.67;0.000525;294.6331509002613;28;0.1008575848112251;1.0;1;1;0.0174249999999999;0.7833006956452909;0.2313404388527521;0.9728954243942248;0.9947745327623668;30.46863050928889;8.99862133717948;37.84343787110443;38.69448584341912;9.032717807042456;264.8997075164072;47.828932983982206;61.89333574303025;0.0049843561299109;1.41187478117e-05;0.0002269923599103;0.9947745327623668;1.9223166286227729;0.0054451774685537;0.0875441434466074;383.65469405046207
28;385.67;0.000525;280.6030008573917;29;0.0994600138899366;1.0;1;1;0.0151249999999999;0.7832914140244173;0.231349546985385;0.9729379453444043;0.9948255232178363;30.04607448090917;8.874277944824744;37.32067714227419;38.16025712900355;8.907478341333038;269.06262298158356;47.169789384643806;58.53446883186261;0.0049410577488939;1.37630574167e-05;0.0002196559758529;0.9948255232178363;1.9056177420159388;0.0053079983539347;0.084714720207203;383.6743595394229
29;385.67;0.000525;267.2409531975159;30;0.0979721105223943;1.0;1;1;0.018019;0.7832820129628312;0.2313587723261937;0.9729809825667708;0.9948768310066076;29.596235559118856;8.741868970709412;36.76399288892586;37.59132541727148;8.774150443360957;273.13997859396613;46.4677703176416;55.31224805934971;0.0048972269094146;1.34165014457e-05;0.0002125255825319;0.9948768310066076;1.8887135021539407;0.0051743421125763;0.0819647414150896;383.6941474143184
30;385.67;0.000525;254.5151935214437;31;0.0964002407591515;1.0;1;1;0.018825;0.7832723652482816;0.2313682397096303;0.9730251079212522;0.9949290459025588;29.12103328899616;8.601965943819401;36.1757899499264;36.990149469570056;8.633303085381916;277.1292372219338;45.72592973169381;52.225815094230406;0.0048522789112798;1.30788140779e-05;0.0002055963720833;0.9949290459025588;1.8713784077132871;0.0050441062254472;0.0792923528214026;383.7142851332399
31;385.67;0.000525;242.3954224013749;32;0.0947509578450047;1.0;1;1;0.0188649999999999;0.783262626170899;0.2313777967481833;0.9730696247691624;0.9949814575303164;28.62245434077584;8.455146717863714;35.558495930679484;36.359211312434475;8.485525135295518;281.0278938706642;44.94730833688927;49.27377138286828;0.0048069263555688;1.27498190393e-05;0.0001988662950751;0.9949814575303164;1.8538872875522563;0.0049172227089006;0.0766967640216333;383.7344987257172
32;385.67;0.000525;230.8527832394047;33;0.0930309489065078;1.0;1;1;0.0182;0.7832526064466517;0.2313876291878654;0.9731153835962658;0.9950349411269676;28.102512997574127;8.302013683975845;34.91464629746627;35.701103495741265;8.331413660202688;284.8342077243483;44.135134837150666;46.45436952273595;0.004760299569639;1.24292534961e-05;0.0001923300498972;0.9950349411269676;1.835904735022705;0.0047935901958597;0.0741759303438806;383.7551257444376
33;385.67;0.000525;219.8597935613378;34;0.0912469810964527;1.0;1;1;0.0179029999999999;0.7832425361955146;0.2313975112100091;0.9731613517485872;0.9950884420608725;27.56326291057448;8.143161464793042;34.24673833848142;35.018379467775965;8.17157739247424;288.5462847630048;43.292527075237096;43.76537021890071;0.0047134547966448;1.21169645264e-05;0.000185986177956;0.9950884420608725;1.8178381114220257;0.0046731497089164;0.0717292892523158;383.7757594496168
34;385.67;0.000525;209.3902795822265;35;0.0894058516880091;1.0;1;1;0.019175;0.78323234704222;0.2314075099118404;0.973207836791308;0.9951422792017288;27.00675581879773;7.979198175899915;33.557330092939104;34.31365499759448;8.006624510333062;292.16292785097113;42.42272460341948;41.2042458550072;0.0046660776091735;1.18127283691e-05;0.0001798304607284;0.9951422792017288;1.799566151529979;0.0045558149501366;0.0693552137891402;383.7965228197308
35;385.67;0.000525;199.4193138878348;36;0.0875143393507468;1.0;1;1;0.017808;0.7832219219950523;0.2314177400983134;0.9732553645636708;0.9951969949906092;26.43503630121722;7.810731784245453;32.84897954217064;33.589545888126;7.837161076411204;295.6833341896237;41.52897445986476;38.76815533212864;0.0046176303441155;1.15163146447e-05;0.0001738583506304;0.9951969949906092;1.780881494815045;0.0044414970690316;0.0670519500876419;383.8176250580282
36;385.67;0.000525;189.9231560836521;37;0.0855791581270558;1.0;1;1;0.016698;0.7832114477378502;0.231428018575007;0.973303097383372;0.995251734790482;25.850139694301;7.6383544017625375;32.12417426344535;32.848595931070484;7.66379041144024;299.106636509121;40.614389425160326;36.4539202109236;0.0045689698311526;1.12275679094e-05;0.000168067810456;0.995251734790482;1.7621145947806327;0.0043301361156206;0.0648187124585983;383.8387365566452
37;385.67;0.000525;180.8791962701449;38;0.083606916339628;1.0;1;1;0.015417;0.7832007589879154;0.2314385075352234;0.973351777876176;0.9953072631477116;25.25405739875048;7.462660482005304;31.38541604508335;32.09336362927784;7.487102826202262;302.43271061071584;39.682153274927074;34.25818546633286;0.0045193366869744;1.09462557893e-05;0.0001624539095244;0.9953072631477116;1.7429725800654408;0.0042216424702823;0.062653599286278;383.860152178178
38;385.67;0.000525;172.2659012096618;39;0.0816040773445574;1.0;1;1;0.015494;0.7831898290567121;0.2314492331686471;0.9734015263614288;0.9953637069563858;24.64874179740714;7.284226857814263;30.63513084354352;31.326329961189263;7.307677067027641;305.66154578348863;38.73533339588468;32.17736461546836;0.0044686079675689;1.06721830826e-05;0.0001570128929625;0.9953637069563858;1.7234080348523295;0.0041159408494733;0.0605551624288663;383.8819208618693
39;385.67;0.000525;164.0627630568207;40;0.0795769250303739;1.0;1;1;0.0163289999999999;0.7831786792996372;0.2314601745190477;0.9734522474233542;0.9954209721087254;24.03609253068776;7.10361290335952;29.875670663299346;30.549900329243517;7.126076249436551;308.79333682474993;37.77689679135256;30.207696447633165;0.0044168813609538;1.04051688316e-05;0.000151741361489;0.9954209721087254;1.7034586344790759;0.0040129614632883;0.0585220908855009;383.90400631317215
40;385.67;0.000525;156.2502505303054;41;0.0775315329486807;1.0;1;1;0.0180909999999999;0.7831675079613857;0.2314711370472384;0.9735030513998264;0.9954781509634372;23.417950836310137;6.92135418322832;29.109285516736566;29.76637585305965;6.942846176868396;311.8282917620541;36.8096555510808;28.34526499206553;0.0043650668415244;1.01450705727e-05;0.0001466371244654;0.9954781509634372;1.68347532877075;0.0039126493677919;0.0565535397926087;383.9260584820688
41;385.67;0.000525;148.8097624098147;42;0.0754737385789192;1.0;1;1;0.018651;0.7831562132820443;0.2314822206110782;0.9735543956239148;0.9955357157610312;22.796077190762727;6.737974467730999;28.338179249120635;28.978010565149678;6.758508724351826;314.7672423825662;35.836408494778915;26.586099895859995;0.0043126967829122;9.8916873722e-06;0.0001416957686842;0.9955357157610312;1.6632777682657636;0.0038149270688613;0.0546478071084663;383.9482594975569
42;385.67;0.000525;141.7235832474425;43;0.0734091201363907;1.0;1;1;0.0190619999999999;0.7831447788475167;0.2314934413178576;0.9736063542090267;0.9955937461578044;22.17215640385634;6.553971789124128;27.564446503848835;28.18694684652954;6.573563338903648;317.6111232484861;34.85980395660615;24.9261495366846;0.0042596954802951;9.6448405047e-06;0.0001369135213957;0.9955937461578044;1.6428367558854287;0.0037197256374477;0.0528034377967089;383.9706400806804
43;385.67;0.000525;134.9748411880405;44;0.0713429782374841;1.0;1;1;0.019116;0.7831331524935408;0.2315048503568059;0.9736591617670052;0.9956524861867168;21.547788414803755;6.369820402323477;26.790082298378568;27.395225241982896;6.388484313847054;320.3611131379744;33.88236989214012;23.36132700366944;0.0042058230799365;9.404348909e-06;0.0001322863844376;0.9956524861867168;1.6220597872391311;0.0036269752437554;0.0510188898860607;383.9932943476311
44;385.67;0.000525;128.5474677981338;45;0.0692803207361315;1.0;1;1;0.0187489999999999;0.7831215004886956;0.231516284567168;0.9737120721365552;0.9957111753854124;20.92449064959729;6.185962623465399;26.01694518169528;26.60474672965812;6.203721481153849;323.0182684823235;32.90642986518495;21.887509182229877;0.0041518427794513;9.1700754288e-06;0.0001278117597074;0.9957111753854124;1.6012412047510036;0.0035366229906285;0.0492931613663688;384.015929010892
45;385.67;0.000525;122.4261598077465;46;0.0672258525244613;1.0;1;1;0.0187669999999999;0.7831097728340864;0.2315277930132797;0.973765310172064;0.995770047847208;20.3036828069247;6.002819826033377;25.24680788309996;25.817324596725967;6.019695711708775;325.5840967410937;31.93423125474403;20.500610645686265;0.0040975246964353;8.9418460073e-06;0.0001234856103492;0.995770047847208;1.5802923496742087;0.0034486017496705;0.0476246953433952;384.0386343532328
46;385.67;0.000525;116.5963426740443;47;0.0651839675033633;1.0;1;1;0.0189689999999999;0.7830979795714155;0.2315393658411344;0.973818831130748;0.9958290615380182;19.686692242427146;5.820784060528236;24.481319232675684;25.03464543644138;5.8368005043368285;328.06016437690596;30.967856265033866;19.196573017090802;0.0040429146668169;8.7195015902e-06;0.0001193042935746;0.9958290615380182;1.5592308995512907;0.0033628501782967;0.0460120869029357;384.0613941633674
47;385.67;0.000525;111.0441358800422;48;0.0631587444760271;1.0;1;1;0.016667;0.7830860986109431;0.2315510247275793;0.9738727345216776;0.995888322145522;19.074750252204847;5.640220117756237;23.72201373691095;24.258278952607245;5.655400885997502;330.4482065418582;30.009247562704463;17.971394211303338;0.003987910993601;8.5028814877e-06;0.0001152639793889;0.995888322145522;1.5380176329021262;0.0032793063033864;0.0444538589309521;384.08424920186354
48;385.67;0.000525;105.7563198857544;49;0.06115394596459;1.0;1;1;0.0162789999999999;0.7830740183983941;0.2315628791417629;0.9739275215288216;0.9959483466514228;18.46899049421175;5.461466621544462;22.970316617012024;23.48968311405893;5.47583294483051;332.7501938716372;29.060222827595688;16.8211492089909;0.0039320011753367;8.291814699e-06;0.0001113603585413;0.9959483466514228;1.5164548932921296;0.0031979041749726;0.042948349478628;384.1073988530543
49;385.67;0.000525;100.7203046530994;50;0.0591730190035471;1.0;1;1;0.016347;0.783061866798323;0.2315748036091225;0.9739826183412824;0.9960085511933952;17.870457079394715;5.284828394832196;22.227508853559268;22.730168355134367;5.2984062205587295;334.96785085322244;28.122382913096065;15.741977951879583;0.0038757721252969;8.0861735675e-06;0.0001075905077402;0.9960085511933952;1.4947690355632919;0.003118594559797;0.0414944311201743;384.1306179387568
50;385.67;0.000525;95.92409966961851;51;0.0572190996906396;1.0;1;1;0.016417;0.783049643198086;0.2315867987308503;0.9740380325891056;0.9960689471532268;17.28009691984526;5.110585723635221;21.494769524462104;21.980940921394264;5.123401606167433;337.1031591092255;27.197219803504968;14.730130329687142;0.0038192171268014;7.8847917991e-06;0.0001039509281726;0.9960689471532268;1.472957469293513;0.0030409276531836;0.0400907544683319;384.153910848585
51;385.67;0.000525;91.35628539963668;52;0.0552950187423924;1.0;1;1;0.0165609999999999;0.7830374482962259;0.2315987656906196;0.9740932986091556;0.996129061994456;16.698766803275237;4.938989557407456;20.773153153147657;21.243079687190097;4.951072631673749;339.1580168859285;26.286049897216223;13.781955924583391;0.0037628094089015;7.6906042886e-06;0.0001004379923539;0.996129061994456;1.4512027047310423;0.0029660353560202;0.0387359205111401;384.1770953394018
52;385.67;0.000525;87.00598609489207;53;0.05340331011852;1.0;1;1;0.017863;0.7830250850445613;0.231610897853468;0.9741493151864016;0.9961898191731526;16.127227415247514;4.770270701250872;20.06363249719473;20.517579921012928;4.7816453163329244;341.1348032842197;25.39013487925739;12.89394408069982;0.0037056328954399;7.5003809774e-06;9.704755043e-05;0.9961898191731526;1.4291514387843076;0.0028926719315657;0.037428328774358;384.2005275605098
53;385.67;0.000525;82.8628438998972;54;0.0515462189867756;1.0;1;1;0.0165429999999999;0.7830128515202514;0.2316229027137722;0.9742047396104202;0.9962498477636244;15.566162592642485;4.604623994130116;19.36702487814343;19.80527788665908;4.615322242179905;343.03521692660047;24.51046563974795;12.062673978468666;0.0036490598319151;7.3150518065e-06;9.37773526539e-05;0.9962498477636244;1.4073329053746977;0.0028211960302386;0.0361671115980385;384.223678786997
54;385.67;0.000525;78.91699419037828;55;0.0497257142227573;1.0;1;1;0.0169879999999999;0.7830006202638417;0.2316349053485666;0.9742601443931844;0.9963097376310996;15.01616368320364;4.442228477782576;18.684084558323885;19.10694539986068;4.4522787462556845;344.8616009499545;23.64801525179224;11.284881564183824;0.0035925047492942;7.1344657193e-06;9.06231538866e-05;0.9963097376310996;1.3855213066603287;0.0027515493939686;0.0349506317594595;384.24677651218633
55;385.67;0.000525;75.15904208607455;56;0.047943499294794;1.0;1;1;0.017659;0.7829883638873587;0.2316469326339006;0.9743156527191602;0.9963696185158836;14.477744063056372;4.283237348528648;18.01545630469548;18.42324227841692;4.292667050185281;346.61617157787424;22.803604164385447;10.55742798057588;0.0035358417120304;6.9584906788e-06;8.75812814069e-05;0.9963696185158836;1.3636680730787931;0.0026836811000972;0.0337774728002209;384.2698707730209
56;385.67;0.000525;71.58004008197575;57;0.0462010251672206;1.0;1;1;0.0172989999999999;0.7829760511055708;0.2316590152702343;0.974371405259772;0.9964296380055871;13.951340831829363;4.127781270241213;17.36169012113849;17.754731418825884;4.136616764842887;348.30115942910527;21.977933648495863;9.877308647170713;0.003478926897753;6.7869979063e-06;8.46480987534e-05;0.9964296380055871;1.3417177366564332;0.002617541482523;0.0326462322462294;384.2930184896148
57;385.67;0.000525;68.17146674473881;58;0.0444995034255808;1.0;1;1;0.017381;0.7829637716484437;0.2316710652047984;0.9744269993253272;0.9964893873615144;13.43732093420746;3.9759674292112153;16.723236490653793;17.10187391853006;3.9842367020258145;349.9186142385216;21.17156238486921;9.24164869829862;0.0034221721881819;6.6198784574e-06;8.18205718462e-05;0.9964893873615144;1.3198291478161408;0.0025530885246855;0.0315557399439421;384.3160620237153
58;385.67;0.000525;64.92520642356077;59;0.0428399203871807;1.0;1;1;0.020566;0.7829515499628975;0.2316830584476242;0.9744823253332416;0.9965487578942828;12.935981955945843;3.827884195029484;16.100467235164587;16.465050424833542;3.8356151144138178;351.47067289992367;20.384958987500784;8.647712455249925;0.0033656896963042;6.4570172482e-06;7.90953921646e-05;0.9965487578942828;1.2980455451736568;0.0024902778421189;0.0305047198961456;384.33895945708815
59;385.67;0.000525;61.83352992720073;60;0.0412230510942951;1.0;1;1;0.0275169999999999;0.7829393635755366;0.2316950170520437;0.9745374843608968;0.99660785652263;12.447556864627808;3.68360186520112;15.49367846048177;15.844564142422792;3.690821100271664;352.9595272780474;19.618502972505887;8.092900674257905;0.003309376086819;6.2982962258e-06;7.6469094325e-05;0.99660785652263;1.276327075403494;0.0024290639054293;0.0294918356083288;384.3617520250828
60;385.67;0.000525;58.88907612114355;61;0.0396494733162571;1.0;1;1;0.0236929999999999;0.7829272164110981;0.2317069371666795;0.974592458951134;0.9966666687555514;11.972219510320079;3.543172667492041;14.903090104788175;15.240640364577047;3.549906232258046;354.3873085232094;18.872473965383875;7.574745418102131;0.0032532492501908;6.1436041074e-06;7.39383901503e-05;0.9966666687555514;1.254680638321117;0.0023694037961075;0.0285158189292862;384.3844341389535
61;385.67;0.000525;56.08483440108909;62;0.0381195815562049;1.0;1;1;0.0224369999999999;0.7829151902033743;0.231718738585474;0.974646882281643;0.9967248224092846;11.51008953377932;3.4066313454467405;14.328848155272688;14.653428736631138;3.4129060111777845;355.75600258172454;18.147047554514835;7.09090611117169;0.0031976843780597;5.9928423132e-06;7.15003703424e-05;0.9967248224092846;1.2332509340863167;0.0023112594949686;0.0275755478299632;384.4068622585888
62;385.67;0.000525;53.41412800103723;63;0.0366336014332521;1.0;1;1;0.0237309999999999;0.7829031591157318;0.2317305447929736;0.9747013194995332;0.9967828992695495;11.061232459109252;3.274000614234595;13.771049136348044;14.083028318008761;3.2798398994468227;357.06787910578686;17.442365252597025;6.639176503456497;0.0031421035161052;5.8458894829e-06;6.91513248621e-05;0.9967828992695495;1.2118150630563007;0.0022545841968745;0.0266695914595978;384.42926076128725
