condition;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
42;0.0080882;0.0385986;0.69063;0.00685896;0.443958;0.0265768;0.456309;0.00713661;0.00056452;5.67599;0.00227143;0.0035385;0.000753994;0.00267962;2.74137;0.0105468;0.117735;0.0113704;1.53584;0.00369638;0.0598192;0.109968;0.213431;0.212573;0.999147;0.0109038;0.365995;0.106525;0.0224929;36.7851;3.379;0.258407;0.107891;0.00703106;0.000922314;0.00202238;0.499703;5.7403;0.00126455;0.0190079;0.0591843;0.0555051;0.00181169;0.000959355;0.00657651;2.24454;0.0234997;0.0230694;0.0210456;0.214506;0.221204;5.57403;0.0185696;5.0614;0.503872;0.00620674;0.0108829;28.2241;0.0136495;0.465525;0.012282;0.288967;22.8735;0.0151743;0.0267377;9.44046e-05;0.00486964;0.0021657;0.00351395;0.46509;0.00256124;39.9049;40.0002;11.4668;4.23969;29.347;0.378033;8.81298;5.57496;0.00382026;0.00406818;0.00569831;1.08352;0.221361;1.46757;0.00690648;0.591792;0.172956;0.19933;0.553588;0.000768312;0.0392654;7.59347;0.0119868;0.0386501;0.501556;0.00107288;0.357673;0.307128;0.307048;0.307391;0.306591;0.287673;0.054954;0.0585829;2.52861;0.226233;0.00820864;0.00783059;0.796699;0.480461;0.167112;1.00873;36.9211;0.459623
43;0.00808754;0.0385987;0.690632;0.00685804;0.443957;0.0265764;0.456309;0.00713647;0.000564537;5.676;0.00227141;0.00353785;0.000753505;0.00267961;2.74137;0.0105464;0.117735;0.0113703;1.53584;0.00369611;0.0598189;0.109968;0.213431;0.212573;0.999146;0.0109033;0.365994;0.106525;0.0224928;36.7851;3.379;0.258406;0.107891;0.00703092;0.000922307;0.00202238;0.499702;5.7403;0.00126514;0.019009;0.0591848;0.0555056;0.00181194;0.000959388;0.00657781;2.24454;0.0234995;0.0230694;0.0210456;0.214508;0.221203;5.57402;0.0185694;5.0614;0.503872;0.0062065;0.0108858;28.2241;0.0136494;0.465524;0.0122825;0.288966;22.8735;0.0151743;0.0267377;9.43866e-05;0.00486947;0.00216565;0.00351384;0.465085;0.00256058;39.9049;40.0002;11.4668;4.2397;29.347;0.378032;8.81299;5.57496;0.00382131;0.00406755;0.00569825;1.08352;0.22136;1.46757;0.00690698;0.591792;0.172955;0.19933;0.553591;0.000768766;0.0392659;7.59347;0.0119871;0.0386506;0.501556;0.00107329;0.357674;0.307129;0.307049;0.307392;0.306592;0.287674;0.0549544;0.0585834;2.52861;0.226233;0.00821064;0.00783121;0.796701;0.480463;0.167113;1.00872;36.9211;0.459618
44;0.00808698;0.0385987;0.690632;0.00685736;0.443957;0.0265761;0.456308;0.00713635;0.000564579;5.676;0.00227137;0.00353743;0.000753146;0.00267963;2.74137;0.010546;0.117735;0.0113703;1.53584;0.00369589;0.0598186;0.109968;0.213431;0.212573;0.999146;0.0109029;0.365994;0.106524;0.0224926;36.7851;3.379;0.258405;0.107891;0.00703081;0.000922301;0.00202239;0.499702;5.7403;0.00126562;0.0190098;0.0591851;0.0555059;0.00181216;0.000959418;0.00657882;2.24454;0.0234993;0.0230694;0.0210457;0.214509;0.221202;5.57402;0.0185692;5.0614;0.503872;0.00620632;0.0108881;28.2241;0.0136493;0.465524;0.0122829;0.288966;22.8735;0.0151743;0.0267377;9.43711e-05;0.0048693;0.00216559;0.00351373;0.46508;0.00256007;39.9049;40.0002;11.4668;4.2397;29.347;0.378032;8.81299;5.57496;0.00382212;0.00406708;0.0056982;1.08352;0.22136;1.46757;0.00690742;0.591792;0.172955;0.19933;0.553593;0.000769138;0.0392664;7.59347;0.0119874;0.038651;0.501557;0.00107358;0.357676;0.307129;0.30705;0.307393;0.306592;0.287674;0.0549548;0.0585837;2.52861;0.226233;0.00821221;0.00783175;0.796702;0.480464;0.167113;1.00872;36.9211;0.459614
45;0.00808654;0.0385987;0.690633;0.0068568;0.443957;0.0265759;0.456308;0.00713625;0.000564605;5.67601;0.00227133;0.00353706;0.000752852;0.00267963;2.74137;0.0105457;0.117735;0.0113702;1.53584;0.00369571;0.0598183;0.109968;0.213431;0.212573;0.999145;0.0109026;0.365993;0.106524;0.0224925;36.7851;3.379;0.258404;0.107891;0.00703072;0.000922297;0.00202239;0.499702;5.7403;0.001266;0.0190104;0.0591854;0.0555062;0.00181233;0.000959442;0.00657964;2.24454;0.0234992;0.0230695;0.0210457;0.214511;0.221202;5.57401;0.0185691;5.0614;0.503872;0.00620617;0.0108899;28.2241;0.0136493;0.465523;0.0122832;0.288966;22.8735;0.0151743;0.0267377;9.4359e-05;0.00486917;0.00216555;0.00351364;0.465076;0.00255966;39.9049;40.0002;11.4668;4.2397;29.347;0.378032;8.81299;5.57496;0.00382279;0.0040667;0.00569817;1.08353;0.221359;1.46758;0.00690777;0.591792;0.172954;0.199329;0.553595;0.000769436;0.0392667;7.59348;0.0119876;0.0386514;0.501557;0.00107381;0.357677;0.30713;0.30705;0.307393;0.306592;0.287675;0.054955;0.058584;2.52861;0.226233;0.00821348;0.00783218;0.796704;0.480465;0.167113;1.00872;36.9211;0.459611
46;0.00808618;0.0385988;0.690634;0.00685639;0.443956;0.0265757;0.456308;0.00713617;0.000564632;5.67601;0.00227131;0.00353679;0.00075262;0.00267963;2.74137;0.0105455;0.117735;0.0113701;1.53584;0.00369557;0.0598181;0.109968;0.213431;0.212573;0.999145;0.0109023;0.365993;0.106524;0.0224924;36.7851;3.379;0.258403;0.107891;0.00703065;0.000922293;0.00202239;0.499701;5.7403;0.00126632;0.019011;0.0591857;0.0555064;0.00181246;0.00095946;0.0065803;2.24454;0.0234991;0.0230695;0.0210457;0.214512;0.221202;5.57401;0.018569;5.0614;0.503872;0.00620606;0.0108914;28.2241;0.0136493;0.465523;0.0122835;0.288966;22.8735;0.0151743;0.0267377;9.43493e-05;0.00486906;0.00216552;0.00351357;0.465073;0.00255933;39.9049;40.0002;11.4668;4.2397;29.347;0.378031;8.813;5.57495;0.00382331;0.0040664;0.00569814;1.08353;0.221359;1.46758;0.00690804;0.591792;0.172954;0.199329;0.553596;0.000769682;0.039267;7.59348;0.0119878;0.0386516;0.501557;0.001074;0.357678;0.30713;0.30705;0.307394;0.306593;0.287676;0.0549553;0.0585843;2.52861;0.226233;0.00821449;0.00783252;0.796705;0.480466;0.167114;1.00872;36.9211;0.459609
47;0.0080859;0.0385988;0.690634;0.00685598;0.443956;0.0265755;0.456308;0.00713611;0.00056465;5.67601;0.00227128;0.00353657;0.00075244;0.00267972;2.74137;0.0105454;0.117735;0.0113701;1.53584;0.00369546;0.059818;0.109968;0.213431;0.212573;0.999145;0.0109021;0.365993;0.106524;0.0224924;36.7851;3.379;0.258403;0.107891;0.00703059;0.00092229;0.00202239;0.499701;5.7403;0.00126656;0.0190114;0.0591859;0.0555066;0.00181257;0.000959476;0.00658081;2.24453;0.023499;0.0230695;0.0210457;0.214513;0.221202;5.57401;0.0185689;5.0614;0.503872;0.00620596;0.0108926;28.2241;0.0136492;0.465523;0.0122837;0.288966;22.8735;0.0151743;0.0267378;9.43414e-05;0.00486897;0.00216549;0.0035135;0.465071;0.00255907;39.9049;40.0002;11.4668;4.2397;29.347;0.378031;8.813;5.57495;0.00382373;0.00406616;0.00569812;1.08353;0.221359;1.46758;0.00690827;0.591792;0.172954;0.199329;0.553597;0.000769871;0.0392672;7.59348;0.0119879;0.0386518;0.501558;0.00107415;0.357678;0.30713;0.307051;0.307394;0.306593;0.287676;0.0549554;0.0585844;2.52861;0.226233;0.00821529;0.0078328;0.796705;0.480466;0.167114;1.00872;36.9211;0.459607
48;0.00808565;0.0385988;0.690634;0.00685583;0.443956;0.0265754;0.456308;0.00713605;0.000564702;5.67602;0.00227123;0.00353651;0.000752334;0.00267963;2.74137;0.0105452;0.117735;0.01137;1.53584;0.00369536;0.0598179;0.109968;0.213431;0.212573;0.999144;0.010902;0.365993;0.106524;0.0224923;36.7851;3.379;0.258403;0.107891;0.00703055;0.000922288;0.00202239;0.499701;5.7403;0.00126676;0.0190116;0.059186;0.0555067;0.00181268;0.000959493;0.00658118;2.24453;0.023499;0.0230696;0.0210458;0.214513;0.221201;5.57401;0.0185688;5.0614;0.503872;0.0062059;0.0108934;28.2241;0.0136492;0.465523;0.0122838;0.288966;22.8735;0.0151743;0.0267378;9.43342e-05;0.00486886;0.00216544;0.00351343;0.465069;0.00255889;39.9049;40.0002;11.4668;4.2397;29.347;0.378031;8.813;5.57495;0.00382405;0.00406603;0.0056981;1.08353;0.221359;1.46758;0.00690849;0.591792;0.172954;0.199329;0.553598;0.000770031;0.0392674;7.59348;0.011988;0.038652;0.501558;0.00107422;0.357679;0.307131;0.307051;0.307395;0.306593;0.287676;0.0549555;0.0585845;2.52861;0.226233;0.00821589;0.00783307;0.796706;0.480467;0.167114;1.00871;36.9211;0.459605
49;0.00808549;0.0385988;0.690635;0.00685556;0.443956;0.0265753;0.456308;0.00713602;0.00056469;5.67602;0.00227124;0.00353628;0.000752185;0.00267963;2.74137;0.0105451;0.117735;0.01137;1.53584;0.00369529;0.0598178;0.109968;0.213431;0.212573;0.999144;0.0109019;0.365993;0.106524;0.0224923;36.7851;3.379;0.258402;0.107891;0.00703051;0.000922286;0.00202239;0.499701;5.7403;0.00126692;0.0190119;0.0591861;0.0555069;0.00181273;0.000959499;0.00658155;2.24453;0.0234989;0.0230696;0.0210457;0.214514;0.221201;5.574;0.0185688;5.0614;0.503872;0.00620583;0.0108942;28.2241;0.0136492;0.465522;0.012284;0.288966;22.8735;0.0151743;0.0267378;9.43301e-05;0.00486884;0.00216544;0.00351342;0.465068;0.0025587;39.9049;40.0002;11.4668;4.23971;29.347;0.378031;8.813;5.57495;0.00382433;0.00406583;0.00569808;1.08353;0.221359;1.46758;0.0069086;0.591792;0.172954;0.199329;0.553599;0.000770154;0.0392675;7.59348;0.0119881;0.0386521;0.501558;0.00107435;0.357679;0.307131;0.307051;0.307395;0.306593;0.287677;0.0549557;0.0585847;2.52861;0.226233;0.00821643;0.0078332;0.796706;0.480467;0.167114;1.00871;36.9211;0.459604
50;0.00808535;0.0385988;0.690635;0.00685531;0.443956;0.0265752;0.456307;0.00713599;0.000564695;5.67602;0.00227124;0.00353615;0.000752092;0.00267963;2.74137;0.010545;0.117735;0.01137;1.53584;0.00369524;0.0598177;0.109968;0.213431;0.212573;0.999144;0.0109018;0.365992;0.106524;0.0224923;36.7851;3.379;0.258402;0.107891;0.00703048;0.000922285;0.00202239;0.499701;5.7403;0.00126705;0.0190122;0.0591862;0.0555069;0.00181279;0.000959507;0.00658181;2.24453;0.0234989;0.0230696;0.0210457;0.214514;0.221201;5.574;0.0185687;5.0614;0.503872;0.00620578;0.0108948;28.2241;0.0136492;0.465522;0.0122841;0.288966;22.8735;0.0151743;0.0267378;9.43261e-05;0.00486879;0.00216543;0.00351339;0.465067;0.00255857;39.9049;40.0002;11.4668;4.23971;29.347;0.378031;8.813;5.57495;0.00382454;0.00406571;0.00569807;1.08353;0.221358;1.46758;0.00690872;0.591792;0.172954;0.199329;0.553599;0.000770252;0.0392676;7.59348;0.0119882;0.0386523;0.501558;0.00107443;0.35768;0.307131;0.307051;0.307395;0.306593;0.287677;0.0549558;0.0585848;2.52861;0.226233;0.00821684;0.00783335;0.796707;0.480467;0.167114;1.00871;36.9211;0.459603
51;0.00808521;0.0385989;0.690635;0.00685529;0.443956;0.0265752;0.456307;0.00713596;0.000564729;5.67602;0.0022712;0.00353615;0.000752043;0.00267963;2.74137;0.010545;0.117735;0.01137;1.53583;0.00369518;0.0598176;0.109968;0.213431;0.212573;0.999144;0.0109017;0.365992;0.106524;0.0224922;36.7851;3.379;0.258402;0.107891;0.00703046;0.000922283;0.00202239;0.499701;5.7403;0.00126715;0.0190122;0.0591863;0.055507;0.00181284;0.000959516;0.00658199;2.24453;0.0234989;0.0230696;0.0210458;0.214515;0.221201;5.574;0.0185687;5.0614;0.503872;0.00620575;0.0108953;28.2241;0.0136492;0.465522;0.0122841;0.288966;22.8735;0.0151743;0.0267378;9.43224e-05;0.00486874;0.0021654;0.00351335;0.465066;0.00255848;39.9049;40.0002;11.4668;4.23971;29.347;0.378031;8.813;5.57495;0.0038247;0.00406564;0.00569807;1.08353;0.221358;1.46758;0.00690883;0.591792;0.172953;0.199329;0.5536;0.000770336;0.0392677;7.59348;0.0119883;0.0386523;0.501558;0.00107446;0.35768;0.307131;0.307051;0.307395;0.306593;0.287677;0.0549558;0.0585848;2.52861;0.226233;0.00821714;0.00783348;0.796707;0.480468;0.167114;1.00871;36.9211;0.459602
52;0.00808513;0.0385989;0.690635;0.00685512;0.443956;0.0265751;0.456307;0.00713594;0.000564723;5.67602;0.00227121;0.00353604;0.000751972;0.00267963;2.74137;0.0105449;0.117735;0.01137;1.53583;0.00369515;0.0598176;0.109968;0.213431;0.212573;0.999144;0.0109016;0.365992;0.106524;0.0224922;36.7851;3.379;0.258402;0.107891;0.00703044;0.000922283;0.00202239;0.499701;5.7403;0.00126723;0.0190124;0.0591863;0.0555071;0.00181287;0.00095952;0.00658217;2.24453;0.0234988;0.0230696;0.0210458;0.214515;0.221201;5.574;0.0185687;5.0614;0.503872;0.00620572;0.0108957;28.2241;0.0136492;0.465522;0.0122842;0.288966;22.8735;0.0151743;0.0267378;9.43202e-05;0.00486872;0.0021654;0.00351334;0.465065;0.00255839;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382484;0.00406555;0.00569806;1.08353;0.221358;1.46758;0.00690889;0.591792;0.172953;0.199329;0.5536;0.000770395;0.0392678;7.59348;0.0119883;0.0386524;0.501558;0.00107452;0.35768;0.307131;0.307051;0.307395;0.306593;0.287677;0.0549559;0.0585849;2.52861;0.226234;0.00821741;0.00783356;0.796707;0.480468;0.167114;1.00871;36.9211;0.459602
53;0.00808507;0.0385989;0.690636;0.00685498;0.443956;0.0265751;0.456307;0.00713593;0.000564712;5.67602;0.00227122;0.00353593;0.000751906;0.00267947;2.74137;0.0105449;0.117735;0.01137;1.53583;0.00369512;0.0598175;0.109968;0.213431;0.212573;0.999144;0.0109015;0.365992;0.106524;0.0224922;36.7851;3.37899;0.258402;0.107891;0.00703042;0.000922282;0.00202239;0.499701;5.7403;0.0012673;0.0190126;0.0591864;0.0555071;0.00181289;0.000959522;0.00658232;2.24453;0.0234988;0.0230696;0.0210457;0.214515;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620569;0.010896;28.2241;0.0136492;0.465522;0.0122843;0.288966;22.8735;0.0151743;0.0267378;9.43187e-05;0.00486871;0.0021654;0.00351333;0.465064;0.00255831;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382496;0.00406546;0.00569805;1.08353;0.221358;1.46758;0.00690893;0.591792;0.172953;0.199329;0.5536;0.000770447;0.0392678;7.59348;0.0119884;0.0386525;0.501558;0.00107458;0.35768;0.307131;0.307052;0.307396;0.306593;0.287677;0.0549559;0.058585;2.52861;0.226234;0.00821763;0.00783361;0.796707;0.480468;0.167115;1.00871;36.9211;0.459601
54;0.00808501;0.0385989;0.690636;0.00685491;0.443956;0.026575;0.456307;0.00713592;0.000564718;5.67602;0.00227121;0.00353589;0.000751873;0.00267963;2.74137;0.0105448;0.117735;0.0113699;1.53583;0.0036951;0.0598175;0.109968;0.213431;0.212573;0.999144;0.0109015;0.365992;0.106524;0.0224922;36.7851;3.37899;0.258401;0.107891;0.00703041;0.000922281;0.00202239;0.499701;5.7403;0.00126734;0.0190127;0.0591864;0.0555072;0.00181292;0.000959525;0.00658242;2.24453;0.0234988;0.0230696;0.0210458;0.214515;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620567;0.0108962;28.2241;0.0136492;0.465522;0.0122843;0.288966;22.8735;0.0151743;0.0267378;9.4317e-05;0.00486869;0.00216539;0.00351332;0.465064;0.00255826;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382504;0.00406542;0.00569805;1.08353;0.221358;1.46758;0.00690898;0.591792;0.172953;0.199329;0.553601;0.000770484;0.0392678;7.59348;0.0119884;0.0386525;0.501558;0.00107461;0.357681;0.307131;0.307052;0.307396;0.306593;0.287677;0.054956;0.058585;2.52861;0.226234;0.00821779;0.00783367;0.796708;0.480468;0.167115;1.00871;36.9211;0.459601
55;0.00808496;0.0385989;0.690636;0.00685487;0.443956;0.026575;0.456307;0.0071359;0.000564725;5.67602;0.0022712;0.00353586;0.000751847;0.00267963;2.74137;0.0105448;0.117735;0.0113699;1.53583;0.00369508;0.0598175;0.109968;0.213431;0.212573;0.999144;0.0109015;0.365992;0.106524;0.0224922;36.7851;3.37899;0.258401;0.107891;0.0070304;0.000922281;0.00202239;0.499701;5.7403;0.00126738;0.0190127;0.0591865;0.0555072;0.00181294;0.000959528;0.0065825;2.24453;0.0234988;0.0230696;0.0210458;0.214515;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620566;0.0108964;28.2241;0.0136491;0.465522;0.0122843;0.288966;22.8735;0.0151743;0.0267378;9.43157e-05;0.00486868;0.00216539;0.00351331;0.465063;0.00255822;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382511;0.00406538;0.00569804;1.08353;0.221358;1.46758;0.00690902;0.591792;0.172953;0.199329;0.553601;0.000770515;0.0392679;7.59348;0.0119884;0.0386525;0.501558;0.00107463;0.357681;0.307131;0.307052;0.307396;0.306593;0.287677;0.054956;0.058585;2.52861;0.226234;0.00821792;0.00783372;0.796708;0.480468;0.167115;1.00871;36.9211;0.459601
56;0.00808492;0.0385989;0.690636;0.00685482;0.443956;0.026575;0.456307;0.00713589;0.000564734;5.67602;0.00227119;0.00353586;0.000751834;0.00267963;2.74137;0.0105448;0.117735;0.0113699;1.53583;0.00369507;0.0598175;0.109968;0.213431;0.212573;0.999144;0.0109015;0.365992;0.106524;0.0224922;36.7851;3.37899;0.258401;0.107891;0.00703039;0.000922281;0.00202239;0.499701;5.7403;0.00126742;0.0190127;0.0591865;0.0555072;0.00181296;0.000959531;0.00658256;2.24453;0.0234988;0.0230696;0.0210458;0.214515;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620565;0.0108965;28.2241;0.0136491;0.465522;0.0122844;0.288966;22.8735;0.0151743;0.0267378;9.43144e-05;0.00486865;0.00216538;0.00351329;0.465063;0.00255819;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382516;0.00406536;0.00569804;1.08353;0.221358;1.46758;0.00690906;0.591792;0.172953;0.199329;0.553601;0.000770542;0.0392679;7.59348;0.0119884;0.0386526;0.501558;0.00107464;0.357681;0.307131;0.307052;0.307396;0.306593;0.287677;0.054956;0.058585;2.52861;0.226234;0.00821801;0.00783377;0.796708;0.480468;0.167115;1.00871;36.9211;0.4596
57;0.0080849;0.0385989;0.690636;0.00685478;0.443956;0.026575;0.456307;0.00713589;0.00056473;5.67602;0.0022712;0.00353581;0.000751806;0.00267943;2.74137;0.0105448;0.117735;0.0113699;1.53583;0.00369506;0.0598174;0.109968;0.213431;0.212573;0.999144;0.0109014;0.365992;0.106524;0.0224922;36.7851;3.37899;0.258401;0.107891;0.00703039;0.00092228;0.00202239;0.499701;5.7403;0.00126744;0.0190128;0.0591865;0.0555072;0.00181296;0.000959532;0.00658262;2.24453;0.0234988;0.0230696;0.0210458;0.214515;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620564;0.0108967;28.2241;0.0136491;0.465522;0.0122844;0.288966;22.8735;0.0151743;0.0267378;9.43138e-05;0.00486865;0.00216538;0.00351329;0.465063;0.00255816;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382521;0.00406533;0.00569804;1.08353;0.221358;1.46758;0.00690908;0.591792;0.172953;0.199329;0.553601;0.000770559;0.0392679;7.59348;0.0119884;0.0386526;0.501558;0.00107466;0.357681;0.307131;0.307052;0.307396;0.306593;0.287677;0.054956;0.0585851;2.52861;0.226234;0.0082181;0.00783379;0.796708;0.480468;0.167115;1.00871;36.9211;0.4596
58;0.00808486;0.0385989;0.690636;0.0068548;0.443956;0.026575;0.456307;0.00713588;0.000564744;5.67603;0.00227118;0.00353583;0.000751806;0.00267963;2.74137;0.0105447;0.117735;0.0113699;1.53583;0.00369504;0.0598174;0.109968;0.213431;0.212573;0.999144;0.0109014;0.365992;0.106524;0.0224921;36.7851;3.37899;0.258401;0.107891;0.00703038;0.00092228;0.00202239;0.499701;5.7403;0.00126746;0.0190128;0.0591865;0.0555072;0.00181298;0.000959534;0.00658265;2.24453;0.0234988;0.0230696;0.0210458;0.214516;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620563;0.0108968;28.2241;0.0136491;0.465522;0.0122844;0.288966;22.8735;0.0151743;0.0267378;9.43129e-05;0.00486863;0.00216537;0.00351328;0.465063;0.00255815;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382523;0.00406533;0.00569804;1.08353;0.221358;1.46758;0.00690911;0.591792;0.172953;0.199329;0.553601;0.000770577;0.039268;7.59348;0.0119885;0.0386526;0.501558;0.00107466;0.357681;0.307131;0.307052;0.307396;0.306593;0.287677;0.054956;0.0585851;2.52861;0.226234;0.00821815;0.00783382;0.796708;0.480468;0.167115;1.00871;36.9211;0.4596
59;0.00808484;0.0385989;0.690636;0.0068548;0.443956;0.026575;0.456307;0.00713588;0.000564738;5.67603;0.00227119;0.0035358;0.000751781;0.00267963;2.74137;0.0105447;0.117735;0.0113699;1.53583;0.00369503;0.0598174;0.109968;0.213431;0.212573;0.999144;0.0109014;0.365992;0.106524;0.0224921;36.7851;3.37899;0.258401;0.107891;0.00703038;0.000922279;0.00202239;0.499701;5.7403;0.00126749;0.0190129;0.0591865;0.0555072;0.00181298;0.000959534;0.0065827;2.24453;0.0234988;0.0230696;0.0210458;0.214516;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620562;0.0108969;28.2241;0.0136491;0.465522;0.0122844;0.288966;22.8735;0.0151743;0.0267378;9.43128e-05;0.00486865;0.00216538;0.00351329;0.465063;0.00255812;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382527;0.00406529;0.00569803;1.08353;0.221358;1.46758;0.00690911;0.591792;0.172953;0.199329;0.553601;0.000770598;0.039268;7.59348;0.0119885;0.0386526;0.501558;0.00107468;0.357681;0.307131;0.307052;0.307396;0.306593;0.287678;0.054956;0.0585851;2.52861;0.226234;0.00821822;0.00783382;0.796708;0.480468;0.167115;1.00871;36.9211;0.4596
60;0.00808484;0.0385989;0.690636;0.00685471;0.443956;0.026575;0.456307;0.00713588;0.000564731;5.67603;0.0022712;0.00353576;0.000751767;0.00267963;2.74137;0.0105447;0.117735;0.0113699;1.53583;0.00369503;0.0598174;0.109968;0.213431;0.212573;0.999144;0.0109014;0.365992;0.106524;0.0224921;36.7851;3.37899;0.258401;0.107891;0.00703038;0.000922279;0.00202239;0.499701;5.7403;0.00126749;0.0190129;0.0591866;0.0555073;0.00181298;0.000959535;0.00658272;2.24453;0.0234987;0.0230696;0.0210458;0.214516;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620562;0.0108969;28.2241;0.0136491;0.465522;0.0122844;0.288966;22.8735;0.0151744;0.0267378;9.43125e-05;0.00486864;0.00216538;0.00351329;0.465062;0.0025581;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382529;0.00406528;0.00569803;1.08353;0.221358;1.46758;0.00690912;0.591792;0.172953;0.199329;0.553601;0.000770598;0.039268;7.59348;0.0119885;0.0386526;0.501558;0.00107469;0.357681;0.307132;0.307052;0.307396;0.306593;0.287678;0.0549561;0.0585851;2.52861;0.226234;0.00821827;0.00783384;0.796708;0.480468;0.167115;1.00871;36.9211;0.4596
61;0.0080848;0.0385989;0.690636;0.0068548;0.443956;0.026575;0.456307;0.00713586;0.000564777;5.67603;0.00227115;0.00353591;0.000751814;0.00267963;2.74137;0.0105447;0.117735;0.0113699;1.53583;0.00369502;0.0598174;0.109968;0.213431;0.212573;0.999144;0.0109014;0.365992;0.106524;0.0224922;36.7851;3.37899;0.258401;0.107891;0.00703038;0.00092228;0.00202239;0.499701;5.7403;0.0012675;0.0190128;0.0591865;0.0555072;0.00181301;0.00095954;0.00658269;2.24453;0.0234988;0.0230697;0.0210458;0.214516;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620563;0.0108969;28.2241;0.0136492;0.465522;0.0122844;0.288966;22.8735;0.0151743;0.0267378;9.43108e-05;0.00486858;0.00216535;0.00351324;0.465062;0.00255813;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382528;0.00406534;0.00569804;1.08353;0.221358;1.46758;0.00690918;0.591792;0.172953;0.199329;0.553601;0.000770611;0.039268;7.59348;0.0119885;0.0386527;0.501558;0.00107464;0.357681;0.307132;0.307052;0.307396;0.306593;0.287678;0.054956;0.0585851;2.52861;0.226234;0.00821824;0.00783391;0.796708;0.480468;0.167115;1.00871;36.9211;0.459599
62;0.00808481;0.0385989;0.690636;0.0068547;0.443956;0.0265749;0.456307;0.00713587;0.000564742;5.67603;0.00227118;0.00353578;0.000751765;0.00267963;2.74137;0.0105447;0.117735;0.0113699;1.53583;0.00369502;0.0598174;0.109968;0.213431;0.212573;0.999144;0.0109014;0.365992;0.106524;0.0224921;36.7851;3.37899;0.258401;0.107891;0.00703037;0.000922279;0.00202239;0.499701;5.7403;0.00126751;0.0190129;0.0591866;0.0555073;0.001813;0.000959537;0.00658275;2.24453;0.0234988;0.0230696;0.0210458;0.214516;0.221201;5.574;0.0185686;5.0614;0.503872;0.00620561;0.010897;28.2241;0.0136491;0.465522;0.0122844;0.288966;22.8735;0.0151743;0.0267378;9.43116e-05;0.00486862;0.00216537;0.00351327;0.465062;0.00255809;39.9049;40.0002;11.4668;4.23971;29.347;0.37803;8.813;5.57495;0.00382531;0.00406527;0.00569803;1.08353;0.221358;1.46758;0.00690914;0.591792;0.172953;0.199329;0.553601;0.000770614;0.039268;7.59348;0.0119885;0.0386527;0.501558;0.00107469;0.357681;0.307132;0.307052;0.307396;0.306593;0.287678;0.0549561;0.0585851;2.52861;0.226234;0.00821831;0.00783387;0.796708;0.480468;0.167115;1.00871;36.9211;0.4596
