condition;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
21;0.00817107;0.0385877;0.690358;0.00701143;0.444003;0.0266224;0.456354;0.00716387;0.000558134;5.67462;0.0022806;0.00370323;0.000867769;0.00267778;2.74136;0.0105977;0.117719;0.0113966;1.53608;0.00372709;0.0598654;0.109978;0.213451;0.212564;0.999289;0.0109671;0.366131;0.106563;0.0225405;36.7848;3.37937;0.258622;0.107853;0.00704544;0.000924524;0.00202186;0.499822;5.74031;0.00127066;0.0187987;0.0590873;0.0554009;0.00174705;0.000957394;0.00622495;2.24461;0.0235177;0.0230906;0.0210667;0.214134;0.221362;5.57502;0.0185932;5.06141;0.503307;0.00623607;0.0102875;28.2255;0.0136523;0.465879;0.0121603;0.289156;22.8719;0.0151713;0.0267331;0.000100307;0.00485272;0.00215224;0.0034978;0.467387;0.00272628;39.9049;40.0001;11.4668;4.23902;29.3473;0.378342;8.81224;5.57562;0.00360868;0.0041477;0.00572858;1.08354;0.221517;1.46757;0.00677718;0.591771;0.173095;0.199435;0.553215;0.000779934;0.0391861;7.59283;0.0119522;0.0385716;0.501258;0.000984386;0.356971;0.306962;0.306889;0.307168;0.306482;0.287442;0.0548506;0.058485;2.52864;0.226224;0.00779599;0.00765714;0.796249;0.480103;0.166799;1.01048;36.9214;0.46365
22;0.0081694;0.0385891;0.690401;0.00699412;0.444001;0.0266214;0.456353;0.00716056;0.000558981;5.67478;0.00227949;0.0036735;0.000852205;0.00267838;2.74136;0.0105969;0.117721;0.0113923;1.53606;0.00372728;0.0598643;0.109977;0.213448;0.212565;0.999271;0.010965;0.366111;0.106558;0.0225323;36.7848;3.37932;0.258595;0.107858;0.00704617;0.000924139;0.00202193;0.499798;5.74031;0.00125241;0.0188272;0.0591009;0.0554162;0.00175982;0.000956804;0.00628469;2.2446;0.0235171;0.0230866;0.0210629;0.214176;0.221336;5.57492;0.018593;5.0614;0.503443;0.00623514;0.0103557;28.2252;0.0136527;0.465797;0.0121782;0.289109;22.8722;0.0151719;0.0267337;9.95802e-05;0.00486808;0.0021599;0.00350953;0.466977;0.00270171;39.9049;40.0001;11.4668;4.2391;29.3472;0.378272;8.81232;5.57555;0.00363291;0.00414234;0.00572344;1.08351;0.221491;1.46756;0.00680246;0.591773;0.173071;0.199416;0.553241;0.000765682;0.0391942;7.59289;0.0119553;0.0385797;0.501322;0.000997408;0.357117;0.306984;0.30691;0.307197;0.306497;0.287472;0.0548658;0.0584989;2.52864;0.226225;0.00784364;0.00769078;0.796319;0.480157;0.166865;1.0101;36.9213;0.462811
23;0.00816545;0.0385902;0.690436;0.00697856;0.443999;0.0266192;0.45635;0.00715771;0.000559917;5.67493;0.00227857;0.00365001;0.000838692;0.00267865;2.74137;0.0105945;0.117723;0.0113889;1.53604;0.00372625;0.0598619;0.109976;0.213446;0.212566;0.999255;0.0109615;0.366094;0.106554;0.0225257;36.7849;3.37928;0.258572;0.107862;0.00704604;0.000923826;0.00202199;0.49978;5.74031;0.00124106;0.0188514;0.0591125;0.0554292;0.00176927;0.000956545;0.0063323;2.24459;0.0235164;0.0230833;0.0210598;0.214213;0.221314;5.57483;0.018592;5.0614;0.50355;0.0062335;0.0104186;28.2251;0.013653;0.465735;0.0121933;0.289074;22.8724;0.0151723;0.0267342;9.88494e-05;0.00487714;0.00216467;0.00351662;0.466638;0.00268094;39.9049;40.0001;11.4668;4.23918;29.3472;0.37822;8.81239;5.57548;0.00365523;0.00413672;0.00571886;1.08349;0.221469;1.46756;0.00682119;0.591774;0.173052;0.199401;0.553269;0.000756328;0.0392016;7.59296;0.011958;0.0385869;0.501372;0.00100838;0.357229;0.307003;0.306929;0.307222;0.306511;0.287499;0.0548786;0.0585107;2.52863;0.226226;0.0078868;0.00771628;0.796377;0.480202;0.166917;1.00982;36.9213;0.462133
24;0.00815998;0.0385912;0.690465;0.00696416;0.443996;0.0266161;0.456347;0.00715513;0.000559753;5.67506;0.00227774;0.0036309;0.000826706;0.00267885;2.74137;0.0105911;0.117725;0.0113861;1.53602;0.00372441;0.0598587;0.109975;0.213445;0.212567;0.999241;0.010957;0.366079;0.10655;0.0225203;36.7849;3.37924;0.25855;0.107866;0.00704534;0.000923568;0.00202204;0.499766;5.74032;0.00123457;0.0188728;0.0591225;0.0554404;0.00177631;0.000956487;0.00637135;2.24459;0.0235153;0.0230803;0.021057;0.214247;0.221296;5.57474;0.0185905;5.0614;0.503632;0.00623139;0.010477;28.2249;0.0136532;0.465688;0.0122064;0.289048;22.8726;0.0151727;0.0267347;9.81684e-05;0.00488212;0.00216755;0.0035207;0.466357;0.00266304;39.9049;40.0001;11.4668;4.23924;29.3471;0.37818;8.81246;5.57542;0.003676;0.00413079;0.00571486;1.08348;0.221452;1.46755;0.00683517;0.591776;0.173036;0.199388;0.553298;0.000750464;0.0392083;7.59302;0.0119605;0.0385936;0.501411;0.00101789;0.357316;0.307021;0.306945;0.307245;0.306522;0.287523;0.0548898;0.058521;2.52863;0.226227;0.00792672;0.00773571;0.796426;0.480241;0.166957;1.00959;36.9212;0.461589
25;0.00815374;0.0385921;0.69049;0.00695113;0.443993;0.0266125;0.456344;0.00715283;0.0005602;5.67518;0.00227701;0.00361538;0.000816196;0.00267902;2.74137;0.0105871;0.117726;0.0113837;1.536;0.00372212;0.0598551;0.109974;0.213443;0.212568;0.999228;0.010952;0.366067;0.106547;0.0225158;36.785;3.3792;0.258531;0.10787;0.00704429;0.000923356;0.00202209;0.499754;5.74032;0.00123147;0.0188913;0.0591312;0.05545;0.00178179;0.000956573;0.00640375;2.24458;0.0235142;0.0230779;0.0210547;0.214279;0.221281;5.57465;0.0185887;5.0614;0.503694;0.00622907;0.0105309;28.2248;0.0136532;0.465652;0.0122176;0.289029;22.8728;0.015173;0.0267352;9.75527e-05;0.00488427;0.00216907;0.00352265;0.466126;0.00264767;39.9049;40.0002;11.4668;4.2393;29.3471;0.378148;8.81253;5.57536;0.0036951;0.00412476;0.00571155;1.08348;0.221437;1.46755;0.00684606;0.591778;0.173023;0.199378;0.553326;0.000747093;0.0392146;7.59307;0.0119629;0.0385998;0.501442;0.00102603;0.357384;0.307036;0.30696;0.307266;0.306533;0.287544;0.0548993;0.0585298;2.52863;0.226227;0.0079636;0.00775096;0.796467;0.480275;0.166989;1.00942;36.9212;0.461156
26;0.00814709;0.0385929;0.690511;0.00693901;0.443989;0.0266088;0.45634;0.00715075;0.000560626;5.67528;0.00227635;0.00360252;0.000806911;0.00267914;2.74137;0.010583;0.117727;0.0113817;1.53598;0.00371959;0.0598514;0.109974;0.213441;0.212568;0.999217;0.0109468;0.366056;0.106544;0.022512;36.785;3.37917;0.258515;0.107873;0.00704305;0.00092318;0.00202213;0.499745;5.74031;0.00123082;0.0189078;0.0591388;0.0554583;0.00178624;0.000956747;0.00643113;2.24457;0.023513;0.0230759;0.0210528;0.214308;0.221268;5.57458;0.0185868;5.0614;0.503742;0.00622667;0.01058;28.2247;0.0136531;0.465625;0.0122273;0.289014;22.8729;0.0151732;0.0267356;9.70133e-05;0.00488466;0.00216974;0.00352327;0.465934;0.00263433;39.9049;40.0002;11.4668;4.23935;29.3471;0.378124;8.81259;5.57531;0.00371252;0.00411869;0.00570883;1.08348;0.221424;1.46755;0.00685496;0.59178;0.173012;0.19937;0.553355;0.000745633;0.0392205;7.59313;0.0119652;0.0386056;0.501466;0.00103309;0.357438;0.30705;0.306974;0.307284;0.306542;0.287563;0.0549075;0.0585375;2.52862;0.226228;0.0079975;0.00776336;0.796503;0.480303;0.167015;1.00928;36.9212;0.460814
27;0.00814032;0.0385937;0.690529;0.00692803;0.443985;0.026605;0.456336;0.00714884;0.000561053;5.67538;0.00227572;0.00359176;0.000798704;0.00267925;2.74137;0.0105787;0.117728;0.01138;1.53596;0.00371695;0.0598476;0.109973;0.21344;0.212569;0.999207;0.0109417;0.366047;0.106541;0.0225088;36.785;3.37915;0.258499;0.107875;0.00704172;0.000923032;0.00202217;0.499738;5.74031;0.00123188;0.0189223;0.0591456;0.0554655;0.00179001;0.000956972;0.00645454;2.24457;0.0235116;0.0230743;0.0210512;0.214335;0.221258;5.57451;0.0185848;5.0614;0.503777;0.00622427;0.0106244;28.2246;0.0136529;0.465603;0.0122358;0.289002;22.873;0.0151734;0.0267359;9.65508e-05;0.00488401;0.00216988;0.00352308;0.465776;0.00262272;39.9049;40.0002;11.4668;4.2394;29.3471;0.378105;8.81264;5.57526;0.00372829;0.00411268;0.00570663;1.08348;0.221414;1.46755;0.00686252;0.591781;0.173003;0.199364;0.553383;0.000745581;0.0392261;7.59317;0.0119675;0.0386111;0.501485;0.00103926;0.357482;0.307062;0.306985;0.3073;0.30655;0.28758;0.0549147;0.0585443;2.52862;0.226229;0.00802839;0.00777375;0.796533;0.480328;0.167035;1.00917;36.9211;0.460545
28;0.00813365;0.0385943;0.690545;0.00691801;0.443982;0.0266013;0.456333;0.0071471;0.000561464;5.67547;0.00227515;0.00358264;0.000791469;0.00267933;2.74137;0.0105745;0.117729;0.0113785;1.53594;0.00371434;0.0598439;0.109972;0.213439;0.212569;0.999198;0.0109367;0.366038;0.106539;0.0225061;36.785;3.37913;0.258486;0.107877;0.00704037;0.000922907;0.0020222;0.499732;5.74031;0.00123405;0.0189353;0.0591515;0.0554719;0.00179328;0.000957223;0.00647469;2.24456;0.0235103;0.0230729;0.0210498;0.21436;0.221249;5.57444;0.0185828;5.0614;0.503803;0.00622195;0.0106643;28.2245;0.0136527;0.465586;0.0122432;0.288994;22.8731;0.0151736;0.0267362;9.61588e-05;0.00488277;0.0021697;0.00352242;0.465646;0.00261261;39.9049;40.0002;11.4668;4.23945;29.3471;0.37809;8.81269;5.57522;0.00374245;0.00410687;0.00570487;1.08348;0.221405;1.46756;0.0068691;0.591783;0.172995;0.199358;0.553409;0.000746542;0.0392313;7.59322;0.0119696;0.0386163;0.5015;0.00104466;0.357518;0.307073;0.306995;0.307315;0.306557;0.287595;0.054921;0.0585503;2.52862;0.226229;0.00805624;0.00778265;0.79656;0.48035;0.167051;1.00908;36.9211;0.460335
29;0.00812729;0.038595;0.690559;0.00690894;0.443978;0.0265979;0.456329;0.00714552;0.000561862;5.67555;0.00227461;0.00357492;0.000785137;0.00267939;2.74137;0.0105706;0.11773;0.0113772;1.53593;0.00371183;0.0598404;0.109972;0.213438;0.21257;0.99919;0.010932;0.366031;0.106537;0.0225038;36.785;3.37911;0.258473;0.10788;0.00703907;0.000922801;0.00202223;0.499727;5.74031;0.00123694;0.0189468;0.0591567;0.0554774;0.00179616;0.000957483;0.00649205;2.24456;0.023509;0.0230718;0.0210487;0.214382;0.221241;5.57438;0.018581;5.0614;0.503823;0.00621976;0.0106997;28.2244;0.0136524;0.465573;0.0122497;0.288987;22.8732;0.0151737;0.0267365;9.58305e-05;0.00488125;0.00216934;0.00352151;0.465539;0.00260385;39.9049;40.0002;11.4668;4.23948;29.347;0.378078;8.81274;5.57518;0.00375503;0.00410137;0.00570346;1.08349;0.221397;1.46756;0.00687489;0.591784;0.172988;0.199353;0.553434;0.000748207;0.0392361;7.59326;0.0119717;0.0386211;0.501512;0.00104937;0.357548;0.307082;0.307004;0.307327;0.306563;0.287608;0.0549265;0.0585556;2.52862;0.22623;0.00808104;0.00779036;0.796583;0.480368;0.167063;1.00901;36.9211;0.460171
30;0.00812135;0.0385956;0.690571;0.00690085;0.443975;0.0265946;0.456326;0.0071441;0.000562248;5.67562;0.00227412;0.00356837;0.000779639;0.00267944;2.74137;0.010567;0.117731;0.011376;1.53591;0.00370949;0.0598371;0.109971;0.213437;0.21257;0.999182;0.0109276;0.366025;0.106535;0.0225019;36.785;3.37909;0.258462;0.107881;0.00703785;0.000922712;0.00202225;0.499722;5.74031;0.00124017;0.0189569;0.0591613;0.0554822;0.00179869;0.000957739;0.00650698;2.24456;0.0235077;0.0230709;0.0210478;0.214403;0.221234;5.57433;0.0185793;5.0614;0.503837;0.00621775;0.0107309;28.2244;0.013652;0.465563;0.0122553;0.288982;22.8732;0.0151738;0.0267367;9.55564e-05;0.00487965;0.00216889;0.00352051;0.46545;0.0025963;39.9049;40.0002;11.4668;4.23952;29.347;0.378069;8.81278;5.57515;0.0037661;0.00409628;0.00570235;1.08349;0.221391;1.46756;0.00688001;0.591785;0.172982;0.199349;0.553458;0.000750282;0.0392406;7.59329;0.0119737;0.0386255;0.501522;0.00105345;0.357572;0.30709;0.307012;0.307338;0.306568;0.287619;0.0549313;0.0585602;2.52862;0.22623;0.00810288;0.00779708;0.796603;0.480384;0.167074;1.00896;36.9211;0.460043
31;0.00811592;0.0385961;0.690582;0.00689369;0.443972;0.0265917;0.456323;0.00714283;0.000562598;5.67569;0.00227368;0.00356278;0.000774888;0.00267948;2.74137;0.0105636;0.117732;0.0113751;1.5359;0.00370735;0.0598342;0.109971;0.213436;0.212571;0.999176;0.0109237;0.366019;0.106533;0.0225002;36.7851;3.37907;0.258453;0.107883;0.00703673;0.000922637;0.00202227;0.499719;5.74031;0.00124349;0.0189658;0.0591654;0.0554864;0.00180091;0.000957983;0.00651979;2.24455;0.0235065;0.0230703;0.0210471;0.21442;0.221229;5.57428;0.0185777;5.0614;0.503847;0.00621592;0.0107581;28.2243;0.0136517;0.465555;0.0122601;0.288979;22.8733;0.0151739;0.0267369;9.53291e-05;0.0048781;0.00216843;0.00351953;0.465378;0.00258982;39.9049;40.0002;11.4668;4.23955;29.347;0.378061;8.81282;5.57512;0.00377577;0.00409164;0.00570146;1.0835;0.221385;1.46756;0.00688451;0.591787;0.172977;0.199346;0.553479;0.000752549;0.0392446;7.59332;0.0119756;0.0386295;0.501529;0.00105698;0.357592;0.307097;0.307019;0.307348;0.306572;0.287629;0.0549354;0.0585642;2.52861;0.226231;0.00812192;0.00780292;0.79662;0.480398;0.167082;1.00891;36.9211;0.459944
32;0.00811106;0.0385965;0.690591;0.00688738;0.44397;0.0265891;0.456321;0.00714171;0.000562914;5.67574;0.00227329;0.00355803;0.000770824;0.00267951;2.74137;0.0105607;0.117732;0.0113742;1.53589;0.00370543;0.0598315;0.10997;0.213435;0.212571;0.999171;0.0109202;0.366015;0.106531;0.0224988;36.7851;3.37906;0.258444;0.107884;0.00703573;0.000922574;0.00202229;0.499716;5.74031;0.00124673;0.0189736;0.0591688;0.05549;0.00180285;0.000958208;0.0065307;2.24455;0.0235054;0.0230698;0.0210466;0.214436;0.221224;5.57423;0.0185763;5.0614;0.503855;0.00621429;0.0107816;28.2243;0.0136513;0.465548;0.0122643;0.288976;22.8733;0.015174;0.026737;9.51411e-05;0.00487666;0.00216799;0.0035186;0.465318;0.0025843;39.9049;40.0002;11.4668;4.23958;29.347;0.378055;8.81285;5.57509;0.00378412;0.00408749;0.00570076;1.0835;0.221381;1.46756;0.00688845;0.591788;0.172973;0.199343;0.553498;0.000754852;0.0392483;7.59335;0.0119773;0.0386331;0.501535;0.00106001;0.357608;0.307103;0.307024;0.307356;0.306576;0.287637;0.0549389;0.0585677;2.52861;0.226231;0.00813835;0.00780797;0.796635;0.48041;0.167088;1.00887;36.9211;0.459867
33;0.00810678;0.0385969;0.690599;0.00688187;0.443967;0.0265867;0.456319;0.00714074;0.000563194;5.67579;0.00227295;0.00355404;0.000767381;0.00267954;2.74137;0.010558;0.117733;0.0113735;1.53588;0.00370374;0.0598292;0.10997;0.213434;0.212572;0.999166;0.0109171;0.366011;0.10653;0.0224976;36.7851;3.37905;0.258437;0.107886;0.00703485;0.000922521;0.00202231;0.499713;5.74031;0.00124977;0.0189803;0.0591719;0.055493;0.00180453;0.000958411;0.00653995;2.24455;0.0235044;0.0230694;0.0210462;0.21445;0.22122;5.5742;0.018575;5.0614;0.50386;0.00621286;0.0108016;28.2243;0.013651;0.465543;0.0122679;0.288973;22.8734;0.0151741;0.0267372;9.4986e-05;0.00487537;0.00216758;0.00351776;0.465269;0.00257964;39.9049;40.0002;11.4668;4.2396;29.347;0.37805;8.81287;5.57507;0.00379127;0.00408383;0.0057002;1.08351;0.221377;1.46757;0.00689186;0.591788;0.17297;0.19934;0.553515;0.000757071;0.0392515;7.59337;0.0119789;0.0386362;0.50154;0.0010626;0.357622;0.307108;0.307029;0.307363;0.306579;0.287644;0.054942;0.0585707;2.52861;0.226232;0.00815237;0.00781231;0.796648;0.48042;0.167094;1.00884;36.9211;0.459808
34;0.00810304;0.0385973;0.690605;0.00687725;0.443965;0.0265847;0.456317;0.0071399;0.000563469;5.67583;0.00227263;0.00355077;0.000764524;0.00267956;2.74137;0.0105558;0.117733;0.0113728;1.53587;0.00370226;0.0598272;0.109969;0.213434;0.212572;0.999162;0.0109144;0.366007;0.106529;0.0224966;36.7851;3.37904;0.258431;0.107887;0.00703409;0.000922477;0.00202232;0.499711;5.74031;0.00125254;0.0189859;0.0591744;0.0554955;0.00180599;0.000958595;0.00654769;2.24455;0.0235035;0.0230693;0.0210459;0.214461;0.221216;5.57416;0.0185739;5.0614;0.503864;0.00621163;0.0108186;28.2242;0.0136507;0.465539;0.0122708;0.288972;22.8734;0.0151741;0.0267373;9.48578e-05;0.00487421;0.0021672;0.00351699;0.465229;0.00257574;39.9049;40.0002;11.4668;4.23962;29.347;0.378046;8.8129;5.57505;0.00379732;0.0040807;0.00569976;1.08351;0.221373;1.46757;0.00689483;0.591789;0.172967;0.199338;0.55353;0.000759129;0.0392542;7.59339;0.0119804;0.038639;0.501544;0.00106474;0.357633;0.307112;0.307033;0.307369;0.306581;0.28765;0.0549445;0.0585732;2.52861;0.226232;0.0081642;0.00781607;0.796658;0.480429;0.167098;1.00881;36.9211;0.459762
35;0.00809984;0.0385976;0.690611;0.00687326;0.443964;0.026583;0.456315;0.00713918;0.000563689;5.67587;0.00227238;0.003548;0.000762124;0.00267957;2.74137;0.0105538;0.117734;0.0113723;1.53587;0.00370099;0.0598255;0.109969;0.213433;0.212572;0.999159;0.0109121;0.366005;0.106528;0.0224958;36.7851;3.37903;0.258426;0.107888;0.00703343;0.00092244;0.00202234;0.499709;5.74031;0.00125501;0.0189907;0.0591766;0.0554977;0.00180722;0.000958753;0.00655418;2.24454;0.0235027;0.0230691;0.0210458;0.214471;0.221213;5.57413;0.018573;5.0614;0.503866;0.00621057;0.0108329;28.2242;0.0136505;0.465535;0.0122733;0.28897;22.8734;0.0151742;0.0267374;9.47532e-05;0.00487323;0.00216688;0.00351634;0.465197;0.00257247;39.9049;40.0002;11.4668;4.23964;29.347;0.378043;8.81292;5.57503;0.00380243;0.00407799;0.00569941;1.08351;0.22137;1.46757;0.00689735;0.59179;0.172964;0.199336;0.553542;0.000760983;0.0392566;7.59341;0.0119816;0.0386414;0.501547;0.00106656;0.357642;0.307116;0.307037;0.307374;0.306584;0.287655;0.0549466;0.0585753;2.52861;0.226232;0.00817415;0.00781923;0.796667;0.480436;0.167101;1.00879;36.9211;0.459726
36;0.00809713;0.0385978;0.690615;0.00686987;0.443962;0.0265816;0.456314;0.00713858;0.000563871;5.6759;0.00227217;0.00354567;0.000760134;0.00267959;2.74137;0.0105522;0.117734;0.0113719;1.53586;0.00369992;0.059824;0.109969;0.213433;0.212572;0.999156;0.0109102;0.366002;0.106527;0.0224951;36.7851;3.37902;0.258421;0.107888;0.00703288;0.000922409;0.00202235;0.499708;5.74031;0.00125715;0.0189948;0.0591784;0.0554995;0.00180826;0.000958889;0.00655956;2.24454;0.023502;0.0230691;0.0210456;0.214479;0.221211;5.57411;0.0185722;5.0614;0.503868;0.00620967;0.0108449;28.2242;0.0136502;0.465533;0.0122754;0.288969;22.8734;0.0151742;0.0267375;9.46679e-05;0.0048724;0.00216662;0.0035158;0.46517;0.00256976;39.9049;40.0002;11.4668;4.23965;29.347;0.378041;8.81293;5.57501;0.00380669;0.00407568;0.00569912;1.08351;0.221368;1.46757;0.00689947;0.59179;0.172962;0.199335;0.553553;0.000762608;0.0392587;7.59342;0.0119828;0.0386434;0.501549;0.00106809;0.35765;0.307119;0.30704;0.307378;0.306585;0.28766;0.0549484;0.0585771;2.52861;0.226232;0.00818244;0.00782188;0.796675;0.480442;0.167104;1.00878;36.9211;0.459699
37;0.00809485;0.038598;0.690619;0.00686705;0.443961;0.0265803;0.456312;0.00713808;0.000564025;5.67592;0.00227199;0.00354377;0.000758502;0.0026796;2.74137;0.0105508;0.117734;0.0113715;1.53585;0.00369901;0.0598228;0.109969;0.213432;0.212573;0.999154;0.0109085;0.366;0.106527;0.0224945;36.7851;3.37902;0.258417;0.107889;0.00703241;0.000922384;0.00202236;0.499706;5.7403;0.001259;0.0189982;0.0591799;0.055501;0.00180913;0.000959004;0.00656401;2.24454;0.0235014;0.0230691;0.0210456;0.214486;0.221209;5.57409;0.0185715;5.0614;0.503869;0.00620892;0.0108548;28.2242;0.0136501;0.46553;0.0122771;0.288969;22.8734;0.0151742;0.0267375;9.45984e-05;0.00487171;0.00216639;0.00351533;0.465149;0.00256752;39.9049;40.0002;11.4668;4.23966;29.347;0.378039;8.81295;5.575;0.00381022;0.00407374;0.0056989;1.08352;0.221366;1.46757;0.00690124;0.591791;0.172961;0.199334;0.553562;0.000764022;0.0392604;7.59343;0.0119837;0.0386451;0.501551;0.00106935;0.357656;0.307121;0.307042;0.307381;0.306587;0.287663;0.0549498;0.0585786;2.52861;0.226233;0.00818928;0.0078241;0.796681;0.480447;0.167106;1.00876;36.9211;0.459677
38;0.00809296;0.0385982;0.690622;0.00686473;0.44396;0.0265793;0.456311;0.00713766;0.000564156;5.67594;0.00227184;0.00354221;0.000757172;0.0026796;2.74137;0.0105497;0.117734;0.0113712;1.53585;0.00369826;0.0598218;0.109969;0.213432;0.212573;0.999152;0.0109072;0.365999;0.106526;0.0224941;36.7851;3.37901;0.258414;0.107889;0.00703202;0.000922364;0.00202236;0.499705;5.7403;0.00126055;0.019001;0.0591812;0.0555022;0.00180986;0.000959102;0.00656765;2.24454;0.0235009;0.0230691;0.0210455;0.214492;0.221207;5.57407;0.018571;5.0614;0.50387;0.00620829;0.0108629;28.2242;0.0136499;0.465529;0.0122785;0.288968;22.8734;0.0151742;0.0267376;9.45419e-05;0.00487113;0.0021662;0.00351495;0.465132;0.00256569;39.9049;40.0002;11.4668;4.23967;29.347;0.378037;8.81296;5.57499;0.00381313;0.00407214;0.00569872;1.08352;0.221365;1.46757;0.00690273;0.591791;0.172959;0.199333;0.553569;0.000765214;0.0392618;7.59344;0.0119846;0.0386465;0.501552;0.00107039;0.357661;0.307123;0.307044;0.307384;0.306588;0.287666;0.054951;0.0585799;2.52861;0.226233;0.00819491;0.00782594;0.796686;0.480451;0.167108;1.00875;36.9211;0.459661
39;0.00809139;0.0385983;0.690625;0.00686285;0.443959;0.0265785;0.456311;0.00713731;0.000564275;5.67596;0.00227171;0.00354096;0.000756103;0.00267961;2.74137;0.0105487;0.117735;0.0113709;1.53585;0.00369764;0.0598209;0.109968;0.213432;0.212573;0.99915;0.0109061;0.365997;0.106526;0.0224937;36.7851;3.37901;0.258412;0.10789;0.00703171;0.000922347;0.00202237;0.499704;5.7403;0.00126186;0.0190033;0.0591822;0.0555032;0.00181046;0.000959184;0.00657061;2.24454;0.0235005;0.0230692;0.0210456;0.214496;0.221206;5.57406;0.0185705;5.0614;0.503871;0.00620778;0.0108695;28.2242;0.0136497;0.465527;0.0122797;0.288967;22.8734;0.0151743;0.0267376;9.44959e-05;0.00487064;0.00216604;0.00351462;0.465118;0.0025642;39.9049;40.0002;11.4668;4.23968;29.347;0.378036;8.81297;5.57498;0.0038155;0.00407083;0.00569858;1.08352;0.221363;1.46757;0.00690396;0.591791;0.172958;0.199332;0.553575;0.000766223;0.039263;7.59345;0.0119853;0.0386477;0.501554;0.00107122;0.357665;0.307125;0.307045;0.307386;0.306589;0.287668;0.054952;0.0585809;2.52861;0.226233;0.00819949;0.00782747;0.796691;0.480455;0.167109;1.00874;36.9211;0.459647
40;0.00809011;0.0385984;0.690627;0.00686123;0.443959;0.0265778;0.45631;0.00713703;0.000564368;5.67597;0.0022716;0.00353995;0.00075524;0.00267962;2.74137;0.0105479;0.117735;0.0113707;1.53584;0.00369713;0.0598202;0.109968;0.213432;0.212573;0.999149;0.0109052;0.365996;0.106525;0.0224934;36.7851;3.37901;0.25841;0.10789;0.00703145;0.000922334;0.00202237;0.499704;5.7403;0.00126293;0.0190051;0.0591831;0.055504;0.00181096;0.000959253;0.00657301;2.24454;0.0235002;0.0230692;0.0210456;0.2145;0.221205;5.57405;0.0185701;5.0614;0.503871;0.00620736;0.010875;28.2242;0.0136496;0.465526;0.0122806;0.288967;22.8735;0.0151743;0.0267376;9.44588e-05;0.00487024;0.0021659;0.00351436;0.465107;0.002563;39.9049;40.0002;11.4668;4.23968;29.347;0.378034;8.81297;5.57498;0.00381743;0.00406975;0.00569847;1.08352;0.221362;1.46757;0.00690497;0.591791;0.172957;0.199331;0.55358;0.000767054;0.039264;7.59346;0.0119859;0.0386487;0.501555;0.0010719;0.357668;0.307126;0.307047;0.307388;0.30659;0.28767;0.0549528;0.0585817;2.52861;0.226233;0.00820321;0.00782872;0.796694;0.480457;0.16711;1.00874;36.9211;0.459637
41;0.00808906;0.0385985;0.690629;0.00685994;0.443958;0.0265772;0.456309;0.0071368;0.000564439;5.67598;0.00227152;0.0035391;0.000754534;0.00267962;2.74137;0.0105473;0.117735;0.0113706;1.53584;0.00369672;0.0598197;0.109968;0.213431;0.212573;0.999148;0.0109044;0.365995;0.106525;0.0224931;36.7851;3.379;0.258408;0.10789;0.00703123;0.000922323;0.00202238;0.499703;5.7403;0.00126382;0.0190067;0.0591838;0.0555046;0.00181136;0.000959308;0.00657496;2.24454;0.0234999;0.0230693;0.0210456;0.214503;0.221204;5.57404;0.0185698;5.0614;0.503871;0.00620701;0.0108794;28.2241;0.0136495;0.465525;0.0122814;0.288967;22.8735;0.0151743;0.0267377;9.44292e-05;0.00486993;0.0021658;0.00351414;0.465098;0.00256202;39.9049;40.0002;11.4668;4.23969;29.347;0.378034;8.81298;5.57497;0.00381901;0.00406886;0.00569838;1.08352;0.221361;1.46757;0.00690579;0.591792;0.172956;0.199331;0.553585;0.000767743;0.0392648;7.59346;0.0119864;0.0386494;0.501555;0.00107246;0.357671;0.307127;0.307048;0.30739;0.306591;0.287671;0.0549535;0.0585824;2.52861;0.226233;0.00820623;0.00782974;0.796697;0.480459;0.167111;1.00873;36.9211;0.459629
