Time	Temp	Well	OD	glucose
0.06944444444444445	37.0	A1	0.003333333333333327	0.0
0.15277777777777776	37.0	A1	0.0030000000000000027	0.0
0.2361111111111111	37.0	A1	0.004333333333333328	0.0
0.3194444444444444	37.0	A1	0.0040000000000000036	0.0
0.4027777777777778	37.0	A1	0.0040000000000000036	0.0
0.4861111111111111	37.0	A1	0.0050000000000000044	0.0
0.5694444444444444	37.0	A1	0.004666666666666666	0.0
0.6527777777777778	37.0	A1	0.004333333333333328	0.0
0.736111111111111	37.0	A1	0.004666666666666666	0.0
0.8194444444444444	37.0	A1	0.004333333333333328	0.0
0.9027777777777778	37.0	A1	0.004333333333333328	0.0
0.986111111111111	36.9	A1	0.004333333333333328	0.0
1.0694444444444444	37.0	A1	0.004333333333333328	0.0
1.1527777777777777	37.0	A1	0.0049999999999999906	0.0
1.2361111111111112	37.0	A1	0.0049999999999999906	0.0
1.3194444444444444	37.0	A1	0.0049999999999999906	0.0
1.4027777777777777	37.0	A1	0.0049999999999999906	0.0
1.4861111111111112	37.0	A1	0.0049999999999999906	0.0
1.5694444444444444	37.0	A1	0.0059999999999999915	0.0
1.6527777777777777	37.0	A1	0.005666666666666653	0.0
1.7361111111111112	37.0	A1	0.005666666666666653	0.0
1.8194444444444444	37.0	A1	0.005666666666666653	0.0
1.9027777777777777	37.0	A1	0.005333333333333315	0.0
1.9861111111111112	37.0	A1	0.005666666666666653	0.0
2.0694444444444446	37.0	A1	0.005333333333333315	0.0
2.1527777777777777	37.0	A1	0.005666666666666653	0.0
2.236111111111111	37.0	A1	0.005333333333333315	0.0
2.319444444444444	37.0	A1	0.006333333333333316	0.0
2.4027777777777777	37.0	A1	0.006333333333333316	0.0
2.486111111111111	37.0	A1	0.006333333333333316	0.0
2.569444444444444	37.0	A1	0.005333333333333315	0.0
2.6527777777777777	37.0	A1	0.006333333333333316	0.0
2.736111111111111	37.0	A1	0.006333333333333316	0.0
2.819444444444444	37.0	A1	0.006333333333333316	0.0
2.9027777777777777	37.0	A1	0.006333333333333316	0.0
2.986111111111111	37.0	A1	0.006333333333333316	0.0
3.0694444444444446	37.0	A1	0.006333333333333316	0.0
3.1527777777777777	37.0	A1	0.006333333333333316	0.0
3.236111111111111	37.0	A1	0.006333333333333316	0.0
3.319444444444444	37.0	A1	0.006333333333333316	0.0
3.4027777777777777	37.1	A1	0.0059999999999999915	0.0
3.486111111111111	37.0	A1	0.006333333333333316	0.0
3.569444444444444	37.0	A1	0.006333333333333316	0.0
3.6527777777777777	37.0	A1	0.006333333333333316	0.0
3.736111111111111	37.0	A1	0.006333333333333316	0.0
3.819444444444444	37.0	A1	0.006333333333333316	0.0
3.9027777777777777	37.0	A1	0.006333333333333316	0.0
3.986111111111111	37.0	A1	0.006333333333333316	0.0
4.069444444444445	37.0	A1	0.006333333333333316	0.0
4.152777777777779	37.0	A1	0.006333333333333316	0.0
4.236111111111112	37.0	A1	0.006333333333333316	0.0
4.319444444444445	37.1	A1	0.006333333333333316	0.0
4.402777777777779	37.0	A1	0.006333333333333316	0.0
4.486111111111112	37.0	A1	0.006333333333333316	0.0
4.569444444444445	37.0	A1	0.006333333333333316	0.0
4.652777777777779	37.0	A1	0.006333333333333316	0.0
4.736111111111112	37.0	A1	0.006333333333333316	0.0
4.819444444444445	37.0	A1	0.006333333333333316	0.0
4.902777777777779	37.0	A1	0.006333333333333316	0.0
4.986111111111112	37.0	A1	0.006333333333333316	0.0
5.069444444444445	37.0	A1	0.006333333333333316	0.0
5.152777777777779	37.0	A1	0.006333333333333316	0.0
5.236111111111112	37.0	A1	0.006333333333333316	0.0
5.319444444444445	37.0	A1	0.006333333333333316	0.0
5.402777777777779	37.0	A1	0.006333333333333316	0.0
5.486111111111112	37.0	A1	0.006333333333333316	0.0
5.569444444444445	37.0	A1	0.006333333333333316	0.0
5.652777777777779	37.0	A1	0.006333333333333316	0.0
5.736111111111112	37.0	A1	0.006333333333333316	0.0
5.819444444444445	37.0	A1	0.006333333333333316	0.0
5.902777777777779	37.0	A1	0.006333333333333316	0.0
5.986111111111112	37.0	A1	0.006333333333333316	0.0
6.069444444444445	37.0	A1	0.005333333333333315	0.0
6.152777777777779	37.0	A1	0.005666666666666653	0.0
6.236111111111112	37.0	A1	0.005333333333333315	0.0
6.319444444444445	37.0	A1	0.005333333333333315	0.0
6.402777777777779	37.0	A1	0.005333333333333315	0.0
6.486111111111112	37.0	A1	0.005333333333333315	0.0
6.569444444444445	37.0	A1	0.005333333333333315	0.0
6.652777777777779	37.0	A1	0.005333333333333315	0.0
6.736111111111112	37.0	A1	0.005666666666666653	0.0
6.819444444444445	37.0	A1	0.005333333333333315	0.0
6.902777777777779	37.0	A1	0.005333333333333315	0.0
6.986111111111112	37.0	A1	0.005333333333333315	0.0
7.069444444444445	37.0	A1	0.005333333333333315	0.0
7.152777777777779	37.0	A1	0.005333333333333315	0.0
7.236111111111112	37.0	A1	0.005333333333333315	0.0
7.319444444444445	37.1	A1	0.005333333333333315	0.0
7.402777777777779	37.0	A1	0.005333333333333315	0.0
7.486111111111112	37.0	A1	0.005666666666666653	0.0
7.569444444444445	37.0	A1	0.005333333333333315	0.0
7.652777777777779	37.1	A1	0.005333333333333315	0.0
7.736111111111112	37.0	A1	0.006333333333333316	0.0
7.819444444444445	37.0	A1	0.005666666666666653	0.0
7.902777777777779	37.0	A1	0.005333333333333315	0.0
7.986111111111112	37.0	A1	0.005666666666666653	0.0
8.069444444444445	37.0	A1	0.005666666666666653	0.0
