condition;10fthfglu3;12dgr;13dpg;1ag3p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;accoa;acdhlpl_PdhC;actp;ade;adn;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;co2;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;e4p;f6p;fa;fdp;fmettrna;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gsn;gtp;gua;h2o;h;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r1p;r5p;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;0.0757037;0.213291;0.673252;1.59961;1.33887;1.09336;0.121401;0.473808;2.72868;26.4378;16.8065;0.096879;0.31913;1.68929;0.702327;0.21844;0.0339169;0.0354948;1.46088;0.103928;0.195827;189.299;5.37084;0.40025;0.0199303;0.945378;0.0587546;0.11839;0.123523;0.0696574;1.01012;0.979129;0.962185;0.790005;0.0575506;0.896946;0.79977;0.0562976;0.986449;0.901002;0.807874;0.969832;0.06104;2.41119;1.55427;0.0171663;0.937224;0.828354;0.0567143;0.107094;3.57811;0.862239;1.07285;18.5528;1.16749e-08;0.0192629;2.04956;1.0385;0.781044;0.0885976;0.0953873;0.187421;0.112013;0.0791032;0.0657704;0.0604708;2.61199;2.02373;2.23071;1.63258;1.20673;15.9619;1.49761;0.846413;0.520294;0.000794263;0.00105748;0.307343;0.00703493;1.44036;0.269737;0.00369103;2.32998;3.72463;1.18045;2.49027;0.166892;0.113432;0.180102;0.840385;2.23369;0.051234;0.291582;0.23514;0.964352;0.242216;0.936575;0.513303;0.0221203;0.0490526;0.00926512;0.0326611;0.20979;0.137644;0.56658;0.0936715;89.0003;0.919307;2.84211;46.208;616.196
