condition;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
1;0.0484699;6.51604e-13;0.881052;9.1065e-13;0.00954123;0.0450483;0.0244247;0.0225562;1.07706e-12;1.23354e-12;5.61311;9.12167e-13;1.01547;1.77768e-09;2.15986e-10;0.00268765;0.0274092;8.13213e-13;7.32025e-10;2.9055;1.45711e-09;0.0454892;4.61126e-11;1.148e-09;0.885746;0.0252902;0.000872237;0.0234592;0.000616891;0.013227;0.744705;0.233524;0.0245833;0.0232794;0.00544147;0.000462627;4.48415;0.27743;0.00204078;0.00237582;0.0223244;0.00694146;0.000937926;0.0439309;0.0101419;0.00288525;0.0097081;0.00752273;6.84229;0.0717833;14.4438;0.012012;0.00978598;0.00700882;15.1227;0.0323845;1.32834;0.000816544;0.498077;0.0110579;0.00130067;1.73174e-06;0.0366746;0.0018743;0.0107066;7.57714;0.000732953;0.0556363;0.0314711;0.0540762;31.9051;1.79439;1.70779;0.168578;4.46013;0.00180515;0.000849046;0.0140218;1.17764;1.05139;15.7572;0.00112358;0.0014377;0.0487771;0.119898;31.2902;5.12085;2.21314;0.0445662;0.01438;0.0143665;0.0442406;4.65671e-05;0.111484;0.0217354;0.173046;0.371521;0.217218;0.0131761;0.0102583;31.7039;0.00218427;0.0191007;0.0480343;1.61565;0.190771;1.95335e-05;0.00946606;0.00176223;0.0830157;3.39472;417.615
