condition;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
1;0.0296263;0.000879732;0.413883;0.000901025;0.0059489;0.0207288;0.0108655;0.0105838;0.00649548;0.000901025;5.98036;0.00188862;0.485968;0.72;0.00488948;0.00357481;0.00840737;0.000311366;0.526621;1.54328;2.88483;0.0206691;0.117129;0.00107148;1.02383;0.0405569;0.0109982;0.0932048;0.0275491;37.4236;4.54709;0.272881;0.0934815;0.00620598;0.00113351;0.000915848;0.559452;0.627299;0.00661982;0.0175729;0.0175726;0.00108744;0.00208278;0.00781575;0.00772136;0.00678487;0.00780036;0.0594028;6.00288;0.0164249;5.57645;0.52444;0.0274736;0.00979705;30.3974;0.014933;1.46127;0.0114703;0.323579;0.0151948;0.000109186;2.64809e-06;0.0022195;0.000975418;0.00159129;22.3408;0.000967399;1.37938;1.39523;1.39052;12.6335;4.46771;21.3529;1.18697;6.0041;0.00343835;0.00224436;0.0077613;1.88906;0.25669;1.58304;0.00687578;0.0189336;0.190633;0.229003;7.46763;1.13172;0.430336;0.0108922;0.00358057;0.00333788;0.0107215;0.684534;0.159532;0.159486;0.159715;0.159296;0.149412;0.0174836;0.017376;2.78603;0.000906145;0.00745833;0.00741374;1.63697;0.514293;0.174056;2.98317;1.34128;1.30663;37.8657;0.560178
