condition;iter;t;dt;mu;density;consistent;mu_diff
1;42100;0.0230265;2.35873e-07;0.362691;1;1;0
1;42200;0.0230699;4.71745e-07;0.362733;1;1;0
1;42300;0.0230939;1.88698e-07;0.362756;1;1;0
1;42400;0.0231282;3.77396e-07;0.362789;1;1;0
1;42500;0.0231624;1.50958e-07;0.362821;1;1;0
1;42600;0.0231859;3.01917e-07;0.362844;1;1;0
1;42700;0.0232237;1.20767e-07;0.36288;1;1;0
1;42800;0.023238;2.41534e-07;0.362894;1;1;0
1;42900;0.0232665;4.83067e-07;0.362921;1;1;0
1;43000;0.0233101;1.93227e-07;0.362962;1;1;0
1;43100;0.0233326;3.86454e-07;0.362984;1;1;0
1;43200;0.0233774;7.72908e-07;0.363026;1;1;0
1;43300;0.023397;1.54582e-07;0.363045;1;1;0
1;43400;0.0234267;3.09163e-07;0.363073;1;1;0
1;43500;0.0234592;1.23665e-07;0.363104;1;1;0
1;43600;0.0234781;2.4733e-07;0.363122;1;1;0
1;43700;0.023516;4.94661e-07;0.363157;1;1;0
1;43800;0.0235495;1.97864e-07;0.363189;1;1;0
1;43900;0.0235796;3.95729e-07;0.363217;1;1;0
1;44000;0.0236206;1.58291e-07;0.363256;1;1;0
1;44100;0.023641;3.16583e-07;0.363275;1;1;0
1;44200;0.0236818;6.33166e-07;0.363313;1;1;0
1;44300;0.0236964;1.26633e-07;0.363327;1;1;0
1;44400;0.0237211;2.53266e-07;0.36335;1;1;0
1;44500;0.0237705;5.06533e-07;0.363396;1;1;0
1;44600;0.0237921;2.02613e-07;0.363417;1;1;0
1;44700;0.0238314;4.05226e-07;0.363453;1;1;0
1;44800;0.0238625;1.6209e-07;0.363482;1;1;0
1;44900;0.0238904;3.24181e-07;0.363508;1;1;0
1;45000;0.0239253;1.29672e-07;0.363541;1;1;0
1;45100;0.0239433;2.59345e-07;0.363558;1;1;0
1;45200;0.0239793;5.18689e-07;0.363591;1;1;0
1;45300;0.0239971;1.03738e-07;0.363607;1;1;0
1;45400;0.0240158;2.07476e-07;0.363625;1;1;0
1;45500;0.0240534;4.14952e-07;0.36366;1;1;0
1;45600;0.0240858;1.65981e-07;0.36369;1;1;0
1;45700;0.0241129;3.31961e-07;0.363715;1;1;0
1;45800;0.0241499;1.32784e-07;0.363749;1;1;0
1;45900;0.0241673;2.65569e-07;0.363765;1;1;0
1;46000;0.0242021;5.31138e-07;0.363797;1;1;0
1;46100;0.0242224;1.06228e-07;0.363816;1;1;0
1;46200;0.0242411;2.12455e-07;0.363833;1;1;0
1;46300;0.0242784;4.2491e-07;0.363867;1;1;0
1;46400;0.0243096;1.69964e-07;0.363896;1;1;0
1;46500;0.0243373;3.39928e-07;0.363921;1;1;0
1;46600;0.0243751;1.35971e-07;0.363956;1;1;0
