condition;mu;density;run_time;converged;model;solver
157;0.00220296657562391;0.999999999989976;0.555;1;newextended16;SLSQP
158;0.00212020058193713;0.999999999989891;0.597;1;newextended16;SLSQP
159;0.00204049854874863;0.999999999988312;0.483;1;newextended16;SLSQP
160;0.00196375005104655;1.00000000000387;0.424;1;newextended16;SLSQP
161;0.00188984844033495;1.00000000001013;0.355;1;newextended16;SLSQP
162;0.00181869072970705;1.00000000000176;0.354;1;newextended16;SLSQP
163;0.00175017748135757;0.999999999999399;0.364;1;newextended16;SLSQP
164;0.00168421269657885;0.999999999998585;0.373;1;newextended16;SLSQP
165;0.0016207037082711;0.999999999998295;0.412;1;newextended16;SLSQP
166;0.00155956107597376;1.00000000000899;0.376;1;newextended16;SLSQP
167;0.00150069848342617;1.00000000000834;0.362;1;newextended16;SLSQP
168;0.00144403263866733;1.00000000000766;0.359;1;newextended16;SLSQP
169;0.00138948317665519;1.00000000000695;0.354;1;newextended16;SLSQP
170;0.00133697256440524;1.00000000000624;0.37;1;newextended16;SLSQP
171;0.00128642600909646;1.00000000984984;0.32;1;newextended16;SLSQP
172;0.00123777136627024;1.00000000963101;0.319;1;newextended16;SLSQP
173;0.00119093905531914;1.00000000894795;0.313;1;newextended16;SLSQP
174;0.00114586197252193;1.00000000831495;0.322;1;newextended16;SLSQP
175;0.00110247540889239;1.00000000772754;0.31;1;newextended16;SLSQP
176;0.00106071696993731;1.00000000718173;0.306;1;newextended16;SLSQP
177;0.00102052649771823;1.00000000667314;0.301;1;newextended16;SLSQP
178;0.000981845995194607;1.00000000620056;0.311;1;newextended16;SLSQP
179;0.000944619552807164;1.00000000577105;0.31;1;newextended16;SLSQP
180;0.000908793277258886;1.00000000536633;0.312;1;newextended16;SLSQP
181;0.000874315222441264;1.00000000465497;0.315;1;newextended16;SLSQP
182;0.000841135322487657;1.00000000321903;0.301;1;newextended16;SLSQP
183;0.000809205326874522;1.00000000002552;0.376;1;newextended16;SLSQP
184;0.000778478737711757;1.00000000002246;0.37;1;newextended16;SLSQP
185;0.000748910748468996;1.00000000001982;0.368;1;newextended16;SLSQP
186;0.000720458185285828;0.99999999912564;0.415;1;newextended16;SLSQP
187;0.000693079449910144;1.00000000045465;0.589;1;newextended16;SLSQP
188;0.000666734464159121;1.00000000021176;0.421;1;newextended16;SLSQP
189;0.000641384616744611;1.00000000014409;0.423;1;newextended16;SLSQP
190;0.000616992711345724;1.00000000009824;0.412;1;newextended16;SLSQP
191;0.000593522916609132;1.00000000006377;0.365;1;newextended16;SLSQP
192;0.000570940717737589;1.00000000007246;0.404;1;newextended16;SLSQP
193;0.000549212869691778;1.0000000000882;0.422;1;newextended16;SLSQP
194;0.00052830735193416;1.00000000003552;0.402;1;newextended16;SLSQP
195;0.000508193324701145;1.00000000003378;0.413;1;newextended16;SLSQP
196;0.000488841086726676;0.999999999792292;0.406;1;newextended16;SLSQP
197;0.000470222034422919;0.999999999990077;0.422;1;newextended16;SLSQP
198;0.000452308622389729;1.00000000006474;0.421;1;newextended16;SLSQP
199;0.000435074325331188;1.00000000011812;0.413;1;newextended16;SLSQP
200;0.000418493601230613;1.00000000000863;0.429;1;newextended16;SLSQP
