rxn1;rxn2;rxn3;rxn4;Ribosome
0.5730170367540584;0.42698296324594165;0.20727514925191004;0.23134363074928266;0.47026475110728483
0.5708508952040485;0.4291491047959515;0.23616799733934157;0.2607477639450259;0.4542911137239654
0.5694238386556203;0.43057616134437976;0.23456383357500565;0.25971562806703224;0.4646397222951642
0.5678475001563286;0.4321524998436715;0.2348124234842444;0.2605455671583138;0.47291983231330126
0.5661992906211237;0.4338007093788762;0.23619930829122546;0.2625232290836699;0.47983734096019826
0.5645335510392393;0.43546644896076075;0.2380749650650639;0.26499914925165435;0.48600281697107467
0.5628835070495177;0.4371164929504823;0.24007882321443322;0.2676123062486459;0.49175197355902106
0.5612695421032374;0.4387304578967625;0.24206057220728136;0.2702116137975416;0.4972276148505764
0.5597057154825882;0.44029428451741187;0.24396618562072908;0.27274217142333396;0.5024850117768672
0.5582029514958733;0.4417970485041267;0.24577835610838192;0.27518581096516037;0.5075459157664043
0.5567703091949794;0.4432296908050206;0.24749289305757993;0.27753753643295237;0.512419843090993
0.5554154277201346;0.4445845722798653;0.24911020288672825;0.2797970193197636;0.5171118024438911
0.5541446528951868;0.4458553471048133;0.2506323149705196;0.28196563035769223;0.5216250746165193
0.5529630499956653;0.4470369500043347;0.2520618642311023;0.28404542496351964;0.5259622520970225
0.5518743847960248;0.44812561520397526;0.253401751862989;0.2860388056657461;0.5301256702290849
0.5508811075112787;0.4491188924887212;0.25465503478350277;0.2879484124271797;0.5341176222614074
0.5499843555902274;0.4500156444097726;0.25582488633914496;0.2897770832328527;0.5379404925039972
0.5491839832049883;0.4508160167950117;0.25691457377217264;0.29152783017129025;0.5415968520602064
0.5484786208494978;0.45152137915050217;0.2579274347498898;0.29320381306911836;0.5450895306367348
0.5478657652670127;0.45213423473298736;0.25886684871574706;0.2948083063009159;0.548421667676714
0.5473418972440662;0.45265810275593377;0.2597362038429218;0.2963446595578186;0.5515967432285189
0.5469026225556384;0.45309737744436157;0.26053886214522193;0.29781625528084105;0.5546185888356017
0.5465428296504746;0.45345717034952543;0.2612781256611563;0.29922646595973185;0.5574913795493432
0.5462568566625754;0.4537431433374246;0.2619572062817123;0.30057861425410115;0.5602196091977963
0.5460386600825752;0.4539613399174248;0.2625792010849981;0.3018759382433359;0.5628080519407033
0.5458819778752152;0.4541180221247848;0.2631470741966114;0.3031215632771489;0.5652617137312219
0.5457804808505997;0.45421951914940034;0.26366364538073483;0.3043184810509031;0.5675857775206656
0.5457279074963012;0.4542720925036988;0.2641315848985935;0.3054695357938487;0.5697855458970411
0.5457181790488196;0.4542818209511804;0.264553413708363;0.30657741690704926;0.5718663844101561
0.545745493140503;0.45425450685949703;0.2649315078342325;0.30764465704432997;0.573833668205188
0.5458043957584227;0.45419560424157734;0.2652681056752592;0.30867363447841745;0.5756927338687511
0.5458898324030629;0.4541101675969371;0.26556531710929965;0.3096665785962481;0.5774488376796957
0.5459971801949303;0.45400281980506974;0.265825133420475;0.3106255774740289;0.5791071208199435
0.5461222632449388;0.45387773675506116;0.26604943729237346;0.31155258664811286;0.5806725815798025
0.5462613539070935;0.4537386460929065;0.2662400123266322;0.31244943838485245;0.5821500542033744
0.5464111626138646;0.4535888373861355;0.2663985517433424;0.3133178509350099;0.5835441937594725
0.5465688189068216;0.4534311810931784;0.266526666082859;0.31415943742010743;0.5848594662759817
0.5467318460681203;0.45326815393187964;0.26662588985372143;0.3149757141317487;0.586100143318631
0.5468981314775505;0.45310186852244955;0.26669768715998055;0.3157681081287961;0.5872703002050963
0.5470658945025342;0.4529341054974659;0.2667434563980659;0.3165379640934017;0.5883738171003352
0.5472336534036559;0.45276634659634407;0.26676453414461465;0.31728655045921456;0.5894143823206783
0.5474001924267657;0.4525998075732342;0.26676219836876564;0.31801506485825654;0.5903954972681681
0.5475645299680467;0.45243547003195334;0.26673767110104557;0.31872463895151093;0.5913204825126244
0.5477258884484211;0.45227411155157893;0.26669212068094095;0.3194163427162201;0.5921924846300732
0.5478836663215427;0.45211633367845727;0.2666266636903138;0.32009118826357585;0.5930144834884438
0.5480374124653687;0.45196258753463125;0.26654236666276143;0.32075013325653146;0.5937892997428331
0.5481868030687386;0.45181319693126143;0.2664402476417615;0.3213940839908277;0.5945196023626549
0.5483316210179622;0.4516683789820378;0.2663212776442329;0.3220238981944279;0.5952079160620597
0.5484717377099354;0.4515282622900646;0.266186382071692;0.32264038759235886;0.5958566285441493
0.5486070971633479;0.45139290283665207;0.26603644209883526;0.3232443202760778;0.5964679974999725
0.5487377022638487;0.45126229773615134;0.2658722960592015;0.3238364229092958;0.5970441573264454
0.5488636029586367;0.4511363970413634;0.26569474083946343;0.3244173827958726;0.5975871255444946
0.548984886207355;0.4510151137926451;0.26550453328767054;0.32498784983000606;0.5980988089110609
0.5491016674963756;0.4508983325036244;0.2653023916361648;0.3255484383444633;0.5985810092271895
0.5492140837300672;0.4507859162699328;0.2650889969366551;0.32609972886895866;0.5990354288501186
0.5493222873233983;0.4506777126766018;0.26486499450280737;0.3266422698078876;0.5994636759208289
0.5494264413336365;0.45057355866636356;0.26463099535445583;0.3271765790443696;0.5998672693204732
0.5495267154837052;0.45047328451629476;0.2643875776569563;0.32770314547583324;0.600247643369961
