rxn1;rxn2;rxn3;rxn4;Ribosome
0.7800462681379035;0.21995373186209655;0.14111567763754707;0.7994423973806717;0.05323215822401295
0.7093740379961844;0.2906259620038157;0.11398301343331924;0.7799403552608353;0.05244004988504718
0.8124672644350661;0.18753273556493394;0.038956115297964125;0.6952291555871045;0.06973861997590611
0.7763234238386214;0.22367657616137865;0.024786722324121702;0.6854055153165305;0.0959362048303353
0.7667129500707871;0.23328704992921287;0.01737233984900181;0.6795062017345873;0.13333084379199706
0.7552434779064197;0.24475652209358034;0.008289684239535413;0.6722233495203226;0.16667596308984559
0.7440458998823714;0.2559541001176287;0.0;0.6642254437261051;0.19758907874454715
0.7335036435315174;0.2664963564684826;0.0;0.6557724257210907;0.22653468470138632
0.723123177987232;0.276876822012768;0.0;0.6469078659000973;0.25344552918602753
0.7131736396018096;0.28682636039819037;0.0;0.6377909422829648;0.27869658021410887
0.7037328816039092;0.29626711839609077;0.0;0.6285318168092069;0.3025129224940698
0.6948019653464563;0.3051980346535437;0.0;0.6192197129152474;0.32504184106740447
0.6863532898366094;0.3136467101633906;0.0;0.6099362411978038;0.346383607112244
0.6783504615327388;0.3216495384672612;0.0;0.6007627394770497;0.3666053103891855
0.6707565573277289;0.3292434426722711;0.0;0.5917853167664592;0.38574731360434716
0.6635375253668728;0.3364624746331272;0.0;0.583099051415006;0.4038261750336343
0.6566635037762101;0.3433364962237899;0.0;0.5748117683133255;0.4208358359419545
0.6501092525618863;0.3498907474381137;0.0;0.5670471321261285;0.436748279960369
0.643854233969369;0.356145766030631;0.0;0.5599460330103975;0.4515149923618615
0.6378825808636064;0.3621174191363936;0.0;0.5536642373313154;0.46507110735912593
0.6321830371264294;0.36781696287357063;0.0;0.5483631981694518;0.47734481754818586
0.6267488420263894;0.3732511579736107;0.0;0.5441906814660513;0.48827460388673505
0.6215774254388955;0.3784225745611045;0.0;0.5412504530670924;0.4978344998167841
0.6166697027887764;0.3833302972112235;0.0;0.5395676126718789;0.5060614921365898
0.6120287965139267;0.3879712034860733;0.0;0.5390658231334878;0.5130715458698192
0.6076582631483083;0.3923417368516917;0.0;0.5395742742284936;0.519050265008181
0.6035602916947926;0.39643970830520736;0.0003481119211830818;0.5408665585858461;0.5242179019908055
0.5997335294050805;0.40026647059491943;0.0011954302807574185;0.5426369188439581;0.5288439659135727
0.5961743371302193;0.40382566286978067;0.0022482851177355865;0.5445959298455955;0.5331687440483994
0.59287685104619;0.40712314895380997;0.003357404608073081;0.546597187582052;0.5373067388553413
0.5898341288542832;0.41016587114571673;0.004454045498176631;0.548573999823371;0.5413039597694199
0.5870389782794705;0.4129610217205295;0.005507602048039631;0.5504973224250633;0.5451751925717555
0.5844842318227996;0.4155157681772003;0.006504496541036915;0.5523548256695399;0.5489223516801336
0.5821626686407982;0.41783733135920176;0.007438784908806598;0.5541415999401764;0.5525425775586397
0.5800667828099791;0.41993321719002086;0.00830815387313229;0.5558562171323538;0.5560316647825972
0.5781885232488786;0.42181147675112146;0.009112225221014772;0.5574990810709745;0.5593855053112543
0.5765190749373033;0.4234809250626967;0.009851808539260957;0.5590717153991086;0.5626007095402267
0.5750487173833077;0.4249512826166924;0.010528529472953367;0.5605764186820936;0.5656748837210253
0.5737667753986007;0.4262332246013994;0.011144599993189185;0.5620160541826958;0.5686067528877637
0.572661662800154;0.427338337199846;0.011702641221449058;0.5633938853472538;0.5713962005399574
0.5717210089142791;0.4282789910857209;0.012205529686377689;0.5647134284396926;0.5740442510193781
0.5709318500859819;0.42906814991401804;0.012656261958298111;0.5659783181016308;0.5765530054417173
0.5702808639305499;0.4297191360694501;0.013057840553562723;0.5671921898446571;0.5789255390365086
0.5697546228799125;0.4302453771200875;0.013413184733086841;0.5683585843936895;0.5811657688192965
0.5693398453206975;0.43066015467930246;0.013725067648293844;0.5694808766628368;0.583278302093551
0.5690236265197601;0.43097637348023987;0.013996078486227897;0.5705622292337267;0.5852682768800215
0.568793636599392;0.4312063634006081;0.014228606006296447;0.5716055677296114;0.5871412046321786
0.5686382781097475;0.43136172189025246;0.01442483860298269;0.5726135739460814;0.5889028237480597
0.5685468005211903;0.43145319947880967;0.014586775766060383;0.5735886920535741;0.590558969918107
0.5685093727874257;0.4314906272125742;0.014716246288252773;0.5745331434108165;0.592115466764008
0.5685171178479436;0.43148288215205644;0.014814929463720395;0.5754489462174801;0.5935780379169371
0.5685621145858113;0.43143788541418865;0.014884376544106372;0.5763379371114351;0.5949522398796361
0.5686373734968655;0.4313626265031345;0.014926030676852648;0.5772017926835193;0.5962434137854564
0.5687367923734655;0.4312632076265345;0.014941244339943312;0.5780420496290932;0.5974566534683516
0.568855097877371;0.43114490212262896;0.014931293875753785;0.5788601228374464;0.5985967869899671
0.5689877781625996;0.43101222183740046;0.014897391125846952;0.5796573211377638;0.5996683688130301
0.569131010861607;0.43086898913839305;0.014840692411208029;0.5804348606968762;0.6006756800509206
0.569281589876666;0.430718410123334;0.014762305227309673;0.5811938762303328;0.601622734568924
0.5694368535955439;0.43056314640445614;0.014663293066613944;0.5819354302747682;0.6025132890951161
0.5695946164189047;0.4304053835810952;0.014544678772236712;0.5826605208018358;0.6033508558728903
0.5697531048660591;0.4302468951339409;0.014407446787802798;0.5833700874521149;0.604138716726225
