t;dt;mu;dmu
0.0;0.01;0.0844354898983186;0.0
0.01;0.01;0.094993701857447;0.0105582119591284
0.02;0.01;0.2734320862946403;0.1784383844371933
0.03;0.01;0.4493749220794147;0.17594283578477443
0.04;0.01;0.6016708515127671;0.1522959294333524
0.05;0.01;0.7359426563963397;0.1342718048835726
0.060000000000000005;0.01;0.8555006637439329;0.11955800734759314
0.07;0.01;0.9546624387105143;0.0991617749665814
0.08;0.01;1.0433558833953294;0.0886934446848151
0.09;0.01;1.123321548119166;0.0799656647238367
0.09999999999999999;0.01;1.195777935536477;0.07245638741731097
0.10999999999999999;0.01;1.2616173354937616;0.0658393999572846
0.11999999999999998;0.01;1.3214929926931405;0.05987565719937882
0.12999999999999998;0.01;1.3758706215086067;0.05437762881546626
0.13999999999999999;0.01;1.4250637913351083;0.04919316982650157
0.15;0.01;1.4692614695688975;0.04419767823378917
0.16;0.01;1.508553864657759;0.03929239508886151
0.17;0.01;1.5429630288983196;0.03440916424056062
0.18000000000000002;0.01;1.572485471556504;0.029522442658184378
0.19000000000000003;0.01;1.5971531249180946;0.024667653361590602
0.20000000000000004;0.01;1.6171125715851635;0.019959446667068947
0.21000000000000005;0.01;1.6327062887571557;0.015593717171992205
0.22000000000000006;0.01;1.644516651991861;0.011810363234705301
0.23000000000000007;0.01;1.6533249282788594;0.008808276286998318
0.24000000000000007;0.01;1.6599750801620219;0.006650151883162536
0.25000000000000006;0.01;1.6652061811140557;0.005231100952033829
0.26000000000000006;0.01;1.669579961232513;0.004373780118457349
0.2700000000000001;0.01;1.6734747157334613;0.0038947545009482276
0.2800000000000001;0.01;1.6770273258201869;0.0035526100867255828
0.2900000000000001;0.01;1.680276982843338;0.0032496570231510535
0.3000000000000001;0.01;1.6832418989735571;0.0029649161302192084
0.3100000000000001;0.01;1.685936567074356;0.0026946681007988804
0.3200000000000001;0.01;1.6883752183813285;0.002438651306972517
0.3300000000000001;0.01;1.6905725654521409;0.0021973470708123166
0.34000000000000014;0.01;1.6925439718349002;0.0019714063827593886
0.35000000000000014;0.01;1.6943054238477961;0.0017614520128959033
0.36000000000000015;0.01;1.6958733801686734;0.0015679563208772507
0.37000000000000016;0.01;1.6972645342200168;0.0013911540513433795
0.38000000000000017;0.01;1.6984955234085837;0.0012309891885669
0.3900000000000002;0.01;1.6995826207566667;0.0010870973480829882
0.4000000000000002;0.01;1.7005414422281075;0.0009588214714408849
0.4100000000000002;0.01;1.7013866967835916;0.0008452545554840096
0.4200000000000002;0.01;1.702131997162663;0.0007453003790713897
0.4300000000000002;0.01;1.702789739417951;0.0006577422552880297
0.4400000000000002;0.01;1.7033710501049661;0.0005813106870151685
0.45000000000000023;0.01;1.7038857930477858;0.0005147429428196126
0.46000000000000024;0.01;1.704342623347121;0.00045683029933529795
0.47000000000000025;0.01;1.7047490747037934;0.0004064513566723882
0.48000000000000026;0.01;1.7051116666710597;0.0003625919672662903
0.49000000000000027;0.01;1.7054360203911667;0.0003243537201069735
0.5000000000000002;0.01;1.7057269739916145;0.0002909536004478408
0.5100000000000002;0.01;1.7059886915350575;0.00026171754344295195
0.5200000000000002;0.01;1.7062247618499524;0.00023607031489492059
0.5300000000000002;0.01;1.7064382855204374;0.0002135236704849941
0.5400000000000003;0.01;1.7066319497322309;0.00019366421179345394
0.5500000000000003;0.01;1.7068080915988613;0.0001761418666303971
0.5600000000000003;0.01;1.7069687511191478;0.0001606595202865435
0.5700000000000003;0.01;1.7071157151461696;0.00014696402702174538
0.5800000000000003;0.01;1.7072505537764653;0.0001348386302957305
0.5900000000000003;0.01;1.707374650475073;0.0001240966986078007
0.6000000000000003;0.01;1.7074892270963025;0.00011457662122937862
0.6100000000000003;0.01;1.7075953647821842;0.00010613768588174644
0.6200000000000003;0.01;1.7076940215455576;9.86567633733948e-05
0.6300000000000003;0.01;1.7077860471865147;9.20256409571163e-05
0.6400000000000003;0.01;1.7078721960555234;8.614886900870644e-05
0.6500000000000004;0.01;1.7079531380651616;8.09420096381519e-05
0.6600000000000004;0.01;1.7080294682634245;7.633019826291942e-05
0.6700000000000004;0.01;1.708101715212048;7.224694862340009e-05
0.6800000000000004;0.01;1.7081703483599149;6.863314786698105e-05
0.6900000000000004;0.01;1.7082357845611071;6.543620119225935e-05
0.7000000000000004;0.01;1.7082983938566285;6.26092955213764e-05
0.7100000000000004;0.01;1.7083585046159506;6.01107593221073e-05
0.7200000000000004;0.01;1.708416408117262;5.790350131129607e-05
0.7300000000000004;0.01;1.7084723626322815;5.595451501960724e-05
0.7400000000000004;0.01;1.7085265970714791;5.4234439197609063e-05
0.7500000000000004;0.01;1.708579314237771;5.271716629184908e-05
0.7600000000000005;0.01;1.7086306937305875;5.137949281652787e-05
0.7700000000000005;0.01;1.7086808945371794;5.020080659190462e-05
0.7800000000000005;0.01;1.708730057343888;4.91628067085248e-05
0.7900000000000005;0.01;1.7087783065965692;4.82492526812095e-05
0.8000000000000005;0.01;1.708825752336328;4.7445739758789074e-05
0.8100000000000005;0.01;1.7088724918340472;4.673949771927255e-05
0.8200000000000005;0.01;1.7089186110448478;4.611921080055481e-05
0.8300000000000005;0.01;1.708964185901481;4.5574856633257e-05
0.8400000000000005;0.01;1.7090092834637811;4.509756230008932e-05
0.8500000000000005;0.01;1.7090539629395607;4.467947577957432e-05
0.8600000000000005;0.01;1.7090982765907998;4.431365123913622e-05
0.8700000000000006;0.01;1.7091422705375592;4.399394675935753e-05
0.8800000000000006;0.01;1.709185985470776;4.371493321686515e-05
0.8900000000000006;0.01;1.7092294572839462;4.347181317010396e-05
0.9000000000000006;0.01;1.7092727176326508;4.326034870461015e-05
0.9100000000000006;0.01;1.7093157944299437;4.3076797292984637e-05
0.9200000000000006;0.01;1.7093587122847558;4.291785481203014e-05
0.9300000000000006;0.01;1.7094014928897225;4.278060496676339e-05
0.9400000000000006;0.01;1.7094441553641269;4.266247440432025e-05
0.9500000000000006;0.01;1.7094867165570473;4.2561192920453905e-05
0.9600000000000006;0.01;1.7095291913152395;4.2474758192190265e-05
0.9700000000000006;0.01;1.7095715927197712;4.240140453171115e-05
0.9800000000000006;0.01;1.709613932295;4.2339575228700355e-05
0.9900000000000007;0.01;1.709656220193069;4.2287898069037766e-05
1.0000000000000007;0.01;1.709698465356748;4.22451636790111e-05
1.0100000000000007;0.01;1.709740675663123;4.221030637507894e-05
1.0200000000000007;0.01;1.7097828580503593;4.21823872363003e-05
1.0300000000000007;0.01;1.7098134900917474;3.063204138809006e-05
1.0400000000000007;0.01;1.709829256982656;1.5766890908652798e-05
1.0500000000000007;0.01;1.709840870481293;1.1613498636986463e-05
1.0600000000000007;0.01;1.709850766982388;9.896501094841526e-06
1.0700000000000007;0.01;1.7098595439333755;8.7769509875546e-06
1.0800000000000007;0.01;1.7098674117491552;7.867815779771803e-06
1.0900000000000007;0.01;1.709874488623982;7.076874826816848e-06
1.1000000000000008;0.01;1.7098808632244817;6.374600499681193e-06
1.1100000000000008;0.01;1.7098866097058936;5.746481411827986e-06
1.1200000000000008;0.01;1.7098917924161094;5.182710215878572e-06
1.1300000000000008;0.01;1.7098964680503121;4.6756342026998965e-06
1.1400000000000008;0.01;1.709900686977064;4.218926751953234e-06
1.1500000000000008;0.01;1.709904494184395;3.8072073309525223e-06
1.1600000000000008;0.01;1.7099079300027586;3.435818363595189e-06
1.1700000000000008;0.01;1.7099110306801242;3.1006773655306574e-06
1.1800000000000008;0.01;1.709913828853224;2.7981730998938303e-06
1.1900000000000008;0.01;1.709916353943077;2.5250898529893817e-06
1.2000000000000008;0.01;1.709918632493447;2.2785503699385146e-06
1.2100000000000009;0.01;1.7099206884649247;2.055971477732399e-06
1.2200000000000009;0.01;1.7099225434934429;1.8550285181273551e-06
1.2300000000000009;0.01;1.709924217119521;1.6736260781691215e-06
1.2400000000000009;0.01;1.7099257269928283;1.5098733072704817e-06
1.2500000000000009;0.01;1.7099270890555591;1.3620627308252864e-06
1.260000000000001;0.01;1.7099283177073386;1.2286517794279916e-06
1.270000000000001;0.01;1.7099294259538276;1.1082464890233013e-06
1.280000000000001;0.01;1.7099304255408587;9.99587031147442e-07
1.290000000000001;0.01;1.7099313270756078;9.015347490759495e-07
1.300000000000001;0.01;1.7099321401361323;8.130605244627276e-07
1.310000000000001;0.01;1.7099328733704282;7.332342959465166e-07
1.320000000000001;0.01;1.7099335345860214;6.612155931673414e-07
1.330000000000001;0.01;1.7099341308310014;5.962449800556158e-07
1.340000000000001;0.01;1.7099346684673258;5.376363243492221e-07
1.350000000000001;0.01;1.7099351532371108;4.847697849807986e-07
1.360000000000001;0.01;1.7099355903225875;4.3708547670107123e-07
1.370000000000001;0.01;1.7099359844003157;3.940777282274155e-07
1.380000000000001;0.01;1.7099363396901974;3.5528988173716414e-07
1.390000000000001;0.01;1.7099366599997878;3.2030959040696416e-07
1.400000000000001;0.01;1.7099369487643437;2.8876455582249605e-07
1.410000000000001;0.01;1.7099372090830172;2.603186735061769e-07
1.420000000000001;0.01;1.7099374437515595;2.346685423759709e-07
1.430000000000001;0.01;1.7099376552918721;2.1154031260017803e-07
1.440000000000001;0.01;1.7099378459786938;1.906868216661195e-07
1.450000000000001;0.01;1.7099380178637151;1.7188502132725603e-07
1.460000000000001;0.01;1.709938172797348;1.5493363281215977e-07
1.470000000000001;0.01;1.7099383124483913;1.396510433959719e-07
1.480000000000001;0.01;1.7099384383217833;1.258733919318189e-07
1.490000000000001;0.01;1.7099385517746284;1.1345284511854459e-07
1.500000000000001;0.01;1.7099386540306691;1.0225604074598493e-07
1.5100000000000011;0.01;1.7099387461933453;9.216267615741458e-08
1.5200000000000011;0.01;1.709938829257581;8.306423571191601e-08
1.5300000000000011;0.01;1.7099389041204265;7.486284547830735e-08
1.5400000000000011;0.01;1.7099389715906539;6.747022740505315e-08
1.5500000000000012;0.01;1.709939032397425;6.080677117381583e-08
1.5600000000000012;0.01;1.7099390871981033;5.480067821750367e-08
1.5700000000000012;0.01;1.7099391365853072;4.9387203882034214e-08
1.5800000000000012;0.01;1.7099391810932718;4.4507964647166887e-08
1.5900000000000012;0.01;1.7099392212035884;4.011031662365383e-08
1.6000000000000012;0.01;1.7099392573503793;3.6146790893809566e-08
1.6100000000000012;0.01;1.7099392899249684;3.257458902616861e-08
1.6200000000000012;0.01;1.7099393192800916;2.935512322110867e-08
1.6300000000000012;0.01;1.7099393457336969;2.645360530628693e-08
1.6400000000000012;0.01;1.7099393695723653;2.3838668372633265e-08
1.6500000000000012;0.01;1.709939391054404;2.148203881446875e-08
1.6600000000000013;0.01;1.709939410412631;1.9358227021371022e-08
1.6700000000000013;0.01;1.7099394278568838;1.7444252708997965e-08
1.6800000000000013;0.01;1.709939443576288;1.571940422273599e-08
1.6900000000000013;0.01;1.7099394577412963;1.4165008277444713e-08
1.7000000000000013;0.01;1.709939470505532;1.276423566842766e-08
1.7100000000000013;0.01;1.709939482007446;1.15019140878303e-08
1.7200000000000013;0.01;1.7099394923718163;1.0364370250925958e-08
1.7300000000000013;0.01;1.709939501711094;9.33927779556143e-09
1.7400000000000013;0.01;1.7099395101266235;8.415529384464548e-09
1.7500000000000013;0.01;1.7099395177097352;7.583111694131617e-09
1.7600000000000013;0.01;1.7099395245427342;6.8329990554616415e-09
1.7700000000000014;0.01;1.7099395306997938;6.157059528888453e-09
1.7800000000000014;0.01;1.7099395362477556;5.547961867691242e-09
1.7900000000000014;0.01;1.7099395412468565;4.999100911007304e-09
1.8000000000000014;0.01;1.7099395457513777;4.504521200487943e-09
1.8100000000000014;0.01;1.709939549810235;4.058857250299752e-09
1.8200000000000014;0.01;1.7099395534675088;3.6572738171258834e-09
1.8300000000000014;0.01;1.7099395567629203;3.2954114992378436e-09
1.8400000000000014;0.01;1.7099395597322649;2.9693445480205582e-09
