rxn1;rxn2;rxn3;rxn4;Ribosome
0.5823927854615749;0.4176072145384251;0.06748521868879287;0.3982400726986475;0.40659208536770053
0.5819534793838315;0.41804652061616854;0.0651797256357182;0.39634712952306145;0.42078591171292073
0.5812636349476514;0.4187363650523485;0.0651487729224157;0.396746923332707;0.43218781988226607
0.580390258081615;0.41960974191838496;0.06683794358962199;0.39888571490446456;0.44147291366996905
0.5793901819041642;0.4206098180958358;0.06939327856251838;0.40191039625951447;0.44951270884379463
0.5783015987272306;0.4216984012727694;0.07221498782604505;0.40522127041300837;0.45689723735856197
0.5771483253899081;0.4228516746100918;0.07503743035807789;0.4085520517111533;0.4638924925945506
0.5759473316965542;0.4240526683034458;0.07776824666210042;0.41180937474675083;0.4706001056201969
0.5747129301658325;0.42528706983416753;0.08037979398192262;0.4149644676580735;0.47706000538514853
0.5734583686009833;0.42654163139901663;0.08286602370732817;0.41801012909059054;0.48329069197143054
0.5721963227759475;0.4278036772240525;0.0852277779601552;0.4209460634127311;0.489302952493288
0.5709389925845025;0.4290610074154975;0.08746796447487903;0.4237740720702752;0.49510443005591837
0.5696980591937995;0.43030194080620054;0.08958999596037429;0.4264965015926005;0.5007011915746042
0.5684845926397183;0.4315154073602817;0.09159730824016382;0.4291157675485476;0.5060983123317614
0.5673089414600665;0.4326910585399335;0.09349323926591332;0.4316342383427672;0.5113001361366818
0.5661806167078658;0.43381938329213415;0.09528102929326257;0.43405423982847485;0.5163104290309709
0.5651081767486008;0.4348918232513992;0.09696385970089437;0.4363780984771534;0.5211324995859912
0.5640991179294526;0.43590088207054745;0.09854490040540025;0.43860819310565746;0.5257693100437073
0.5631597764035973;0.43684022359640273;0.10002735370519737;0.44074700289844787;0.5302235854601437
0.5622952468657818;0.43770475313421814;0.10141448879708775;0.44279714575898843;0.5344979215872344
0.5615093241340243;0.4384906758659757;0.1027096639141434;0.4447614036430154;0.538594889527785
0.560804473099387;0.43919552690061303;0.10391633465638792;0.4466427331002359;0.5425171339406392
0.5601818314355067;0.43981816856449324;0.10503804846079948;0.44844426062504683;0.5462674610490117
0.559641247638662;0.44035875236133804;0.10607842646163033;0.4501692637733707;0.5498489127208632
0.5591813546284476;0.4408186453715523;0.10704113515289333;0.4518211402652603;0.5532648233931123
0.558799676565179;0.4412003234348209;0.10792985113214408;0.4534033682989822;0.5565188575465614
0.5584927640803168;0.44150723591968316;0.10874822264545299;0.45491946189902377;0.5596150266987698
0.5582563511070355;0.44174364889296447;0.10949983160737294;0.4563729252243184;0.5625576863047964
0.5580855251957078;0.4419144748042923;0.11018815927159144;0.4577672093871095;0.5653515143458249
0.5579749027317601;0.4420250972682399;0.11081655789798521;0.4591056745817168;0.5680014745546665
0.5579188008275192;0.4420811991724808;0.11138822977065654;0.4603915593595102;0.5705127680315448
0.55791139870013;0.44208860129987004;0.11190621394492725;0.46162795788901245;0.5728907773713265
0.5579468828611704;0.4420531171388296;0.11237338028001478;0.46281780515788995;0.575141007360612
0.5580195721902851;0.4419804278097149;0.11279242973106274;0.4639638694026087;0.5772690258818245
0.558124020723376;0.44187597927662403;0.11316589955110787;0.4650687506277416;0.5792804079943579
0.5582550975821555;0.4417449024178445;0.1134961719634955;0.4661348838862191;0.581180685374641
0.5584080447936666;0.44159195520633343;0.11378548495244346;0.46716454598830515;0.5829753025000283
0.5585785147426695;0.4414214852573305;0.11403594401894566;0.4681598644320485;0.5846695802406139
0.5587625896624653;0.4412374103375347;0.11424953400142557;0.46912282754467705;0.5862686869303365
0.5589567859310982;0.4410432140689018;0.11442813031931352;0.47005529504676913;0.5877776165454611
0.5591580460503554;0.44084195394964465;0.11457350923251447;0.4709590084666999;0.5892011733222744
0.559363721102943;0.44063627889705703;0.1146873569042383;0.47183560102256705;0.5905439619787813
0.5595715462663191;0.44042845373368084;0.11477127720346186;0.4726866067437538;0.5918103826417488
0.5597796116612765;0.4402203883387235;0.11482679828821053;0.4735134687230035;0.5930046295931718
0.5599863304718236;0.44001366952817644;0.11485537807777595;0.4743175464752886;0.5941306930137739
