;5FTHFabc;ACALDt;ACt;ADEt2;ADNabc;ATPase;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;DURIabc;FAt;FORt;GLCpts;GLYCt;GSNabc;GUAt2;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NAt;NAt3;NH3t;O2t;PIabc;PYRt2r;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPDP;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCDPMP;DCMPDA;DCTPDP;DCTPMP;DCYTK;DGK1;DGSNK;DNAP;DRPA;DURIK1;DUTPDP;ENO;FAKr;FBA;FMETTRS;FMNAT;FTHFCL;GALU;GAPD;GAPDP;GHMT;GHMT2;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADK;NADS;NCTPPRT;NNATr;NOX;NTD1;NTD5;NTD6;NTD8;NTD9;PAPA;PDH_E1;PDH_E2;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK2;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM;PPM2;PRPPS;PSSYN;PTAr;PUNP1;PUNP2;PUNP3;PUNP4;PYK;PYK2;PYK3;PYK4;PYK5;PYK6;PYK7;PYK8;PYK9;PdhC_transl;RBFK;RNDR1;RNDR2;RNDR3;RNDR4;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
forward;0.07912963934472883;440526490000.0;600520540000.0;1361348609999.9998;0.05948869274487808;0.018000687677066574;440095500000.0;0.08070255150120306;0.058281468666573334;0.056468698391039004;0.05948869274487808;1068.5291877854586;2682460000000.0;450174910000.0;0.14053407632313522;920939630000.0;0.060695916823182816;1521342659999.9998;180152870000.0;10079410000.0;14.137164297917357;900780810000.0001;0.038772544209012764;229897692800.0;239977102800.0;170305260000.00003;319988100000.0;0.07061220509252282;880621990000.0001;0.059686463582048384;0.0576013719502279;1130948810000.0;115194599999999.98;115214760000000.0;4250.29441564947;0.2273478181416672;2.047720781855827;0.7387717593157932;22886.375977279262;1416703.6566251214;0.9689814229583074;0.1941221938094154;1.4344311639234222;0.05436084578272949;0.21367100246729467;0.2658597388785194;560.1566201384059;0.017793150571171604;156.0370999426224;0.4325939439035706;0.4241977447893223;0.950707096817292;0.09949007804492312;0.32941084064912535;35.80553095718423;0.07589634147582175;453.14689285925294;792.6756580962452;542.1291688192834;542.1291688192834;0.0963216682874754;0.3049850250027691;0.10160009750009051;134845.65747473025;393.1086353540618;343.6477086457652;0.0916899440532673;0.1147030283670428;0.032130997661480684;0.048895883412110576;7.07586302676098;0.31127073409786216;0.3643485196047537;0.39501783396256174;0.31367727341213486;0.3362485789187427;0.06937251582115142;0.1369571325226429;0.155368416870124;1.845323526480979;0.0958115115628382;1.5819019516083652;0.17518225812984056;0.539925405207066;0.33294834756612396;0.3326606746308175;0.040924426879276346;0.09961024971290311;0.10981111014493575;1533.3670394058267;365.2742038487664;381.07880691223846;391.2346766190695;409.2621279381918;427.28957925731413;778.0422673845159;67814.16038185726;17.852256352281834;21.50478525504659;58340.70703360077;0.05106130686146898;0.34699802625197995;1.8492145764639734;1.8060973346722784;1.892331818255668;1.8492145764639734;0.17884636666756937;0.31646082147242793;0.3344265274340455;0.38602392589974655;0.2115874895824172;0.03917933081554928;24.907343725519702;0.0133768070873213;7.103321330554388;1.8642729333710593;0.6580565698497483;1.0463725502716956;0.2803247173170687;0.3255461121278759;0.03224981907800943;0.0309908727367014;0.03312405561761822;0.030937063607613058;0.031375582538400656;0.03224981907800943;0.03006282706800428;0.03088307629156366;0.03011663619709262;7269889.682727312;0.16510080719766912;0.6301789327201675;0.6310229625448635;0.6178017313235264;0.6289634856282038;0.23467909503477286;3.505268005596826;514.0136853641756;0.06884828455319374;0.09410922685360483;0.16531258951727396;0.21731839611620782;0.011143654716066674;1.2776541308011107;0.4591696622643039;0.0891134085085299;0.15903548593987832;0.39971526893004916;4459168.703778893;1214906.853108078;580972.132576928;60677.345893369486;10857.51335826609;4.55
backward;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
