;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
forward;2241.280107325128;600520540000.0;1.11;2048.8659055312482;1101.3820850376062;1067.1250089645166;1124.195768407145;2682460000000.0;450174910000.0;724.4024552738929;920939630000.0;180152870000.0;10079410000.0;296066.26801921165;900780810000.0001;1098.19952126236;170305260000.00003;319988100000.0;1456.7560935993247;1554.7848689969187;1088.529863626354;1130948810000.0;115194599999999.98;115214760000000.0;531.390102572339;818.4521453100019;7371.794814680978;2659.578333536856;22886.375977279262;1416703.6566251214;3488.3331226499067;698.8398977138954;5163.95219012432;195.69904481782618;769.2156088822608;957.0950599626698;64.05534205621777;156.0370999426224;1557.338198052854;1527.1118812415605;3422.5455485422513;358.1642809617232;1185.966912951285;128899.91144586324;273.2268293129583;792.6756580962452;346.75800583491144;1097.9460900099687;365.76035100032584;51554.77118445989;393.1086353540618;412.93090212135405;115.67159158133045;176.02518028359808;25473.10689966491;1311.6546705771132;1422.0642022652223;1129.2381842836853;249.74105695614514;559.3263007324464;6643.164695331525;344.9214416262175;5694.8470257901145;630.6561292674261;1943.7314587454375;1198.6140512380462;147.32793676539487;358.5968989664512;395.3199965217687;586.2434752351911;297.46446283866374;77417.22691816771;58340.70703360077;183.82070470128835;1249.1928945071277;6657.172475270305;6812.394545720405;6657.172475270303;643.8469200032497;1139.2589573007406;1203.9354987625636;1389.6861332390877;761.7149624967019;24.907343725519702;48.15650551435668;25571.956789995795;6711.382560135813;3766.9411809781036;1171.9660036603532;111.56714185212503;111.37342898740701;112.95209713824235;116.09934868083396;108.22617744481539;111.17907464962917;7269889.682727312;594.3629059116088;30567.388613955965;844.8447421251823;12618.964820148574;196.51992085541974;247.85382439149748;338.7932166729774;595.1253222621863;782.3462260183481;40.117156977840025;4599.554870883999;1653.010784151494;320.8082706307076;572.527749383562;1438.9749681481771;4459168.703778893;23198.423606627515;17934.10508607218;16.0
backward;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
