;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200
rho;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67;385.67
x_C;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525;0.000525
x_PSU;1100.0;1057.692307692308;1017.011834319526;977.8959945380062;940.2846101326984;904.1198174352868;869.3459783031603;835.9095945222696;803.7592255021823;772.8454091367137;743.1205857083785;714.5390247195946;687.0567545380717;660.6314947481459;635.2225911039864;610.7909529846022;587.2989932544252;564.7105704369474;542.9909331124494;522.1066664542783;502.0256408214214;482.7169623282898;464.1509253156632;446.2989666496762;429.1336217785348;412.6284824793603;396.7581562301542;381.498227144379;366.8252184080567;352.716556161593;339.1505347707625;326.1062834334255;313.5637340706014;301.5035904525013;289.9072985120205;278.7570178000197;268.0355940384804;257.7265327293081;247.8139737781809;238.2826670944047;229.1179491292353;220.3057203165724;211.8324233813196;203.6850224820381;195.8509831558058;188.3182530344286;181.0752433023353;174.1108108676301;167.414241218875;160.975231941226;154.7838768665635;148.8306508332341;143.1063950319559;137.6023029153422;132.3099066493675;127.2210640859302;122.3279462364714;117.6230252273763;113.0990627186311;108.7490987679145;104.5664411229947;100.5446549259564;96.67755281341968;92.95918539751892;89.38383211299895;85.94599241634513;82.64037732340879;79.46190127250844;76.40567430048888;73.46699451970085;70.64134088432773;67.9243662349305;65.31189061051009;62.79989481779816;60.38451424788285;58.06203293065658;55.82887781793902;53.68161328647983;51.61693585238445;49.6316690888312;47.72275873926077;45.88726801851997;44.12237309473074;42.4253587449334;40.79361417782058;39.22462901713517;37.71598943955305;36.2653744611087;34.87055236645067;33.52937727543334;32.23978584176282;30.9997940786181;29.80749430636356;28.66105221765726;27.55870405543968;26.49875389946123;25.47957105717425;24.49958755497525;23.55729572593773;22.65124589032474;21.78004412531225;20.94235012049255;20.13687511585822;19.36237991909445;18.61767299912928;17.90160865300892;17.21308524327781;16.55104350315174;15.91446490687667;15.30237010276603;14.7138174065058;14.14790135240942;13.60375130039367;13.08053009653238;12.57743278512728;12.0936853703147;11.62854362530259;11.18129194740634;10.75124225712148;10.33773293953988;9.940127826480657;9.55781521776986;9.190206940163328;8.836737442464736;8.49686292544686;8.170060505237366;7.855827408882082;7.553680200848156;7.263154039277072;6.983801960843339;6.715194193118595;6.456917493383265;6.208574512868523;5.969783185450503;5.740176139856252;5.519400134477165;5.307115513920351;5.102995686461876;4.906726621597957;4.718006366921112;4.536544583577992;4.362062099594223;4.194290480379061;4.032971615749097;3.87785732283567;3.728708964265067;3.585297081024103;3.447401039446253;3.314808691775243;3.187316049783887;3.064726970946045;2.946852856678889;2.833512362191239;2.724531117491576;2.619741459126516;2.518982172237034;2.422098242535609;2.328940617822701;2.239365978675674;2.153236517957379;2.070419728805172;1.990788200774204;1.91421942382135;1.840595599828221;1.769803461373289;1.701734097474316;1.636282786032996;1.573348832724035;1.512835416080803;1.454649438539234;1.398701383210801;1.344905176164232;1.293178054004069;1.243440436542374;1.195615804367668;1.149630581122757;1.105414020310343;1.062898096452253;1.022017400434859;0.982709038879672;0.9449125373842998;0.9085697474849036;0.8736247571970227;0.8400238049971371;0.8077151971126318;0.7766492279929152;0.7467781038393415;0.7180558690762899;0.6904383356502788;0.663883015048345;0.638349052931101;0.6137971662799048;0.5901895829614469;0.5674899836167758;0.5456634457853613;0.524676390178232;0.5044965290175307;0.4850928163630102;0.4664354003490483;0.4484955772587003
