condition;mu;density;converged;run_time;rxn1;rxn2;rxn3;rxn4;Ribosome
1;0.6150703563981901;1.0;1;81.15582275390625;1.593209913997029e-07;0.9999998406790086;1e-10;0.9841961547706546;0.9222717563090563
