condition;iter;t;dt;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
67;0;0;0.01;0.00937021;0.0380889;0.692677;0.00558691;0.44399;0.0265942;0.456349;0.00746856;1e-10;5.67562;0.00280238;1e-10;1e-10;0.00178976;2.74086;0.0104843;0.117249;0.0117902;1.53452;0.00385862;0.0598378;0.110473;0.213774;0.212042;0.9986;0.0108572;0.365006;0.106016;0.0223548;36.7857;3.37513;0.254965;0.108344;0.00620987;1e-10;0.0020265;0.50007;5.74066;0.00182304;0.0207387;0.0598327;0.0562562;0.00135528;0.0009089;0.00676795;2.24352;0.0231094;0.0214522;0.0214557;0.213838;0.219738;5.57393;0.0189325;5.06095;0.49875;0.0060529;0.01214;28.225;0.0135198;0.466196;0.0132;0.290493;22.8734;0.0152711;0.025099;0.00278685;0.00598239;0.00459907;0.00535464;0.463785;0.00187651;39.9051;40;11.4656;4.2382;29.3471;0.377315;8.81283;5.57481;0.00512388;0.00328527;0.00570033;1.08262;0.220623;1.47144;0.00595207;0.591095;0.172472;0.198923;0.55334;1e-10;0.0400309;7.59384;0.0128481;0.0394219;0.502052;0.00171315;0.359802;0.307446;0.306561;0.308013;0.306612;0.289643;0.0557025;0.0592532;2.52959;0.22661;0.00838193;0.00749697;0.7974;0.481668;0.167736;1.00084;36.9206;0.475697
67;100;6.016e-05;6.4e-07;0.00839393;0.0380556;0.692622;0.00560759;0.443968;0.0265704;0.456328;0.00750213;1e-10;5.67563;0.00283559;0.000271306;3.94587e-05;0.00191834;2.74082;0.0104511;0.117216;0.0118235;1.53451;0.0038441;0.0598151;0.110506;0.213808;0.212009;0.998577;0.0108333;0.365071;0.10602;0.0223523;36.7855;3.37536;0.254965;0.108341;0.00624061;2.61765e-05;0.00202649;0.500037;5.74062;0.00177867;0.0206925;0.0597888;0.0562077;0.00135788;0.000909098;0.00676774;2.24354;0.0230604;0.0214337;0.0214082;0.213809;0.219813;5.57397;0.0188849;5.06102;0.499304;0.00603577;0.0121299;28.2249;0.0135256;0.466153;0.0131385;0.290493;22.8735;0.0152652;0.025099;0.00275098;0.00582831;0.00459843;0.00503477;0.463909;0.00189261;39.9051;40;11.4656;4.23831;29.3472;0.377314;8.81286;5.57482;0.00511293;0.00329854;0.00570032;1.08276;0.220617;1.47106;0.00595738;0.591107;0.17243;0.198883;0.553338;1e-10;0.0400202;7.59379;0.012837;0.0394111;0.50184;0.00167155;0.359689;0.307446;0.306632;0.307981;0.30661;0.289534;0.0556535;0.0592089;2.5296;0.226609;0.00838199;0.00749686;0.797358;0.481668;0.167523;1.00146;36.9208;0.473966
67;200;0.00018432;1.28e-06;0.00790836;0.0380616;0.692606;0.00565624;0.443967;0.0265699;0.456327;0.00749693;6.32213e-06;5.67562;0.00282927;0.000572057;5.28914e-05;0.00221198;2.74083;0.0104515;0.117222;0.0118175;1.53455;0.00384217;0.0598146;0.1105;0.213802;0.212015;0.998591;0.0108388;0.365107;0.106033;0.0223461;36.7855;3.37573;0.254972;0.108331;0.00629533;8.797e-05;0.00202644;0.500012;5.74059;0.00175385;0.0206638;0.0597646;0.0561806;0.00136618;0.000909727;0.0067669;2.2436;0.0230363;0.0214734;0.0213816;0.21381;0.21996;5.57402;0.018858;5.06114;0.499855;0.00604121;0.0120937;28.2247;0.013533;0.466129;0.0131042;0.290489;22.8736;0.0152576;0.0250991;0.00267949;0.00565887;0.00459373;0.00460532;0.464051;0.00192346;39.9051;40;11.4655;4.23848;29.3472;0.377314;8.81293;5.57484;0.00506352;0.00332413;0.0057003;1.08301;0.220598;1.47053;0.00597432;0.59115;0.172365;0.19882;0.553342;1e-10;0.0399937;7.59368;0.0128097;0.0393843;0.501808;0.00164829;0.359554;0.307445;0.306773;0.307926;0.306607;0.289326;0.0556261;0.0591842;2.52955;0.226609;0.0083822;0.00749648;0.797343;0.481667;0.167488;1.00218;36.9208;0.472203
67;300;0.00043264;2.56e-06;0.00791607;0.0381019;0.692562;0.00572325;0.443955;0.0265591;0.456315;0.00745864;4.74723e-05;5.67564;0.00278813;0.000921851;6.08733e-05;0.00268067;2.74087;0.0104456;0.117263;0.0117774;1.5346;0.00382511;0.0598033;0.11046;0.213763;0.212056;0.998609;0.0108313;0.365155;0.106059;0.0223351;36.7855;3.37609;0.255113;0.108309;0.00636871;0.000395684;0.00202634;0.499948;5.74053;0.00172094;0.0206187;0.0597328;0.0561446;0.0013867;0.000911283;0.00676457;2.24373;0.0230123;0.0215557;0.0213463;0.213811;0.220194;5.57405;0.0188219;5.0612;0.500441;0.00604811;0.0120046;28.2246;0.013542;0.466098;0.0130589;0.290428;22.8737;0.015248;0.0250992;0.00243595;0.00558322;0.00452749;0.0040559;0.464095;0.00196351;39.905;40.0001;11.4655;4.23866;29.3472;0.377329;8.81302;5.57488;0.00490931;0.00335788;0.00570023;1.08333;0.220547;1.47002;0.00601621;0.591239;0.172298;0.198756;0.553372;1e-10;0.0399464;7.59352;0.0127611;0.0393367;0.501776;0.00161745;0.359371;0.307443;0.306984;0.30786;0.306588;0.28901;0.0555898;0.0591517;2.52941;0.226607;0.00838269;0.00749553;0.797334;0.481608;0.167454;1.00298;36.9208;0.470266
67;400;0.00076032;1.024e-06;0.00791866;0.038142;0.692497;0.00580237;0.443944;0.0265482;0.456303;0.00742183;8.87297e-05;5.67567;0.00274687;0.00123566;8.93986e-05;0.0026808;2.74091;0.0104396;0.117303;0.0117379;1.53465;0.00380741;0.0597922;0.110419;0.213725;0.212097;0.998629;0.0108231;0.365198;0.106092;0.0223226;36.7854;3.37642;0.25525;0.108279;0.00643649;0.000769284;0.0020262;0.499869;5.74048;0.00169127;0.0205623;0.0597047;0.056112;0.00141604;0.000913509;0.00677769;2.24385;0.0230081;0.0216541;0.0213144;0.213827;0.220391;5.57406;0.0187888;5.06118;0.500915;0.00605456;0.011921;28.2245;0.0135497;0.466069;0.0130182;0.290303;22.8737;0.0152393;0.0250995;0.00214004;0.0053963;0.0043935;0.00386973;0.464155;0.00199883;39.9049;40.0002;11.4656;4.2388;29.3473;0.377361;8.81305;5.57491;0.0047132;0.0033885;0.00570012;1.08349;0.220535;1.46964;0.0060761;0.591348;0.17226;0.19872;0.553414;1e-10;0.0398912;7.59341;0.0127046;0.0392811;0.50175;0.00158964;0.35922;0.307437;0.307191;0.307812;0.30655;0.28869;0.0555572;0.0591227;2.52924;0.226604;0.00838337;0.00749412;0.797337;0.481486;0.167423;1.00365;36.9208;0.468688
67;500;0.00090368;2.048e-06;0.00792008;0.0381568;0.692466;0.00583377;0.443939;0.026544;0.456298;0.00740865;0.000104025;5.67569;0.00273158;0.00134528;0.000104651;0.00268075;2.74093;0.0104371;0.117318;0.0117234;1.53467;0.00380053;0.0597878;0.110405;0.213711;0.212113;0.998638;0.0108197;0.365216;0.106106;0.0223178;36.7854;3.37654;0.255297;0.108266;0.00646296;0.000904539;0.00202613;0.499839;5.74046;0.00167912;0.0205347;0.0596932;0.0560987;0.00142898;0.000914491;0.00678966;2.24389;0.0230115;0.0216946;0.0213013;0.213842;0.220429;5.57405;0.0187753;5.06116;0.501074;0.00605676;0.0119007;28.2245;0.0135524;0.466057;0.0130015;0.290257;22.8737;0.0152363;0.0250997;0.00201484;0.00533715;0.00434321;0.00382963;0.464182;0.0020127;39.9049;40.0002;11.4656;4.23885;29.3473;0.377376;8.81304;5.57492;0.00463778;0.00340081;0.00570007;1.08349;0.220564;1.46951;0.00610252;0.591391;0.172252;0.198712;0.553432;1e-10;0.0398685;7.59339;0.0126813;0.0392583;0.501741;0.00157826;0.359177;0.307435;0.307263;0.307799;0.306531;0.28857;0.0555439;0.0591108;2.52919;0.226603;0.00838366;0.00749348;0.797339;0.481442;0.167411;1.0039;36.9208;0.468159
67;600;0.0011904;4.096e-06;0.00793063;0.0381841;0.692409;0.00589314;0.443934;0.0265398;0.456293;0.00738475;0.000132372;5.6757;0.00270324;0.00153228;0.000136179;0.00267207;2.74095;0.0104368;0.117346;0.0116968;1.53471;0.00379067;0.0597835;0.110377;0.213686;0.212141;0.998658;0.0108177;0.365246;0.106132;0.022324;36.7854;3.3767;0.255479;0.108243;0.00651389;0.000918431;0.002026;0.499797;5.74044;0.00165822;0.0204775;0.0596735;0.0560757;0.0014546;0.000916437;0.00679859;2.24395;0.0230279;0.0217764;0.0212788;0.213873;0.220486;5.57405;0.0187519;5.06115;0.501343;0.00606285;0.0118584;28.2244;0.0135568;0.466036;0.0129729;0.29016;22.8737;0.015231;0.0251008;0.00177854;0.00526764;0.0042379;0.00378005;0.464234;0.00203973;39.9049;40.0002;11.4656;4.23893;29.3474;0.377406;8.81301;5.57493;0.00450179;0.00342534;0.00569996;1.08351;0.220619;1.46935;0.00615486;0.591466;0.172249;0.198709;0.553467;1.09415e-05;0.0398249;7.59336;0.0126368;0.0392145;0.501725;0.00155865;0.359095;0.307439;0.307354;0.30778;0.306504;0.288371;0.0555209;0.0590904;2.52909;0.226599;0.00838422;0.00749217;0.797343;0.481352;0.167391;1.00431;36.9209;0.467272
67;700;0.00150006;1.6384e-06;0.00793764;0.0382102;0.692347;0.00595164;0.443931;0.0265377;0.456289;0.00736277;0.000159449;5.67572;0.00267617;0.0017019;0.000171224;0.00268056;2.74098;0.0104387;0.117372;0.0116717;1.53476;0.00378256;0.0597812;0.110351;0.213663;0.212168;0.99868;0.0108181;0.365277;0.106159;0.0223329;36.7854;3.37685;0.255691;0.108219;0.00656632;0.000917454;0.00202585;0.499776;5.74042;0.00163706;0.0204126;0.0596537;0.0560525;0.00148158;0.000918487;0.00678863;2.24399;0.0230523;0.0218629;0.0212561;0.213906;0.220534;5.57404;0.0187282;5.06114;0.501583;0.0060697;0.0118156;28.2243;0.0135606;0.466015;0.012944;0.290058;22.8737;0.0152262;0.0251059;0.00154801;0.00520732;0.0041267;0.00373971;0.464287;0.00206791;39.9049;40.0002;11.4657;4.23901;29.3474;0.377436;8.81299;5.57494;0.00437159;0.0034516;0.00569982;1.08352;0.220666;1.46923;0.00621001;0.591534;0.172262;0.198721;0.553503;5.95944e-05;0.0397795;7.59334;0.0125903;0.0391689;0.501712;0.0015388;0.359006;0.307425;0.307358;0.307764;0.306524;0.288239;0.0554977;0.0590698;2.52902;0.226594;0.00838479;0.00749075;0.797347;0.481262;0.167374;1.00467;36.9209;0.466486
67;800;0.0017278;3.2768e-06;0.00794026;0.0382275;0.6923;0.00599112;0.443929;0.0265363;0.456287;0.00734863;0.000177488;5.67572;0.00265814;0.00181178;0.000197023;0.00267771;2.741;0.0104399;0.117389;0.0116552;1.53479;0.00377702;0.0597797;0.110334;0.21365;0.212186;0.998696;0.0108184;0.3653;0.106177;0.0223393;36.7854;3.37695;0.255837;0.108203;0.00660351;0.000917599;0.00202574;0.499767;5.74041;0.00162122;0.0203635;0.0596388;0.0560351;0.00150091;0.000919956;0.00677785;2.24401;0.0230713;0.0219242;0.021239;0.21393;0.220565;5.57403;0.0187107;5.06114;0.501736;0.00607425;0.0117874;28.2243;0.0135631;0.465999;0.0129224;0.289988;22.8737;0.015223;0.0251369;0.00142072;0.00516719;0.00404886;0.00371272;0.464322;0.00208829;39.9049;40.0002;11.4657;4.23907;29.3474;0.377456;8.81297;5.57494;0.0042839;0.00347084;0.00569971;1.08353;0.220696;1.46914;0.00624953;0.591577;0.172278;0.198737;0.553527;0.000103749;0.0397468;7.59333;0.0125567;0.039136;0.501704;0.00152393;0.358945;0.307404;0.307337;0.307754;0.306553;0.288173;0.0554803;0.0590543;2.52898;0.226586;0.00838518;0.0074897;0.797346;0.481202;0.167363;1.0049;36.9209;0.465987
67;900;0.00198797;1.31072e-06;0.00794337;0.0382458;0.692244;0.00603301;0.443927;0.0265343;0.456284;0.00733407;0.000196636;5.67572;0.00263899;0.00192566;0.000226079;0.00268045;2.74102;0.0104406;0.117407;0.011638;1.53483;0.00377052;0.0597775;0.110315;0.213637;0.212205;0.998712;0.0108179;0.365328;0.106197;0.0223464;36.7853;3.37706;0.255993;0.108185;0.0066449;0.000917756;0.00202562;0.499757;5.7404;0.00160226;0.0203062;0.0596208;0.0560142;0.00152248;0.000921597;0.00676625;2.24404;0.0230921;0.0219911;0.0212186;0.213957;0.220597;5.57403;0.0186899;5.06115;0.501892;0.0060787;0.0117576;28.2243;0.0135655;0.465979;0.0128964;0.289911;22.8737;0.0152198;0.0252275;0.00134141;0.00512747;0.00396319;0.00368582;0.464349;0.00211147;39.9049;40.0002;11.4658;4.23913;29.3474;0.377477;8.81296;5.57495;0.00419127;0.00349286;0.00569957;1.08353;0.220728;1.46904;0.00629364;0.591621;0.172301;0.198758;0.553554;0.00015382;0.0397104;7.59333;0.0125194;0.0390994;0.501695;0.00150612;0.358878;0.307382;0.307314;0.307744;0.306582;0.288107;0.0554595;0.0590358;2.52894;0.226569;0.0083856;0.00748853;0.797342;0.48114;0.16735;1.00515;36.9209;0.465481
