condition;iter;t;dt;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
67;0;0;0.01;0.165657;0.673379;12.2459;0.0987718;7.84936;0.470163;8.06786;0.132038;1.76791e-09;100.34;0.0495437;1.76791e-09;1.76791e-09;0.0316415;48.456;0.185353;2.07286;0.20844;27.1289;0.0682171;1.05788;1.95307;3.77935;3.74872;17.6544;0.191946;6.453;1.87427;0.395214;650.341;59.6695;4.50757;1.91544;0.109785;1.76791e-09;0.0358268;8.84081;101.49;0.0322299;0.366643;1.05779;0.994562;0.0239602;0.0160686;0.119652;39.6636;0.408555;0.379257;0.379319;3.78048;3.88478;98.5423;0.33471;89.4733;8.81747;0.10701;0.214625;498.994;0.239019;8.24194;0.233364;5.13567;404.383;0.26998;0.443729;0.0492691;0.105763;0.0813076;0.0946654;8.19932;0.0331751;705.488;707.166;202.703;74.9278;518.832;6.67061;155.803;98.5579;0.0905859;0.0580808;0.100777;19.1398;3.90042;26.0139;0.105227;10.45;3.04915;3.51678;9.78258;1.76791e-09;0.707712;134.253;0.227144;0.696946;8.87584;0.030287;6.36099;5.43539;5.41974;5.4454;5.42063;5.12065;0.984773;1.04755;44.721;4.00627;0.148185;0.13254;14.0973;8.51548;2.96543;17.6939;652.724;8.40991
67;100;6.272e-05;6.4e-07;0.519008;2.3843;43.4011;0.350656;27.8198;1.66471;28.5944;0.470443;6.26623e-09;355.649;0.17804;0.0188222;0.00255943;0.115794;171.746;0.654537;7.34466;0.741239;96.1546;0.240734;3.74791;6.92494;13.3981;13.2846;62.5727;0.678567;22.8758;6.64332;1.40074;2305.06;211.505;15.9767;6.78903;0.390086;0.00047395;0.126985;31.3335;359.721;0.111747;1.29697;3.74679;3.52243;0.0849932;0.056959;0.42409;140.584;1.44531;1.34249;1.3418;13.3975;13.7715;349.277;1.18369;317.133;31.2961;0.378017;0.760446;1768.64;0.847587;29.2105;0.823693;18.203;1433.31;0.956517;1.57276;0.172779;0.365849;0.288173;0.319599;29.066;0.11786;2500.55;2506.49;718.461;265.579;1838.96;23.6434;552.233;349.331;0.32081;0.206089;0.357196;67.8429;13.8246;92.1853;0.37311;37.0396;10.8062;12.4637;34.6735;6.26623e-09;2.50814;475.846;0.804793;2.46998;31.4433;0.105016;22.5403;19.2653;19.2118;19.2999;19.2129;18.1465;3.4877;3.71046;158.511;14.1999;0.525233;0.469775;49.9645;30.1825;10.4942;62.7622;2313.55;29.6812
67;200;0.00018624;1.28e-06;0.743199;3.58799;65.2829;0.529994;41.8454;2.50284;43.0105;0.706184;0.00169214;534.966;0.266275;0.0675506;0.00334554;0.19689;258.343;0.983388;11.0494;1.11346;144.639;0.360809;5.6364;10.415;20.1519;19.9843;94.1223;1.01992;34.4138;9.99381;2.10652;3467.28;318.182;24.0326;10.2114;0.591616;0.00527117;0.191008;47.1293;541.09;0.165361;1.94792;5.63326;5.29546;0.128418;0.0857212;0.637838;211.471;2.1712;2.02151;2.01542;20.1518;20.7272;525.39;1.77757;477.044;47.1585;0.568758;1.14092;2660.38;1.27593;43.936;1.23523;27.3807;2156;1.43779;2.36576;0.255648;0.532107;0.433183;0.438796;43.7379;0.179705;3761.33;3770.28;1080.7;399.5;2766.18;35.5644;830.677;525.466;0.479652;0.312003;0.537293;102.071;20.7937;138.615;0.562397;55.718;16.2485;18.742;52.1568;9.42569e-09;3.77082;715.762;1.20857;3.71339;47.289;0.155408;33.893;28.9789;28.9093;29.0262;28.8996;27.2788;5.24319;5.57856;238.43;21.3595;0.790071;0.706611;75.1547;45.4005;15.7769;94.5153;3480.05;44.387
67;300;0.00043328;2.56e-06;0.943269;4.55881;82.8267;0.680452;53.0892;3.17284;54.5673;0.889758;0.00873188;678.746;0.331255;0.150388;0.00267315;0.31662;327.782;1.24565;14.0256;1.40627;183.519;0.454312;7.14854;13.2077;25.5617;25.3619;119.42;1.29182;43.6704;12.6832;2.67119;4399.14;403.747;30.5109;12.953;0.760878;0.0480554;0.242331;59.7852;686.507;0.20471;2.46494;7.14234;6.71311;0.165633;0.108965;0.808177;268.323;2.75048;2.57517;2.55162;25.5672;26.3294;666.602;2.24974;605.267;59.9581;0.722277;1.43241;3375.38;1.62054;55.7395;1.56019;34.7314;2735.45;1.82245;3.0016;0.293045;0.662799;0.540662;0.480359;55.5018;0.233217;4772.22;4783.6;1371.15;506.898;3509.63;45.1253;1053.95;666.699;0.589685;0.400256;0.681688;129.548;26.3759;175.797;0.719061;70.7049;20.6054;23.7696;66.183;1.1959e-08;4.7782;908.109;1.52715;4.70529;59.9865;0.192401;42.9789;36.767;36.7073;36.8179;36.6643;34.5675;6.64675;7.07284;302.493;27.0999;1.00247;0.896404;95.3517;57.5944;20.0047;120.085;4415.37;55.9074
67;400;0.00054848;2.048e-07;0.992076;4.79746;87.113;0.719907;55.836;3.33607;57.3906;0.933317;0.0119138;713.881;0.345672;0.182269;0.00319514;0.337057;344.751;1.3094;14.7543;1.47642;193.02;0.476442;7.51752;13.8886;26.8822;26.6774;125.603;1.35784;45.9336;13.3415;2.80872;4626.84;424.663;32.0974;13.6218;0.804258;0.0722602;0.254867;62.8754;722.037;0.213427;2.5895;7.51023;7.05853;0.17592;0.114735;0.847998;282.219;2.89197;2.7139;2.68167;26.8902;27.7062;701.106;2.36411;636.595;63.1058;0.759961;1.49807;3550.08;1.70503;58.6227;1.63836;36.521;2877.04;1.91612;3.15698;0.291546;0.685941;0.56001;0.491296;58.3778;0.247222;5019.23;5031.21;1442.13;533.143;3691.29;47.4646;1108.5;701.21;0.608946;0.422663;0.716967;136.271;27.7381;184.874;0.759776;74.3709;21.6693;24.9973;69.6132;0.00100334;5.02241;955.105;1.60301;4.94571;63.0875;0.200598;45.1933;38.6698;38.6198;38.7204;38.5603;36.3378;6.98872;7.43708;318.141;28.5024;1.0544;0.942729;100.287;60.5674;21.0358;126.359;4643.92;58.6543
67;500;0.00058432;4.096e-07;1.00452;4.8585;88.2067;0.730266;56.537;3.37766;58.1111;0.944313;0.0128694;722.847;0.349207;0.191491;0.00346522;0.341294;349.081;1.32562;14.9404;1.49418;195.445;0.48201;7.61163;14.0622;27.219;27.0132;127.181;1.37463;46.5112;13.5096;2.84378;4684.94;430.001;32.5028;13.7924;0.815523;0.0798206;0.258065;63.6642;731.104;0.215559;2.62104;7.60403;7.14657;0.178704;0.116219;0.857591;285.766;2.92815;2.7497;2.71476;27.2277;28.058;709.911;2.39319;644.59;63.9108;0.769589;1.51423;3594.66;1.72662;59.3584;1.65818;36.9772;2913.18;1.94;3.19663;0.289888;0.690714;0.564409;0.494833;59.112;0.250876;5082.27;5094.4;1460.24;539.842;3737.65;48.0623;1122.42;710.017;0.613085;0.428461;0.725969;137.987;28.0858;187.189;0.770489;75.3069;21.9408;25.3106;70.4889;0.00215432;5.08449;967.098;1.62212;5.00682;63.8787;0.202603;45.7576;39.1554;39.1085;39.2058;39.0439;36.7884;7.07589;7.52995;322.133;28.8603;1.06765;0.954544;101.547;61.3257;21.2988;127.962;4702.24;59.349
67;600;0.000656;8.192e-07;1.02662;4.9672;90.1516;0.749079;57.7833;3.45156;59.3921;0.963733;0.0147334;738.791;0.355329;0.209119;0.00413777;0.348816;356.782;1.35442;15.2714;1.52562;199.757;0.491814;7.77891;14.3708;27.8179;27.6106;129.986;1.40444;47.5387;13.8087;2.90605;4788.27;439.496;33.2241;14.0955;0.835775;0.0946312;0.263752;65.0672;747.227;0.219238;2.67678;7.77072;7.30302;0.183856;0.118875;0.873838;292.073;2.99261;2.81388;2.77348;27.828;28.6835;725.569;2.44478;658.806;65.3445;0.786719;1.54227;3673.94;1.76504;60.6666;1.69328;37.788;2977.43;1.98241;3.26715;0.285338;0.69876;0.571663;0.50083;60.4182;0.257466;5194.36;5206.76;1492.45;551.753;3820.09;49.1263;1147.18;725.678;0.619565;0.438863;0.741976;141.04;28.7052;191.305;0.789954;76.972;22.4236;25.8678;72.0462;0.00556448;5.19456;988.425;1.65578;5.11516;65.2856;0.206063;46.7601;40.0188;39.9784;40.0689;39.9037;37.5885;7.23077;7.69497;329.232;29.4968;1.09122;0.975546;103.787;62.6735;21.7664;130.815;4805.95;60.5773
67;700;0.00079936;1.6384e-06;1.06246;5.14435;93.3121;0.780846;59.8086;3.57143;61.4738;0.994893;0.0182758;764.703;0.364766;0.241568;0.0059406;0.361031;369.298;1.40103;15.81;1.57625;206.765;0.507429;8.05053;14.8719;28.7908;28.582;134.547;1.45264;49.2089;14.2955;3.00707;4956.2;454.929;34.3979;14.5876;0.869397;0.12265;0.27299;67.348;773.429;0.224847;2.76605;8.04128;7.55686;0.192917;0.123242;0.898326;302.324;3.098;2.91995;2.86851;28.8034;29.6978;751.016;2.52818;681.908;67.6808;0.814582;1.58585;3802.79;1.82756;62.7922;1.74981;39.1041;3081.85;2.05125;3.38177;0.272607;0.710789;0.581811;0.509899;62.5422;0.268478;5376.53;5389.37;1544.8;571.112;3954.07;50.8591;1187.41;751.131;0.62733;0.456068;0.767987;146.002;29.7161;197.989;0.822989;79.6797;23.2089;26.774;74.5777;0.014247;5.37229;1023.08;1.70929;5.29008;67.5717;0.211338;48.3865;41.4216;41.3943;41.4714;41.3;38.8847;7.48208;7.96281;340.768;30.531;1.12953;1.00965;107.428;64.8628;22.5258;135.459;4974.51;62.5519
67;800;0.00108608;3.2768e-06;1.11225;5.3897;97.6607;0.828229;62.5954;3.73612;64.3381;1.03655;0.0247772;800.361;0.376126;0.296974;0.0107155;0.376956;386.523;1.46512;16.5526;1.64446;216.412;0.528289;8.42404;15.5598;30.1283;29.9203;140.823;1.51885;51.5088;14.967;3.14847;5187.29;476.167;36.0386;15.2632;0.918122;0.129502;0.285692;70.4863;809.487;0.231626;2.88433;8.41276;7.90514;0.207525;0.129414;0.929773;316.431;3.24598;3.07224;2.99827;30.1473;31.0936;786.035;2.64187;713.701;70.9143;0.853263;1.6421;3980.09;1.91383;65.7164;1.82632;40.9094;3225.56;2.14566;3.53973;0.239544;0.731283;0.589353;0.525019;65.469;0.284843;5627.23;5640.66;1616.84;597.758;4138.44;53.2518;1242.78;786.159;0.62984;0.480882;0.803768;152.828;31.1126;207.191;0.87282;83.4106;24.2927;28.0238;78.063;0.0315226;5.61309;1070.78;1.77905;5.52699;70.7163;0.21771;50.6195;43.3531;43.3419;43.4013;43.221;40.6598;7.82688;8.33049;356.639;31.9538;1.18226;1.05647;112.439;67.8708;23.5691;141.875;5206.46;65.2057
67;900;0.00117718;6.5536e-07;1.12428;5.44961;98.717;0.840446;63.2723;3.77602;65.0339;1.04646;0.0266788;809.024;0.378564;0.31258;0.0124755;0.381906;390.708;1.48061;16.7333;1.66075;218.756;0.533172;8.51467;15.7267;30.453;30.2458;142.349;1.53483;52.068;15.1306;3.18299;5243.43;481.329;36.4404;15.427;0.93059;0.130739;0.288775;71.2486;818.247;0.232935;2.91177;8.50269;7.98938;0.211565;0.130952;0.93721;319.858;3.28261;3.11067;3.02943;30.4743;31.4333;794.543;2.66911;721.426;71.7036;0.862692;1.65527;4023.17;1.93483;66.4265;1.84445;41.3466;3260.47;2.16854;3.57833;0.22836;0.736258;0.589515;0.528798;66.1811;0.289167;5688.14;5701.71;1634.34;604.233;4183.24;53.8346;1256.23;794.669;0.628677;0.487232;0.812458;154.485;31.4524;209.426;0.885932;84.3178;24.5569;28.3284;78.9103;0.0368274;5.67072;1082.37;1.7951;5.58367;71.4801;0.218938;51.1611;43.8217;43.8116;43.87;43.6898;41.0918;7.91027;8.41949;360.494;32.2994;1.19507;1.06782;113.656;68.6005;23.8222;143.439;5262.82;65.8378
