condition;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
44;1.00882;4.81502;86.1534;0.855425;55.3817;3.31525;56.9225;0.890228;0.0704287;708.057;0.283343;0.441279;0.0939517;0.334272;341.974;1.31557;14.6869;1.41839;191.589;0.461046;7.4621;13.718;26.6246;26.5176;124.639;1.36009;45.6561;13.2885;2.80586;4588.78;421.515;32.2348;13.4589;0.877063;0.115053;0.252284;62.3356;716.078;0.15788;2.37139;7.38309;6.92412;0.226059;0.119683;0.820679;279.996;2.93144;2.87781;2.62535;26.7591;27.594;695.334;2.31643;631.387;62.8558;0.774212;1.35824;3520.84;1.7027;58.072;1.53224;36.0473;2853.37;1.89293;3.33541;0.0117724;0.607424;0.270149;0.438322;58.0167;0.319358;4977.96;4989.84;1430.43;528.884;3660.91;47.1578;1099.38;695.452;0.476793;0.507351;0.710826;135.165;27.6137;183.074;0.861671;73.8235;21.5753;24.8655;69.0583;0.0959466;4.89831;947.253;1.49537;4.82155;62.567;0.133924;44.6185;38.313;38.3031;38.3459;38.246;35.8861;6.85537;7.30807;315.433;28.2216;1.02444;0.976977;99.3851;59.9358;20.8466;125.834;4605.74;57.3349
45;1.00999;4.8209;86.2587;0.856401;55.4493;3.31927;56.9919;0.891303;0.0705181;708.922;0.283685;0.441772;0.0940297;0.33468;342.392;1.31714;14.7049;1.42011;191.823;0.461587;7.47119;13.7348;26.6571;26.55;124.791;1.36171;45.7118;13.3047;2.80927;4594.38;422.03;32.2741;13.4754;0.878123;0.115193;0.252592;62.4117;716.952;0.158121;2.37437;7.39214;6.93261;0.226356;0.119832;0.821784;280.338;2.935;2.88133;2.62856;26.7919;27.6277;696.183;2.31924;632.158;62.9326;0.775138;1.36013;3525.14;1.70477;58.1429;1.53415;36.0913;2856.85;1.89524;3.33949;0.0117852;0.608149;0.270473;0.438846;58.0871;0.319696;4984.04;4995.94;1432.18;529.53;3665.38;47.2154;1100.72;696.301;0.477458;0.507923;0.711689;135.33;27.6473;183.297;0.862766;73.9136;21.6016;24.8958;69.1428;0.0961009;4.90433;948.41;1.49723;4.82747;62.6435;0.134117;44.6731;38.3599;38.3499;38.3928;38.2927;35.93;6.86377;7.31703;315.818;28.2561;1.02585;0.978223;99.5066;60.0091;20.8721;125.987;4611.36;57.4045
46;1.01093;4.82559;86.3425;0.857181;55.5031;3.32247;57.0473;0.892159;0.0705898;709.611;0.283957;0.442166;0.0940919;0.335005;342.724;1.31839;14.7192;1.42149;192.009;0.462017;7.47842;13.7481;26.683;26.5757;124.912;1.363;45.7562;13.3176;2.81199;4598.84;422.44;32.3054;13.4885;0.878966;0.115304;0.252837;62.4723;717.648;0.158314;2.37674;7.39935;6.93937;0.226592;0.119951;0.822664;280.61;2.93784;2.88413;2.63111;26.8181;27.6545;696.859;2.32148;632.772;62.9937;0.775876;1.36163;3528.56;1.70642;58.1993;1.53567;36.1263;2859.62;1.89708;3.34273;0.0117955;0.608727;0.270731;0.439264;58.1431;0.319965;4988.88;5000.79;1433.57;530.044;3668.94;47.2612;1101.79;696.976;0.477988;0.508378;0.712377;135.462;27.6741;183.475;0.863638;73.9854;21.6226;24.92;69.2101;0.0962251;4.90913;949.331;1.4987;4.8322;62.7043;0.134271;44.7166;38.3972;38.3872;38.4302;38.33;35.965;6.87046;7.32416;316.125;28.2835;1.02697;0.979215;99.6034;60.0674;20.8924;126.109;4615.84;57.4599
47;1.01167;4.82932;86.4092;0.857792;55.5459;3.32502;57.0913;0.89284;0.0706466;710.159;0.284174;0.44248;0.0941421;0.335276;342.989;1.31939;14.7305;1.42258;192.157;0.46236;7.48417;13.7587;26.7036;26.5963;125.009;1.36403;45.7915;13.3278;2.81415;4602.39;422.766;32.3303;13.4989;0.879638;0.115393;0.253033;62.5205;718.202;0.158466;2.37862;7.40509;6.94475;0.226781;0.120046;0.823363;280.827;2.9401;2.88636;2.63315;26.8389;27.6758;697.396;2.32326;633.261;63.0423;0.776464;1.36283;3531.28;1.70773;58.2442;1.53688;36.1542;2861.83;1.89855;3.34531;0.0118036;0.609185;0.270936;0.439595;58.1877;0.32018;4992.73;5004.65;1434.68;530.454;3671.77;47.2976;1102.65;697.514;0.478409;0.508741;0.712924;135.566;27.6955;183.617;0.864334;74.0425;21.6393;24.9392;69.2637;0.0963231;4.91294;950.064;1.49988;4.83595;62.7528;0.134393;44.7512;38.4269;38.4169;38.4599;38.3596;35.9928;6.87579;7.32984;316.369;28.3054;1.02786;0.980007;99.6804;60.1139;20.9086;126.206;4619.41;57.5041
48;1.01226;4.8323;86.4624;0.8583;55.5801;3.32705;57.1264;0.893382;0.0706966;710.596;0.284342;0.442745;0.0941867;0.33547;343.2;1.32019;14.7396;1.42345;192.276;0.462632;7.48876;13.7672;26.72;26.6126;125.086;1.36485;45.8196;13.336;2.81588;4605.23;423.026;32.3501;13.5072;0.880174;0.115464;0.253189;62.559;718.644;0.158589;2.38011;7.40965;6.94904;0.226934;0.120122;0.823916;280.999;2.9419;2.88814;2.63478;26.8555;27.6928;697.825;2.32468;633.65;63.0811;0.776934;1.36378;3533.46;1.70878;58.2801;1.53784;36.1764;2863.59;1.89972;3.34737;0.01181;0.609546;0.271098;0.439856;58.2233;0.320354;4995.81;5007.73;1435.56;530.78;3674.03;47.3267;1103.32;697.943;0.478743;0.509037;0.713361;135.65;27.7125;183.73;0.864893;74.0881;21.6526;24.9545;69.3065;0.0964023;4.91599;950.649;1.50082;4.83895;62.7914;0.134485;44.7788;38.4505;38.4406;38.4836;38.3832;36.015;6.88003;7.33436;316.564;28.3228;1.02857;0.980643;99.7418;60.1509;20.9215;126.284;4622.25;57.5392
49;1.01274;4.83465;86.5046;0.858684;55.6071;3.32865;57.1542;0.893813;0.0707295;710.942;0.284481;0.442932;0.0942139;0.335634;343.367;1.32081;14.7468;1.42414;192.369;0.462849;7.49239;13.7739;26.733;26.6256;125.146;1.3655;45.8419;13.3425;2.81724;4607.47;423.232;32.3658;13.5138;0.880597;0.11552;0.253312;62.5894;718.994;0.158687;2.38132;7.41328;6.95244;0.227051;0.120181;0.824363;281.136;2.94333;2.88955;2.63606;26.8686;27.7063;698.165;2.32581;633.959;63.1118;0.777303;1.36454;3535.18;1.70961;58.3084;1.53861;36.194;2864.99;1.90064;3.349;0.0118152;0.60984;0.27123;0.440069;58.2514;0.320486;4998.24;5010.17;1436.26;531.039;3675.82;47.3497;1103.86;698.283;0.479012;0.50926;0.713706;135.716;27.726;183.819;0.865328;74.1242;21.6631;24.9667;69.3403;0.0964647;4.9184;951.112;1.50156;4.84132;62.822;0.134567;44.8007;38.4693;38.4593;38.5024;38.4019;36.0326;6.8834;7.33795;316.718;28.3366;1.02914;0.981138;99.7904;60.1803;20.9317;126.345;4624.5;57.5671
50;1.01311;4.83652;86.5381;0.858985;55.6287;3.32994;57.1763;0.894155;0.0707575;711.218;0.284591;0.443088;0.0942388;0.335764;343.5;1.32132;14.7525;1.42469;192.444;0.463021;7.49529;13.7792;26.7434;26.6359;125.195;1.36601;45.8597;13.3477;2.81833;4609.25;423.396;32.3783;13.519;0.880935;0.115564;0.25341;62.6136;719.273;0.158764;2.38227;7.41617;6.95514;0.227147;0.120228;0.824715;281.245;2.94446;2.89067;2.63708;26.8791;27.717;698.435;2.3267;634.204;63.1363;0.777599;1.36515;3536.55;1.71027;58.331;1.53922;36.2081;2866.1;1.90138;3.3503;0.0118193;0.610071;0.271333;0.440235;58.2739;0.320594;5000.17;5012.11;1436.81;531.245;3677.24;47.3681;1104.29;698.554;0.479224;0.509442;0.713981;135.768;27.7367;183.891;0.865678;74.1529;21.6715;24.9763;69.3672;0.0965143;4.92032;951.48;1.50215;4.84321;62.8463;0.134628;44.8181;38.4842;38.4742;38.5173;38.4168;36.0465;6.88608;7.3408;316.841;28.3476;1.02959;0.981536;99.8291;60.2036;20.9398;126.394;4626.29;57.5893
51;1.01341;4.83802;86.5649;0.859249;55.6459;3.33096;57.194;0.894427;0.0707837;711.438;0.284674;0.443224;0.0942618;0.335868;343.606;1.32172;14.7571;1.42512;192.503;0.463158;7.4976;13.7835;26.7516;26.6441;125.234;1.36643;45.8738;13.3518;2.8192;4610.68;423.527;32.3883;13.5232;0.881204;0.1156;0.253489;62.633;719.495;0.158826;2.38301;7.41846;6.9573;0.227224;0.120267;0.824993;281.332;2.94537;2.89157;2.6379;26.8875;27.7256;698.651;2.32742;634.4;63.1558;0.777835;1.36562;3537.64;1.7108;58.349;1.5397;36.2193;2866.98;1.90197;3.35134;0.0118225;0.610252;0.271414;0.440366;58.2918;0.320682;5001.72;5013.66;1437.26;531.409;3678.38;47.3827;1104.63;698.769;0.479392;0.509591;0.714201;135.81;27.7453;183.947;0.865959;74.1758;21.6782;24.9841;69.3887;0.0965546;4.92185;951.774;1.50262;4.84472;62.8658;0.134674;44.8319;38.4961;38.4861;38.5292;38.4287;36.0577;6.88821;7.34308;316.939;28.3563;1.02994;0.981856;99.86;60.2223;20.9463;126.433;4627.72;57.607
52;1.01365;4.8392;86.5861;0.859438;55.6595;3.33176;57.208;0.894644;0.0708002;711.612;0.284745;0.443318;0.0942759;0.33595;343.69;1.32203;14.7607;1.42547;192.55;0.463267;7.49942;13.7868;26.7582;26.6507;125.264;1.36675;45.885;13.3551;2.81988;4611.8;423.63;32.3962;13.5265;0.881417;0.115628;0.25355;62.6483;719.671;0.158874;2.38362;7.42028;6.95901;0.227283;0.120296;0.825217;281.401;2.94609;2.89227;2.63854;26.8941;27.7323;698.821;2.32798;634.555;63.1713;0.778021;1.36601;3538.5;1.71122;58.3633;1.54009;36.2281;2867.68;1.90243;3.35216;0.0118251;0.610399;0.27148;0.440472;58.3059;0.320749;5002.94;5014.88;1437.61;531.539;3679.28;47.3943;1104.9;698.94;0.479526;0.509704;0.714374;135.843;27.752;183.992;0.866179;74.1939;21.6834;24.9902;69.4057;0.0965857;4.92306;952.007;1.50299;4.84591;62.8811;0.134714;44.8429;38.5055;38.4955;38.5387;38.4381;36.0665;6.8899;7.34488;317.016;28.3633;1.03023;0.982106;99.8844;60.237;20.9514;126.464;4628.85;57.621
53;1.01383;4.84014;86.6029;0.859587;55.6702;3.33241;57.2191;0.894816;0.0708126;711.75;0.284801;0.443391;0.094286;0.335995;343.757;1.32228;14.7635;1.42575;192.587;0.463353;7.50087;13.7895;26.7633;26.6558;125.289;1.36701;45.8939;13.3576;2.82043;4612.7;423.712;32.4025;13.5291;0.881586;0.11565;0.2536;62.6604;719.81;0.158914;2.3841;7.42173;6.96036;0.227329;0.12032;0.825396;281.455;2.94665;2.89283;2.63905;26.8993;27.7377;698.957;2.32843;634.678;63.1835;0.778168;1.36631;3539.19;1.71155;58.3746;1.5404;36.2351;2868.24;1.9028;3.35281;0.0118272;0.610517;0.271532;0.440558;58.3171;0.320801;5003.91;5015.85;1437.89;531.642;3679.99;47.4034;1105.11;699.075;0.479634;0.509792;0.714512;135.87;27.7574;184.028;0.866351;74.2083;21.6876;24.995;69.4192;0.0966109;4.92402;952.192;1.50329;4.84686;62.8933;0.134748;44.8516;38.513;38.503;38.5461;38.4455;36.0735;6.89125;7.34631;317.077;28.3687;1.03046;0.982302;99.9038;60.2487;20.9555;126.488;4629.75;57.6321
54;1.01398;4.84089;86.6163;0.859711;55.6788;3.33292;57.2279;0.894953;0.0708243;711.86;0.284844;0.443455;0.0942963;0.336067;343.81;1.32248;14.7658;1.42596;192.617;0.463422;7.50203;13.7916;26.7675;26.6599;125.308;1.36722;45.901;13.3597;2.82086;4613.41;423.778;32.4075;13.5312;0.881721;0.115668;0.253639;62.6701;719.922;0.158944;2.38448;7.42288;6.96144;0.227368;0.120339;0.825536;281.499;2.94711;2.89328;2.63946;26.9035;27.742;699.065;2.32879;634.776;63.1933;0.778286;1.36655;3539.74;1.71181;58.3836;1.54064;36.2407;2868.68;1.90309;3.35333;0.0118288;0.610608;0.271573;0.440624;58.3261;0.320844;5004.69;5016.63;1438.11;531.724;3680.56;47.4108;1105.29;699.184;0.479719;0.509865;0.714622;135.891;27.7617;184.056;0.866492;74.2198;21.691;24.9989;69.43;0.0966304;4.92479;952.339;1.50353;4.84762;62.9031;0.134772;44.8586;38.519;38.509;38.5521;38.4515;36.0791;6.89232;7.34745;317.126;28.3731;1.03064;0.982462;99.9193;60.258;20.9587;126.508;4630.46;57.641
55;1.0141;4.84148;86.6269;0.859811;55.6857;3.33332;57.2349;0.895061;0.0708338;711.948;0.284878;0.443505;0.0943047;0.336108;343.852;1.32264;14.7676;1.42614;192.641;0.463476;7.50295;13.7933;26.7708;26.6632;125.323;1.36738;45.9066;13.3614;2.82121;4613.98;423.83;32.4115;13.5329;0.881828;0.115682;0.25367;62.6778;720.01;0.158969;2.38478;7.4238;6.9623;0.227398;0.120354;0.825648;281.533;2.94747;2.89364;2.63978;26.9068;27.7454;699.15;2.32907;634.854;63.201;0.77838;1.36674;3540.17;1.71202;58.3907;1.54083;36.2452;2869.04;1.90333;3.35374;0.0118301;0.610681;0.271606;0.440677;58.3332;0.320879;5005.3;5017.25;1438.29;531.789;3681.01;47.4166;1105.42;699.269;0.479786;0.509924;0.714709;135.908;27.7651;184.079;0.866603;74.2289;21.6936;25.0019;69.4385;0.0966462;4.9254;952.456;1.50371;4.84822;62.9108;0.134791;44.8641;38.5237;38.5137;38.5569;38.4562;36.0836;6.89317;7.34836;317.165;28.3766;1.03078;0.982589;99.9316;60.2654;20.9613;126.523;4631.03;57.648
56;1.0142;4.84196;86.6354;0.859889;55.6911;3.33365;57.2405;0.895148;0.0708419;712.017;0.284905;0.443549;0.0943122;0.336141;343.886;1.32277;14.7691;1.42628;192.66;0.46352;7.50368;13.7947;26.7734;26.6658;125.336;1.36751;45.9111;13.3627;2.82148;4614.43;423.871;32.4146;13.5342;0.881913;0.115694;0.253695;62.6839;720.081;0.158988;2.38501;7.42453;6.96299;0.227423;0.120366;0.825736;281.561;2.94776;2.89392;2.64004;26.9094;27.7481;699.219;2.3293;634.917;63.2072;0.778455;1.3669;3540.52;1.71219;58.3965;1.54099;36.2487;2869.32;1.90351;3.35407;0.0118311;0.610738;0.271632;0.440718;58.3389;0.320907;5005.79;5017.74;1438.43;531.841;3681.37;47.4212;1105.53;699.338;0.479839;0.509971;0.714779;135.921;27.7678;184.097;0.866693;74.2362;21.6958;25.0044;69.4453;0.096659;4.92588;952.549;1.50386;4.84869;62.9169;0.134805;44.8685;38.5275;38.5175;38.5606;38.46;36.0871;6.89384;7.34908;317.196;28.3794;1.03089;0.982691;99.9414;60.2713;20.9634;126.536;4631.49;57.6536
57;1.01427;4.84233;86.6421;0.85995;55.6954;3.3339;57.2449;0.895216;0.0708468;712.072;0.284928;0.443576;0.094316;0.336142;343.913;1.32287;14.7702;1.42639;192.674;0.463554;7.50425;13.7957;26.7754;26.6679;125.345;1.36761;45.9147;13.3637;2.8217;4614.79;423.904;32.4171;13.5353;0.881981;0.115702;0.253715;62.6888;720.136;0.159004;2.38521;7.4251;6.96353;0.227441;0.120376;0.825807;281.583;2.94798;2.89414;2.64025;26.9115;27.7502;699.273;2.32948;634.965;63.2121;0.778513;1.36702;3540.79;1.71232;58.401;1.54111;36.2515;2869.54;1.90366;3.35432;0.0118319;0.610785;0.271652;0.440752;58.3434;0.320928;5006.18;5018.12;1438.54;531.882;3681.66;47.4249;1105.61;699.392;0.479882;0.510006;0.714834;135.931;27.7699;184.111;0.866762;74.2419;21.6974;25.0063;69.4507;0.0966687;4.92627;952.623;1.50398;4.84907;62.9218;0.134819;44.872;38.5304;38.5204;38.5636;38.4629;36.0899;6.89438;7.34965;317.221;28.3816;1.03098;0.982769;99.9491;60.276;20.965;126.545;4631.84;57.6581
58;1.01433;4.84263;86.6475;0.860006;55.6989;3.33411;57.2485;0.895271;0.070853;712.116;0.284944;0.443607;0.0943218;0.336188;343.934;1.32295;14.7711;1.42647;192.686;0.463582;7.50472;13.7966;26.7771;26.6695;125.353;1.3677;45.9175;13.3645;2.82187;4615.07;423.93;32.4191;13.5361;0.882035;0.11571;0.25373;62.6927;720.181;0.159016;2.38535;7.42556;6.96396;0.227457;0.120384;0.825862;281.6;2.94817;2.89433;2.64041;26.9132;27.7519;699.316;2.32962;635.005;63.216;0.778561;1.36711;3541.01;1.71243;58.4046;1.5412;36.2538;2869.72;1.90378;3.35453;0.0118325;0.610821;0.271668;0.440778;58.347;0.320946;5006.49;5018.44;1438.63;531.915;3681.88;47.4278;1105.68;699.435;0.479915;0.510038;0.714878;135.94;27.7717;184.123;0.866819;74.2465;21.6988;25.0078;69.455;0.0966769;4.92657;952.682;1.50408;4.84937;62.9257;0.134827;44.8748;38.5328;38.5228;38.566;38.4653;36.0921;6.8948;7.35011;317.241;28.3834;1.03105;0.982835;99.9553;60.2797;20.9663;126.553;4632.13;57.6616
59;1.01438;4.84287;86.6517;0.860047;55.7016;3.33427;57.2513;0.895314;0.0708558;712.151;0.284958;0.443624;0.0943233;0.336204;343.951;1.32301;14.7718;1.42654;192.696;0.463603;7.50508;13.7973;26.7784;26.6708;125.359;1.36776;45.9197;13.3652;2.82201;4615.3;423.951;32.4207;13.5368;0.882077;0.115715;0.253743;62.6957;720.216;0.159027;2.38548;7.42593;6.9643;0.227468;0.120389;0.825909;281.614;2.94831;2.89446;2.64054;26.9145;27.7533;699.35;2.32974;635.036;63.2191;0.778598;1.36719;3541.18;1.71251;58.4074;1.54128;36.2555;2869.86;1.90387;3.3547;0.0118331;0.610852;0.271682;0.4408;58.3498;0.320958;5006.73;5018.68;1438.7;531.941;3682.06;47.4301;1105.74;699.469;0.479943;0.510058;0.714912;135.946;27.773;184.132;0.866861;74.2501;21.6998;25.0091;69.4584;0.0966843;4.92681;952.728;1.50415;4.84961;62.9288;0.134836;44.877;38.5347;38.5247;38.5679;38.4672;36.0939;6.89514;7.35047;317.256;28.3847;1.03111;0.982882;99.9602;60.2827;20.9673;126.559;4632.36;57.6644
60;1.01442;4.84305;86.655;0.860069;55.7037;3.3344;57.2535;0.895348;0.0708576;712.179;0.28497;0.443636;0.0943252;0.336217;343.964;1.32306;14.7724;1.4266;192.703;0.463621;7.50537;13.7978;26.7794;26.6719;125.364;1.36781;45.9215;13.3657;2.82212;4615.47;423.967;32.4219;13.5373;0.882111;0.11572;0.253752;62.6981;720.243;0.159034;2.38557;7.42622;6.96457;0.227478;0.120394;0.825943;281.625;2.94842;2.89458;2.64064;26.9156;27.7544;699.377;2.32982;635.06;63.2215;0.778627;1.36725;3541.32;1.71258;58.4097;1.54134;36.2569;2869.97;1.90395;3.35483;0.0118335;0.610875;0.271693;0.440817;58.352;0.320969;5006.92;5018.87;1438.75;531.962;3682.2;47.432;1105.78;699.496;0.479964;0.510076;0.71494;135.952;27.7741;184.139;0.866896;74.253;21.7007;25.01;69.4611;0.096688;4.92701;952.765;1.50421;4.8498;62.9312;0.134843;44.8787;38.5362;38.5262;38.5694;38.4687;36.0953;6.89541;7.35075;317.268;28.3858;1.03116;0.982922;99.964;60.285;20.9681;126.564;4632.53;57.6666
61;1.01444;4.84322;86.6578;0.860109;55.7055;3.33451;57.2553;0.895376;0.0708657;712.202;0.284973;0.44367;0.0943342;0.336228;343.975;1.3231;14.7729;1.42664;192.709;0.463635;7.50562;13.7983;26.7803;26.6727;125.368;1.36786;45.923;13.3661;2.82221;4615.63;423.981;32.423;13.5377;0.88214;0.115724;0.253761;62.7002;720.267;0.159041;2.38563;7.42645;6.96479;0.227489;0.120399;0.825966;281.634;2.94852;2.89468;2.64073;26.9165;27.7553;699.4;2.3299;635.081;63.2236;0.778654;1.36729;3541.43;1.71263;58.4116;1.54139;36.2581;2870.06;1.90401;3.35493;0.0118337;0.610888;0.271698;0.440826;58.3539;0.320983;5007.09;5019.04;1438.8;531.979;3682.33;47.4335;1105.82;699.519;0.479978;0.5101;0.714964;135.956;27.775;184.145;0.866932;74.2554;21.7014;25.0108;69.4634;0.0966928;4.92717;952.796;1.50426;4.84996;62.9333;0.134841;44.8802;38.5375;38.5275;38.5706;38.4699;36.0965;6.89563;7.35099;317.279;28.3868;1.03119;0.982963;99.9673;60.287;20.9688;126.568;4632.69;57.6684
62;1.01447;4.84333;86.6599;0.860116;55.7068;3.33458;57.2567;0.895397;0.0708628;712.218;0.284984;0.443663;0.0943302;0.336236;343.983;1.32313;14.7732;1.42668;192.714;0.463645;7.50579;13.7986;26.7809;26.6733;125.371;1.36789;45.9241;13.3664;2.82228;4615.73;423.991;32.4237;13.538;0.88216;0.115726;0.253767;62.7016;720.284;0.159045;2.38571;7.42663;6.96496;0.227492;0.120401;0.825993;281.64;2.94858;2.89474;2.64079;26.9171;27.7559;699.416;2.32995;635.096;63.225;0.77867;1.36734;3541.52;1.71267;58.4129;1.54143;36.2589;2870.13;1.90405;3.35501;0.0118341;0.610907;0.271707;0.44084;58.3552;0.320985;5007.2;5019.15;1438.83;531.992;3682.41;47.4346;1105.84;699.535;0.479994;0.510104;0.71498;135.959;27.7756;184.149;0.866948;74.2571;21.7019;25.0114;69.465;0.0966953;4.92728;952.818;1.50429;4.85007;62.9347;0.134851;44.8812;38.5384;38.5283;38.5715;38.4708;36.0973;6.89579;7.35116;317.286;28.3874;1.03122;0.982981;99.9696;60.2884;20.9693;126.571;4632.79;57.6698
63;1.01449;4.84342;86.6616;0.860138;55.7079;3.33465;57.2578;0.895414;0.0708655;712.232;0.284989;0.443675;0.0943326;0.336243;343.99;1.32316;14.7735;1.42671;192.718;0.463654;7.50594;13.7988;26.7815;26.6739;125.373;1.36791;45.925;13.3667;2.82233;4615.82;423.999;32.4244;13.5383;0.882177;0.115728;0.253772;62.7028;720.298;0.159049;2.38575;7.42678;6.96509;0.227497;0.120404;0.82601;281.646;2.94864;2.8948;2.64084;26.9176;27.7564;699.43;2.33;635.108;63.2263;0.778685;1.36737;3541.59;1.71271;58.4141;1.54146;36.2597;2870.18;1.90409;3.35508;0.0118342;0.610918;0.271712;0.440847;58.3564;0.320991;5007.3;5019.25;1438.86;532.002;3682.48;47.4355;1105.86;699.549;0.480004;0.510114;0.714994;135.962;27.7762;184.153;0.866967;74.2586;21.7023;25.0119;69.4663;0.0966981;4.92738;952.837;1.50433;4.85017;62.9359;0.134852;44.8821;38.5391;38.5291;38.5723;38.4716;36.098;6.89593;7.35131;317.292;28.388;1.03124;0.983002;99.9716;60.2896;20.9697;126.574;4632.88;57.6709
64;1.0145;4.8435;86.6629;0.860149;55.7088;3.3347;57.2587;0.895428;0.0708668;712.243;0.284993;0.443682;0.094334;0.336248;343.995;1.32318;14.7738;1.42673;192.721;0.463661;7.50605;13.7991;26.7819;26.6743;125.375;1.36793;45.9257;13.3669;2.82238;4615.89;424.006;32.4249;13.5385;0.88219;0.11573;0.253776;62.7038;720.309;0.159052;2.38579;7.42689;6.9652;0.227501;0.120406;0.826023;281.65;2.94869;2.89484;2.64088;26.918;27.7569;699.441;2.33004;635.118;63.2273;0.778697;1.36739;3541.64;1.71273;58.415;1.54148;36.2602;2870.23;1.90412;3.35513;0.0118344;0.610926;0.271716;0.440854;58.3573;0.320996;5007.38;5019.33;1438.88;532.01;3682.54;47.4363;1105.88;699.56;0.480013;0.510122;0.715005;135.964;27.7766;184.156;0.866981;74.2597;21.7026;25.0123;69.4674;0.0967;4.92746;952.852;1.50435;4.85024;62.9369;0.134854;44.8828;38.5397;38.5297;38.5729;38.4722;36.0986;6.89604;7.35142;317.297;28.3884;1.03126;0.983019;99.9731;60.2905;20.97;126.576;4632.96;57.6718
65;1.01451;4.84355;86.6639;0.860153;55.7094;3.33474;57.2593;0.895439;0.0708655;712.252;0.284998;0.443679;0.0943321;0.336271;343.999;1.32319;14.7739;1.42674;192.723;0.463666;7.50614;13.7992;26.7822;26.6746;125.377;1.36795;45.9262;13.367;2.82241;4615.95;424.01;32.4253;13.5387;0.8822;0.115731;0.253778;62.7045;720.317;0.159054;2.38582;7.42698;6.96529;0.227503;0.120407;0.826036;281.654;2.94872;2.89487;2.64091;26.9183;27.7572;699.449;2.33006;635.125;63.228;0.778705;1.36741;3541.68;1.71275;58.4157;1.54151;36.2606;2870.26;1.90414;3.35517;0.0118346;0.610935;0.27172;0.44086;58.358;0.320998;5007.44;5019.39;1438.9;532.016;3682.58;47.4368;1105.89;699.568;0.48002;0.510125;0.715013;135.966;27.7769;184.158;0.866989;74.2606;21.7029;25.0126;69.4682;0.0967012;4.92752;952.863;1.50437;4.8503;62.9377;0.134859;44.8833;38.5402;38.5302;38.5733;38.4726;36.099;6.89612;7.35151;317.301;28.3887;1.03128;0.983028;99.9743;60.2912;20.9703;126.577;4633.01;57.6725
66;1.01452;4.84361;86.6649;0.860178;55.7101;3.33478;57.26;0.895448;0.0708722;712.26;0.284996;0.443704;0.0943399;0.336256;344.003;1.32321;14.7741;1.42676;192.725;0.463671;7.50623;13.7994;26.7825;26.6749;125.378;1.36797;45.9268;13.3672;2.82244;4616;424.015;32.4257;13.5388;0.882211;0.115733;0.253781;62.7053;720.326;0.159057;2.38583;7.42706;6.96536;0.227509;0.120409;0.82604;281.657;2.94876;2.89492;2.64095;26.9187;27.7575;699.457;2.33009;635.133;63.2288;0.778717;1.36742;3541.72;1.71277;58.4163;1.54151;36.2611;2870.29;1.90416;3.35521;0.0118345;0.610936;0.27172;0.440861;58.3586;0.321006;5007.5;5019.45;1438.92;532.023;3682.63;47.4374;1105.91;699.576;0.480023;0.510139;0.715022;135.967;27.7773;184.16;0.867006;74.2615;21.7032;25.0129;69.469;0.0967035;4.92757;952.874;1.50438;4.85036;62.9384;0.134853;44.8838;38.5406;38.5306;38.5738;38.4731;36.0994;6.89619;7.35159;317.305;28.3891;1.03128;0.983048;99.9755;60.2919;20.9705;126.579;4633.06;57.6731
