condition;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
21;0.47475;2.242;40.1107;0.407374;25.7971;1.54679;26.5148;0.41623;0.0324283;329.703;0.132506;0.215163;0.0504186;0.155583;159.277;0.615741;6.83965;0.66216;89.2483;0.216549;3.47826;6.38989;12.4018;12.3502;58.06;0.637203;21.2727;6.19144;1.30963;2137.24;196.346;15.0263;6.26638;0.409349;0.0537161;0.117473;29.0403;333.52;0.0738271;1.09223;3.43305;3.21886;0.101506;0.0556259;0.361678;130.415;1.36641;1.3416;1.224;12.4414;12.8614;323.916;1.08029;294.074;29.2428;0.362324;0.597716;1639.94;0.793217;27.0682;0.70653;16.8004;1328.89;0.881473;1.55323;0.00582799;0.28195;0.125048;0.203227;27.1558;0.158401;2318.53;2324.06;666.234;246.293;1705.12;21.9822;512.003;323.951;0.209669;0.240987;0.332838;62.9549;12.8704;85.2677;0.393763;34.3827;10.0571;11.5874;32.1425;0.0453152;2.27676;441.153;0.694439;2.24106;29.1238;0.0571942;20.7405;17.8349;17.8306;17.8469;17.807;16.7008;3.18689;3.39806;146.918;13.1439;0.452957;0.44489;46.2631;27.8946;9.69126;58.7104;2145.18;26.9387
22;0.532858;2.51701;45.0322;0.456199;28.9605;1.73641;29.7661;0.467056;0.0364602;370.144;0.148683;0.239608;0.055586;0.1747;178.808;0.691192;7.67851;0.743077;100.191;0.243116;3.90471;7.17338;13.9224;13.8648;65.1785;0.715206;23.88;6.95036;1.4697;2399.33;220.42;16.8672;7.03515;0.459594;0.060278;0.131883;32.5999;374.418;0.0816897;1.22802;3.85492;3.61458;0.114786;0.0624086;0.409926;146.407;1.53393;1.50585;1.37385;13.9698;14.4369;363.63;1.21275;330.136;32.8376;0.406694;0.675461;1841.02;0.890514;30.3821;0.794338;18.8575;1491.86;0.989603;1.74373;0.00649523;0.317526;0.140882;0.228913;30.4591;0.176222;2602.84;2609.05;747.932;276.5;1914.2;24.6732;574.793;363.671;0.23696;0.270189;0.373318;70.6731;14.447;95.7232;0.443698;38.599;11.2888;13.0071;36.0858;0.0499424;2.55649;495.255;0.779796;2.5164;32.6993;0.065057;23.2934;20.0234;20.0185;20.0372;19.9916;18.7507;3.57868;3.81566;164.933;14.7558;0.51161;0.501639;51.9408;31.3188;10.884;65.8851;2408.23;30.1874
23;0.59033;2.78992;49.9158;0.504523;32.0994;1.92446;32.9924;0.517474;0.0404798;410.275;0.164732;0.263882;0.0606341;0.193656;198.19;0.765939;8.51093;0.823373;111.05;0.269393;4.32778;7.95085;15.4313;15.3677;72.2422;0.792473;26.4672;7.70343;1.62852;2659.4;244.308;18.6937;7.79802;0.509401;0.066789;0.146182;36.1321;415.002;0.0897235;1.36288;4.2736;4.00731;0.127911;0.0691545;0.4578;162.275;1.70014;1.66883;1.52254;15.4868;16.0001;403.038;1.34413;365.92;36.4047;0.450657;0.75322;2040.56;0.987061;33.6709;0.88153;20.8989;1653.59;1.0969;1.93278;0.00714643;0.352598;0.156498;0.254238;33.7361;0.193821;2884.97;2891.85;829.003;306.476;2121.69;27.3438;637.101;403.085;0.264259;0.299069;0.413452;78.3324;16.0114;106.099;0.493146;42.783;12.511;14.4159;39.9992;0.0546796;2.83412;548.941;0.864518;2.78968;36.2473;0.0729019;25.8263;22.1951;22.1897;22.211;22.1595;20.7851;3.96751;4.2301;182.81;16.3552;0.570185;0.557857;57.5749;34.7168;12.0674;73.0057;2669.26;33.4104
24;0.645724;3.05384;54.6387;0.551096;35.1348;2.10621;36.1122;0.566207;0.044295;449.085;0.180245;0.287325;0.0654198;0.211986;216.933;0.838104;9.31592;0.901014;121.55;0.294724;4.73681;8.70268;16.8905;16.8211;79.073;0.867058;28.969;8.43165;1.7821;2910.91;267.41;20.4599;8.53579;0.557519;0.0730848;0.160011;39.548;454.249;0.0976957;1.49346;4.67855;4.38717;0.140565;0.0756897;0.504184;177.621;1.86084;1.82642;1.66631;16.954;17.5118;441.146;1.47112;400.524;39.8539;0.493109;0.82908;2233.52;1.08042;36.8514;0.965932;22.8733;1809.98;1.20066;2.1156;0.00776837;0.386337;0.171525;0.278604;36.9043;0.210735;3157.8;3165.34;907.401;335.464;2322.33;29.9265;697.357;441.2;0.290893;0.326882;0.452235;85.7395;17.5241;116.132;0.540888;46.8291;13.6929;15.7782;43.7842;0.0593865;3.10267;600.859;0.946474;3.05403;39.6782;0.0805492;28.2755;24.2955;24.2895;24.3133;24.2561;22.7526;4.3436;4.63095;200.098;17.902;0.627266;0.612151;63.0236;38.003;13.2118;79.8921;2921.69;36.527
25;0.697815;3.3028;59.0936;0.594893;37.9979;2.27756;39.0549;0.612155;0.0479431;485.694;0.194872;0.309412;0.0698518;0.229276;234.612;0.90607;10.0753;0.974243;131.454;0.318547;5.12253;9.41185;18.2669;18.192;85.5161;0.937295;31.3288;9.11852;1.92695;3148.14;289.2;22.1257;9.23171;0.602866;0.0790228;0.173055;42.7701;491.269;0.105392;1.61676;5.06058;4.74553;0.152489;0.0818656;0.548047;192.096;2.0124;1.97506;1.80191;18.3384;18.9377;477.091;1.59086;433.166;43.1073;0.533098;0.901254;2415.54;1.16847;39.8516;1.04561;24.7357;1957.5;1.29854;2.28806;0.00834877;0.418007;0.185634;0.301476;39.892;0.226593;3415.15;3423.3;981.352;362.809;2511.59;32.3628;754.195;477.152;0.316235;0.353006;0.488807;92.7266;18.951;125.596;0.585901;50.6457;14.8077;17.0632;47.3549;0.0639378;3.35607;649.832;1.02381;3.30345;42.9145;0.0878096;30.5857;26.2768;26.2703;26.2965;26.2337;24.6087;4.6984;5.00911;216.405;19.361;0.681542;0.663344;68.1634;41.103;14.2913;86.3882;3159.8;39.4668
26;0.745652;3.53216;63.1981;0.635083;40.6355;2.43533;41.7659;0.654463;0.0513106;519.423;0.20834;0.329716;0.0738514;0.245205;250.9;0.96859;10.7748;1.0417;140.578;0.34043;5.47782;10.0652;19.5349;19.455;91.452;1.00189;33.5028;9.75129;2.06038;3366.7;309.274;23.6602;9.87289;0.644606;0.0844928;0.185073;45.7385;525.374;0.112649;1.73051;5.4126;5.07574;0.163483;0.0875649;0.5886;205.432;2.15199;2.11199;1.92683;19.6143;20.2513;510.206;1.70113;463.238;46.1043;0.569887;0.968318;2583.22;1.24958;42.6157;1.11909;26.4516;2093.41;1.38871;2.44694;0.00887901;0.447062;0.198583;0.322462;42.644;0.241104;3652.24;3660.96;1049.48;388.001;2685.95;34.6073;806.56;510.273;0.339784;0.376957;0.522493;99.164;20.2656;134.316;0.627391;54.1618;15.8347;18.2471;50.645;0.0682431;3.5896;694.951;1.0951;3.53333;45.896;0.0945522;32.7141;28.1023;28.0953;28.1237;28.0558;26.3188;5.02533;5.35757;231.429;20.7052;0.731961;0.710531;72.8988;43.9591;15.2858;92.373;3379.16;42.1754
27;0.788632;3.73894;66.8983;0.671186;43.0132;2.57749;44.2098;0.692578;0.0543547;549.83;0.220471;0.347969;0.0773783;0.259565;265.583;1.02486;11.4055;1.10249;148.803;0.360097;5.79802;10.6541;20.678;20.5936;96.8029;1.06003;35.4625;10.3217;2.18065;3563.72;327.371;25.0433;10.4509;0.6822;0.0894231;0.195907;48.4145;556.12;0.119344;1.83319;5.73001;5.37349;0.173416;0.0927112;0.625314;217.453;2.2778;2.23543;2.03944;20.7647;21.4354;540.057;1.80049;490.347;48.8058;0.603005;1.02929;2734.39;1.32269;45.1075;1.1854;27.9985;2215.93;1.47;2.59017;0.00935381;0.473161;0.210217;0.341315;45.1243;0.254088;3865.98;3875.2;1110.9;410.712;2843.14;36.6307;853.767;540.13;0.361196;0.398436;0.552857;104.967;21.4505;142.176;0.664839;57.3316;16.7605;19.3143;53.6116;0.0722317;3.80021;735.625;1.1594;3.74063;48.5838;0.100683;34.6328;29.7481;29.7406;29.7712;29.6985;27.8607;5.32012;5.67176;244.972;21.917;0.777789;0.753119;77.1679;46.5341;16.1823;97.7682;3576.91;44.6175
28;0.826496;3.92174;70.1693;0.702969;45.1149;2.70308;46.37;0.726248;0.0570528;576.709;0.231187;0.364048;0.0804246;0.272258;278.562;1.07453;11.963;1.15622;156.074;0.37743;6.08099;11.1748;21.6885;21.6001;101.533;1.11132;37.1947;10.8259;2.28695;3737.89;343.368;26.2658;10.9619;0.715403;0.0937805;0.205484;50.7799;583.298;0.125397;1.9241;6.01064;5.63674;0.182223;0.0972675;0.657921;228.08;2.38898;2.34454;2.13897;21.782;22.482;566.443;1.88828;514.311;51.1937;0.632239;1.08365;2868.01;1.38731;47.3103;1.24409;29.3659;2324.24;1.54185;2.71678;0.00977111;0.49616;0.220472;0.357928;47.3163;0.265479;4054.91;4064.59;1165.19;430.788;2982.08;38.4194;895.496;566.522;0.380286;0.417317;0.579696;110.098;22.4979;149.125;0.697999;60.1336;17.5788;20.2576;56.2343;0.0758593;3.98646;771.58;1.21628;3.92397;50.9596;0.106153;36.329;31.203;31.1951;31.2276;31.1505;29.2238;5.58076;5.94955;256.944;22.9881;0.818629;0.790829;80.9419;48.8104;16.9747;102.537;3751.72;46.7766
29;0.859278;4.08055;73.0111;0.730465;46.9407;2.81212;48.2466;0.755478;0.0594043;600.062;0.240489;0.377967;0.0830106;0.283285;289.838;1.1176;12.4473;1.20288;162.39;0.392443;6.32677;11.627;22.5662;22.4745;105.642;1.15581;38.6995;11.2639;2.37927;3889.19;357.264;27.3277;11.4058;0.744224;0.0975655;0.213805;52.8349;606.909;0.130778;2.0032;6.25449;5.86549;0.189903;0.101232;0.686388;237.312;2.48555;2.43932;2.22543;22.6661;23.3912;589.365;1.96452;535.129;53.2679;0.6576;1.13126;2984.1;1.44343;49.2239;1.29513;30.5539;2418.32;1.60428;2.82678;0.0101319;0.516082;0.229359;0.372321;49.2202;0.275299;4219.05;4229.12;1212.35;448.23;3102.79;39.9733;931.749;589.45;0.397009;0.433628;0.603013;114.555;23.4078;155.161;0.726865;62.5679;18.2896;21.0771;58.5132;0.0791061;4.14834;802.816;1.26574;4.08331;53.0236;0.110947;37.8026;32.467;32.4588;32.4929;32.4121;30.4081;5.80724;6.19094;267.344;23.9187;0.854388;0.823655;84.2207;50.7881;17.6632;106.68;3903.58;48.6527
30;0.887235;4.21646;75.443;0.753899;48.503;2.90539;49.8524;0.780473;0.061424;620.046;0.248441;0.389834;0.0851734;0.292721;299.487;1.15441;12.8618;1.2428;167.794;0.405251;6.53704;12.014;23.3174;23.2227;109.158;1.19381;39.9872;11.6386;2.45827;4018.66;369.156;28.2363;11.7857;0.768866;0.100804;0.220925;54.5933;627.113;0.135485;2.07099;6.46321;6.06128;0.196502;0.10463;0.71087;245.212;2.56815;2.52044;2.29942;23.4229;24.1692;608.98;2.02973;552.944;55.0428;0.679271;1.17232;3083.43;1.49145;50.8614;1.33886;31.5705;2498.84;1.6577;2.92091;0.0104393;0.533088;0.236945;0.384606;50.8491;0.283639;4359.5;4369.91;1252.71;463.156;3206.08;41.303;962.772;609.069;0.411436;0.447507;0.622965;118.369;24.1863;160.327;0.751622;64.6509;18.8978;21.7783;60.4637;0.0819662;4.28693;829.546;1.30809;4.21972;54.7898;0.115086;39.0637;33.5488;33.5402;33.5759;33.4917;31.4216;6.00109;6.39754;276.244;24.715;0.885217;0.851809;87.0267;52.4807;18.2523;110.226;4033.53;50.2584
31;0.910771;4.33126;77.4972;0.773611;49.8226;2.98412;51.2087;0.80157;0.0631349;636.927;0.255153;0.399816;0.0869581;0.300692;307.637;1.18545;13.2119;1.27651;172.359;0.416039;6.7146;12.3409;23.9518;23.8547;112.128;1.22586;41.0748;11.9552;2.52498;4128.03;379.2;29.0036;12.1067;0.789664;0.103539;0.22694;56.0786;644.179;0.139544;2.12835;6.63955;6.22669;0.202098;0.107505;0.731652;251.884;2.6379;2.58895;2.36191;24.0623;24.8263;625.547;2.08479;567.991;56.5418;0.697552;1.20727;3167.34;1.53199;52.2446;1.37584;32.4292;2566.84;1.70282;3.00042;0.0106979;0.547421;0.243342;0.394962;52.2248;0.290631;4478.14;4488.83;1286.81;475.763;3293.33;42.4261;988.976;625.641;0.423717;0.459165;0.639819;121.59;24.8439;164.69;0.772581;66.4104;19.4116;22.3706;62.1115;0.0844512;4.40404;852.124;1.3439;4.33501;56.2817;0.118614;40.129;34.4625;34.4537;34.4906;34.4036;32.2778;6.16486;6.57209;283.762;25.3877;0.911444;0.875645;89.3969;53.9104;18.75;113.22;4143.29;51.615
32;0.930371;4.42717;79.2135;0.79001;50.9251;3.04987;52.3418;0.819183;0.0645684;651.03;0.260756;0.408121;0.0884166;0.307351;314.446;1.21135;13.5044;1.30467;176.173;0.425028;6.86291;12.614;24.4819;24.3828;114.609;1.25259;41.9833;12.2196;2.5807;4219.39;387.592;29.6446;12.3748;0.807027;0.105823;0.231965;57.3194;658.436;0.143005;2.17635;6.7869;6.36492;0.206794;0.10991;0.749098;257.459;2.69616;2.6462;2.41413;24.5967;25.3752;639.387;2.13077;580.563;57.7941;0.712804;1.23669;3237.44;1.56586;53.4002;1.40677;33.1467;2623.66;1.74052;3.06685;0.0109131;0.559373;0.248677;0.403597;53.3738;0.29643;4577.25;4588.18;1315.29;486.296;3366.22;43.3645;1010.87;639.485;0.434054;0.468851;0.653899;124.282;25.3932;168.336;0.790132;67.8804;19.8407;22.8654;63.4884;0.0865845;4.50193;870.987;1.37385;4.43137;57.5281;0.121588;41.0191;35.226;35.2169;35.255;35.1655;32.9931;6.30172;6.71795;290.042;25.9496;0.933501;0.895605;91.3772;55.105;19.1657;115.721;4235;52.7486
33;0.946548;4.50658;80.6343;0.803528;51.8376;3.10427;53.2798;0.833753;0.0657585;662.706;0.26539;0.414969;0.0895994;0.312863;320.083;1.23276;13.7465;1.32797;179.329;0.432448;6.98566;12.8401;24.9206;24.8199;116.663;1.27468;42.7354;12.4385;2.62682;4295.03;394.538;30.1751;12.5967;0.821389;0.107714;0.236125;58.3465;670.238;0.145923;2.21614;6.90891;6.47937;0.210697;0.111904;0.763605;262.073;2.74437;2.69359;2.45735;25.0391;25.8296;650.843;2.16882;590.969;58.8307;0.725414;1.2612;3295.47;1.59389;54.3568;1.4324;33.7405;2670.69;1.77172;3.12183;0.0110906;0.569249;0.253087;0.410733;54.3248;0.301198;4659.3;4670.42;1338.86;495.016;3426.56;44.1412;1028.99;650.945;0.442669;0.476829;0.665555;126.51;25.8479;171.353;0.804694;69.0972;20.196;23.275;64.6284;0.0883956;4.583;886.602;1.39866;4.51117;58.5598;0.124069;41.7559;35.858;35.8487;35.8877;35.7962;33.5854;6.41502;6.83871;295.241;26.4148;0.951871;0.912166;93.0166;56.0939;19.5099;117.792;4310.91;53.6872
34;0.959797;4.57181;81.8016;0.814604;52.5873;3.14894;54.0503;0.845715;0.0667424;672.297;0.269191;0.420586;0.0905572;0.317391;324.713;1.25032;13.9454;1.3471;181.923;0.438529;7.08648;13.0258;25.281;25.179;118.35;1.2928;43.3533;12.6183;2.6647;4357.16;400.244;30.6109;12.7791;0.833181;0.109267;0.239543;59.1903;679.934;0.148363;2.24886;7.00915;6.5734;0.213918;0.113545;0.775568;265.864;2.78397;2.73253;2.49287;25.4027;26.2029;660.255;2.20007;599.518;59.6822;0.735762;1.28146;3343.14;1.61692;55.1426;1.45347;34.2284;2709.33;1.79736;3.16701;0.0112358;0.577346;0.256703;0.416584;55.106;0.305094;4726.7;4737.98;1358.23;502.179;3476.13;44.7793;1043.88;660.359;0.44979;0.483356;0.675131;128.341;26.2215;173.832;0.816687;70.0969;20.4878;23.6114;65.5651;0.0899182;4.64963;899.431;1.41906;4.57675;59.4074;0.126118;42.3613;36.3772;36.3678;36.4076;36.3143;34.0719;6.50812;6.93794;299.512;26.797;0.967042;0.925806;94.3635;56.9064;19.7926;119.493;4373.27;54.4584
35;0.970586;4.62506;82.7544;0.823608;53.1992;3.18539;54.6792;0.855473;0.0675457;680.127;0.272294;0.425149;0.0913237;0.321087;328.493;1.26464;14.1078;1.36272;184.039;0.443482;7.16876;13.1774;25.5752;25.4721;119.727;1.30757;43.8575;12.765;2.69562;4407.88;404.902;30.9666;12.9279;0.842801;0.110534;0.242332;59.879;687.848;0.150385;2.27562;7.091;6.65017;0.216556;0.114885;0.785373;268.959;2.81627;2.76433;2.52187;25.6996;26.5075;667.936;2.22556;606.496;60.3772;0.7442;1.29809;3382.05;1.63571;55.7841;1.47068;34.6267;2740.87;1.81829;3.20388;0.0113541;0.583948;0.259653;0.421356;55.7435;0.308254;4781.72;4793.13;1374.04;508.026;3516.59;45.3001;1056.03;668.043;0.455637;0.488656;0.682947;129.835;26.5263;175.856;0.826494;70.9129;20.7259;23.886;66.3297;0.0911869;4.70404;909.902;1.43573;4.63031;60.0992;0.127804;42.8555;36.801;36.7915;36.8319;36.7372;34.4691;6.58413;7.01895;302.998;27.1089;0.97949;0.936961;95.4629;57.5696;20.0234;120.882;4424.17;55.088
36;0.979326;4.6683;83.5281;0.830893;53.6961;3.21497;55.1899;0.863392;0.0681987;686.485;0.274813;0.42884;0.0919362;0.324089;331.562;1.27626;14.2396;1.3754;185.758;0.447495;7.23556;13.3004;25.8141;25.7101;120.845;1.31956;44.267;12.8842;2.72072;4449.06;408.684;31.2554;13.0488;0.850608;0.111563;0.244598;60.4383;694.275;0.152049;2.29737;7.15747;6.71252;0.218705;0.115975;0.793362;271.471;2.8425;2.79015;2.54541;25.9407;26.7549;674.174;2.24626;612.163;60.9415;0.751044;1.31166;3413.64;1.65096;56.3049;1.48468;34.9501;2766.48;1.83528;3.23382;0.0114498;0.589304;0.262046;0.425226;56.2611;0.310806;4826.39;4837.91;1386.88;512.774;3549.44;45.723;1065.9;674.283;0.460409;0.492943;0.689294;131.048;26.7739;177.499;0.834472;71.5755;20.9193;24.109;66.9507;0.0922355;4.74823;918.404;1.44928;4.67382;60.661;0.129183;43.2568;37.1452;37.1356;37.1766;37.0807;34.7917;6.64586;7.08475;305.829;27.3622;0.989644;0.946036;96.3557;58.1082;20.2108;122.009;4465.51;55.5993
37;0.986379;4.70327;84.1538;0.836768;54.0978;3.23888;55.6029;0.869793;0.0687279;691.626;0.276848;0.431817;0.0924254;0.326516;334.043;1.28564;14.3462;1.38565;187.148;0.450735;7.28956;13.4;26.0073;25.9025;121.749;1.32923;44.5981;12.9806;2.74102;4482.36;411.742;31.4888;13.1465;0.856918;0.112395;0.246429;60.8905;699.471;0.153412;2.31498;7.21123;6.76294;0.220448;0.116857;0.799842;273.503;2.86371;2.81103;2.56446;26.1357;26.9549;679.217;2.26299;616.744;61.3978;0.756573;1.32268;3439.19;1.66329;56.7261;1.496;35.2116;2787.19;1.84902;3.25804;0.0115271;0.593631;0.26398;0.428353;56.6796;0.312859;4862.52;4874.12;1397.26;516.614;3576.01;46.065;1073.88;679.328;0.464285;0.496396;0.694426;132.029;26.974;178.827;0.840935;72.1112;21.0757;24.2893;67.4529;0.093098;4.78398;925.28;1.46025;4.70901;61.1153;0.130304;43.5813;37.4235;37.4139;37.4552;37.3584;35.0525;6.69578;7.13796;308.118;27.567;0.997886;0.953387;97.0777;58.5437;20.3623;122.921;4498.93;56.0129
38;0.992051;4.73144;84.6579;0.841493;54.4215;3.25815;55.9356;0.874949;0.0691554;695.768;0.278487;0.434211;0.0928157;0.328471;336.043;1.2932;14.4321;1.3939;188.268;0.453341;7.33308;13.4802;26.1629;26.0576;122.478;1.33703;44.8649;13.0582;2.75737;4509.19;414.206;31.677;13.2253;0.862;0.113065;0.247905;61.2549;703.658;0.154521;2.32918;7.25455;6.80357;0.221856;0.117569;0.805076;275.14;2.88079;2.82786;2.57981;26.2928;27.1161;683.281;2.27647;620.436;61.7654;0.761025;1.3316;3459.78;1.67323;57.0655;1.50513;35.4223;2803.87;1.86009;3.27755;0.0115891;0.597114;0.265537;0.43087;57.0168;0.314508;4891.63;4903.3;1405.62;519.707;3597.41;46.3405;1080.31;683.394;0.467421;0.499171;0.698561;132.82;27.1353;179.898;0.84615;72.5429;21.2017;24.4346;67.8577;0.0938015;4.8128;930.82;1.46909;4.73737;61.4813;0.131211;43.8428;37.6478;37.6381;37.6798;37.5822;35.2627;6.73601;7.18084;309.962;27.7321;1.00455;0.95932;97.6595;58.8947;20.4844;123.655;4525.86;56.3461
39;0.996602;4.75409;85.0631;0.845285;54.6817;3.27362;56.203;0.87909;0.0695008;699.098;0.279802;0.436134;0.0931279;0.330043;337.65;1.29927;14.5012;1.40054;189.168;0.455432;7.36804;13.5446;26.288;26.1822;123.064;1.34328;45.0793;13.1206;2.77051;4530.75;416.187;31.8281;13.2886;0.866083;0.113604;0.249092;61.5477;707.023;0.155421;2.3406;7.28937;6.83623;0.222992;0.118141;0.809291;276.456;2.89452;2.84139;2.59214;26.4192;27.2456;686.547;2.2873;623.403;62.0609;0.764601;1.33878;3476.32;1.68122;57.3382;1.51247;35.5916;2817.28;1.86899;3.29322;0.0116389;0.599909;0.266787;0.43289;57.2877;0.315828;4915.02;4926.75;1412.34;522.194;3614.62;46.562;1085.48;686.661;0.469949;0.501396;0.701884;133.455;27.2649;180.758;0.850349;72.8899;21.3029;24.5514;68.1829;0.0943743;4.83596;935.272;1.47621;4.76017;61.7755;0.131941;44.0529;37.828;37.8182;37.8603;37.7621;35.4316;6.76834;7.2153;311.445;27.8647;1.00992;0.964096;98.127;59.1767;20.5826;124.245;4547.5;56.614
40;1.00025;4.77224;85.3879;0.84831;54.8902;3.28603;56.4173;0.882409;0.0697775;701.767;0.280857;0.437673;0.0933765;0.331303;338.938;1.30413;14.5565;1.40586;189.889;0.457107;7.39607;13.5963;26.3883;26.2821;123.533;1.34829;45.2511;13.1706;2.78104;4548.04;417.774;31.9493;13.3393;0.869355;0.114036;0.250043;61.7824;709.721;0.156147;2.34976;7.31729;6.86241;0.223904;0.1186;0.812674;277.511;2.90552;2.85224;2.60204;26.5204;27.3494;689.165;2.29598;625.782;62.2977;0.767467;1.34456;3489.58;1.68762;57.5568;1.51835;35.7274;2828.03;1.87612;3.30579;0.0116787;0.602148;0.267788;0.434509;57.5049;0.316885;4933.77;4945.55;1417.73;524.187;3628.41;46.7395;1089.62;689.28;0.471981;0.503177;0.704548;133.965;27.3688;181.448;0.853718;73.168;21.3841;24.645;68.4437;0.0948372;4.85453;938.841;1.48191;4.77845;62.0113;0.132528;44.2214;37.9725;37.9627;38.0049;37.9062;35.567;6.79427;7.24294;312.633;27.971;1.01423;0.967929;98.5018;59.4029;20.6612;124.718;4564.85;56.8287
41;1.00316;4.78677;85.6478;0.85073;55.0571;3.29595;56.5888;0.885065;0.0699985;703.902;0.281701;0.438899;0.093573;0.332311;339.969;1.30801;14.6008;1.41011;190.466;0.458445;7.41849;13.6376;26.4685;26.3621;123.909;1.3523;45.3886;13.2106;2.78947;4561.87;419.045;32.0463;13.3799;0.871973;0.114381;0.250804;61.9703;711.879;0.156732;2.3571;7.33963;6.88336;0.224634;0.118968;0.815388;278.354;2.91432;2.86092;2.60995;26.6015;27.4325;691.26;2.30292;627.685;62.4872;0.769758;1.34919;3500.2;1.69274;57.7318;1.52307;35.836;2836.63;1.88183;3.31585;0.0117106;0.60394;0.26859;0.435804;57.6787;0.317726;4948.78;4960.59;1422.04;525.782;3639.44;46.8815;1092.93;691.375;0.473611;0.504597;0.70668;134.372;27.452;182;0.856416;73.3906;21.449;24.7198;68.6523;0.095211;4.86939;941.697;1.48648;4.79308;62.2;0.133001;44.3562;38.0881;38.0783;38.1207;38.0216;35.6753;6.81501;7.26505;313.584;28.0561;1.01769;0.970998;98.8017;59.5838;20.7242;125.097;4578.74;57.0006
42;1.00548;4.79838;85.8555;0.85267;55.1905;3.30389;56.7259;0.887186;0.0701782;705.609;0.282373;0.439888;0.0937326;0.333117;340.793;1.31112;14.6362;1.41351;190.928;0.459514;7.43641;13.6707;26.5327;26.426;124.209;1.35551;45.4986;13.2426;2.7962;4572.93;420.06;32.1238;13.4124;0.874065;0.114657;0.251412;62.1204;713.605;0.157203;2.36296;7.35748;6.90011;0.22522;0.119262;0.817557;279.029;2.92136;2.86786;2.61628;26.6662;27.4989;692.934;2.30847;629.206;62.6387;0.77159;1.3529;3508.68;1.69683;57.8716;1.52683;35.9228;2843.51;1.88639;3.32389;0.0117359;0.605368;0.269229;0.436836;57.8176;0.3184;4960.77;4972.61;1425.49;527.056;3648.26;46.9951;1095.58;693.051;0.474915;0.505735;0.708384;134.698;27.5184;182.441;0.858578;73.5685;21.5009;24.7797;68.8192;0.0955125;4.88127;943.98;1.49013;4.80478;62.3508;0.133375;44.464;38.1806;38.1707;38.2133;38.1138;35.762;6.83159;7.28272;314.344;28.1241;1.02046;0.973458;99.0415;59.7284;20.7745;125.4;4589.83;57.1379
43;1.00734;4.80763;86.0212;0.854199;55.2968;3.31021;56.8352;0.888879;0.0703156;706.971;0.282914;0.440655;0.0938524;0.333758;341.45;1.3136;14.6644;1.41623;191.296;0.460366;7.4507;13.697;26.5838;26.4769;124.448;1.35806;45.5862;13.2681;2.80157;4581.74;420.869;32.1855;13.4383;0.875732;0.114877;0.251897;62.2401;714.98;0.157579;2.36765;7.37173;6.91347;0.225685;0.119496;0.819296;279.567;2.92696;2.87339;2.62133;26.7179;27.5518;694.269;2.3129;630.419;62.7595;0.773047;1.35587;3515.44;1.70009;57.9831;1.52984;35.992;2848.99;1.89003;3.3303;0.0117563;0.606514;0.269742;0.437665;57.9283;0.318931;4970.33;4982.2;1428.24;528.073;3655.3;47.0856;1097.7;694.386;0.475961;0.506631;0.709742;134.958;27.5714;182.793;0.860295;73.7103;21.5423;24.8274;68.9522;0.0957532;4.89075;945.8;1.49305;4.8141;62.4711;0.133683;44.5499;38.2542;38.2443;38.287;38.1873;35.831;6.84482;7.29682;314.95;28.1784;1.02267;0.975412;99.2326;59.8438;20.8146;125.641;4598.68;57.2475
