condition;iter;t;dt;mu;doubling_time;density;consistent;mu_diff
67;9600;0.0093249;2.78759e-11;0.3601;2.25371;1;1;0
67;9700;0.0093249;5.57519e-11;0.3601;2.25371;1;1;0
67;9800;0.00932491;1.11504e-10;0.3601;2.25371;1;1;0
67;9900;0.00932492;2.23007e-10;0.3601;2.25371;1;1;0
67;10000;0.00932494;8.9203e-11;0.3601;2.25371;1;1;0
67;10100;0.00932495;1.78406e-10;0.3601;2.25371;1;1;0
67;10200;0.00932497;7.13624e-11;0.3601;2.25371;1;1;0
67;10300;0.00932497;1.42725e-10;0.3601;2.25371;1;1;0
67;10400;0.00932499;2.8545e-10;0.3601;2.25371;1;1;0
67;10500;0.00932502;5.70899e-10;0.3601;2.25371;1;1;0
67;10600;0.00932503;1.1418e-10;0.3601;2.25371;1;1;0
67;10700;0.00932506;2.2836e-10;0.3601;2.25371;1;1;0
67;10800;0.00932507;9.13439e-11;0.3601;2.25371;1;1;0
67;10900;0.00932508;1.82688e-10;0.3601;2.25371;1;1;0
67;11000;0.00932512;3.65375e-10;0.3601;2.25371;1;1;0
67;11100;0.00932512;7.30751e-11;0.3601;2.25371;1;1;0
67;11200;0.00932514;1.4615e-10;0.3601;2.25371;1;1;0
67;11300;0.00932517;2.923e-10;0.3601;2.25371;1;1;0
67;11400;0.00932518;1.1692e-10;0.3601;2.25371;1;1;0
67;11500;0.00932521;2.3384e-10;0.3601;2.25371;1;1;0
67;11600;0.00932522;9.35361e-11;0.3601;2.25371;1;1;0
67;11700;0.00932523;1.87072e-10;0.3601;2.25371;1;1;0
67;11800;0.00932524;7.48289e-11;0.3601;2.25371;1;1;0
67;11900;0.00932526;1.49658e-10;0.3601;2.25371;1;1;0
67;12000;0.00932529;2.99316e-10;0.3601;2.25371;1;1;0
67;12100;0.00932534;5.98631e-10;0.3601;2.25371;1;1;0
67;12200;0.00932536;1.19726e-10;0.3601;2.25371;1;1;0
67;12300;0.00932538;2.39452e-10;0.3601;2.25371;1;1;0
67;12400;0.00932539;9.5781e-11;0.3601;2.25371;1;1;0
67;12500;0.00932541;1.91562e-10;0.3601;2.25371;1;1;0
67;12600;0.00932542;7.66248e-11;0.3601;2.25371;1;1;0
67;12700;0.00932544;1.5325e-10;0.3601;2.25371;1;1;0
67;12800;0.00932544;1.226e-11;0.3601;2.25371;1;1;0
67;12900;0.00932545;2.45199e-11;0.3601;2.25371;1;1;0
67;13000;0.00932545;4.90399e-11;0.3601;2.25371;1;1;0
67;13100;0.00932546;9.80797e-11;0.3601;2.25371;1;1;0
67;13200;0.00932547;1.96159e-10;0.3601;2.25371;1;1;0
67;13300;0.00932551;3.92319e-10;0.3601;2.25371;1;1;0
67;13400;0.00932552;7.84638e-11;0.3601;2.25371;1;1;0
67;13500;0.00932553;1.56928e-10;0.3601;2.25371;1;1;0
67;13600;0.00932554;6.2771e-11;0.3601;2.25371;1;1;0
67;13700;0.00932555;1.25542e-10;0.3601;2.25371;1;1;0
67;13800;0.00932557;2.51084e-10;0.3601;2.25371;1;1;0
67;13900;0.00932558;1.00434e-10;0.3601;2.25371;1;1;0
67;14000;0.0093256;2.00867e-10;0.3601;2.25371;1;1;0
67;14100;0.00932562;8.03469e-11;0.3601;2.25371;1;1;0
67;14200;0.00932563;1.60694e-10;0.3601;2.25371;1;1;0
67;14300;0.00932564;6.42775e-11;0.3601;2.25371;1;1;0
67;14400;0.00932565;1.28555e-10;0.3601;2.25371;1;1;0
67;14500;0.00932567;2.5711e-10;0.3601;2.25371;1;1;0
67;14600;0.00932569;1.02844e-10;0.3601;2.25371;1;1;0
67;14700;0.0093257;2.05688e-10;0.3601;2.25371;1;1;0
67;14800;0.00932572;8.22752e-11;0.3601;2.25371;1;1;0
67;14900;0.00932573;1.6455e-10;0.3601;2.25371;1;1;0
67;15000;0.00932574;6.58202e-11;0.3601;2.25371;1;1;0
67;15100;0.00932575;1.3164e-10;0.3601;2.25371;1;1;0
67;15200;0.00932577;2.63281e-10;0.3601;2.25371;1;1;0
67;15300;0.00932579;1.05312e-10;0.3601;2.25371;1;1;0
67;15400;0.00932581;2.10625e-10;0.3601;2.25371;1;1;0
67;15500;0.00932583;1.348e-13;0.3601;2.25371;1;1;0
67;15600;0.00932583;2.69599e-13;0.3601;2.25371;1;1;0
67;15700;0.00932583;5.39199e-13;0.3601;2.25371;1;1;0
67;15800;0.00932583;1.0784e-12;0.3601;2.25371;1;1;0
67;15900;0.00932583;2.1568e-12;0.3601;2.25371;1;1;0
67;16000;0.00932583;4.31359e-12;0.3601;2.25371;1;1;0
67;16100;0.00932583;8.62718e-12;0.3601;2.25371;1;1;0
67;16200;0.00932583;1.72544e-11;0.3601;2.25371;1;1;0
67;16300;0.00932583;3.45087e-11;0.3601;2.25371;1;1;0
67;16400;0.00932584;6.90175e-11;0.3601;2.25371;1;1;0
67;16500;0.00932585;1.38035e-10;0.3601;2.25371;1;1;0
67;16600;0.00932586;2.7607e-10;0.3601;2.25371;1;1;0
67;16700;0.00932589;1.10428e-10;0.3601;2.25371;1;1;0
67;16800;0.0093259;2.20856e-10;0.3601;2.25371;1;1;0
67;16900;0.00932592;8.83424e-11;0.3601;2.25371;1;1;0
67;17000;0.00932593;1.76685e-10;0.3601;2.25371;1;1;0
67;17100;0.00932595;7.06739e-11;0.3601;2.25371;1;1;0
67;17200;0.00932596;1.41348e-10;0.3601;2.25371;1;1;0
67;17300;0.00932597;2.82696e-10;0.3601;2.25371;1;1;0
67;17400;0.00932601;1.13078e-10;0.3601;2.25371;1;1;0
67;17500;0.00932602;2.26156e-10;0.3601;2.25371;1;1;0
67;17700;0.00932605;9.04626e-11;0.3601;2.25371;1;1;0
67;17800;0.00932607;1.80925e-10;0.3601;2.25371;1;1;0
67;17900;0.00932608;7.23701e-11;0.3601;2.25371;1;1;0
67;18000;0.00932609;1.4474e-10;0.3601;2.25371;1;1;0
67;18100;0.00932612;2.8948e-10;0.3601;2.25371;1;1;0
67;18200;0.00932615;1.15792e-10;0.360101;2.25371;1;1;0
67;18300;0.00932616;2.31584e-10;0.360101;2.25371;1;1;0
67;18400;0.00932618;9.26337e-11;0.360101;2.25371;1;1;0
67;18500;0.00932619;1.85267e-10;0.360101;2.25371;1;1;0
67;18600;0.00932622;3.70535e-10;0.360101;2.25371;1;1;0
67;18700;0.00932625;1.48214e-10;0.360101;2.25371;1;1;0
67;18800;0.00932627;2.96428e-10;0.360101;2.25371;1;1;0
67;18900;0.00932632;5.92855e-10;0.360101;2.25371;1;1;0
67;19000;0.00932634;1.18571e-10;0.360101;2.25371;1;1;0
67;19100;0.00932636;2.37142e-10;0.360101;2.25371;1;1;0
67;19200;0.00932638;9.48569e-11;0.360101;2.25371;1;1;0
67;19300;0.00932639;1.89714e-10;0.360101;2.25371;1;1;0
67;19400;0.00932641;7.58855e-11;0.360101;2.25371;1;1;0
67;19500;0.00932642;1.51771e-10;0.360101;2.25371;1;1;0
67;19600;0.00932642;1.21417e-11;0.360101;2.25371;1;1;0
67;19700;0.00932643;2.42834e-11;0.360101;2.25371;1;1;0
67;19800;0.00932643;4.85667e-11;0.360101;2.25371;1;1;0
67;19900;0.00932644;9.71334e-11;0.360101;2.25371;1;1;0
67;20000;0.00932645;1.94267e-10;0.360101;2.25371;1;1;0
67;20100;0.00932647;7.77068e-11;0.360101;2.25371;1;1;0
67;20200;0.00932648;1.55414e-10;0.360101;2.25371;1;1;0
67;20300;0.0093265;4.97323e-13;0.360101;2.25371;1;1;0
67;20400;0.0093265;9.94646e-13;0.360101;2.25371;1;1;0
67;20500;0.0093265;1.98929e-12;0.360101;2.25371;1;1;0
67;20600;0.0093265;3.97859e-12;0.360101;2.25371;1;1;0
67;20700;0.0093265;7.95717e-12;0.360101;2.25371;1;1;0
67;20800;0.0093265;1.59143e-11;0.360101;2.25371;1;1;0
67;20900;0.0093265;3.18287e-11;0.360101;2.25371;1;1;0
67;21000;0.0093265;6.36574e-11;0.360101;2.25371;1;1;0
67;21100;0.00932651;1.27315e-10;0.360101;2.25371;1;1;0
67;21200;0.00932653;2.54629e-10;0.360101;2.25371;1;1;0
67;21300;0.00932655;1.01852e-10;0.360101;2.25371;1;1;0
67;21400;0.00932656;2.03704e-10;0.360101;2.25371;1;1;0
67;21500;0.00932658;8.14814e-11;0.360101;2.25371;1;1;0
67;21600;0.00932659;1.62963e-10;0.360101;2.25371;1;1;0
67;21700;0.0093266;6.51852e-11;0.360101;2.25371;1;1;0
67;21800;0.00932661;1.3037e-10;0.360101;2.25371;1;1;0
67;21900;0.00932663;2.60741e-10;0.360101;2.25371;1;1;0
67;22000;0.00932665;1.04296e-10;0.360101;2.25371;1;1;0
67;22100;0.00932666;2.08592e-10;0.360101;2.25371;1;1;0
67;22200;0.00932668;8.3437e-11;0.360101;2.25371;1;1;0
67;22300;0.00932669;1.66874e-10;0.360101;2.25371;1;1;0
67;22400;0.00932671;6.67496e-11;0.360101;2.25371;1;1;0
67;22500;0.00932672;1.33499e-10;0.360101;2.25371;1;1;0
67;22600;0.00932673;2.66998e-10;0.360101;2.25371;1;1;0
67;22700;0.00932676;5.33997e-10;0.360101;2.25371;1;1;0
67;22800;0.00932677;1.06799e-10;0.360101;2.25371;1;1;0
67;22900;0.00932679;2.13599e-10;0.360101;2.25371;1;1;0
67;23000;0.0093268;8.54395e-11;0.360101;2.25371;1;1;0
67;23100;0.00932682;1.70879e-10;0.360101;2.25371;1;1;0
67;23200;0.00932682;6.83516e-11;0.360101;2.25371;1;1;0
67;23300;0.00932684;1.36703e-10;0.360101;2.25371;1;1;0
67;23400;0.00932686;2.73406e-10;0.360101;2.25371;1;1;0
67;23500;0.00932688;1.09363e-10;0.360101;2.25371;1;1;0
67;23600;0.0093269;2.18725e-10;0.360101;2.25371;1;1;0
67;23700;0.00932691;8.749e-11;0.360101;2.25371;1;1;0
67;23800;0.00932692;1.7498e-10;0.360101;2.25371;1;1;0
67;23900;0.00932695;6.9992e-11;0.360101;2.25371;1;1;0
67;24000;0.00932696;1.39984e-10;0.360101;2.25371;1;1;0
67;24100;0.00932698;2.79968e-10;0.360101;2.2537;1;1;0
67;24300;0.00932702;1.11987e-10;0.360101;2.2537;1;1;0
67;24400;0.00932704;2.23974e-10;0.360101;2.2537;1;1;0
67;24500;0.00932705;8.95898e-11;0.360101;2.2537;1;1;0
67;24600;0.00932707;1.7918e-10;0.360101;2.2537;1;1;0
67;24700;0.00932708;7.16718e-11;0.360101;2.2537;1;1;0
67;24800;0.00932709;1.43344e-10;0.360101;2.2537;1;1;0
67;24900;0.00932712;2.86687e-10;0.360101;2.2537;1;1;0
67;25000;0.00932713;1.14675e-10;0.360101;2.2537;1;1;0
67;25100;0.00932715;2.2935e-10;0.360101;2.2537;1;1;0
67;25200;0.00932717;9.17399e-11;0.360101;2.2537;1;1;0
67;25300;0.00932718;1.8348e-10;0.360101;2.2537;1;1;0
67;25400;0.00932719;7.3392e-11;0.360101;2.2537;1;1;0
67;25500;0.0093272;1.46784e-10;0.360101;2.2537;1;1;0
67;25600;0.00932723;2.93568e-10;0.360101;2.2537;1;1;0
67;25700;0.00932726;1.17427e-10;0.360101;2.2537;1;1;0
67;25800;0.00932728;2.34854e-10;0.360101;2.2537;1;1;0
67;25900;0.00932729;9.39417e-11;0.360101;2.2537;1;1;0
67;26000;0.00932731;1.87883e-10;0.360101;2.2537;1;1;0
67;26100;0.00932733;3.75767e-10;0.360101;2.2537;1;1;0
67;26200;0.00932737;1.50307e-10;0.360101;2.2537;1;1;0
67;26300;0.00932739;3.00613e-10;0.360101;2.2537;1;1;0
67;26400;0.00932743;6.01227e-10;0.360101;2.2537;1;1;0
67;26500;0.00932745;1.20245e-10;0.360101;2.2537;1;1;0
67;26600;0.00932747;2.40491e-10;0.360101;2.2537;1;1;0
67;26700;0.00932751;4.80982e-10;0.360101;2.2537;1;1;0
67;26800;0.00932755;1.92393e-10;0.360101;2.2537;1;1;0
67;26900;0.00932756;7.6957e-11;0.360101;2.2537;1;1;0
67;27000;0.00932757;1.53914e-10;0.360101;2.2537;1;1;0
67;27100;0.00932758;4.92525e-13;0.360101;2.2537;1;1;0
67;27200;0.00932758;9.8505e-13;0.360101;2.2537;1;1;0
67;27300;0.00932758;1.9701e-12;0.360101;2.2537;1;1;0
67;27400;0.00932758;3.9402e-12;0.360101;2.2537;1;1;0
67;27500;0.00932758;7.8804e-12;0.360101;2.2537;1;1;0
67;27600;0.00932758;1.57608e-11;0.360101;2.2537;1;1;0
67;27700;0.00932759;3.15216e-11;0.360101;2.2537;1;1;0
67;27800;0.00932759;6.30432e-11;0.360101;2.2537;1;1;0
67;27900;0.0093276;1.26086e-10;0.360101;2.2537;1;1;0
67;28000;0.00932762;2.52173e-10;0.360101;2.2537;1;1;0
67;28100;0.00932764;1.00869e-10;0.360101;2.2537;1;1;0
67;28200;0.00932765;2.01738e-10;0.360101;2.2537;1;1;0
67;28300;0.00932768;4.03477e-10;0.360101;2.2537;1;1;0
67;28400;0.00932769;8.06953e-11;0.360101;2.2537;1;1;0
67;28500;0.00932771;1.61391e-10;0.360101;2.2537;1;1;0
67;28600;0.00932772;6.45562e-11;0.360101;2.2537;1;1;0
67;28700;0.00932773;1.29112e-10;0.360101;2.2537;1;1;0
67;28800;0.00932775;2.58225e-10;0.360101;2.2537;1;1;0
67;28900;0.00932777;1.0329e-10;0.360101;2.2537;1;1;0
67;29000;0.00932779;2.0658e-10;0.360102;2.2537;1;1;0
67;29100;0.0093278;8.2632e-11;0.360102;2.2537;1;1;0
67;29200;0.00932781;1.65264e-10;0.360102;2.2537;1;1;0
67;29300;0.00932782;1.32211e-11;0.360102;2.2537;1;1;0
67;29400;0.00932782;2.64422e-11;0.360102;2.2537;1;1;0
67;29500;0.00932783;5.28845e-11;0.360102;2.2537;1;1;0
67;29600;0.00932784;1.05769e-10;0.360102;2.2537;1;1;0
67;29700;0.00932785;2.11538e-10;0.360102;2.2537;1;1;0
67;29800;0.00932787;8.46152e-11;0.360102;2.2537;1;1;0
67;29900;0.00932788;1.6923e-10;0.360102;2.2537;1;1;0
67;30000;0.00932789;5.41537e-13;0.360102;2.2537;1;1;0
67;30100;0.00932789;1.08307e-12;0.360102;2.2537;1;1;0
67;30200;0.00932789;2.16615e-12;0.360102;2.2537;1;1;0
67;30300;0.00932789;4.3323e-12;0.360102;2.2537;1;1;0
67;30400;0.00932789;8.66459e-12;0.360102;2.2537;1;1;0
67;30500;0.00932789;1.73292e-11;0.360102;2.2537;1;1;0
67;30600;0.00932789;3.46584e-11;0.360102;2.2537;1;1;0
67;30700;0.0093279;6.93167e-11;0.360102;2.2537;1;1;0
67;30800;0.00932791;1.38633e-10;0.360102;2.2537;1;1;0
67;30900;0.00932793;2.77267e-10;0.360102;2.2537;1;1;0
67;31000;0.00932795;1.10907e-10;0.360102;2.2537;1;1;0
67;31100;0.00932797;2.21814e-10;0.360102;2.2537;1;1;0
67;31200;0.00932798;3.54902e-12;0.360102;2.2537;1;1;0
67;31300;0.00932798;7.09803e-12;0.360102;2.2537;1;1;0
67;31400;0.00932798;1.41961e-11;0.360102;2.2537;1;1;0
67;31500;0.00932798;2.83921e-11;0.360102;2.2537;1;1;0
67;31600;0.00932799;5.67843e-11;0.360102;2.2537;1;1;0
67;31700;0.009328;1.13569e-10;0.360102;2.2537;1;1;0
67;31800;0.00932801;2.27137e-10;0.360102;2.2537;1;1;0
67;31900;0.00932803;9.08548e-11;0.360102;2.2537;1;1;0
67;32000;0.00932804;1.8171e-10;0.360102;2.2537;1;1;0
67;32100;0.00932805;7.26839e-11;0.360102;2.2537;1;1;0
67;32200;0.00932807;1.45368e-10;0.360102;2.2537;1;1;0
67;32300;0.00932809;2.90735e-10;0.360102;2.2537;1;1;0
67;32400;0.00932811;1.16294e-10;0.360102;2.2537;1;1;0
67;32500;0.00932813;2.32588e-10;0.360102;2.2537;1;1;0
67;32600;0.00932814;1.86071e-11;0.360102;2.2537;1;1;0
67;32700;0.00932814;3.72141e-11;0.360102;2.2537;1;1;0
67;32800;0.00932815;7.44283e-11;0.360102;2.2537;1;1;0
67;32900;0.00932816;1.48857e-10;0.360102;2.2537;1;1;0
67;33000;0.00932818;2.97713e-10;0.360102;2.2537;1;1;0
67;33100;0.00932822;5.95426e-10;0.360102;2.2537;1;1;0
67;33200;0.00932825;1.19085e-10;0.360102;2.2537;1;1;0
67;33300;0.00932827;2.38171e-10;0.360102;2.2537;1;1;0
67;33400;0.00932829;9.52682e-11;0.360102;2.2537;1;1;0
67;33500;0.0093283;1.90536e-10;0.360102;2.2537;1;1;0
67;33600;0.00932831;7.62146e-11;0.360102;2.2537;1;1;0
67;33700;0.00932833;1.52429e-10;0.360102;2.2537;1;1;0
67;33800;0.00932835;3.04858e-10;0.360102;2.2537;1;1;0
67;33900;0.0093284;6.09717e-10;0.360102;2.2537;1;1;0
67;34000;0.00932845;2.43887e-10;0.360102;2.2537;1;1;0
67;34100;0.00932849;4.87773e-10;0.360102;2.2537;1;1;0
67;34200;0.0093285;9.75546e-11;0.360102;2.2537;1;1;0
67;34300;0.00932852;1.95109e-10;0.360102;2.2537;1;1;0
67;34400;0.00932855;7.80437e-11;0.360102;2.2537;1;1;0
67;34500;0.00932856;1.56087e-10;0.360102;2.2537;1;1;0
67;34600;0.00932857;6.2435e-11;0.360102;2.2537;1;1;0
67;34700;0.00932858;1.2487e-10;0.360102;2.2537;1;1;0
67;34800;0.0093286;2.4974e-10;0.360102;2.2537;1;1;0
67;34900;0.00932862;9.9896e-11;0.360102;2.2537;1;1;0
67;35000;0.00932863;1.99792e-10;0.360102;2.2537;1;1;0
67;35100;0.00932865;7.99168e-11;0.360102;2.2537;1;1;0
67;35200;0.00932866;1.59834e-10;0.360102;2.2537;1;1;0
67;35300;0.00932867;6.39334e-11;0.360102;2.2537;1;1;0
67;35400;0.00932868;1.27867e-10;0.360102;2.2537;1;1;0
67;35500;0.0093287;2.55734e-10;0.360102;2.2537;1;1;0
67;35600;0.00932872;1.02293e-10;0.360102;2.2537;1;1;0
67;35700;0.00932873;2.04587e-10;0.360102;2.2537;1;1;0
67;35800;0.00932875;8.18348e-11;0.360102;2.2537;1;1;0
67;35900;0.00932876;1.6367e-10;0.360102;2.2537;1;1;0
67;36000;0.00932878;6.54678e-11;0.360102;2.2537;1;1;0
67;36100;0.00932878;1.30936e-10;0.360102;2.2537;1;1;0
67;36200;0.0093288;2.61871e-10;0.360102;2.2537;1;1;0
67;36300;0.00932882;5.23742e-10;0.360102;2.2537;1;1;0
67;36400;0.00932884;1.04748e-10;0.360102;2.2537;1;1;0
67;36500;0.00932886;2.09497e-10;0.360102;2.2537;1;1;0
67;36600;0.00932887;8.37988e-11;0.360102;2.2537;1;1;0
67;36700;0.00932888;1.67598e-10;0.360102;2.2537;1;1;0
67;36800;0.00932889;6.7039e-11;0.360102;2.2537;1;1;0
67;36900;0.00932891;1.34078e-10;0.360102;2.2537;1;1;0
67;37000;0.00932893;2.68156e-10;0.360102;2.2537;1;1;0
67;37100;0.00932894;1.07262e-10;0.360102;2.2537;1;1;0
67;37200;0.00932896;2.14525e-10;0.360102;2.2537;1;1;0
67;37300;0.00932897;8.581e-11;0.360102;2.2537;1;1;0
67;37400;0.00932899;1.7162e-10;0.360102;2.2537;1;1;0
67;37500;0.009329;6.8648e-11;0.360102;2.2537;1;1;0
67;37586;0.00932901;1.37296e-10;0.360102;2.2537;1;1;0
