condition;10fthfglu3;12dgr;13dpg;1ag3p;2dr1p;2dr5p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;RNA;ac;acald;accoa;actp;ade;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;dump;e4p;f6p;fa;fdp;fmettrna;fmn;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gtp;gua;h2o;h;lac__L;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r5p;ribflv;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;AA;tRNA;AAtRNA;Protein
70;0.225637;0.434728;0.173202;0.552935;0.239978;0.0554075;0.334084;0.301379;0.0360279;0.286187;0.642333;6.97639;19.4215;0.00176419;56.9467;0.171349;5.98818;0.0930867;0.26385;0.0631136;0.31098;0.0599836;0.0541498;61.0412;2.59522;0.0248862;0.25667;0.668021;0.387392;0.779616;0.0883234;0.310347;0.272455;0.391179;0.286419;0.0463202;0.233998;0.21562;0.0452593;0.266642;0.723295;0.0151941;0.250984;0.149182;0.735344;0.433379;0.0183558;0.389008;0.290093;0.045775;0.696009;0.0833882;1.24892;0.238983;0.3319;2.07816;0.19541;0.112604;0.00718427;0.703062;0.344377;0.416916;0.0329021;0.124576;0.174179;0.0482981;0.0457892;0.522655;1.49426;0.577776;0.133804;0.328897;0.499386;0.658272;0.0730894;0.521698;0.762639;0.177671;0.00938641;0.0117009;0.16461;0.00769096;0.152333;0.106001;0.00203322;0.441641;0.0418733;0.556635;0.883501;0.0385796;0.0615706;0.252315;0.905794;0.383583;0.0280851;0.17842;0.31808;0.394775;0.314711;1.0471e-07;0.421328;0.0350713;0.134443;0.0145079;0.393986;0.1327;0.230485;0.457123;0.0487266;0.354898;0.810408;4.69675;161.79
