condition;iter;t;dt;mu;doubling_time;density;consistent;mu_diff
70;39500;0.00932922;1.15172e-10;0.360108;2.25367;1;1;0
70;39600;0.00932924;2.30344e-10;0.360108;2.25367;1;1;0
70;39700;0.00932925;9.21378e-11;0.360108;2.25367;1;1;0
70;39800;0.00932927;1.84276e-10;0.360108;2.25367;1;1;0
70;39900;0.00932928;7.37102e-11;0.360108;2.25367;1;1;0
70;40000;0.00932929;1.4742e-10;0.360108;2.25367;1;1;0
70;40100;0.00932932;2.94841e-10;0.360108;2.25367;1;1;0
70;40200;0.00932934;1.17936e-10;0.360108;2.25367;1;1;0
70;40300;0.00932936;2.35873e-10;0.360108;2.25367;1;1;0
70;40400;0.00932937;9.43491e-11;0.360108;2.25367;1;1;0
70;40500;0.00932939;1.88698e-10;0.360108;2.25367;1;1;0
70;40600;0.0093294;7.54792e-11;0.360108;2.25367;1;1;0
70;40700;0.00932941;1.50958e-10;0.360108;2.25367;1;1;0
70;40800;0.00932944;3.01917e-10;0.360108;2.25367;1;1;0
70;40900;0.00932946;1.20767e-10;0.360108;2.25367;1;1;0
70;41000;0.00932948;2.41534e-10;0.360108;2.25367;1;1;0
70;41100;0.0093295;9.66134e-11;0.360108;2.25367;1;1;0
70;41200;0.00932951;1.93227e-10;0.360108;2.25367;1;1;0
70;41300;0.00932953;7.72908e-11;0.360108;2.25367;1;1;0
70;41400;0.00932954;1.54582e-10;0.360108;2.25367;1;1;0
70;41500;0.00932955;4.94661e-13;0.360108;2.25367;1;1;0
70;41600;0.00932955;9.89322e-13;0.360108;2.25367;1;1;0
70;41700;0.00932955;1.97864e-12;0.360108;2.25367;1;1;0
70;41800;0.00932955;3.95729e-12;0.360108;2.25367;1;1;0
70;41900;0.00932955;7.91457e-12;0.360108;2.25367;1;1;0
70;42000;0.00932955;1.58291e-11;0.360108;2.25367;1;1;0
70;42092;0.00932955;3.16583e-11;0.360108;2.25367;1;1;0
