condition;iter;t;dt;10fthfglu3;12dgr;13dpg;1ag3p;2dr1p;2dr5p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;RNA;ac;acald;accoa;actp;ade;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;dump;e4p;f6p;fa;fdp;fmettrna;fmn;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gtp;gua;h2o;h;lac__L;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r5p;ribflv;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;AA;tRNA;AAtRNA;Protein
70;0;0;0.01;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;7.25252;19.36;0.311504;57.2845;0.311504;5.88121;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;61.0877;0.311504;0.311504;0.311504;0.669389;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;0.311504;167.445
70;100;6.016e-05;6.4e-07;0.303855;0.315915;0.297207;0.320357;0.296498;0.283033;0.300041;0.311325;0.11141;0.31162;0.314236;7.24901;19.3574;0.266428;57.2665;0.32543;5.88672;0.307639;0.306542;0.305859;0.0731027;0.206798;0.296656;61.0881;0.827231;0.303923;0.311444;0.669384;0.317589;0.319538;0.270157;0.311109;0.325152;0.306627;0.310157;0.30988;0.306509;0.299619;0.308687;0.314323;0.325777;0.30666;0.325006;0.291232;0.320441;0.306302;0.252904;0.306635;0.31016;0.309825;0.322356;0.298366;0.388967;0.329137;0.274118;0.503334;0.303943;0.311502;0.308879;0.36723;0.279209;0.312105;0.304195;0.301772;0.326532;0.317637;0.271645;0.305779;0.410748;0.325494;0.327462;0.311572;0.361526;0.310028;0.313482;0.309343;0.385347;0.214341;0.311498;0.303492;0.324271;0.356092;0.322192;0.305951;0.30262;0.330337;0.306924;0.315655;0.342292;0.278692;0.239854;0.303743;0.378815;0.315626;0.286445;0.304776;0.315089;0.314582;0.323333;0.323118;0.30677;0.308761;0.311569;0.309137;0.311992;0.317302;0.323068;0.292609;0.290707;0.309358;0.128;0.984627;166.837
70;200;0.00018432;1.28e-06;0.295649;0.323735;0.287783;0.336123;0.276496;0.224728;0.289701;0.299698;0.00849507;0.311293;0.321938;7.23941;19.3575;0.164703;57.2451;0.324773;5.89738;0.294386;0.305727;0.296325;0.10817;0.0679648;0.27938;61.09;1.10468;0.299701;0.311205;0.669371;0.320975;0.342381;0.225108;0.311045;0.344923;0.309081;0.309363;0.301926;0.308431;0.274564;0.300587;0.316914;0.375405;0.296783;0.344376;0.240652;0.3595;0.336475;0.16703;0.309085;0.309397;0.301817;0.347763;0.272803;0.513997;0.33067;0.221348;0.69267;0.299732;0.309359;0.29594;0.443369;0.232159;0.314011;0.299807;0.292031;0.326247;0.320208;0.226785;0.296997;0.509623;0.330453;0.330254;0.311788;0.433325;0.313722;0.315977;0.309776;0.474555;0.105746;0.311479;0.287677;0.324198;0.414992;0.318994;0.295359;0.28176;0.366689;0.298127;0.32363;0.459296;0.205871;0.143619;0.288471;0.485211;0.31885;0.236812;0.293159;0.318104;0.317658;0.32166;0.320753;0.308333;0.298976;0.311775;0.301629;0.313538;0.319081;0.321132;0.277025;0.251214;0.310748;0.201486;1.42609;166.218
70;300;0.00043264;2.56e-06;0.286365;0.332126;0.282259;0.357387;0.266577;0.124877;0.29181;0.282246;0.0112152;0.308782;0.33874;7.21933;19.3575;0.00173089;57.2161;0.312656;5.91443;0.267153;0.306344;0.274263;0.143137;0.0399699;0.256101;61.0935;1.39234;0.294096;0.310549;0.669337;0.325468;0.382358;0.171519;0.310981;0.364837;0.315435;0.30825;0.287792;0.312821;0.226886;0.286204;0.318382;0.451746;0.279481;0.363807;0.167209;0.419706;0.410714;0.0294693;0.315387;0.308364;0.287617;0.398069;0.231379;0.657183;0.321668;0.199775;0.894235;0.294142;0.294948;0.252746;0.512358;0.228563;0.31871;0.291019;0.27903;0.314297;0.310485;0.183319;0.29363;0.615667;0.333495;0.316772;0.312319;0.522492;0.318423;0.319032;0.314921;0.50283;0.110803;0.311422;0.233619;0.312624;0.476626;0.304584;0.281642;0.178323;0.403144;0.28652;0.334161;0.626107;0.0988106;0.0602079;0.274724;0.612533;0.320973;0.16173;0.282886;0.320889;0.320545;0.308507;0.305747;0.312082;0.274961;0.312283;0.283102;0.317353;0.307035;0.311698;0.287134;0.189531;0.312492;0.286307;1.91316;165.539
70;400;0.000731648;1.024e-06;0.279113;0.337102;0.265505;0.375547;0.25815;0.0526981;0.299215;0.278945;0.0128477;0.306467;0.35845;7.19625;19.3587;0.001717;57.1936;0.301374;5.92811;0.236044;0.308295;0.257885;0.16697;0.0459833;0.236316;61.0972;1.57399;0.289473;0.313702;0.669293;0.329169;0.427179;0.123614;0.310929;0.376181;0.323625;0.307272;0.271987;0.317036;0.188807;0.270669;0.317824;0.499253;0.262015;0.374898;0.129389;0.469195;0.429551;0.0134577;0.323483;0.307495;0.271781;0.442367;0.189985;0.766693;0.313443;0.216147;1.04502;0.28953;0.281619;0.199217;0.552006;0.256883;0.32483;0.279853;0.268117;0.302991;0.287187;0.153557;0.29998;0.705305;0.342415;0.304521;0.313012;0.503626;0.322446;0.321455;0.32499;0.514914;0.118463;0.311316;0.173627;0.30257;0.473305;0.291335;0.267806;0.0621952;0.420766;0.276839;0.342953;0.72852;0.0341449;0.0552034;0.265413;0.712258;0.32241;0.0926561;0.280462;0.322798;0.322812;0.297054;0.291529;0.319866;0.253481;0.312948;0.258957;0.322322;0.280965;0.307735;0.304872;0.12978;0.313971;0.353284;2.28385;165.026
70;500;0.000882176;2.048e-06;0.276232;0.339063;0.254673;0.383701;0.244107;0.0477016;0.302888;0.281044;0.0136865;0.305459;0.367911;7.18528;19.3601;0.00171458;57.1863;0.296631;5.93127;0.221966;0.309109;0.252;0.176228;0.0490889;0.227322;61.0988;1.6413;0.287295;0.317578;0.66927;0.330912;0.447559;0.101264;0.310906;0.379622;0.327512;0.306805;0.264011;0.318263;0.177064;0.26318;0.317011;0.511374;0.253766;0.378283;0.123608;0.489016;0.431926;0.0140078;0.327318;0.307084;0.263804;0.458396;0.17137;0.811193;0.310245;0.224634;1.10396;0.287358;0.27591;0.173743;0.561058;0.270669;0.327938;0.274115;0.263143;0.298233;0.277441;0.141131;0.303515;0.743462;0.347805;0.299382;0.313363;0.501235;0.324083;0.322383;0.32929;0.525279;0.121635;0.311239;0.14436;0.298105;0.467192;0.285681;0.259872;0.0133156;0.425572;0.272385;0.346998;0.748531;0.033004;0.055312;0.261978;0.751411;0.323129;0.0643858;0.281588;0.323537;0.323899;0.29241;0.285312;0.323997;0.247509;0.313291;0.246685;0.324846;0.270185;0.305904;0.310008;0.103428;0.31465;0.380008;2.42991;164.826
70;600;0.00118323;4.096e-06;0.27138;0.342767;0.233959;0.399312;0.222036;0.0468335;0.309917;0.286234;0.016229;0.303816;0.385855;7.16948;19.363;0.00188778;57.1727;0.287884;5.93569;0.19715;0.310585;0.234924;0.188024;0.0388927;0.21049;61.0971;1.72725;0.281239;0.320979;0.669224;0.333934;0.483936;0.0699379;0.310866;0.382818;0.335348;0.305973;0.248638;0.319767;0.164719;0.248817;0.314702;0.528015;0.237785;0.381486;0.121126;0.521375;0.431976;0.0139512;0.335045;0.306365;0.248437;0.481164;0.139665;0.884946;0.304434;0.239109;1.20234;0.283586;0.265436;0.128686;0.575626;0.294791;0.334096;0.263376;0.253939;0.289407;0.256815;0.122111;0.312925;0.810451;0.359197;0.289919;0.31406;0.500979;0.327442;0.323801;0.338485;0.552468;0.128817;0.310973;0.0891998;0.289449;0.449619;0.275378;0.247328;0.0015482;0.432135;0.263538;0.355032;0.769473;0.0354132;0.0564959;0.256466;0.800242;0.324682;0.0305602;0.28381;0.324791;0.326125;0.284319;0.273694;0.332464;0.235521;0.313981;0.222351;0.329848;0.24816;0.303266;0.32128;0.0566477;0.316257;0.424201;2.67208;164.496
70;700;0.00147569;1.6384e-06;0.267464;0.346185;0.216997;0.413758;0.211013;0.046338;0.3155;0.290538;0.0176169;0.302519;0.402078;7.15649;19.3658;0.00172948;57.1594;0.28042;5.93904;0.176776;0.311589;0.218146;0.19771;0.0405318;0.195032;61.0943;1.78934;0.266982;0.318488;0.669178;0.336642;0.514565;0.0619691;0.310835;0.382187;0.342837;0.305216;0.234187;0.320365;0.161029;0.235344;0.311991;0.541491;0.222741;0.380994;0.121612;0.54563;0.432591;0.0145773;0.342429;0.305719;0.233994;0.496328;0.12095;0.93607;0.29981;0.249759;1.28093;0.280201;0.256417;0.0903011;0.579693;0.313817;0.339933;0.253645;0.24551;0.281863;0.237017;0.108949;0.323977;0.865164;0.370669;0.281742;0.314721;0.5005;0.331012;0.324376;0.347472;0.578047;0.135577;0.310173;0.0411697;0.281803;0.430784;0.266591;0.2395;0.00143739;0.435283;0.255009;0.362775;0.785583;0.0352454;0.0577941;0.253156;0.818972;0.326351;0.0238776;0.276855;0.325817;0.328369;0.278127;0.263261;0.340614;0.224418;0.314644;0.19926;0.334592;0.22812;0.301444;0.33119;0.0392207;0.317914;0.459582;2.86362;164.233
70;800;0.00171489;3.2768e-06;0.264666;0.348959;0.205753;0.425147;0.206532;0.0460618;0.3191;0.293169;0.0182587;0.301565;0.414555;7.14658;19.3681;0.0011978;57.1491;0.274985;5.94142;0.162381;0.311999;0.20638;0.205296;0.0418825;0.182733;61.0921;1.83645;0.252785;0.315177;0.66914;0.33888;0.53671;0.0624674;0.310813;0.3799;0.348743;0.304593;0.222577;0.320426;0.160831;0.224536;0.309669;0.551869;0.210742;0.37889;0.122282;0.56084;0.432782;0.0150052;0.348249;0.305188;0.222391;0.50628;0.110796;0.969354;0.296772;0.256162;1.33661;0.277402;0.249723;0.0614658;0.581216;0.326532;0.344585;0.246101;0.238759;0.276389;0.221922;0.100074;0.333582;0.904784;0.380088;0.275567;0.315249;0.500827;0.337468;0.320912;0.354476;0.595371;0.138242;0.305505;0.0140967;0.276098;0.415935;0.260151;0.234134;0.00148025;0.437506;0.248063;0.369079;0.794667;0.0352811;0.0586719;0.251061;0.826829;0.327821;0.023619;0.26793;0.326559;0.330264;0.27539;0.254181;0.346913;0.216266;0.315175;0.180841;0.338374;0.213755;0.300052;0.338496;0.0387406;0.319217;0.484744;2.99868;164.048
70;900;0.00196655;1.31072e-06;0.262021;0.351934;0.196758;0.436803;0.204356;0.0460149;0.322229;0.295287;0.0188595;0.300601;0.426998;7.13675;19.3705;0.00173704;57.1388;0.269826;5.94369;0.149111;0.311991;0.195476;0.212555;0.0433141;0.169937;61.0898;1.88279;0.237662;0.31184;0.6691;0.341359;0.557573;0.0645549;0.310791;0.376518;0.354563;0.303911;0.210673;0.320064;0.161823;0.213448;0.307251;0.562182;0.198392;0.375746;0.123091;0.573688;0.433021;0.015344;0.353982;0.304603;0.210492;0.515598;0.101827;1.00113;0.294247;0.261448;1.38896;0.274298;0.243208;0.0333541;0.584249;0.337814;0.349363;0.238305;0.231656;0.271227;0.20706;0.0919628;0.343894;0.942614;0.389926;0.269096;0.315791;0.500031;0.354026;0.307103;0.361514;0.603293;0.138306;0.289957;0.0120889;0.270544;0.400559;0.254043;0.228452;0.00152472;0.439959;0.240743;0.37572;0.801249;0.0353783;0.0595298;0.24941;0.833867;0.329466;0.0239696;0.259229;0.327271;0.33232;0.276368;0.242381;0.353001;0.208365;0.315717;0.161913;0.342259;0.200596;0.298597;0.34613;0.0395204;0.320476;0.50846;3.12514;163.875
