condition;10fthfglu3;12dgr;13dpg;1ag3p;2dr1p;2dr5p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;RNA;ac;acald;accoa;actp;ade;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;dump;e4p;f6p;fa;fdp;fmettrna;fmn;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gtp;gua;h2o;h;lac__L;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r5p;ribflv;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;AA;tRNA;AAtRNA;Protein
70;0.000641014;0.00123502;0.000492052;0.00157084;0.000681757;0.000157408;0.000949102;0.000856192;0.000102352;0.000813032;0.00182481;0.0198193;0.0551748;5.01192e-06;0.16178;0.000486786;0.0170119;0.000264451;0.000749575;0.0001793;0.000883467;0.000170408;0.000153835;0.173412;0.00737278;7.06995e-05;0.000729175;0.00189779;0.00110054;0.00221482;0.000250919;0.000881667;0.000774019;0.0011113;0.00081369;0.000131591;0.000664766;0.000612558;0.000128578;0.000757505;0.00205482;4.31652e-05;0.000713022;0.000423813;0.00208905;0.00123119;5.21472e-05;0.00110514;0.000824127;0.000130043;0.0019773;0.000236898;0.00354808;0.000678928;0.000942899;0.00590386;0.000555143;0.000319898;2.04099e-05;0.00199734;0.000978344;0.00118442;9.34718e-05;0.00035391;0.000494825;0.000137211;0.000130083;0.00148482;0.00424505;0.00164141;0.000380125;0.000934366;0.00141871;0.00187009;0.00020764;0.0014821;0.00216659;0.000504746;2.66659e-05;3.32413e-05;0.000467641;2.18493e-05;0.000432764;0.00030114;5.77619e-06;0.00125466;0.000118958;0.00158135;0.00250995;0.000109601;0.000174916;0.000716804;0.00257328;0.00108973;7.97873e-05;0.000506875;0.000903637;0.00112152;0.000894065;2.97472e-10;0.00119695;9.96343e-05;0.00038194;4.12155e-05;0.00111928;0.000376989;0.000654786;0.00129865;0.000138428;0.00100823;0.00230229;0.013343;0.459632
