;rho;x_C;x_P;x_N;x_Ace;condition;mu;density;consistent;converged;run_time;tC_q;tP_q;tN_q;tAce_q;Resp_q;Ferm_q;Nucprod_q;Aaprod_q;Replication_q;Transcription_q;tRNAcharging_q;Ribosome_q;tC_v;tP_v;tN_v;tAce_v;Resp_v;Ferm_v;Nucprod_v;Aaprod_v;Replication_v;Transcription_v;tRNAcharging_v;Ribosome_v;tC_p;tP_p;tN_p;tAce_p;Resp_p;Ferm_p;Nucprod_p;Aaprod_p;Replication_p;Transcription_p;tRNAcharging_p;Ribosome_p;C_b;P_b;N_b;Ace_b;ADP_b;ATP_b;AA_b;Nuc_b;DNA_b;tRNA_b;TC_b;Protein_b;C_c;P_c;N_c;Ace_c;ADP_c;ATP_c;AA_c;Nuc_c;DNA_c;tRNA_c;TC_c;Protein_c
15;340.0;0.3245273575943726;1.0;1.0;1.0;16;0.7342941693393485;1.0;1;1;0.254691;0.589443339627002;0.2422819632865861;0.2357480564485111;0.0674733593620993;1e-10;0.357815159519959;0.5503262981878844;0.2072006355336419;0.0294909567251262;0.4435826552534305;0.668754669887825;0.5965440388775975;147.1604345309671;60.48811921232632;58.856863916296625;16.845400084211555;2.49660017e-08;89.33213901448985;137.39447327778024;51.72971430895865;7.362712774309739;110.74485350670454;166.96130263781086;148.9331952306683;30.031061623989487;4.032541280821754;2.942843195814832;0.5792026786189344;7.3917842e-09;13.752895312832283;20.331977249674026;5.638407136092136;1.2219143068610807;10.300908286459828;21.03682047750496;52.39140701864543;0.0675538089282551;0.0549950605802849;0.0484611537422099;0.0040896725418924;0.0591565003907112;0.0839695634672723;0.0527296380027127;0.0222200563905393;0.0294909567251262;0.0351087902197127;0.0649895679092048;0.477235231102078;22.968295035606754;18.698320597296885;16.47679227235138;1.3904886642434375;20.11321013284184;28.54965157887259;17.928076920922322;7.554819172783365;10.026925286542914;11.936988674702347;22.096453089129646;162.2599785747065
16;340.0;0.2704394646619772;1.0;1.0;1.0;17;0.7144519944079635;1.0;1;1;0.218367;0.5888781342427567;0.2426934116956296;0.2361590653610663;0.0677306112994527;1e-10;0.3588575209298761;0.5528523789177173;0.2075518177548741;0.0290790435495786;0.4466334564613732;0.6746851275312522;0.6033552525053008;143.0465535408125;58.95354928530929;57.36626718320972;16.452691910623948;2.42913678e-08;87.17140032246016;134.2954048085231;50.41717544690913;7.063697424220649;108.49337567097113;163.8902458871121;146.5632435862371;33.59938371592288;3.93023661902062;2.8683133591604864;0.5685566990121768;7.2625345e-09;13.518621803114543;20.02720188144419;5.535886873063444;1.1884429095725175;10.211163986266529;20.870469565812407;51.79435126178954;0.0651330275045105;0.0547268202581237;0.0481924739235604;0.0040408928865225;0.0603014492489639;0.0832415591729864;0.0518596104731363;0.0218546410149937;0.0290790435495786;0.0346893924400267;0.0641968875233562;0.4826842020042407;22.145229351533576;18.607118887762077;16.385441134010545;1.3739035814176543;20.50249274464776;28.3021301188154;17.632267560866342;7.430577945097889;9.886874806856746;11.7943934296091;21.826941757941132;164.11262868144183
17;340.0;0.2253662205516476;1.0;1.0;1.0;18;0.692290611439175;1.0;1;1;0.2134969999999999;0.5882990837899517;0.2431162449294894;0.2365829210050255;0.067998249724467;1e-10;0.3599205227610061;0.5556017154237958;0.2079274485309479;0.0286139248755895;0.4499800249863316;0.6812212129047434;0.6108955836269179;138.47313702485775;57.22441191003106;55.68660591313598;16.0053469587053;2.35378807e-08;84.71766358238632;130.77686943771403;48.941714962682376;6.735111526250823;105.91576185528893;160.34503700243485;143.79187421895406;37.645460830096845;3.8149607940020704;2.7843302956567992;0.5563149894572871;7.116883e-09;13.249949366118964;19.675016837095242;5.419417034334083;1.1511426820566828;10.104903631607204;20.671642141294512;51.09046013768516;0.0625662926781773;0.0544183598524401;0.0478850359279762;0.0039858548277341;0.061596386894238;0.0823718222601644;0.0508904610969044;0.021447594019495;0.0286139248755895;0.034214734315703;0.0632930663500429;0.4887164669015344;21.272539510580316;18.50224234982964;16.280912215511908;1.355190641429627;20.942771544040944;28.006419568455907;17.302756772947525;7.29218196662833;9.72873445770046;11.633009667339032;21.5196425590146;166.16359874652167
18;340.0;0.1878051837930397;1.0;1.0;1.0;19;0.6677784977789719;1.0;1;1;0.214148;0.5877163315960722;0.2435430876861759;0.2370127564250077;0.0682721757072561;1e-10;0.3609822187066423;0.5585667717822057;0.208326096774851;0.0280932052376988;0.4536184904733398;0.6883624952386996;0.6191726957699413;133.4378718713537;55.295164661439195;53.81248762958133;15.500834917523791;2.27044689e-08;81.95909566916627;126.8196191217902;47.2993339038387;6.378413053085139;102.9916692052376;156.2890488192804;140.57987229998267;42.19750294479878;3.6863443107626126;2.6906243814790662;0.5423692825167633;6.9541285e-09;12.94470353282216;19.271550364143913;5.288273092392323;1.1099945497581432;9.98009031105088;20.43596331254562;50.2675571601997;0.0598770098048869;0.0540662920941003;0.0475359608329321;0.0039242680340723;0.0630499184239128;0.0813429691087441;0.049820988049626;0.0209983988929464;0.0280932052376988;0.0336820133832443;0.0622708195218825;0.4953381566159531;20.358183333661543;18.38253931199412;16.162226683196945;1.334251131584604;21.43697226413036;27.656609496973015;16.93913593687285;7.1394556236018;9.551689780817608;11.451884550303063;21.172078637440052;168.41497324942407
19;340.0;0.1565043198275331;1.0;1.0;1.0;20;0.640949644537351;1.0;1;1;0.2148839999999999;0.5871408559301473;0.2439658928921875;0.2374411063881382;0.0685478552104732;1e-10;0.3620190796884275;0.5617352084071847;0.2087461587137943;0.0275155554998037;0.4575385847134832;0.696095811248193;0.6281794709944662;127.95142578660652;53.16574979168492;51.74384953093107;14.938145966523216;2.17922879e-08;78.89224015029244;122.41495393191794;45.49056391688895;5.996269075727972;99.70812569963812;151.69520334637923;136.8946789374519;47.27549271910565;3.544383319445661;2.5871924765465537;0.5266476232429695;6.7739107e-09;12.60150641552727;18.813773319298672;5.142034343615523;1.0650945834831784;9.834811414628625;20.15922987901627;49.31465000981064;0.0570925404642867;0.0536677114891489;0.0471429249850996;0.0038559607272122;0.0646680330109928;0.0801395989143781;0.0486523805927763;0.0205075473531791;0.0275155554998037;0.0330894639391948;0.061124706228354;0.5025435767955732;19.41146375785748;18.24702190631064;16.028594494933888;1.3110266472521663;21.987131223737567;27.247463630888575;16.541809401543954;6.9725661000809165;9.35528886993328;11.250417739326233;20.78240011764039;170.86481611049487
20;340.0;0.1304202665229442;1.0;1.0;1.0;21;0.6119131210557022;1.0;1;1;0.2136639999999999;0.586583908891019;0.2443763812442023;0.2378603332318681;0.0688206233670897;1e-10;0.3630076504871176;0.5650900719734565;0.2091859229207247;0.0268809213468156;0.4617235146673068;0.7043945940795004;0.6378927541889524;122.03905275318944;50.842618814208954;49.48695202030903;14.318162428768655;2.08050461e-08;75.52390908806771;117.56725007041553;43.52122773161501;5.592588082582149;96.0617901544592;146.54962013610356;132.7138816789571;52.88879643379591;3.389507920947263;2.4743476010154515;0.5091259107679783;6.5762796e-09;12.220006525387888;18.299832485789157;4.980657698720275;1.0166676254507403;9.66740508209622;19.83767315985865;48.222808688989296;0.0542428512190813;0.0532204172066543;0.0467043691943201;0.0037809067303338;0.0664532740714163;0.0787497861734307;0.0473884118127521;0.0199766287619884;0.0268809213468156;0.0324365742305518;0.0598516559014932;0.510314203351162;18.442569414487668;18.09494185026248;15.879485526068848;1.2855082883134947;22.594113184281557;26.774927298966453;16.112060016335743;6.792053779076061;9.13951325791731;11.028435238387615;20.34956300650769;173.50682913939505
21;340.0;0.1086835554357869;1.0;1.0;1.0;22;0.5808586188269151;1.0;1;1;0.2438609999999999;0.5860564190272932;0.2447665226044627;0.2382630843338852;0.0690860259656413;1e-10;0.363926363173133;0.5686101683961715;0.2096435875834907;0.0261906723060989;0.4661501338881001;0.7132188098067807;0.6482728008130934;115.74141351768604;48.33941304673235;47.05503646843128;13.64393263169856;1.9749193e-08;71.87251998693245;112.29591980228352;41.402916808086395;5.172446432235458;92.06088979831597;140.8549595471526;128.02864685913875;59.034046749495154;3.222627536448824;2.352751823421564;0.4898374943305186;6.3617465e-09;11.801058084171505;17.72935636811094;4.804535868140727;0.965073117700159;9.476594567486556;19.468245461086767;46.986074744407006;0.0513589957382088;0.052723135081217;0.0462196968106395;0.0036992466689852;0.0684039913407004;0.0771665539785528;0.0460354668637855;0.0194083453623553;0.0261906723060989;0.0317242471046629;0.0584514080943185;0.5186182406504747;17.462058550991014;17.925865927613785;15.714696915617443;1.2577438674549928;23.25735705583815;26.236628352707957;15.652058733687074;6.598837423200804;8.904828584073659;10.7862440155854;19.87347875206832;176.33020182116144
22;340.0;0.0905696295298224;1.0;1.0;1.0;23;0.5525860645482247;1.0;1;1;0.798993;0.5200123737631767;0.2423015667263628;0.2376860596104602;1e-10;0.2845348280091104;5.74350559e-07;0.5569913581918806;0.2047988465058813;0.0251594411042346;0.4574832089141874;0.7010155189710595;0.6384864449106865;97.69954098561928;45.52343952500459;44.65628145456047;1.87879261e-08;53.45819348439653;0.0001079085591385;104.64712528761144;38.47745612899832;4.726937225647435;85.95160764366662;131.70627831725272;119.95836203259827;58.821126226886456;3.034895968333639;2.2328140727280235;9.6298177065e-06;15.693836747996224;1.66221778464e-05;15.964647017519752;4.25685065169182;0.916875541476832;9.15448942635329;18.815702489061696;44.777048621663454;0.053756593271339;0.0614899855508435;0.0568744784349409;1.147701118e-07;0.0678615731131719;0.0744060706316068;0.0441158580610812;0.0186495723542705;0.0251594411042346;0.0306209901255144;0.0562761666543356;0.5107891559285492;18.277241712255265;20.906595087286806;19.337322667879928;3.90218380174e-05;23.07293485847847;25.29806401474634;14.999391740767637;6.340854600451972;8.554209975439779;10.411136642674917;19.13389666247412;173.66831301570673
23;340.0;0.075474691274852;1.0;1.0;1.0;24;0.5205630816714945;1.0;1;1;5.576827;0.518961207315149;0.2428245308651982;0.2382142619196525;1e-10;0.2856947437990152;5.222913351e-07;0.5599584819693326;0.2051155148133125;0.0244301057308328;0.4614649563135723;0.7092771859901839;0.6485075878978269;91.85169541829731;42.97786527149167;42.16188709621825;1.76991447e-08;50.56552632478358;9.2441099573e-05;99.10786241389624;36.30369192655004;4.323919782432946;81.6753507122782;125.5359960174342;114.78029687076972;65.4419197379213;2.8651910180994444;2.1080943548109126;9.9768148123e-06;15.123393808829992;1.44566563686e-05;15.330952603545672;4.067368512546353;0.8643006754726626;8.93045001369542;18.355583736764444;43.30678501305156;0.0507155768675878;0.0612402048996341;0.0566299359540884;1.04358267e-07;0.0694382962510239;0.0734092845650177;0.0427485261339445;0.0180675717279942;0.0244301057308328;0.0298216849102262;0.0546926382831213;0.5188060703182615;17.243296134979865;20.821669665875625;19.25417822439007;3.54818107932e-05;23.609020725348127;24.959156752106043;14.534498885541131;6.142974387518036;8.306235948483168;10.139372869476922;18.59549701626125;176.39406390820892
24;340.0;0.0628955760623767;1.0;1.0;1.0;25;0.4872998884304923;1.0;1;1;7.306857;0.518219585947275;0.243192183777812;0.2385882303749128;1e-10;0.2868908965085899;4.757191597e-07;0.5634855384201924;0.2055251475475666;0.0236376574233941;0.4660570145321042;0.7186514546329841;0.6597521139193591;85.85963778096504;40.29255816751251;39.52976613445804;1.65681962e-08;47.53264663252234;7.88180837759e-05;93.35938960148094;34.0518096996605;3.9163334605605735;77.21724060247254;119.06758304544184;109.30902471159298;72.54868694516678;2.6861705445008335;1.9764883067229015;1.0254545203e-05;14.539480294450648;1.25505733048e-05;14.678958329952378;3.874127887155785;0.8099876892496974;8.698743164455978;17.882217133027314;41.75769188626492;0.0476467837231545;0.0607009093614852;0.056096955958586;9.50438319e-08;0.0712957869100513;0.0721498516319074;0.0412423418662131;0.0174423126226748;0.0236376574233941;0.0289762076809513;0.0530094066422625;0.5278016911354872;16.199906465872555;20.638309182904983;19.07296502591924;3.23149028613e-05;24.240567549417474;24.53094955484855;14.022396234512469;5.9303862917094365;8.036803523954001;9.851910611523456;18.02319825836925;179.4525749860657
25;340.0;0.0524129800519805;1.0;1.0;1.0;26;0.4531958805687965;1.0;1;1;8.386449;0.5175422896348986;0.2435265042331801;0.2389312062319211;1e-10;0.2879932961102909;4.336138424e-07;0.5670635092393428;0.2059398967379965;0.0228071623200231;0.4707529813392145;0.7282907905205998;0.6713753842290725;79.74633145211088;37.52417089945092;36.81609705723768;1.54086599e-08;44.375907645728574;6.68140824358e-05;87.37688777877301;31.732578367783944;3.514278083705451;72.53672604885993;112.21985128084356;103.44994987228893;80.06229969035861;2.501611393296728;1.8408048528618843;1.04639746768e-05;13.913603201589364;1.08538374518e-05;13.98626949277208;3.6719166979841833;0.7545381641503645;8.444027369304566;17.360007337811496;40.079004992366336;0.0446424243676046;0.0601264500652988;0.0555311520640399;8.66227684e-08;0.0732701365720186;0.0707266849286637;0.0396877489600769;0.0167970146561708;0.0228071623200231;0.0280869663977019;0.0512238656623745;0.5371003073832579;15.178424284985592;20.442993022201623;18.880591701773575;2.94517412878e-05;24.91184643448636;24.04707287574568;13.493834646426157;5.710984983098104;7.754435188807885;9.549568575218666;17.416114325207356;182.61410451030767
26;340.0;0.0436774833766504;1.0;1.0;1.0;27;0.4186896274862787;1.0;1;1;9.471168;0.516939535254773;0.2438221939940022;0.2392382708512245;1e-10;0.2889898296059387;3.954484151e-07;0.5706769101719014;0.2063610193395244;0.021945068527825;0.4755271199763703;0.7381384559275616;0.6833056431008793;73.58865529257534;34.70918001592024;34.05663805107463;1.42354473e-08;41.13899499571144;5.62938508769e-05;81.23841099786397;29.376414227084442;3.123978672805821;67.69341272566001;105.07731114950661;97.27161495752098;87.92038439866361;2.3139453343946825;1.7028319025537315;1.06014065618e-05;13.252672775581718;9.3485948132e-06;13.260608971129255;3.463098399124908;0.6986684380589167;8.168026753638932;16.79252618244932;38.286351817842736;0.0417234634379125;0.0595155855862816;0.0549316624435039;7.8989683e-08;0.0753531298716512;0.0691419431106841;0.0380972262200597;0.0161370306505159;0.021945068527825;0.0271607651371651;0.0493495315440138;0.5466445144807035;14.185977568890248;20.23529909933576;18.67676523079136;2.68564922316e-05;25.620064156361423;23.508260657632615;12.9530569148203;5.48659042117543;7.461323299460528;9.23466014663617;16.778840724964724;185.8591349234392
27;340.0;0.0363979028138754;1.0;1.0;1.0;28;0.384235548372069;1.0;1;1;10.753718;0.5164145891364573;0.244077538673889;0.2395078722896535;1e-10;0.2898702673015225;3.608007855e-07;0.5743034045129412;0.2067880760917793;0.021058818815144;0.4803461277486767;0.7481233250429309;0.6954544158568249;67.46444656702235;31.886310752006647;31.289329140538445;1.30640086e-08;37.86867677854197;4.71350458113e-05;75.02704641209189;27.014812136736182;2.7511259104716737;62.75245965333033;97.73489585625411;90.85422500713818;96.04950495926128;2.125754050133777;1.5644664570269224;1.06645607711e-05;12.564299312086593;8.0191540052e-06;12.510476416955846;3.250146067732589;0.6431025192055739;7.872874232633091;16.184264822678603;36.39869359162732;0.038907624323326;0.058872179742714;0.0543025133584785;7.20601571e-08;0.0775316441793722;0.0674036337917032;0.0364846034740151;0.0154681174978263;0.021058818815144;0.0262052418043076;0.0474020182674953;0.55636353268546;13.228592269930855;20.016541112522777;18.462854541882702;2.45004534159e-05;26.36075902098655;22.91723548917911;12.404765181165164;5.259159949260956;7.15999839714898;8.90978221346459;16.11668621094842;189.1636011130564
